"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","isBaseRunningPlay","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
717067,"2023-08-09",4,"2023-08-10T02:25:20.114Z","2023-08-10T02:25:25.473Z",TRUE,"pitch","c3dc3417-7f7a-4cf5-868d-f0252dad60ae",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,2,NA,NA,3.39,1.62,NA,156.07,192.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82","atBat","Strikeout","strikeout","Anthony Santander strikes out swinging.",0,8,2,82,"bottom",9,"2023-08-10T02:23:47.157Z","2023-08-10T02:25:25.473Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,623993,"Anthony Santander","/api/v1/people/623993","L","Left",608665,"Kendall Graveman","/api/v1/people/608665","R","Right","vs_RHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Houston Astros","true",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",82.4,75.8,13,0.89,0.4571,6.2783,24.1163,-38.4494,4.6365,-4.3209,-1.025,1.7159,-1.1842,-120.009,-1.2381,-1.1263,50.0025,5.6759,6.7349,9.6,10.8,24,2543,53,NA,NA,NA,NA,NA,NA,TRUE,-48.2,-7.8,-8,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717067,"2023-08-09",3,"2023-08-10T02:24:49.294Z","2023-08-10T02:24:54.659Z",TRUE,"pitch","e9712bd5-56b5-4ef8-96d3-e05b43f10f2c",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.39,1.62,NA,149.53,174.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82","atBat","Strikeout","strikeout","Anthony Santander strikes out swinging.",0,8,2,82,"bottom",9,"2023-08-10T02:23:47.157Z","2023-08-10T02:25:25.473Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,623993,"Anthony Santander","/api/v1/people/623993","L","Left",608665,"Kendall Graveman","/api/v1/people/608665","R","Right","vs_RHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Houston Astros","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.5,88.7,13,0.93,0.3869,6.3493,34.0663,-12.8751,-5.7092,9.5205,-0.8535,2.3937,2.8135,-141.854,-6.2123,-1.1193,50.0049,5.4417,-11.5742,37.2,3.6,24,2455,227,NA,NA,NA,NA,NA,NA,FALSE,-12.8,16.1,9.7,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717067,"2023-08-09",2,"2023-08-10T02:24:31.223Z","2023-08-10T02:24:35.245Z",TRUE,"pitch","e60337d7-4c62-4865-9f29-6545e476e600",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,1,2,NA,NA,3.39,1.62,NA,125.63,160.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82","atBat","Strikeout","strikeout","Anthony Santander strikes out swinging.",0,8,2,82,"bottom",9,"2023-08-10T02:23:47.157Z","2023-08-10T02:25:25.473Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,623993,"Anthony Santander","/api/v1/people/623993","L","Left",608665,"Kendall Graveman","/api/v1/people/608665","R","Right","vs_RHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Houston Astros","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97,88.1,2,0.94,0.3891,6.3517,34.0116,-13.1784,-5.4542,9.4805,-0.2265,2.9158,4.4489,-141.1142,-4.8604,-1.1198,50.0049,5.5186,-10.9316,34.8,3.6,24,2485,226,NA,NA,NA,NA,NA,NA,FALSE,-13,16.3,8.9,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717067,"2023-08-09",1,"2023-08-10T02:24:15.495Z","2023-08-10T02:24:18.872Z",TRUE,"pitch","97a4b6f1-ddf7-4d1b-8ef4-f444dc5bcd1c",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,2,NA,NA,3.3366,1.5925,NA,78.49,166.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82","atBat","Strikeout","strikeout","Anthony Santander strikes out swinging.",0,8,2,82,"bottom",9,"2023-08-10T02:23:47.157Z","2023-08-10T02:25:25.473Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,623993,"Anthony Santander","/api/v1/people/623993","L","Left",608665,"Kendall Graveman","/api/v1/people/608665","R","Right","vs_RHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Houston Astros","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.1,88.6,12,0.92,0.3883,6.5034,32.5213,-13.1635,-6.1161,9.4384,1.0102,2.6952,7.4808,-141.1365,-5.5262,-0.8817,50.007,5.5286,-12.3253,36,3.6,24,2455,220,NA,NA,NA,NA,NA,NA,FALSE,-13,16.1,9.5,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717067,"2023-08-09",0,"2023-08-10T02:24:00.042Z","2023-08-10T02:24:03.711Z",TRUE,"pitch","e2e3b063-ec6a-494e-816b-0d792d859985",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.3107,1.6706,NA,158.66,189.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82","atBat","Strikeout","strikeout","Anthony Santander strikes out swinging.",0,8,2,82,"bottom",9,"2023-08-10T02:23:47.157Z","2023-08-10T02:25:25.473Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,623993,"Anthony Santander","/api/v1/people/623993","L","Left",608665,"Kendall Graveman","/api/v1/people/608665","R","Right","vs_RHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Houston Astros","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",91.2,83.9,13,0.8,0.4123,6.3196,27.9382,-25.0345,-7.991,3.9942,-1.0929,1.8095,2.9215,-132.7489,-5.038,-1.1682,50.005,5.5504,-14.289,27.6,7.2,24,1692,229,NA,NA,NA,NA,NA,NA,FALSE,-26.4,6.4,13.8,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717067,"2023-08-09",0,"2023-08-10T02:23:30.933Z","2023-08-10T02:23:40.490Z",TRUE,"pitch","cd27152f-41ed-4fb6-a6bc-00207d5be0d9",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,1,NA,NA,3.76,1.76,NA,109.89,189.86,"line_drive","hard","7",72.21,77.27,NA,NA,NA,NA,NA,NA,NA,NA,"81","atBat","Lineout","field_out","Gunnar Henderson lines out sharply to left fielder Chas McCormick.",0,8,2,81,"bottom",9,"2023-08-10T02:23:08.638Z","2023-08-10T02:23:40.490Z",TRUE,FALSE,FALSE,TRUE,0,0,0,2,683002,"Gunnar Henderson","/api/v1/people/683002","L","Left",608665,"Kendall Graveman","/api/v1/people/608665","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Houston Astros","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.9,88.1,8,0.91,0.3899,6.4233,33.9611,-12.8061,-6.1594,9.7086,0.1865,1.8118,5.2896,-140.8344,-7.7473,-0.9219,50.0068,5.439,-12.2938,37.2,3.6,24,2392,224,103.6,18,331,NA,NA,NA,TRUE,-13.3,16.1,10,NA,NA,NA,TRUE,FALSE,668939,"Adley Rutschman","/api/v1/people/668939",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717067,"2023-08-09",1,"2023-08-10T02:22:54.156Z","2023-08-10T02:23:03.933Z",TRUE,"pitch","c5f35b79-87f7-48ac-b6a7-1c4f5bb9eb78",2,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",0,1,1,NA,NA,3.38,1.61,NA,118.56,198.92,"line_drive","medium","8",152.71,76.28,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Single","single","Adley Rutschman singles on a line drive to center fielder Mauricio Dubon.",0,8,2,80,"bottom",9,"2023-08-10T02:22:15.194Z","2023-08-10T02:23:03.933Z",TRUE,FALSE,FALSE,FALSE,33,0,1,1,668939,"Adley Rutschman","/api/v1/people/668939","L","Left",608665,"Kendall Graveman","/api/v1/people/608665","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Houston Astros","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.5,88.3,13,0.91,0.3909,6.3825,32.0959,-20.7421,-9.8575,5.7507,-0.0408,1.4764,6.1433,-140.2041,-7.2489,-0.9812,50.0044,5.4521,-19.6002,39.6,6,24,2161,230,89.4,15,223,NA,NA,NA,FALSE,-20.4,9.1,16.6,NA,NA,NA,FALSE,FALSE,668939,"Adley Rutschman","/api/v1/people/668939",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717067,"2023-08-09",0,"2023-08-10T02:22:37.104Z","2023-08-10T02:22:41.821Z",TRUE,"pitch","24ba44c7-537b-47e8-842d-6f347b14b427",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.1711,1.5565,NA,132.96,164.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Single","single","Adley Rutschman singles on a line drive to center fielder Mauricio Dubon.",0,8,2,80,"bottom",9,"2023-08-10T02:22:15.194Z","2023-08-10T02:23:03.933Z",TRUE,FALSE,FALSE,FALSE,33,0,1,1,668939,"Adley Rutschman","/api/v1/people/668939","L","Left",608665,"Kendall Graveman","/api/v1/people/608665","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Houston Astros","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",98.3,89.6,1,0.91,0.3836,6.4117,34.2012,-19.6845,-9.8232,6.0543,-0.4186,2.7435,5.2071,-143.0007,-4.5236,-0.9908,50.0025,5.5875,-20.2629,42,6,24,2255,228,NA,NA,NA,NA,NA,NA,FALSE,-18.2,10.2,16.7,NA,NA,NA,FALSE,FALSE,668939,"Adley Rutschman","/api/v1/people/668939",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717067,"2023-08-09",4,"2023-08-10T02:21:58.849Z","2023-08-10T02:22:11.306Z",TRUE,"pitch","30ee9d32-aeda-44f2-bc6f-69b981586097",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,0,NA,NA,3.49,1.69,NA,119.18,186.38,"fly_ball","medium","7",68.15,71.97,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Flyout","field_out","Colton Cowser flies out to left fielder Chas McCormick.",0,8,2,79,"bottom",9,"2023-08-10T02:21:04.052Z","2023-08-10T02:22:11.306Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,681297,"Colton Cowser","/api/v1/people/681297","L","Left",608665,"Kendall Graveman","/api/v1/people/608665","R","Right","vs_RHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Houston Astros",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89.3,82,8,0.91,0.4215,6.3765,27.388,-27.8608,1.4355,2.5234,-0.0571,1.9406,2.4003,-129.9786,-3.9543,-1.1793,50.0051,5.5988,2.4544,6,7.2,24,2611,162,95.7,29,346,NA,NA,NA,TRUE,-30.4,4,-3.1,NA,NA,NA,TRUE,FALSE,668939,"Adley Rutschman","/api/v1/people/668939",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717067,"2023-08-09",3,"2023-08-10T02:21:40.677Z","2023-08-10T02:21:43.986Z",TRUE,"pitch","e9b6be70-958c-4697-ad29-91c657a5ac7b",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,0,NA,NA,3.49,1.69,NA,127.39,149.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Flyout","field_out","Colton Cowser flies out to left fielder Chas McCormick.",0,8,2,79,"bottom",9,"2023-08-10T02:21:04.052Z","2023-08-10T02:22:11.306Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,681297,"Colton Cowser","/api/v1/people/681297","L","Left",608665,"Kendall Graveman","/api/v1/people/608665","R","Right","vs_RHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Houston Astros",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.8,87,2,0.86,0.3939,6.3717,33.4953,-15.0822,-6.506,8.7414,-0.2725,3.309,4.6836,-139.4385,-3.6329,-1.1349,50.0001,5.634,-12.7157,36,3.6,24,2514,227,NA,NA,NA,NA,NA,NA,FALSE,-14.8,15.2,10.7,NA,NA,NA,TRUE,FALSE,668939,"Adley Rutschman","/api/v1/people/668939",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
