"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isSubstitution","base","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
718305,"2023-05-05",4,"2023-05-06T01:11:19.643Z","2023-05-06T01:11:24.650Z",TRUE,"pitch","124fac4a-22eb-4c21-bbdc-cfc301d22208",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,2,NA,NA,3.28,1.54,NA,109.52,165.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Nick Senzel strikes out swinging.",0,5,4,68,"bottom",9,"2023-05-06T01:09:52.990Z","2023-05-06T01:11:24.650Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,669222,"Nick Senzel","/api/v1/people/669222","R","Right",625643,"Reynaldo López","/api/v1/people/625643","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds","Chicago White Sox","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",100.7,91.7,5,0.91,0.3745,6.4529,35.47,-11.7662,-5.3581,9.4249,0.1963,2.7116,6.5631,-146.4312,-6.1877,-1.3809,50.0063,5.5603,-11.6063,37.2,3.6,24,2220,215,NA,NA,NA,NA,NA,NA,TRUE,-11.2,16,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718305,"2023-05-05",3,"2023-05-06T01:10:59.981Z","2023-05-06T01:11:04.578Z",TRUE,"pitch","26991678-8d30-4bfd-9064-0e98eb2846a8",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.2002,1.4821,NA,70.38,171.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Nick Senzel strikes out swinging.",0,5,4,68,"bottom",9,"2023-05-06T01:09:52.990Z","2023-05-06T01:11:24.650Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,669222,"Nick Senzel","/api/v1/people/669222","R","Right",625643,"Reynaldo López","/api/v1/people/625643","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds","Chicago White Sox","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",90.7,83.3,12,0.9,0.4152,6.5507,28.4796,-31.6502,3.2271,0.2952,1.2231,2.5068,6.4684,-132.0062,-1.8035,-1.6796,50.0024,5.5322,5.6844,12,7.2,24,2291,127,NA,NA,NA,NA,NA,NA,FALSE,-32.9,0.4,-7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718305,"2023-05-05",2,"2023-05-06T01:10:36.937Z","2023-05-06T01:10:40.720Z",TRUE,"pitch","426c4d76-cfeb-4419-9ab6-e053d7a98538",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.28,1.54,NA,139.99,147.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Nick Senzel strikes out swinging.",0,5,4,68,"bottom",9,"2023-05-06T01:09:52.990Z","2023-05-06T01:11:24.650Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,669222,"Nick Senzel","/api/v1/people/669222","R","Right",625643,"Reynaldo López","/api/v1/people/625643","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds","Chicago White Sox","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",100,90.4,1,0.9,0.3782,6.3509,37.4656,-14.7889,-6.7826,8.2045,-0.6032,3.3667,4.9952,-145.4241,-3.8401,-1.4713,50.0043,5.6153,-14.375,39.6,3.6,24,2300,214,NA,NA,NA,NA,NA,NA,FALSE,-13.4,14.2,11.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718305,"2023-05-05",1,"2023-05-06T01:10:11.061Z","2023-05-06T01:10:19.697Z",TRUE,"pitch","63ee9577-c3cf-4472-8261-8d99775902fa",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,2,NA,NA,3.28,1.54,NA,138.68,176.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Nick Senzel strikes out swinging.",0,5,4,68,"bottom",9,"2023-05-06T01:09:52.990Z","2023-05-06T01:11:24.650Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,669222,"Nick Senzel","/api/v1/people/669222","R","Right",625643,"Reynaldo López","/api/v1/people/625643","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds","Chicago White Sox","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",100.2,90.5,4,0.91,0.378,6.423,38.4069,-10.782,-5.5157,10.0908,-0.5689,2.3178,5.0424,-145.6379,-7.56,-1.6174,50.0034,5.6213,-11.6931,39.6,3.6,24,2215,211,NA,NA,NA,NA,NA,NA,FALSE,-10.9,16.7,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718305,"2023-05-05",0,"2023-05-06T01:09:54.046Z","2023-05-06T01:09:59.541Z",TRUE,"pitch","6efee800-2a80-4d4a-aec3-d8851e89808b",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.2002,1.4821,NA,99.29,214.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Nick Senzel strikes out swinging.",0,5,4,68,"bottom",9,"2023-05-06T01:09:52.990Z","2023-05-06T01:11:24.650Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,669222,"Nick Senzel","/api/v1/people/669222","R","Right",625643,"Reynaldo López","/api/v1/people/625643","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds","Chicago White Sox","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",100.4,90.6,14,0.91,0.3785,6.5147,38.4957,-11.6672,-7.5162,9.7001,0.4647,0.9048,8.439,-145.4729,-10.8495,-1.5165,50.0003,5.4197,-15.8863,43.2,3.6,24,2392,211,NA,NA,NA,NA,NA,NA,FALSE,-12.5,15.1,11.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718305,"2023-05-05",1,"2023-05-06T01:09:03.861Z","2023-05-06T01:09:14.910Z",TRUE,"pitch","ea719aa8-e108-40d7-8345-82bece0689fe",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,0,0,NA,NA,3.49,1.64,NA,114,174.11,"line_drive","medium","8",136.31,81.02,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Double Play","double_play","Henry Ramos lines into a double play, center fielder Luis Robert Jr. to first baseman Andrew Vaughn. Jake Fraley out at 1st.",0,5,4,67,"bottom",9,"2023-05-06T01:08:43.908Z","2023-05-06T01:09:14.910Z",TRUE,FALSE,FALSE,TRUE,25,1,0,2,592656,"Henry Ramos","/api/v1/people/592656","L","Left",625643,"Reynaldo López","/api/v1/people/625643","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds","Chicago White Sox","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.3,89.1,5,0.9,0.3848,6.4622,35.6592,-10.9668,-6.9597,10.3585,0.0787,2.3952,6.4252,-142.8276,-7.1346,-1.3057,50.0052,5.6301,-14.2519,44.4,3.6,24,2124,213,84.5,24,297,NA,NA,NA,TRUE,-11.3,17.3,11.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718305,"2023-05-05",0,"2023-05-06T01:08:45.399Z","2023-05-06T01:08:49.755Z",TRUE,"pitch","716f5e91-4e16-4711-aa60-d4f43ab38bd3",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,3.5655,1.7469,NA,52.95,187.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Double Play","double_play","Henry Ramos lines into a double play, center fielder Luis Robert Jr. to first baseman Andrew Vaughn. Jake Fraley out at 1st.",0,5,4,67,"bottom",9,"2023-05-06T01:08:43.908Z","2023-05-06T01:09:14.910Z",TRUE,FALSE,FALSE,TRUE,25,1,0,2,592656,"Henry Ramos","/api/v1/people/592656","L","Left",625643,"Reynaldo López","/api/v1/people/625643","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds","Chicago White Sox","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.8,89.2,14,0.91,0.3842,6.4365,36.3612,-8.9297,-6.3038,11.3204,1.6804,1.9105,10.3621,-143.1583,-8.5565,-1.1851,50.0024,5.5157,-12.944,43.2,3.6,24,2274,210,NA,NA,NA,NA,NA,NA,FALSE,-9.8,18.6,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718305,"2023-05-05",7,"2023-05-06T01:08:16.776Z","2023-05-06T01:08:24.267Z",TRUE,"pitch","0c8711e6-3fec-451c-bafa-521113745e22",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,1,0,NA,NA,3.3125,1.5617,NA,154.18,182.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Walk","walk","Jake Fraley walks.",0,5,4,66,"bottom",9,"2023-05-06T01:06:46.740Z","2023-05-06T01:08:24.267Z",TRUE,FALSE,FALSE,FALSE,0,4,1,0,641584,"Jake Fraley","/api/v1/people/641584","L","Left",625643,"Reynaldo López","/api/v1/people/625643","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds","Chicago White Sox",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",99.7,90.5,13,0.91,0.379,6.3055,36.4828,-11.2111,-5.4541,9.9281,-0.9755,2.0731,3.7247,-144.9744,-7.9752,-1.5738,50.0021,5.5583,-11.5142,38.4,3.6,24,2137,213,NA,NA,NA,NA,NA,NA,FALSE,-11.3,16.4,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,641584,"Jake Fraley","/api/v1/people/641584",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718305,"2023-05-05",6,"2023-05-06T01:07:59.328Z","2023-05-06T01:08:04.175Z",TRUE,"pitch","1bcfb9c3-d81d-42a8-96ae-99a385e5cf1c",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,0,NA,NA,3.2367,1.5638,NA,124.19,200.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Walk","walk","Jake Fraley walks.",0,5,4,66,"bottom",9,"2023-05-06T01:06:46.740Z","2023-05-06T01:08:24.267Z",TRUE,FALSE,FALSE,FALSE,0,4,1,0,641584,"Jake Fraley","/api/v1/people/641584","L","Left",625643,"Reynaldo López","/api/v1/people/625643","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds","Chicago White Sox",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",100.2,90.6,13,0.91,0.3784,6.4403,37.4905,-7.7506,-7.1287,11.5406,-0.1888,1.4036,6.408,-145.341,-10.3689,-1.5076,50.0065,5.509,-15.0903,52.8,3.6,24,2265,217,NA,NA,NA,NA,NA,NA,FALSE,-9,18.7,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718305,"2023-05-05",5,"2023-05-06T01:07:41.226Z","2023-05-06T01:07:45.071Z",TRUE,"pitch","b49a2d09-9d7a-4ada-a849-47042abb7077",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,0,NA,NA,3.3125,1.5617,NA,65.77,203.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Walk","walk","Jake Fraley walks.",0,5,4,66,"bottom",9,"2023-05-06T01:06:46.740Z","2023-05-06T01:08:24.267Z",TRUE,FALSE,FALSE,FALSE,0,4,1,0,641584,"Jake Fraley","/api/v1/people/641584","L","Left",625643,"Reynaldo López","/api/v1/people/625643","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds","Chicago White Sox",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",99.5,90.3,14,0.9,0.3808,6.4688,35.7499,-11.0358,-4.9235,10.1035,1.3439,1.2941,9.1456,-144.2227,-10.0143,-1.2387,50.0014,5.5065,-10.2997,31.2,3.6,24,2173,211,NA,NA,NA,NA,NA,NA,FALSE,-11.8,16.2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
