"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
718253,"2023-05-08",4,"2023-05-09T02:35:09.386Z","2023-05-09T02:35:18.217Z",TRUE,"pitch","7d8d7455-4a1c-4b55-a603-177e91b4c998",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,2,NA,NA,3.16,1.52,NA,92.23,199.36,"fly_ball","medium","9",180.14,128.44,NA,NA,NA,NA,NA,NA,NA,NA,"81","atBat","Flyout","field_out","Andrew Vaughn flies out to right fielder MJ Melendez.",0,5,12,81,"top",9,"2023-05-09T02:34:01.455Z","2023-05-09T02:35:18.217Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,683734,"Andrew Vaughn","/api/v1/people/683734","R","Right",666721,"Max Castillo","/api/v1/people/666721","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Kansas City Royals","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.5,78.2,9,0.9,0.4454,6.8526,23.3732,-27.5748,0.6359,2.9963,0.6498,1.4599,7.6858,-122.7914,-5.0461,-2.5979,50.0013,5.8761,0.9732,4.8,7.2,24,2337,157,74.7,45,224,NA,NA,NA,TRUE,-33.8,4.6,-2.9,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718253,"2023-05-08",3,"2023-05-09T02:34:49.244Z","2023-05-09T02:34:53.851Z",TRUE,"pitch","526eaff2-cb64-4309-875d-23ab876b4919",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.203,1.5517,NA,13.18,220.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81","atBat","Flyout","field_out","Andrew Vaughn flies out to right fielder MJ Melendez.",0,5,12,81,"top",9,"2023-05-09T02:34:01.455Z","2023-05-09T02:35:18.217Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,683734,"Andrew Vaughn","/api/v1/people/683734","R","Right",666721,"Max Castillo","/api/v1/people/666721","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Kansas City Royals","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",82.5,77.5,14,0.9,0.4546,7.2382,18.8981,-25.1112,1.2959,4.7813,2.7236,0.6931,12.1317,-119.6177,-6.1546,-2.542,50.0028,5.4947,1.9128,7.2,7.2,24,2488,76,NA,NA,NA,NA,NA,NA,FALSE,-32.3,7.6,-4.7,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718253,"2023-05-08",2,"2023-05-09T02:34:33.890Z","2023-05-09T02:34:39.541Z",TRUE,"pitch","763c8c1a-5794-4f17-91e2-4459fada5987",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,2,NA,NA,3.2611,1.4938,NA,79,145.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81","atBat","Flyout","field_out","Andrew Vaughn flies out to right fielder MJ Melendez.",0,5,12,81,"top",9,"2023-05-09T02:34:01.455Z","2023-05-09T02:35:18.217Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,683734,"Andrew Vaughn","/api/v1/people/683734","R","Right",666721,"Max Castillo","/api/v1/people/666721","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Kansas City Royals","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.9,85.8,12,0.92,0.4018,6.9816,29.5588,-14.1332,-6.8722,9.5835,0.9969,3.4552,10.6917,-136.2545,-4.3527,-2.0827,50.0051,6.048,-12.9411,34.8,3.6,24,2015,218,NA,NA,NA,NA,NA,NA,FALSE,-14.5,16.6,10.2,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718253,"2023-05-08",1,"2023-05-09T02:34:19.554Z","2023-05-09T02:34:24.261Z",TRUE,"pitch","626fa917-9a76-4cc7-9dc0-f423b719b0ea",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,2,NA,NA,3.2901,1.4938,NA,97.13,167.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81","atBat","Flyout","field_out","Andrew Vaughn flies out to right fielder MJ Melendez.",0,5,12,81,"top",9,"2023-05-09T02:34:01.455Z","2023-05-09T02:35:18.217Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,683734,"Andrew Vaughn","/api/v1/people/683734","R","Right",666721,"Max Castillo","/api/v1/people/666721","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Kansas City Royals","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.9,86.2,6,0.92,0.401,6.5946,28.2669,-13.7235,-7.3393,9.7526,0.5213,2.6545,10.3123,-136.271,-6.3302,-2.348,50.0043,5.9452,-13.8878,38.4,3.6,24,2049,224,NA,NA,NA,NA,NA,NA,FALSE,-14.5,16.6,11.3,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718253,"2023-05-08",0,"2023-05-09T02:34:05.574Z","2023-05-09T02:34:09.545Z",TRUE,"pitch","bcb81f37-cb34-4bd2-b61d-6b59bc4d8d27",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.174,1.4648,NA,106.75,171.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81","atBat","Flyout","field_out","Andrew Vaughn flies out to right fielder MJ Melendez.",0,5,12,81,"top",9,"2023-05-09T02:34:01.455Z","2023-05-09T02:35:18.217Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,683734,"Andrew Vaughn","/api/v1/people/683734","R","Right",666721,"Max Castillo","/api/v1/people/666721","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Kansas City Royals","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.4,85.8,5,0.91,0.4028,6.8558,28.0759,-13.5863,-6.3798,9.9111,0.2689,2.486,9.5314,-135.6805,-6.736,-2.4513,50.0027,5.9371,-11.9651,33.6,3.6,24,1980,217,NA,NA,NA,NA,NA,NA,FALSE,-14.5,16.8,9.7,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718253,"2023-05-08",1,"2023-05-09T02:33:36.665Z","2023-05-09T02:33:40.561Z",TRUE,"pitch","c039b696-6859-4a24-90a0-fadf897609b8",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,1,NA,NA,3.24,1.56,NA,127.31,182.83,"line_drive","medium","5",86.52,156.73,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Lineout","field_out","Lenyn Sosa lines out to third baseman Maikel Garcia.",0,5,12,80,"top",9,"2023-05-09T02:33:04.325Z","2023-05-09T02:33:40.561Z",TRUE,FALSE,FALSE,TRUE,0,0,1,2,672820,"Lenyn Sosa","/api/v1/people/672820","R","Right",666721,"Max Castillo","/api/v1/people/666721","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Kansas City Royals","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83.6,77.1,8,0.9,0.45,6.7289,23.4933,-27.3306,1.8584,3.2276,-0.2706,2.0722,5.5818,-121.6449,-3.4607,-2.8349,50.0036,5.8785,2.7893,7.2,7.2,24,2178,147,86.9,12,148,NA,NA,NA,TRUE,-33.8,5.3,-4.7,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718253,"2023-05-08",0,"2023-05-09T02:33:23.873Z","2023-05-09T02:33:27.555Z",TRUE,"pitch","8a374fe3-762b-4170-ac66-eba883049fe6",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.3772,1.6677,NA,85.73,160.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Lineout","field_out","Lenyn Sosa lines out to third baseman Maikel Garcia.",0,5,12,80,"top",9,"2023-05-09T02:33:04.325Z","2023-05-09T02:33:40.561Z",TRUE,FALSE,FALSE,TRUE,0,0,1,2,672820,"Lenyn Sosa","/api/v1/people/672820","R","Right",666721,"Max Castillo","/api/v1/people/666721","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Kansas City Royals","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93,85.4,3,0.91,0.4049,6.7167,27.8636,-14.1468,-6.1088,9.7147,0.8204,2.8931,10.8764,-135.0001,-5.4533,-2.457,50.0045,5.9259,-11.339,31.2,3.6,24,2099,223,NA,NA,NA,NA,NA,NA,FALSE,-15,16.7,8.9,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718253,"2023-05-08",1,"2023-05-09T02:32:50.247Z","2023-05-09T02:32:56.817Z",TRUE,"pitch","fd1eb2ce-2831-42e5-bc1a-8efd84e38652",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,0,NA,NA,3.45,1.55,NA,159.02,152.35,"ground_ball","medium","6",117.83,166.7,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Groundout","field_out","Tim Anderson grounds out, shortstop Bobby Witt Jr. to first baseman Nick Pratto.",0,5,12,79,"top",9,"2023-05-09T02:32:47.874Z","2023-05-09T02:32:56.817Z",TRUE,FALSE,FALSE,TRUE,0,0,0,1,641313,"Tim Anderson","/api/v1/people/641313","R","Right",666721,"Max Castillo","/api/v1/people/666721","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Kansas City Royals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92,84.1,11,0.91,0.4094,6.7245,28.6432,-14.9377,-7.1692,9.5078,-1.1024,3.2012,6.3212,-133.753,-4.7401,-2.564,50.0064,6.0665,-13.0024,36,4.8,24,2141,221,52.8,-2,31,NA,NA,NA,TRUE,-16,16.4,11.6,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718253,"2023-05-08",0,"2023-05-09T02:31:53.773Z","2023-05-09T02:32:50.247Z",FALSE,"action",NA,NA,"Defensive Substitution: Freddy Fermin replaces catcher Salvador Perez, batting 3rd, playing catcher.","Defensive Sub",5,12,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,666023,"/api/v1/people/666023",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"defensive_substitution",NA,"2","Catcher","Catcher","C","301","79","atBat","Groundout","field_out","Tim Anderson grounds out, shortstop Bobby Witt Jr. to first baseman Nick Pratto.",0,5,12,79,"top",9,"2023-05-09T02:32:47.874Z","2023-05-09T02:32:56.817Z",TRUE,FALSE,FALSE,TRUE,0,0,0,1,641313,"Tim Anderson","/api/v1/people/641313","R","Right",666721,"Max Castillo","/api/v1/people/666721","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Kansas City Royals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,521692,"/api/v1/people/521692",TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718253,"2023-05-08",1,"2023-05-09T02:30:17.907Z","2023-05-09T02:30:28.234Z",TRUE,"pitch","d3f7344b-4fe1-420c-a362-5b6771c25915",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,2,NA,NA,3.44,1.67,NA,93.02,154.13,"fly_ball","medium","8",130.88,93.57,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Flyout","field_out","Maikel Garcia flies out to center fielder Luis Robert Jr.",0,5,12,78,"bottom",8,"2023-05-09T02:29:39.818Z","2023-05-09T02:30:28.234Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,672580,"Maikel Garcia","/api/v1/people/672580","R","Right",608665,"Kendall Graveman","/api/v1/people/608665","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Chicago White Sox","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.8,80.3,3,0.9,0.4318,6.4854,23.8146,-30.281,3.6005,1.1597,0.6292,3.1353,2.5177,-126.4558,-0.3638,-0.8443,50.004,5.6935,5.878,12,7.2,24,2435,133,82.1,45,266,NA,NA,NA,TRUE,-33.7,2.3,-7.1,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
