"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
718214,"2023-05-12",5,"2023-05-13T02:15:57.474Z","2023-05-13T02:16:05.403Z",TRUE,"pitch","ad934cda-4cbb-4e20-a6cc-de34a4da151f",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,2,NA,NA,3.06,1.49,NA,122.69,138.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","Lane Thomas strikes out swinging.",0,3,2,76,"bottom",9,"2023-05-13T02:14:54.783Z","2023-05-13T02:16:05.403Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,657041,"Lane Thomas","/api/v1/people/657041","R","Right",622098,"Drew Smith","/api/v1/people/622098","R","Right","vs_RHP","vs_RHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","New York Mets",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.1,87.8,11,0.9,0.3917,6.2775,31.3325,-12.6603,-4.077,9.8511,-0.1493,3.7119,7.1495,-139.8056,-2.9556,-2.2092,50.003,5.6131,-8.077,26.4,3.6,24,2512,206,NA,NA,NA,NA,NA,NA,TRUE,-12.2,17.4,5.9,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718214,"2023-05-12",4,"2023-05-13T02:15:38.331Z","2023-05-13T02:15:41.402Z",TRUE,"pitch","4dac3f4e-6e51-4174-b1f4-452d0fcc4d5d",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,2,NA,NA,2.9713,1.4277,NA,74.26,114.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","Lane Thomas strikes out swinging.",0,3,2,76,"bottom",9,"2023-05-13T02:14:54.783Z","2023-05-13T02:16:05.403Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,657041,"Lane Thomas","/api/v1/people/657041","R","Right",622098,"Drew Smith","/api/v1/people/622098","R","Right","vs_RHP","vs_RHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","New York Mets",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.5,87.3,12,0.87,0.3945,6.1812,30.2485,-13.0285,-4.2708,9.8007,1.1213,4.5868,10.3938,-138.6989,-0.6127,-2.1153,50.0018,5.6772,-8.3432,25.2,3.6,24,2561,209,NA,NA,NA,NA,NA,NA,FALSE,-12.2,17.9,5.6,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718214,"2023-05-12",3,"2023-05-13T02:15:15.597Z","2023-05-13T02:15:19.515Z",TRUE,"pitch","b5d19d91-319e-46d0-953a-eaeab9a0ddf2",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.06,1.49,NA,142.83,152.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","Lane Thomas strikes out swinging.",0,3,2,76,"bottom",9,"2023-05-13T02:14:54.783Z","2023-05-13T02:16:05.403Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,657041,"Lane Thomas","/api/v1/people/657041","R","Right",622098,"Drew Smith","/api/v1/people/622098","R","Right","vs_RHP","vs_RHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","New York Mets",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.1,86.8,11,0.9,0.3959,6.1696,30.9986,-12.0718,-4.563,10.3693,-0.6777,3.2058,5.9034,-138.3798,-4.3548,-2.2462,50.0022,5.6092,-8.8459,30,3.6,24,2537,212,NA,NA,NA,NA,NA,NA,FALSE,-12.2,18,7.1,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718214,"2023-05-12",2,"2023-05-13T02:14:57.117Z","2023-05-13T02:15:01.037Z",TRUE,"pitch","1ae2e107-cbb9-49c5-94cc-b432e7e2984d",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,2,NA,NA,3.06,1.49,NA,128.39,161.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","Lane Thomas strikes out swinging.",0,3,2,76,"bottom",9,"2023-05-13T02:14:54.783Z","2023-05-13T02:16:05.403Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,657041,"Lane Thomas","/api/v1/people/657041","R","Right",622098,"Drew Smith","/api/v1/people/622098","R","Right","vs_RHP","vs_RHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","New York Mets",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83.4,77,1,0.9,0.4499,6.1466,22.7784,-25.6116,4.7418,4.366,-0.2989,2.8653,3.9242,-121.5131,-1.2482,-2.5479,50.0003,5.6012,7.1224,16.8,7.2,24,2819,74,NA,NA,NA,NA,NA,NA,FALSE,-31.2,7.9,-9.5,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718214,"2023-05-12",0,"2023-05-13T02:12:21.250Z","2023-05-13T02:13:51.392Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",3,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","Lane Thomas strikes out swinging.",0,3,2,76,"bottom",9,"2023-05-13T02:14:54.783Z","2023-05-13T02:16:05.403Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,657041,"Lane Thomas","/api/v1/people/657041","R","Right",622098,"Drew Smith","/api/v1/people/622098","R","Right","vs_RHP","vs_RHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","New York Mets",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718214,"2023-05-12",1,"2023-05-13T02:13:51.392Z","2023-05-13T02:14:57.117Z",FALSE,"action",NA,NA,"Pitching Change: Drew Smith replaces David Robertson.","Pitching Substitution",3,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,622098,"/api/v1/people/622098",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"76","atBat","Strikeout","strikeout","Lane Thomas strikes out swinging.",0,3,2,76,"bottom",9,"2023-05-13T02:14:54.783Z","2023-05-13T02:16:05.403Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,657041,"Lane Thomas","/api/v1/people/657041","R","Right",622098,"Drew Smith","/api/v1/people/622098","R","Right","vs_RHP","vs_RHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","New York Mets",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718214,"2023-05-12",6,"2023-05-13T02:11:47.238Z","2023-05-13T02:11:52.911Z",TRUE,"pitch","7802e403-c87b-4894-8a08-5a9c5f3a92b1",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,1,2,NA,NA,3.2285,1.4978,NA,80.19,160.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Walk","walk","Jake Alu walks.",0,3,2,75,"bottom",9,"2023-05-13T02:09:45.340Z","2023-05-13T02:11:52.911Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,666906,"Jake Alu","/api/v1/people/666906","L","Left",502085,"David Robertson","/api/v1/people/502085","R","Right","vs_RHP","vs_LHB","RISP",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","New York Mets",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",91.5,84.5,12,0.85,0.4105,6.9119,26.2592,-19.0623,1.0313,7.2614,0.9658,2.8927,9.0046,-132.9811,-3.6821,-2.5865,50.0046,5.6636,1.8628,9.6,4.8,24,2584,194,NA,NA,NA,NA,NA,NA,FALSE,-19.9,12.6,-3.6,NA,NA,NA,NA,NA,NA,FALSE,FALSE,666906,"Jake Alu","/api/v1/people/666906",656308,"Michael Chavis","/api/v1/people/656308",NA,NA,NA
718214,"2023-05-12",4,"2023-05-13T02:11:06.028Z","2023-05-13T02:11:16.007Z",TRUE,"pitch","4a778ddc-7dfb-458d-94c3-eab21f39ada1",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,2,NA,NA,3.2972,1.5212,NA,51.13,219.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Walk","walk","Jake Alu walks.",0,3,2,75,"bottom",9,"2023-05-13T02:09:45.340Z","2023-05-13T02:11:52.911Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,666906,"Jake Alu","/api/v1/people/666906","L","Left",502085,"David Robertson","/api/v1/people/502085","R","Right","vs_RHP","vs_LHB","RISP",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","New York Mets",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",92.2,85.2,14,0.88,0.4088,7.033,27.4737,-18.8171,0.4381,7.3352,1.7281,0.7195,11.0729,-133.7387,-8.9814,-2.514,50.0029,5.4582,0.795,8.4,4.8,24,2605,191,NA,NA,NA,NA,NA,NA,FALSE,-20.8,11.5,-3,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718214,"2023-05-12",2,"2023-05-13T02:10:26.124Z","2023-05-13T02:10:30.635Z",TRUE,"pitch","d2b248e6-e7ab-4e8f-8181-1eabd41cb4ca",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.2753,1.638,NA,65.94,178.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Walk","walk","Jake Alu walks.",0,3,2,75,"bottom",9,"2023-05-13T02:09:45.340Z","2023-05-13T02:11:52.911Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,666906,"Jake Alu","/api/v1/people/666906","L","Left",502085,"David Robertson","/api/v1/people/502085","R","Right","vs_RHP","vs_LHB","RISP",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","New York Mets",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",93.5,85.5,14,2,0.404,7.0194,30.5123,-18.5742,-0.8908,7.3077,1.3395,2.2267,10.9801,-135.7378,-5.2152,-2.6471,50.0013,5.4717,-1.6594,2.4,4.8,24,2579,200,NA,NA,NA,NA,NA,NA,FALSE,-19.3,12.2,-0.8,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718214,"2023-05-12",1,"2023-05-13T02:10:06.478Z","2023-05-13T02:10:10.255Z",TRUE,"pitch","d698efd6-4f62-4788-80b8-56ef00b1c648",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,2,NA,NA,3.2972,1.5445,NA,132.31,151.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Walk","walk","Jake Alu walks.",0,3,2,75,"bottom",9,"2023-05-13T02:09:45.340Z","2023-05-13T02:11:52.911Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,666906,"Jake Alu","/api/v1/people/666906","L","Left",502085,"David Robertson","/api/v1/people/502085","R","Right","vs_RHP","vs_LHB","RISP",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","New York Mets",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",90.2,82.9,1,0.84,0.4165,6.9397,26.5268,-18.7419,0.7328,7.6636,-0.4015,3.2454,5.7206,-131.2657,-2.7082,-2.7001,50.0062,5.6781,1.2857,7.2,4.8,24,2565,189,NA,NA,NA,NA,NA,NA,FALSE,-19.9,13.6,-2.5,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
