"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
746642,"2024-05-18",5,"2024-05-19T00:55:23.947Z","2024-05-19T00:55:28.087Z",TRUE,"pitch","c44132dd-3dd7-4639-9b4a-db40f32c6290",6,"Swinging Strike (Blocked)",NA,NA,NA,NA,FALSE,"W","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"W","Swinging Strike (Blocked)",2,3,2,NA,NA,3.38,1.62,NA,81.36,238.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Strikeout","strikeout","Alex Kirilloff strikes out swinging.",0,4,11,78,"top",9,"2024-05-19T00:53:15.096Z","2024-05-19T00:55:28.087Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,666135,"Alex Kirilloff","/api/v1/people/666135","L","Left",658648,"Pedro Avila","/api/v1/people/658648","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Cleveland Guardians","true",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",78.5,72.6,14,0.84,0.4813,6.2602,23.1235,-41.6938,4.376,-7.273,0.9349,-0.0068,2.7958,-114.2524,-3.602,-0.8778,50.0054,5.7312,5.7246,8.4,13.2,24,2703,20,NA,NA,NA,NA,NA,NA,TRUE,-58.6,-13.8,-8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746642,"2024-05-18",4,"2024-05-19T00:55:00.854Z","2024-05-19T00:55:04.743Z",TRUE,"pitch","c8a02b2e-3cd3-46b1-849e-ca03ca48c1d3",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.38,1.62,NA,88.19,186.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Strikeout","strikeout","Alex Kirilloff strikes out swinging.",0,4,11,78,"top",9,"2024-05-19T00:53:15.096Z","2024-05-19T00:55:28.087Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,666135,"Alex Kirilloff","/api/v1/people/666135","L","Left",658648,"Pedro Avila","/api/v1/people/658648","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Cleveland Guardians","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.1,88.3,9,0.95,0.3932,6.4938,26.3707,-19.608,-3.6103,6.3709,0.7559,1.95,7.0508,-138.4723,-5.2771,-1.3363,50.0033,5.163,-7.1221,15.6,4.8,24,2220,213,NA,NA,NA,NA,NA,NA,FALSE,-19.1,10.8,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746642,"2024-05-18",3,"2024-05-19T00:54:35.171Z","2024-05-19T00:54:38.644Z",TRUE,"pitch","682fef14-b27d-4530-8abf-3a07bad22038",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.38,1.62,NA,109.34,196.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Strikeout","strikeout","Alex Kirilloff strikes out swinging.",0,4,11,78,"top",9,"2024-05-19T00:53:15.096Z","2024-05-19T00:55:28.087Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,666135,"Alex Kirilloff","/api/v1/people/666135","L","Left",658648,"Pedro Avila","/api/v1/people/658648","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Cleveland Guardians","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.5,87.4,8,0.93,0.3966,6.4126,27.6027,-14.9233,-1.5933,8.9051,0.2009,1.5804,3.7001,-137.5764,-8.1596,-0.9483,50.0002,5.575,-3.0859,8.4,3.6,24,2362,206,NA,NA,NA,NA,NA,NA,FALSE,-15.6,14.8,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746642,"2024-05-18",2,"2024-05-19T00:54:17.263Z","2024-05-19T00:54:21.204Z",TRUE,"pitch","c8e496f9-d735-4392-9ec1-1ae5f675f64a",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.3316,1.5806,NA,88.35,201.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Strikeout","strikeout","Alex Kirilloff strikes out swinging.",0,4,11,78,"top",9,"2024-05-19T00:53:15.096Z","2024-05-19T00:55:28.087Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,666135,"Alex Kirilloff","/api/v1/people/666135","L","Left",658648,"Pedro Avila","/api/v1/people/658648","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Cleveland Guardians","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.2,88.1,14,0.95,0.394,6.2782,27.4732,-14.9225,-2.8794,8.7902,0.7515,1.3985,5.5585,-138.4068,-8.6734,-0.8981,50.0045,5.5471,-5.6527,15.6,3.6,24,2359,202,NA,NA,NA,NA,NA,NA,FALSE,-15.5,14.5,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746642,"2024-05-18",1,"2024-05-19T00:53:57.589Z","2024-05-19T00:54:01.114Z",TRUE,"pitch","528280e7-abd4-4594-8f91-0d049ab5b25b",2,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",1,1,2,NA,NA,3.2314,1.5057,NA,156.84,218.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Strikeout","strikeout","Alex Kirilloff strikes out swinging.",0,4,11,78,"top",9,"2024-05-19T00:53:15.096Z","2024-05-19T00:55:28.087Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,666135,"Alex Kirilloff","/api/v1/people/666135","L","Left",658648,"Pedro Avila","/api/v1/people/658648","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Cleveland Guardians","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",78.3,71.9,13,2,0.4835,6.2348,23.7068,-44.9257,5.1174,-9.8472,-1.0453,0.7527,-1.5919,-113.9142,-1.3062,-0.9964,50.0011,5.8316,6.6289,8.4,14.4,24,2843,21,NA,NA,NA,NA,NA,NA,FALSE,-62.9,-17.8,-8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746642,"2024-05-18",0,"2024-05-19T00:53:39.745Z","2024-05-19T00:53:43.781Z",TRUE,"pitch","dc54dce6-8c59-494f-b45d-a285324411e0",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.3651,1.6229,NA,112.14,161.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Strikeout","strikeout","Alex Kirilloff strikes out swinging.",0,4,11,78,"top",9,"2024-05-19T00:53:15.096Z","2024-05-19T00:55:28.087Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,666135,"Alex Kirilloff","/api/v1/people/666135","L","Left",658648,"Pedro Avila","/api/v1/people/658648","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Cleveland Guardians","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",78.3,72.2,2,0.89,0.481,6.2437,21.4225,-43.7577,4.3889,-8.8319,0.1274,2.8503,1.0022,-113.9723,2.629,-0.8883,50.0004,6.0109,5.7585,7.2,13.2,24,2748,27,NA,NA,NA,NA,NA,NA,FALSE,-59.6,-15,-8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746642,"2024-05-18",1,"2024-05-19T00:52:58.416Z","2024-05-19T00:53:08.403Z",TRUE,"pitch","c391211c-d1f5-4ae7-9a8e-55e8db9cf803",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,1,NA,NA,3.34,1.59,NA,115.77,161.36,"fly_ball","medium","8",122.8,108.82,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Flyout","field_out","Christian Vázquez flies out to center fielder Tyler Freeman.",0,4,11,77,"top",9,"2024-05-19T00:52:56.081Z","2024-05-19T00:53:08.403Z",TRUE,FALSE,FALSE,TRUE,0,0,0,2,543877,"Christian Vázquez","/api/v1/people/543877","R","Right",658648,"Pedro Avila","/api/v1/people/658648","R","Right","vs_RHP","vs_RHB","RISP",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Cleveland Guardians",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94,86.8,2,0.93,0.3986,6.4343,27.4554,-16.1775,-1.3531,8.3449,0.0322,2.8674,3.1674,-136.9016,-4.6318,-0.9589,50.0016,5.6727,-2.5939,7.2,3.6,24,2210,203,94.9,54,229,NA,NA,NA,TRUE,-16.2,14.4,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,571657,"Kyle Farmer","/api/v1/people/571657",NA,NA,NA,NA,NA,NA,NA
746642,"2024-05-18",0,"2024-05-19T00:51:51.664Z","2024-05-19T00:52:58.416Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",4,11,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"77","atBat","Flyout","field_out","Christian Vázquez flies out to center fielder Tyler Freeman.",0,4,11,77,"top",9,"2024-05-19T00:52:56.081Z","2024-05-19T00:53:08.403Z",TRUE,FALSE,FALSE,TRUE,0,0,0,2,543877,"Christian Vázquez","/api/v1/people/543877","R","Right",658648,"Pedro Avila","/api/v1/people/658648","R","Right","vs_RHP","vs_RHB","RISP",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Cleveland Guardians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746642,"2024-05-18",3,"2024-05-19T00:51:19.629Z","2024-05-19T00:51:33.953Z",TRUE,"pitch","15ec585b-a3fa-4637-86da-b2f587265971",4,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",1,2,1,NA,NA,3.43,1.59,NA,135.77,193.61,"line_drive","medium","7",61.02,139.92,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Double","double","Kyle Farmer doubles (7) on a line drive to left fielder Estevan Florial. Byron Buxton scores. Carlos Santana scores.",2,4,11,76,"top",9,"2024-05-19T00:50:14.967Z","2024-05-19T00:51:33.953Z",TRUE,TRUE,FALSE,FALSE,34,1,2,1,571657,"Kyle Farmer","/api/v1/people/571657","R","Right",658648,"Pedro Avila","/api/v1/people/658648","R","Right","vs_RHP","vs_RHB","RISP",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Cleveland Guardians","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",84.3,78.9,7,0.91,0.4427,6.1954,20.35,-29.5659,-1.4532,1.6781,-0.4925,1.6729,1.8084,-122.9057,-3.8284,-1.0431,50.0056,5.7143,-2.2627,3.6,8.4,24,1543,197,90.7,12,166,NA,NA,NA,FALSE,-35.3,2.5,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,571657,"Kyle Farmer","/api/v1/people/571657",NA,NA,NA,NA,NA,NA,NA
746642,"2024-05-18",2,"2024-05-19T00:50:56.918Z","2024-05-19T00:51:00.944Z",TRUE,"pitch","7ea9df64-fc0e-4a13-983c-2902a06e7330",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.43,1.59,NA,125.76,176.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Double","double","Kyle Farmer doubles (7) on a line drive to left fielder Estevan Florial. Byron Buxton scores. Carlos Santana scores.",2,4,11,76,"top",9,"2024-05-19T00:50:14.967Z","2024-05-19T00:51:33.953Z",TRUE,TRUE,FALSE,FALSE,34,1,2,1,571657,"Kyle Farmer","/api/v1/people/571657","R","Right",658648,"Pedro Avila","/api/v1/people/658648","R","Right","vs_RHP","vs_RHB","RISP",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Cleveland Guardians","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.7,86.8,5,0.87,0.3994,6.285,26.6519,-23.274,-2.2421,4.6621,-0.2297,2.2901,2.6658,-136.5071,-4.8156,-0.9221,50.0052,5.6546,-4.2831,8.4,4.8,24,2295,206,NA,NA,NA,NA,NA,NA,FALSE,-23,7.8,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
