"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","isBaseRunningPlay","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
745347,"2024-04-27",3,"2024-04-27T04:38:29.239Z","2024-04-27T04:38:54.746Z",TRUE,"pitch","11188b83-3ddb-4e07-a520-db9e9535d1f2",3,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",1,1,0,NA,NA,3.45,1.65,NA,107.06,149.53,"fly_ball","medium","9",219.33,77.28,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Home Run","home_run","Patrick Bailey homers (3) on a fly ball to right field. Michael Conforto scores. Matt Chapman scores.",3,0,3,70,"bottom",9,"2024-04-27T04:36:50.490Z","2024-04-27T04:38:54.746Z",TRUE,TRUE,FALSE,FALSE,75,1,1,0,672275,"Patrick Bailey","/api/v1/people/672275","L","Left",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Pittsburgh Pirates",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.5,88.3,2,0.91,0.3901,6.7161,31.132,-10.2,-6.3219,10.996,0.2607,3.3055,7.1674,-140.3185,-5.6628,-1.5028,50.0032,6.0116,-12.6339,44.4,3.6,24,2544,207,100.3,28,378,NA,NA,NA,FALSE,-10.4,19,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745347,"2024-04-27",1,"2024-04-27T04:37:50.696Z","2024-04-27T04:38:00.199Z",TRUE,"pitch","f406463b-2bd5-49e2-8293-d34dad1abf8a",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,0,NA,NA,3.4615,1.6571,NA,97.31,242.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Home Run","home_run","Patrick Bailey homers (3) on a fly ball to right field. Michael Conforto scores. Matt Chapman scores.",3,0,3,70,"bottom",9,"2024-04-27T04:36:50.490Z","2024-04-27T04:38:54.746Z",TRUE,TRUE,FALSE,FALSE,75,1,1,0,672275,"Patrick Bailey","/api/v1/people/672275","L","Left",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Pittsburgh Pirates",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",91.3,84.5,14,0.84,0.4125,6.8965,26.4467,-25.6599,-8.8771,3.6442,0.5167,-0.1438,8.69,-132.418,-10.1491,-1.6434,50.0029,5.5941,-15.8737,27.6,7.2,24,1719,214,NA,NA,NA,NA,NA,NA,FALSE,-28.2,4.7,14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745347,"2024-04-27",0,"2024-04-27T04:37:23.115Z","2024-04-27T04:37:26.993Z",TRUE,"pitch","631f41cf-f4b6-42aa-a4e0-97596d2e46ff",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,0,NA,NA,3.45,1.65,NA,122.84,153.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Home Run","home_run","Patrick Bailey homers (3) on a fly ball to right field. Michael Conforto scores. Matt Chapman scores.",3,0,3,70,"bottom",9,"2024-04-27T04:36:50.490Z","2024-04-27T04:38:54.746Z",TRUE,TRUE,FALSE,FALSE,75,1,1,0,672275,"Patrick Bailey","/api/v1/people/672275","L","Left",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Pittsburgh Pirates",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.7,88.2,2,0.92,0.3896,6.7524,32.0117,-9.6357,-6.8669,11.2628,-0.1532,3.1585,6.2319,-140.6048,-5.9516,-1.5067,50.007,5.9287,-13.7467,48,3.6,24,2484,202,NA,NA,NA,NA,NA,NA,FALSE,-10,19.3,11.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745347,"2024-04-27",2,"2024-04-27T04:38:11.792Z","2024-04-27T04:38:29.239Z",FALSE,"action",NA,NA,"Wild pitch by pitcher David Bednar. Michael Conforto to 3rd. Matt Chapman to 2nd.","Wild Pitch",0,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,1,0,624424,"/api/v1/people/624424",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"f406463b-2bd5-49e2-8293-d34dad1abf8a","wild_pitch",NA,NA,NA,NA,NA,NA,"70","atBat","Home Run","home_run","Patrick Bailey homers (3) on a fly ball to right field. Michael Conforto scores. Matt Chapman scores.",3,0,3,70,"bottom",9,"2024-04-27T04:36:50.490Z","2024-04-27T04:38:54.746Z",TRUE,TRUE,FALSE,FALSE,75,1,1,0,672275,"Patrick Bailey","/api/v1/people/672275","L","Left",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Pittsburgh Pirates",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745347,"2024-04-27",4,"2024-04-27T04:36:32.010Z","2024-04-27T04:36:44.511Z",TRUE,"pitch","ae8e70d7-ae43-4224-9d3b-f50a6ffeade1",4,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",1,2,0,NA,NA,3.51,1.66,NA,92.75,184.12,"ground_ball","medium","8",123.64,108.17,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Single","single","Matt Chapman singles on a ground ball to center fielder Michael A. Taylor. Michael Conforto to 2nd.",0,0,0,69,"bottom",9,"2024-04-27T04:35:13.209Z","2024-04-27T04:36:44.511Z",TRUE,FALSE,FALSE,FALSE,33,1,2,0,656305,"Matt Chapman","/api/v1/people/656305","R","Right",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_RHB","RISP",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Pittsburgh Pirates",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.6,86.6,9,0.91,0.3962,6.6871,33.9808,-10.3664,-5.4606,11.2936,0.6361,2.0243,7.7302,-138.7886,-8.7946,-1.4889,50.0037,5.9439,-10.546,34.8,3.6,24,2484,205,109.5,-11,10,NA,NA,NA,FALSE,-11.8,18.5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,656305,"Matt Chapman","/api/v1/people/656305",624424,"Michael Conforto","/api/v1/people/624424",NA,NA,NA
745347,"2024-04-27",2,"2024-04-27T04:36:03.103Z","2024-04-27T04:36:07.265Z",TRUE,"pitch","974a5850-ab47-4584-bfae-dbb3067d1d89",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,0,NA,NA,3.51,1.66,NA,119.92,171.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Single","single","Matt Chapman singles on a ground ball to center fielder Michael A. Taylor. Michael Conforto to 2nd.",0,0,0,69,"bottom",9,"2024-04-27T04:35:13.209Z","2024-04-27T04:36:44.511Z",TRUE,FALSE,FALSE,FALSE,33,1,2,0,656305,"Matt Chapman","/api/v1/people/656305","R","Right",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_RHB","RISP",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Pittsburgh Pirates",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96,86.8,5,0.91,0.3944,6.7048,34.6805,-11.5188,-6.1447,10.6016,-0.0767,2.5082,6.8263,-139.4857,-7.336,-1.7706,50.0027,5.9516,-11.9719,37.2,3.6,24,2470,210,NA,NA,NA,NA,NA,NA,FALSE,-12.4,17.6,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745347,"2024-04-27",1,"2024-04-27T04:35:45.631Z","2024-04-27T04:35:49.712Z",TRUE,"pitch","c1340057-c74e-4fc5-8036-865533ffec6b",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,0,NA,NA,3.5273,1.6767,NA,129.64,129.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Single","single","Matt Chapman singles on a ground ball to center fielder Michael A. Taylor. Michael Conforto to 2nd.",0,0,0,69,"bottom",9,"2024-04-27T04:35:13.209Z","2024-04-27T04:36:44.511Z",TRUE,FALSE,FALSE,FALSE,33,1,2,0,656305,"Matt Chapman","/api/v1/people/656305","R","Right",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_RHB","RISP",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Pittsburgh Pirates",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.7,86.5,11,0.9,0.3952,6.5685,34.4089,-11.7219,-4.9114,10.5387,-0.3317,4.0515,5.5925,-139.1938,-3.3943,-1.7392,50.0068,6.0757,-9.5355,33.6,3.6,24,2529,205,NA,NA,NA,NA,NA,NA,FALSE,-11.6,18.5,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745347,"2024-04-27",0,"2024-04-27T04:35:28.263Z","2024-04-27T04:35:32.762Z",TRUE,"pitch","7ee13ee0-4c72-465d-bce4-e61b65d8b9ae",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.4896,1.6918,NA,92.13,191.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Single","single","Matt Chapman singles on a ground ball to center fielder Michael A. Taylor. Michael Conforto to 2nd.",0,0,0,69,"bottom",9,"2024-04-27T04:35:13.209Z","2024-04-27T04:36:44.511Z",TRUE,FALSE,FALSE,FALSE,33,1,2,0,656305,"Matt Chapman","/api/v1/people/656305","R","Right",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_RHB","RISP",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Pittsburgh Pirates",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",76.7,70.3,9,0.91,0.4938,6.4032,22.7897,-41.3293,4.2786,-7.3747,0.6524,1.7538,4.3128,-111.547,0.0788,-1.8725,50.0015,6.031,5.3125,8.4,13.2,24,2536,47,NA,NA,NA,NA,NA,NA,FALSE,-60,-13,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745347,"2024-04-27",3,"2024-04-27T04:36:13.729Z","2024-04-27T04:36:32.010Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",0,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,2,0,656305,"/api/v1/people/656305",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"69","atBat","Single","single","Matt Chapman singles on a ground ball to center fielder Michael A. Taylor. Michael Conforto to 2nd.",0,0,0,69,"bottom",9,"2024-04-27T04:35:13.209Z","2024-04-27T04:36:44.511Z",TRUE,FALSE,FALSE,FALSE,33,1,2,0,656305,"Matt Chapman","/api/v1/people/656305","R","Right",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_RHB","RISP",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Pittsburgh Pirates",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745347,"2024-04-27",10,"2024-04-27T04:34:54.974Z","2024-04-27T04:34:59.538Z",TRUE,"pitch","2c1d0b45-2f4d-4c16-9cd2-c1a023c2dcf6",7,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,2,0,NA,NA,3.0816,1.4834,NA,129.07,126.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Walk","walk","Michael Conforto walks.",0,0,0,68,"bottom",9,"2024-04-27T04:32:13.941Z","2024-04-27T04:34:59.538Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,624424,"Michael Conforto","/api/v1/people/624424","L","Left",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_LHB","Men_On",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Pittsburgh Pirates",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.3,86.7,11,0.9,0.3934,6.803,35.8775,-12.5761,-3.6311,10.0184,-0.3165,4.1712,4.958,-139.999,-2.9015,-1.6508,50.0022,6.0605,-7.1033,24,3.6,24,2444,204,NA,NA,NA,NA,NA,NA,FALSE,-12.2,17.6,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,624424,"Michael Conforto","/api/v1/people/624424",NA,NA,NA,NA,NA,NA
