"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
717354,"2023-07-19",3,"2023-07-19T02:18:24.467Z","2023-07-19T02:18:27.950Z",TRUE,"pitch","88a15f18-4744-40bb-ae85-45bf3fa9816c",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,0,NA,NA,3.5632,1.7572,NA,126.94,93.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Strikeout","strikeout","Nathaniel Lowe strikes out swinging.",0,1,5,58,"bottom",7,"2023-07-19T02:17:19.996Z","2023-07-19T02:18:45.865Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,663993,"Nathaniel Lowe","/api/v1/people/663993","L","Left",642770,"Javy Guerra","/api/v1/people/642770","R","Right","vs_RHP","vs_LHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Tampa Bay Rays","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.3,80.6,11,0.92,0.4294,5.9812,24.6512,-28.3459,2.4092,2.32,-1.0417,2.8488,-1.1454,-127.264,-1.7859,-0.9003,50.0033,5.792,3.9756,7.2,7.2,24,2371,147,NA,NA,NA,NA,NA,NA,FALSE,-31.6,4.1,-4.1,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717354,"2023-07-19",2,"2023-07-19T02:18:09.902Z","2023-07-19T02:18:12.902Z",TRUE,"pitch","219845b7-b901-45ae-a0d8-67c6a46e29ce",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,0,NA,NA,3.5641,1.7134,NA,182.28,130.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Strikeout","strikeout","Nathaniel Lowe strikes out swinging.",0,1,5,58,"bottom",7,"2023-07-19T02:17:19.996Z","2023-07-19T02:18:45.865Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,663993,"Nathaniel Lowe","/api/v1/people/663993","L","Left",642770,"Javy Guerra","/api/v1/people/642770","R","Right","vs_RHP","vs_LHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Tampa Bay Rays","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.1,88.3,11,0.89,0.3879,5.9939,33.9502,-13.5064,-5.2597,9.2587,-1.7127,4.0203,-0.2255,-141.4863,-2.1716,-0.9491,50.0022,5.6691,-10.6037,37.2,3.6,24,2183,224,NA,NA,NA,NA,NA,NA,FALSE,-12.6,16.4,9.6,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717354,"2023-07-19",1,"2023-07-19T02:17:47.553Z","2023-07-19T02:17:50.553Z",TRUE,"pitch","0d985cf0-4fff-4118-a4e3-cdfbab343d96",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,0,NA,NA,3.54,1.68,NA,127.55,176.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Strikeout","strikeout","Nathaniel Lowe strikes out swinging.",0,1,5,58,"bottom",7,"2023-07-19T02:17:19.996Z","2023-07-19T02:18:45.865Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,663993,"Nathaniel Lowe","/api/v1/people/663993","L","Left",642770,"Javy Guerra","/api/v1/people/642770","R","Right","vs_RHP","vs_LHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Tampa Bay Rays","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.9,89.6,4,0.94,0.3845,5.8553,32.9476,-22.0353,-11.6133,4.9352,-0.2769,2.2932,6.1262,-142.4739,-4.4733,-0.947,50.0027,5.2775,-23.8579,44.4,6,24,2186,234,NA,NA,NA,NA,NA,NA,FALSE,-20.4,8.2,19.8,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717354,"2023-07-19",0,"2023-07-19T02:17:32.190Z","2023-07-19T02:17:35.701Z",TRUE,"pitch","7cfeac72-f515-456b-b804-f019518a73eb",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.6212,1.7703,NA,142.16,159.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Strikeout","strikeout","Nathaniel Lowe strikes out swinging.",0,1,5,58,"bottom",7,"2023-07-19T02:17:19.996Z","2023-07-19T02:18:45.865Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,663993,"Nathaniel Lowe","/api/v1/people/663993","L","Left",642770,"Javy Guerra","/api/v1/people/642770","R","Right","vs_RHP","vs_LHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Tampa Bay Rays","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.4,89.1,4,0.89,0.3862,5.8832,31.9696,-13.1198,-6.6006,9.3475,-0.6601,2.9495,2.9954,-141.7623,-4.9494,-0.872,50.0029,5.5536,-13.4535,42,3.6,24,2232,225,NA,NA,NA,NA,NA,NA,FALSE,-12.7,16.1,11.4,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717354,"2023-07-19",1,"2023-07-19T02:16:45.036Z","2023-07-19T02:17:07.806Z",TRUE,"pitch","c37067de-c239-4e64-86c7-ab06c822f48c",1,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",0,0,0,NA,NA,3.55,1.55,NA,94.62,175.54,"fly_ball","medium","8",131.36,27.11,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Home Run","home_run","Corey Seager homers (14) on a fly ball to center field. Leody Taveras scores. Marcus Semien scores.",3,1,5,57,"bottom",7,"2023-07-19T02:16:42.781Z","2023-07-19T02:17:07.806Z",TRUE,TRUE,FALSE,FALSE,38,0,0,0,608369,"Corey Seager","/api/v1/people/608369","L","Left",642770,"Javy Guerra","/api/v1/people/642770","R","Right","vs_RHP","vs_LHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Tampa Bay Rays",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",98.5,90.1,6,0.91,0.3823,6.1364,32.9265,-21.3592,-10.6582,5.198,0.5872,2.3422,8.4246,-143.2619,-3.9235,-1.006,50.0015,5.0637,-22.1652,42,6,24,2165,236,107,23,425,NA,NA,NA,FALSE,-19.4,8.8,17.6,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717354,"2023-07-19",0,"2023-07-19T02:15:29.921Z","2023-07-19T02:16:45.036Z",FALSE,"action",NA,NA,"Injury Delay.","Game Advisory",1,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,608369,"/api/v1/people/608369",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"game_advisory",NA,NA,NA,NA,NA,NA,"57","atBat","Home Run","home_run","Corey Seager homers (14) on a fly ball to center field. Leody Taveras scores. Marcus Semien scores.",3,1,5,57,"bottom",7,"2023-07-19T02:16:42.781Z","2023-07-19T02:17:07.806Z",TRUE,TRUE,FALSE,FALSE,38,0,0,0,608369,"Corey Seager","/api/v1/people/608369","L","Left",642770,"Javy Guerra","/api/v1/people/642770","R","Right","vs_RHP","vs_LHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Tampa Bay Rays",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717354,"2023-07-19",4,"2023-07-19T02:14:56.886Z","2023-07-19T02:15:05.797Z",TRUE,"pitch","d1177a2c-af00-4faf-bf94-eed41208d671",4,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",2,1,0,NA,NA,3.35,1.65,NA,125.14,182.83,"ground_ball","medium","1",140.69,139.39,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Single","single","Marcus Semien singles on a ground ball to second baseman Brandon Lowe, deflected by pitcher Javy Guerra. Leody Taveras to 2nd.",0,1,2,56,"bottom",7,"2023-07-19T02:14:00.164Z","2023-07-19T02:15:05.797Z",TRUE,FALSE,FALSE,FALSE,33,2,1,0,543760,"Marcus Semien","/api/v1/people/543760","R","Right",642770,"Javy Guerra","/api/v1/people/642770","R","Right","vs_RHP","vs_RHB","RISP",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Tampa Bay Rays",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.8,89.2,8,0.92,0.3855,5.9274,33.6584,-20.2535,-10.4836,5.8333,-0.2134,2.0724,6.1687,-142.2657,-4.5839,-1.0517,50.0021,4.9942,-21.4163,43.2,6,24,2391,235,105.7,1,57,NA,NA,NA,FALSE,-19,9.7,17.6,NA,NA,NA,NA,FALSE,FALSE,665750,"Leody Taveras","/api/v1/people/665750",NA,NA,NA,543760,"Marcus Semien","/api/v1/people/543760",NA,NA,NA,NA
717354,"2023-07-19",3,"2023-07-19T02:14:37.575Z","2023-07-19T02:14:41.004Z",TRUE,"pitch","015cf8c5-a8f8-40ef-b2bf-ca6d808991f0",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,0,NA,NA,3.4412,1.6294,NA,86.85,186.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Single","single","Marcus Semien singles on a ground ball to second baseman Brandon Lowe, deflected by pitcher Javy Guerra. Leody Taveras to 2nd.",0,1,2,56,"bottom",7,"2023-07-19T02:14:00.164Z","2023-07-19T02:15:05.797Z",TRUE,FALSE,FALSE,FALSE,33,2,1,0,543760,"Marcus Semien","/api/v1/people/543760","R","Right",642770,"Javy Guerra","/api/v1/people/642770","R","Right","vs_RHP","vs_RHB","RISP",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Tampa Bay Rays",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.4,88.8,9,0.91,0.3873,6.0073,33.2907,-20.0543,-10.3821,5.9906,0.7909,1.9425,8.5638,-141.5868,-4.9064,-0.9289,50.0055,4.987,-21.015,42,6,24,2225,231,NA,NA,NA,NA,NA,NA,FALSE,-19,10,17,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717354,"2023-07-19",2,"2023-07-19T02:14:20.202Z","2023-07-19T02:14:23.577Z",TRUE,"pitch","230c621e-4f91-4dd7-a33a-c01d76ddf379",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,0,NA,NA,3.4432,1.856,NA,145.91,184.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Single","single","Marcus Semien singles on a ground ball to second baseman Brandon Lowe, deflected by pitcher Javy Guerra. Leody Taveras to 2nd.",0,1,2,56,"bottom",7,"2023-07-19T02:14:00.164Z","2023-07-19T02:15:05.797Z",TRUE,FALSE,FALSE,FALSE,33,2,1,0,543760,"Marcus Semien","/api/v1/people/543760","R","Right",642770,"Javy Guerra","/api/v1/people/642770","R","Right","vs_RHP","vs_RHB","RISP",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Tampa Bay Rays",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.7,88.2,7,0.93,0.3898,6.109,33.2791,-19.9887,-10.5651,6.1006,-0.7584,2.0254,4.6748,-140.7519,-4.6621,-1.0723,50.0026,5.0055,-21.1031,43.2,6,24,2133,238,NA,NA,NA,NA,NA,NA,FALSE,-19.1,10.2,18.1,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717354,"2023-07-19",1,"2023-07-19T02:14:02.426Z","2023-07-19T02:14:05.817Z",TRUE,"pitch","963c44b2-18ad-4009-a7f6-f8b4f6717ee5",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,3.3964,1.8541,NA,103.75,204.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Single","single","Marcus Semien singles on a ground ball to second baseman Brandon Lowe, deflected by pitcher Javy Guerra. Leody Taveras to 2nd.",0,1,2,56,"bottom",7,"2023-07-19T02:14:00.164Z","2023-07-19T02:15:05.797Z",TRUE,FALSE,FALSE,FALSE,33,2,1,0,543760,"Marcus Semien","/api/v1/people/543760","R","Right",642770,"Javy Guerra","/api/v1/people/642770","R","Right","vs_RHP","vs_RHB","RISP",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Tampa Bay Rays",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.7,88.1,14,0.86,0.3906,6.1654,33.0063,-11.7964,-7.0304,10.2419,0.3475,1.2801,5.7329,-140.4536,-8.6807,-0.8107,50.0049,5.1859,-13.9917,42,3.6,24,2248,223,NA,NA,NA,NA,NA,NA,FALSE,-12.6,16.8,11.5,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717354,"2023-07-19",0,"2023-07-19T02:13:49.761Z","2023-07-19T02:14:02.426Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",1,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,543760,"/api/v1/people/543760",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"56","atBat","Single","single","Marcus Semien singles on a ground ball to second baseman Brandon Lowe, deflected by pitcher Javy Guerra. Leody Taveras to 2nd.",0,1,2,56,"bottom",7,"2023-07-19T02:14:00.164Z","2023-07-19T02:15:05.797Z",TRUE,FALSE,FALSE,FALSE,33,2,1,0,543760,"Marcus Semien","/api/v1/people/543760","R","Right",642770,"Javy Guerra","/api/v1/people/642770","R","Right","vs_RHP","vs_RHB","RISP",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Tampa Bay Rays",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717354,"2023-07-19",6,"2023-07-19T02:13:21.161Z","2023-07-19T02:13:25.519Z",TRUE,"pitch","643ded86-38d4-416b-8cdd-789cb57555b7",6,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,2,0,NA,NA,3.7693,1.8501,NA,67.99,189.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Walk","walk","Leody Taveras walks.",0,1,2,55,"bottom",7,"2023-07-19T02:11:57.703Z","2023-07-19T02:13:25.519Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,665750,"Leody Taveras","/api/v1/people/665750","L","Left",642770,"Javy Guerra","/api/v1/people/642770","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Tampa Bay Rays",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",98.6,90,14,0.92,0.3828,5.9047,33.4447,-18.7598,-10.7758,6.4698,1.2857,1.8181,10.1329,-143.1655,-6.1144,-0.9017,50.0028,5.1581,-22.3409,44.4,6,24,2256,233,NA,NA,NA,NA,NA,NA,FALSE,-17.6,10.6,17.4,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,665750,"Leody Taveras","/api/v1/people/665750",NA,NA,NA,NA
717354,"2023-07-19",5,"2023-07-19T02:13:05.853Z","2023-07-19T02:13:08.853Z",TRUE,"pitch","afb88037-744e-40ae-a5bd-cd4250a7a7ef",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,0,NA,NA,3.7242,1.8492,NA,176.79,117.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Walk","walk","Leody Taveras walks.",0,1,2,55,"bottom",7,"2023-07-19T02:11:57.703Z","2023-07-19T02:13:25.519Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,665750,"Leody Taveras","/api/v1/people/665750","L","Left",642770,"Javy Guerra","/api/v1/people/642770","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Tampa Bay Rays",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.2,89.1,11,0.91,0.3841,5.6289,35.4284,-14.4489,-5.6342,8.623,-1.5684,4.479,0.1699,-143.0221,-0.8328,-0.8979,50.0005,5.6871,-11.577,38.4,3.6,24,2201,224,NA,NA,NA,NA,NA,NA,FALSE,-12.8,15.6,10.2,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717354,"2023-07-19",4,"2023-07-19T02:12:46.125Z","2023-07-19T02:12:50.018Z",TRUE,"pitch","f1c80efc-0bf9-406e-89c9-418b17f02ba8",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,0,NA,NA,3.67,1.77,NA,115.01,178.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Walk","walk","Leody Taveras walks.",0,1,2,55,"bottom",7,"2023-07-19T02:11:57.703Z","2023-07-19T02:13:25.519Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,665750,"Leody Taveras","/api/v1/people/665750","L","Left",642770,"Javy Guerra","/api/v1/people/642770","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Tampa Bay Rays",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.6,89.2,8,0.93,0.3859,6.0043,32.7658,-19.8568,-10.941,6.036,0.0522,2.2302,7.1395,-141.9955,-4.6194,-1.0744,50.0018,5.1429,-22.3221,44.4,6,24,2254,232,NA,NA,NA,NA,NA,NA,FALSE,-18.6,10.2,18.4,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717354,"2023-07-19",3,"2023-07-19T02:12:31.257Z","2023-07-19T02:12:34.380Z",TRUE,"pitch","76a026ce-1184-43df-a57b-18d5cde6ff97",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,0,NA,NA,3.7247,1.8497,NA,83.07,218.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Walk","walk","Leody Taveras walks.",0,1,2,55,"bottom",7,"2023-07-19T02:11:57.703Z","2023-07-19T02:13:25.519Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,665750,"Leody Taveras","/api/v1/people/665750","L","Left",642770,"Javy Guerra","/api/v1/people/642770","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Tampa Bay Rays",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",98.6,90.1,14,0.93,0.3829,6.0043,33.6051,-20.1109,-11.0957,5.8229,0.89,0.7415,8.8346,-143.1578,-8.4584,-0.7972,50.0049,4.9976,-22.9918,43.2,6,24,2200,233,NA,NA,NA,NA,NA,NA,FALSE,-19.4,8.9,18.2,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717354,"2023-07-19",2,"2023-07-19T02:12:14.955Z","2023-07-19T02:12:17.955Z",TRUE,"pitch","66a29666-c9f0-4b7e-8ee2-1de4548f98b6",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,0,NA,NA,3.7694,1.8502,NA,62.21,185.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Walk","walk","Leody Taveras walks.",0,1,2,55,"bottom",7,"2023-07-19T02:11:57.703Z","2023-07-19T02:13:25.519Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,665750,"Leody Taveras","/api/v1/people/665750","L","Left",642770,"Javy Guerra","/api/v1/people/642770","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Tampa Bay Rays",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",98.9,90.3,14,0.9,0.3814,5.8891,33.4617,-21.8635,-11.2193,4.9384,1.4373,1.9871,10.7703,-143.6357,-5.0411,-0.9044,50.0048,5.1256,-23.4314,42,6,24,2221,235,NA,NA,NA,NA,NA,NA,FALSE,-20,8,18.1,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717354,"2023-07-19",1,"2023-07-19T02:12:00.054Z","2023-07-19T02:12:04.413Z",TRUE,"pitch","77403e01-2771-4c66-a4ba-210beacc541f",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.6576,1.7604,NA,130.73,196.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Walk","walk","Leody Taveras walks.",0,1,2,55,"bottom",7,"2023-07-19T02:11:57.703Z","2023-07-19T02:13:25.519Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,665750,"Leody Taveras","/api/v1/people/665750","L","Left",642770,"Javy Guerra","/api/v1/people/642770","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Tampa Bay Rays",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",98,89.7,13,0.94,0.3843,5.8752,32.9005,-18.8007,-10.4295,6.497,-0.3603,1.577,5.667,-142.5663,-6.965,-1.0194,50.0009,5.2392,-21.4574,44.4,6,24,2164,232,NA,NA,NA,NA,NA,NA,FALSE,-18,10.6,17.8,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
