"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","isBaseRunningPlay","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
718759,"2023-04-01",0,"2023-04-01T20:47:40.614Z","2023-04-01T20:47:50.329Z",TRUE,"pitch","99d57a65-a216-4a5d-acfe-a86695bfe549",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,2,NA,NA,3.09,1.4,NA,123.66,150.03,"popup","medium","5",119.28,160.85,NA,NA,TRUE,NA,NA,NA,NA,NA,"74","atBat","Pop Out","field_out","Daulton Varsho pops out to third baseman Nolan Arenado.",0,1,4,74,"top",9,"2023-04-01T20:47:29.731Z","2023-04-01T20:47:50.329Z",TRUE,FALSE,FALSE,TRUE,0,0,0,3,662139,"Daulton Varsho","/api/v1/people/662139","L","Left",664854,"Ryan Helsley","/api/v1/people/664854","R","Right","vs_RHP","vs_LHB","Empty",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","St. Louis Cardinals","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",100,91.4,11,0.9,0.3762,6.6475,33.8992,-9.25,-2.7275,10.6742,-0.1748,3.2869,1.1181,-145.5567,-5.7023,-0.2094,50.0015,5.8303,-5.8569,27.6,2.4,24,2692,197,90.5,71,105,NA,NA,NA,TRUE,-8.9,18.4,4.7,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718759,"2023-04-01",7,"2023-04-01T20:47:11.087Z","2023-04-01T20:47:16.906Z",TRUE,"pitch","407f6f5d-f71d-4579-b54f-55e07c0b4ad9",6,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,1,NA,NA,3.61,1.67,NA,76.03,209.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Vladimir Guerrero Jr. strikes out swinging.",0,1,4,73,"top",9,"2023-04-01T20:45:13.611Z","2023-04-01T20:47:16.906Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,665489,"Vladimir Guerrero Jr.","/api/v1/people/665489","R","Right",664854,"Ryan Helsley","/api/v1/people/664854","R","Right","vs_RHP","vs_RHB","RISP",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","St. Louis Cardinals",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89.1,82.9,14,0.9,0.4204,6.6459,24.5721,-27.057,1.7501,2.9669,1.0749,1.0959,2.7634,-129.7712,-6.8157,-0.2269,50.0001,5.7889,3.0143,7.2,7.2,24,2363,167,NA,NA,NA,NA,NA,NA,TRUE,-29.9,4.2,-3.7,NA,NA,NA,NA,NA,NA,TRUE,TRUE,666182,"Bo Bichette","/api/v1/people/666182",NA,NA,NA,595281,"Kevin Kiermaier","/api/v1/people/595281",NA,NA,NA,NA
718759,"2023-04-01",6,"2023-04-01T20:46:43.638Z","2023-04-01T20:46:46.638Z",TRUE,"pitch","e12dca86-3590-4690-87d9-2f2d7234bbcb",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,1,NA,NA,3.61,1.67,NA,89.71,175.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Vladimir Guerrero Jr. strikes out swinging.",0,1,4,73,"top",9,"2023-04-01T20:45:13.611Z","2023-04-01T20:47:16.906Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,665489,"Vladimir Guerrero Jr.","/api/v1/people/665489","R","Right",664854,"Ryan Helsley","/api/v1/people/664854","R","Right","vs_RHP","vs_RHB","RISP",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","St. Louis Cardinals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",100.1,91.8,6,0.9,0.3757,6.7138,33.2532,-9.2951,-1.3933,10.6213,0.716,2.3575,1.8365,-145.6255,-8.6844,0.2591,50.0062,5.9358,-3.0021,13.2,2.4,24,2661,187,NA,NA,NA,NA,NA,NA,FALSE,-9.5,17.8,2.2,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718759,"2023-04-01",5,"2023-04-01T20:46:23.248Z","2023-04-01T20:46:26.832Z",TRUE,"pitch","dbbc1b68-ff7f-40d7-8088-8378beb67d29",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,2,1,NA,NA,3.4636,1.6694,NA,117.22,180.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Vladimir Guerrero Jr. strikes out swinging.",0,1,4,73,"top",9,"2023-04-01T20:45:13.611Z","2023-04-01T20:47:16.906Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,665489,"Vladimir Guerrero Jr.","/api/v1/people/665489","R","Right",664854,"Ryan Helsley","/api/v1/people/664854","R","Right","vs_RHP","vs_RHB","RISP",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","St. Louis Cardinals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.8,88.7,8,0.88,0.3889,6.6104,31.3949,-8.877,-0.2928,11.5893,-0.0057,2.1475,0.0229,-140.7515,-9.1022,0.0241,50.0032,5.9948,-0.5886,3.6,2.4,24,2668,193,NA,NA,NA,NA,NA,NA,FALSE,-9.8,19.3,0.5,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718759,"2023-04-01",3,"2023-04-01T20:45:53.562Z","2023-04-01T20:45:57.750Z",TRUE,"pitch","d880dd59-4b6c-4e80-9f5a-81c1d64fcdac",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,1,1,NA,NA,3.4393,1.6694,NA,108.55,150.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Vladimir Guerrero Jr. strikes out swinging.",0,1,4,73,"top",9,"2023-04-01T20:45:13.611Z","2023-04-01T20:47:16.906Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,665489,"Vladimir Guerrero Jr.","/api/v1/people/665489","R","Right",664854,"Ryan Helsley","/api/v1/people/664854","R","Right","vs_RHP","vs_RHB","RISP",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","St. Louis Cardinals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.9,87.8,2,0.89,0.3897,6.7144,34.7069,-7.4339,-0.6198,12.394,0.2218,3.2667,0.8483,-141.0109,-6.1933,-0.0037,50.001,5.9828,-1.2371,6,2.4,24,2656,193,NA,NA,NA,NA,NA,NA,FALSE,-8.2,21.2,1,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718759,"2023-04-01",2,"2023-04-01T20:45:32.336Z","2023-04-01T20:45:36.570Z",TRUE,"pitch","8e3a9372-aa6b-416a-a277-e21abd0da5ff",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,1,NA,NA,3.4149,1.6694,NA,143.51,142.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Vladimir Guerrero Jr. strikes out swinging.",0,1,4,73,"top",9,"2023-04-01T20:45:13.611Z","2023-04-01T20:47:16.906Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,665489,"Vladimir Guerrero Jr.","/api/v1/people/665489","R","Right",664854,"Ryan Helsley","/api/v1/people/664854","R","Right","vs_RHP","vs_RHB","RISP",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","St. Louis Cardinals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",100,91.4,11,0.9,0.3763,6.5587,34.0682,-10.0298,-2.0405,10.3167,-0.6955,3.5817,-0.8533,-145.5547,-5.1879,-0.1335,50.0019,5.9941,-4.3788,21.6,2.4,24,2644,190,NA,NA,NA,NA,NA,NA,FALSE,-9.5,17.9,3.8,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718759,"2023-04-01",1,"2023-04-01T20:45:16.017Z","2023-04-01T20:45:20.897Z",TRUE,"pitch","4bd3d396-cf61-4603-8343-015f4fb73ada",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.4393,1.6694,NA,95.18,136.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Vladimir Guerrero Jr. strikes out swinging.",0,1,4,73,"top",9,"2023-04-01T20:45:13.611Z","2023-04-01T20:47:16.906Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,665489,"Vladimir Guerrero Jr.","/api/v1/people/665489","R","Right",664854,"Ryan Helsley","/api/v1/people/664854","R","Right","vs_RHP","vs_RHB","RISP",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","St. Louis Cardinals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",100.7,92,12,0.9,0.3734,6.5316,34.3864,-6.9793,0.3454,11.5597,0.5725,3.7939,1.4342,-146.637,-5.4628,0.0323,50.0068,6.0966,0.7525,7.2,1.2,24,2758,193,NA,NA,NA,NA,NA,NA,FALSE,-6.8,20,-1,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718759,"2023-04-01",0,"2023-04-01T20:44:32.417Z","2023-04-01T20:45:16.017Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",1,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Vladimir Guerrero Jr. strikes out swinging.",0,1,4,73,"top",9,"2023-04-01T20:45:13.611Z","2023-04-01T20:47:16.906Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,665489,"Vladimir Guerrero Jr.","/api/v1/people/665489","R","Right",664854,"Ryan Helsley","/api/v1/people/664854","R","Right","vs_RHP","vs_RHB","RISP",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","St. Louis Cardinals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718759,"2023-04-01",4,"2023-04-01T20:46:11.038Z","2023-04-01T20:46:23.248Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",1,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,2,1,1,665489,"/api/v1/people/665489",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Vladimir Guerrero Jr. strikes out swinging.",0,1,4,73,"top",9,"2023-04-01T20:45:13.611Z","2023-04-01T20:47:16.906Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,665489,"Vladimir Guerrero Jr.","/api/v1/people/665489","R","Right",664854,"Ryan Helsley","/api/v1/people/664854","R","Right","vs_RHP","vs_RHB","RISP",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","St. Louis Cardinals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718759,"2023-04-01",2,"2023-04-01T20:43:53.681Z","2023-04-01T20:44:04.313Z",TRUE,"pitch","d8e52ff8-2c4b-4ef6-9ce4-86fd782848d7",3,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",1,1,1,NA,NA,3.56,1.64,NA,138.64,157.37,"line_drive","medium","9",196.87,129.64,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Single","single","Bo Bichette singles on a line drive to right fielder Jordan Walker. Kevin Kiermaier to 3rd.",0,1,4,72,"top",9,"2023-04-01T20:43:04.661Z","2023-04-01T20:44:04.313Z",TRUE,FALSE,FALSE,FALSE,33,1,1,1,666182,"Bo Bichette","/api/v1/people/666182","R","Right",664854,"Ryan Helsley","/api/v1/people/664854","R","Right","vs_RHP","vs_RHB","RISP",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","St. Louis Cardinals","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",99.1,90.5,1,0.91,0.3797,6.6402,33.8039,-6.1733,-2.1723,12.3432,-0.5678,3.0153,-0.7383,-144.2729,-7.2243,-0.0263,50.0005,5.9331,-4.5753,31.2,1.2,24,2716,194,77.5,26,228,NA,NA,NA,FALSE,-6.7,21.1,4.1,NA,NA,NA,NA,NA,NA,FALSE,TRUE,666182,"Bo Bichette","/api/v1/people/666182",NA,NA,NA,595281,"Kevin Kiermaier","/api/v1/people/595281",NA,NA,NA,NA
