"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
745517,"2024-04-09",3,"2024-04-09T17:51:31.794Z","2024-04-09T17:51:36.737Z",TRUE,"pitch","6a5e1fa0-265f-4849-9fca-61ff9dd9435f",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,1,0,NA,NA,3.46,1.6305,NA,115.59,177.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39","atBat","Flyout","field_out","Matt Vierling flies out to right fielder Edward Olivares.",0,1,2,39,"top",6,"2024-04-09T17:50:39.702Z","2024-04-09T17:51:58.580Z",TRUE,FALSE,FALSE,TRUE,0,3,1,1,663837,"Matt Vierling","/api/v1/people/663837","R","Right",527048,"Martín Pérez","/api/v1/people/527048","L","Left","vs_LHP","vs_RHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Pittsburgh Pirates","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",89.4,82.4,5,0.88,0.4199,5.5788,25.7264,-22.4093,9.5417,5.6559,0.0371,2.2774,-4.9123,-130.1355,-4.4702,0.7034,50.0015,5.7019,16.4655,33.6,6,24,1914,137,NA,NA,NA,NA,NA,NA,FALSE,-24.5,9.5,-16.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,680779,"Henry Davis","/api/v1/people/680779",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745517,"2024-04-09",2,"2024-04-09T17:51:17.091Z","2024-04-09T17:51:25.197Z",TRUE,"pitch","4d01037f-66f5-4ec2-a965-5326ddc58a65",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,0,0,NA,NA,3.6539,1.7077,NA,67.6,192.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39","atBat","Flyout","field_out","Matt Vierling flies out to right fielder Edward Olivares.",0,1,2,39,"top",6,"2024-04-09T17:50:39.702Z","2024-04-09T17:51:58.580Z",TRUE,FALSE,FALSE,TRUE,0,3,1,1,663837,"Matt Vierling","/api/v1/people/663837","R","Right",527048,"Martín Pérez","/api/v1/people/527048","L","Left","vs_LHP","vs_RHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Pittsburgh Pirates","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",89.9,82.9,14,0.84,0.4178,5.5789,26.417,-21.9886,8.921,5.8443,1.2961,1.7142,-2.3158,-130.8755,-5.7199,1.0307,50.0039,5.5644,15.5479,33.6,6,24,1955,131,NA,NA,NA,NA,NA,NA,FALSE,-24.1,9.6,-15.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,680779,"Henry Davis","/api/v1/people/680779",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745517,"2024-04-09",1,"2024-04-09T17:51:03.492Z","2024-04-09T17:51:08.046Z",TRUE,"pitch","6fbb8ac9-107f-4da0-97f7-b284e4b60a2a",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,0,NA,NA,3.6036,1.657,NA,63.99,174.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39","atBat","Flyout","field_out","Matt Vierling flies out to right fielder Edward Olivares.",0,1,2,39,"top",6,"2024-04-09T17:50:39.702Z","2024-04-09T17:51:58.580Z",TRUE,FALSE,FALSE,TRUE,0,3,1,1,663837,"Matt Vierling","/api/v1/people/663837","R","Right",527048,"Martín Pérez","/api/v1/people/527048","L","Left","vs_LHP","vs_RHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Pittsburgh Pirates","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",88.2,81.4,14,0.88,0.4252,5.4612,24.7522,-17.8642,1.3568,8.5005,1.3907,2.3828,-0.0615,-128.4488,-4.959,1.2384,50.0032,5.7128,2.284,7.2,4.8,24,2172,149,NA,NA,NA,NA,NA,NA,FALSE,-20.3,14.6,-2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,680779,"Henry Davis","/api/v1/people/680779",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745517,"2024-04-09",0,"2024-04-09T17:50:49.355Z","2024-04-09T17:50:55.087Z",TRUE,"pitch","aee990ec-9d3b-4d73-803a-a7d3d76ce91c",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,3.6528,1.7065,NA,136.62,201.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39","atBat","Flyout","field_out","Matt Vierling flies out to right fielder Edward Olivares.",0,1,2,39,"top",6,"2024-04-09T17:50:39.702Z","2024-04-09T17:51:58.580Z",TRUE,FALSE,FALSE,TRUE,0,3,1,1,663837,"Matt Vierling","/api/v1/people/663837","R","Right",527048,"Martín Pérez","/api/v1/people/527048","L","Left","vs_LHP","vs_RHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Pittsburgh Pirates","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",82.7,76.2,13,0.89,0.4548,5.6601,22.646,-22.23,7.6307,6.7628,-0.5146,1.383,-5.504,-120.2784,-5.6222,0.8085,50.0004,5.7138,11.2139,24,7.2,24,1652,127,NA,NA,NA,NA,NA,NA,FALSE,-28.8,11.2,-12.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,680779,"Henry Davis","/api/v1/people/680779",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745517,"2024-04-09",2,"2024-04-09T17:48:30.719Z","2024-04-09T17:48:39.734Z",TRUE,"pitch","b20e53bc-8e81-45f2-b074-e663235a63b3",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,2,2,NA,NA,3.25,1.54,NA,141.74,166.64,"fly_ball","hard","7",60.8,55.02,NA,NA,NA,NA,NA,NA,NA,NA,"38","atBat","Flyout","field_out","Ke'Bryan Hayes flies out sharply to left fielder Riley Greene.",0,1,2,38,"bottom",5,"2024-04-09T17:47:24.418Z","2024-04-09T17:48:39.734Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,663647,"Ke'Bryan Hayes","/api/v1/people/663647","R","Right",663554,"Casey Mize","/api/v1/people/663554","R","Right","vs_RHP","vs_RHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates","Detroit Tigers","true",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",87.3,80.3,4,0.9,0.4304,7.2182,25.1632,-26.4785,-7.5821,3.4699,-0.649,2.6718,5.3222,-127.0761,-2.3279,-1.7817,50.0026,5.6955,-12.4449,22.8,7.2,24,1194,232,101.6,23,390,NA,NA,NA,TRUE,-29.8,6,12.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,680779,"Henry Davis","/api/v1/people/680779",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745517,"2024-04-09",1,"2024-04-09T17:48:10.436Z","2024-04-09T17:48:14.204Z",TRUE,"pitch","690b036c-d34e-4d82-9977-b957041052a8",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.25,1.54,NA,128.87,151.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38","atBat","Flyout","field_out","Ke'Bryan Hayes flies out sharply to left fielder Riley Greene.",0,1,2,38,"bottom",5,"2024-04-09T17:47:24.418Z","2024-04-09T17:48:39.734Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,663647,"Ke'Bryan Hayes","/api/v1/people/663647","R","Right",663554,"Casey Mize","/api/v1/people/663554","R","Right","vs_RHP","vs_RHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates","Detroit Tigers","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.8,87.5,1,0.92,0.3909,7.4094,35.4735,-10.7701,-5.0716,10.7908,-0.3114,3.2485,5.38,-140.7713,-4.9596,-1.5993,50.0018,5.7461,-10.0586,36,3.6,24,2384,208,NA,NA,NA,NA,NA,NA,FALSE,-10.9,18.5,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,680779,"Henry Davis","/api/v1/people/680779",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745517,"2024-04-09",0,"2024-04-09T17:47:48.117Z","2024-04-09T17:47:51.832Z",TRUE,"pitch","5e3ccae5-8cb4-481d-98c1-54c0e188cabe",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,2,NA,NA,3.25,1.54,NA,120.71,158.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38","atBat","Flyout","field_out","Ke'Bryan Hayes flies out sharply to left fielder Riley Greene.",0,1,2,38,"bottom",5,"2024-04-09T17:47:24.418Z","2024-04-09T17:48:39.734Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,663647,"Ke'Bryan Hayes","/api/v1/people/663647","R","Right",663554,"Casey Mize","/api/v1/people/663554","R","Right","vs_RHP","vs_RHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates","Detroit Tigers","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.2,87.5,2,0.91,0.3921,7.332,32.9185,-12.4369,-4.898,10.0001,-0.0974,2.9689,6.0876,-139.9267,-5.2914,-1.6695,50.0052,5.7061,-9.67,31.2,3.6,24,2300,210,NA,NA,NA,NA,NA,NA,FALSE,-12.6,17.2,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,680779,"Henry Davis","/api/v1/people/680779",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745517,"2024-04-09",0,"2024-04-09T17:47:09.398Z","2024-04-09T17:47:20.943Z",TRUE,"pitch","aaebb4bc-673f-4b1d-b6b2-87679792f102",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,1,NA,NA,3.02,1.52,NA,105.86,158.62,"fly_ball","medium","7",72.03,114.35,NA,NA,NA,NA,NA,NA,NA,NA,"37","atBat","Flyout","field_out","Bryan Reynolds flies out to left fielder Riley Greene.",0,1,2,37,"bottom",5,"2024-04-09T17:46:45.437Z","2024-04-09T17:47:20.943Z",TRUE,FALSE,FALSE,TRUE,0,0,0,2,668804,"Bryan Reynolds","/api/v1/people/668804","L","Left",663554,"Casey Mize","/api/v1/people/663554","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates","Detroit Tigers","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.1,87.7,3,0.91,0.3899,7.3911,35.7846,-13.7126,-4.1441,9.266,0.2922,2.9689,7.0216,-141.1376,-4.8897,-1.7035,50.0053,5.625,-8.2595,24,3.6,24,2253,218,89.5,53,252,NA,NA,NA,TRUE,-13.6,15.8,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,669707,"Jared Triolo","/api/v1/people/669707",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745517,"2024-04-09",5,"2024-04-09T17:46:29.261Z","2024-04-09T17:46:36.322Z",TRUE,"pitch","8fb1aa20-9266-416d-9957-00edb95e16ff",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,0,NA,NA,3.71,1.72,NA,115.77,179.38,"ground_ball","medium","4",146.72,148.79,NA,NA,NA,NA,NA,NA,NA,NA,"36","atBat","Forceout","force_out","Jared Triolo grounds into a force out, second baseman Colt Keith to shortstop Javier Báez. Alika Williams out at 2nd. Jared Triolo to 1st.",0,1,2,36,"bottom",5,"2024-04-09T17:44:35.577Z","2024-04-09T17:46:36.322Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,669707,"Jared Triolo","/api/v1/people/669707","R","Right",663554,"Casey Mize","/api/v1/people/663554","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates","Detroit Tigers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.3,88.2,8,0.91,0.391,7.6818,31.293,-12.865,-3.869,9.7114,0.0323,2.2,6.3389,-140.0385,-7.2133,-1.7568,50.0028,5.6487,-7.6931,24,3.6,24,2273,212,103.8,4,87,NA,NA,NA,TRUE,-13.2,16.3,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,669707,"Jared Triolo","/api/v1/people/669707",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745517,"2024-04-09",4,"2024-04-09T17:46:09.979Z","2024-04-09T17:46:16.761Z",TRUE,"pitch","69f2fd3a-943e-4b21-a80f-1360b83b45b3",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,0,NA,NA,3.71,1.7125,NA,74.42,191.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"36","atBat","Forceout","force_out","Jared Triolo grounds into a force out, second baseman Colt Keith to shortstop Javier Báez. Alika Williams out at 2nd. Jared Triolo to 1st.",0,1,2,36,"bottom",5,"2024-04-09T17:44:35.577Z","2024-04-09T17:46:36.322Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,669707,"Jared Triolo","/api/v1/people/669707","R","Right",663554,"Casey Mize","/api/v1/people/663554","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates","Detroit Tigers",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.4,81.2,14,0.9,0.4293,7.3465,23.8279,-32.2729,1.1938,-0.0608,1.1171,1.7332,7.5182,-127.1541,-3.057,-2.0219,50.0021,5.4876,1.9719,6,8.4,24,2254,93,NA,NA,NA,NA,NA,NA,FALSE,-36.1,-0.6,-3.7,NA,NA,NA,NA,1,NA,NA,NA,NA,TRUE,FALSE,669707,"Jared Triolo","/api/v1/people/669707",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745517,"2024-04-09",3,"2024-04-09T17:45:48.415Z","2024-04-09T17:45:52.363Z",TRUE,"pitch","a6680a4c-9b15-4b04-8cab-6316f5ded0f2",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,0,NA,NA,3.71,1.72,NA,114.49,187.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"36","atBat","Forceout","force_out","Jared Triolo grounds into a force out, second baseman Colt Keith to shortstop Javier Báez. Alika Williams out at 2nd. Jared Triolo to 1st.",0,1,2,36,"bottom",5,"2024-04-09T17:44:35.577Z","2024-04-09T17:46:36.322Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,669707,"Jared Triolo","/api/v1/people/669707","R","Right",663554,"Casey Mize","/api/v1/people/663554","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates","Detroit Tigers",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",87.7,81,8,0.89,0.4284,7.3823,24.4643,-26.8986,-7.7477,3.1798,0.0659,1.8954,7.2085,-127.5142,-4.0124,-1.7814,50.0019,5.5942,-12.8496,22.8,7.2,24,1251,229,NA,NA,NA,NA,NA,NA,FALSE,-30.4,5.2,12.6,NA,NA,NA,NA,1,NA,NA,NA,NA,TRUE,FALSE,669707,"Jared Triolo","/api/v1/people/669707",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745517,"2024-04-09",2,"2024-04-09T17:45:30.340Z","2024-04-09T17:45:35.220Z",TRUE,"pitch","370667ea-ce2b-461f-98ef-20c186494bc1",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,0,NA,NA,3.7069,1.6932,NA,78.18,155.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"36","atBat","Forceout","force_out","Jared Triolo grounds into a force out, second baseman Colt Keith to shortstop Javier Báez. Alika Williams out at 2nd. Jared Triolo to 1st.",0,1,2,36,"bottom",5,"2024-04-09T17:44:35.577Z","2024-04-09T17:46:36.322Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,669707,"Jared Triolo","/api/v1/people/669707","R","Right",663554,"Casey Mize","/api/v1/people/663554","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates","Detroit Tigers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.3,88.9,12,0.91,0.3872,7.3694,31.7749,-11.5215,-4.1415,10.1889,1.0184,3.1017,8.5636,-141.3724,-5.1767,-1.51,50.0069,5.6942,-8.3989,27.6,2.4,24,2287,209,NA,NA,NA,NA,NA,NA,FALSE,-11.4,17.5,5.8,NA,NA,NA,NA,1,NA,NA,NA,NA,TRUE,FALSE,669707,"Jared Triolo","/api/v1/people/669707",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745517,"2024-04-09",0,"2024-04-09T17:44:56.585Z","2024-04-09T17:45:01.017Z",TRUE,"pitch","22662456-b62f-4fbd-95da-3673b5ca46fd",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.71,1.6182,NA,92.24,179.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"36","atBat","Forceout","force_out","Jared Triolo grounds into a force out, second baseman Colt Keith to shortstop Javier Báez. Alika Williams out at 2nd. Jared Triolo to 1st.",0,1,2,36,"bottom",5,"2024-04-09T17:44:35.577Z","2024-04-09T17:46:36.322Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,669707,"Jared Triolo","/api/v1/people/669707","R","Right",663554,"Casey Mize","/api/v1/people/663554","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates","Detroit Tigers",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.6,79.8,9,0.89,0.4344,7.2125,25.1105,-32.2837,1.4707,-0.0653,0.6494,2.2066,6.3453,-125.9895,-1.6803,-2.0909,50.0057,5.4865,2.3682,6,8.4,24,2188,109,NA,NA,NA,NA,NA,NA,FALSE,-36.7,-0.2,-4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,669707,"Jared Triolo","/api/v1/people/669707",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745517,"2024-04-09",1,"2024-04-09T17:45:12.965Z","2024-04-09T17:45:16.537Z",FALSE,"pickoff","d1ac71ef-748c-43ec-ba98-732a5a76e1c9",NA,"Pickoff Attempt 1B",NA,NA,NA,NA,FALSE,"1",NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"36","atBat","Forceout","force_out","Jared Triolo grounds into a force out, second baseman Colt Keith to shortstop Javier Báez. Alika Williams out at 2nd. Jared Triolo to 1st.",0,1,2,36,"bottom",5,"2024-04-09T17:44:35.577Z","2024-04-09T17:46:36.322Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,669707,"Jared Triolo","/api/v1/people/669707","R","Right",663554,"Casey Mize","/api/v1/people/663554","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates","Detroit Tigers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,TRUE,FALSE,669707,"Jared Triolo","/api/v1/people/669707",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745517,"2024-04-09",0,"2024-04-09T17:44:18.296Z","2024-04-09T17:44:29.073Z",TRUE,"pitch","68e9c1b4-6dc8-42a6-9a73-6e262aac6dcc",1,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",0,0,0,NA,NA,3.39,1.57,NA,114.54,177.91,"line_drive","medium","7",62.66,113.41,NA,NA,NA,NA,NA,NA,NA,NA,"35","atBat","Single","single","Alika Williams singles on a line drive to left fielder Riley Greene.",0,1,2,35,"bottom",5,"2024-04-09T17:43:25.934Z","2024-04-09T17:44:29.073Z",TRUE,FALSE,FALSE,FALSE,33,0,0,0,675961,"Alika Williams","/api/v1/people/675961","R","Right",663554,"Casey Mize","/api/v1/people/663554","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates","Detroit Tigers","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.7,87,5,0.91,0.3948,7.357,32.9126,-12.4035,-4.5328,10.1549,0.0646,2.2545,6.5811,-139.0683,-6.8092,-1.7502,50.004,5.5677,-8.8266,27.6,3.6,24,2237,215,99.3,16,266,NA,NA,NA,FALSE,-13.1,17,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,675961,"Alika Williams","/api/v1/people/675961",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
