"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","replacedPlayer.id","replacedPlayer.link","details.disengagementNum","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
717124,"2023-08-05",0,"2023-08-05T22:58:52.938Z","2023-08-05T22:58:59.794Z",TRUE,"pitch","d3e365ec-d241-4acb-9820-3e5758b07d79",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,2,NA,NA,3.35,1.53,NA,135.38,170.66,"popup","soft","4",162.29,148.52,NA,NA,NA,NA,NA,NA,NA,NA,"82","atBat","Pop Out","field_out","Jon Berti pops out softly to second baseman Marcus Semien.",0,8,9,82,"top",9,"2023-08-05T22:58:35.405Z","2023-08-05T22:58:59.794Z",TRUE,FALSE,FALSE,TRUE,0,0,0,3,542932,"Jon Berti","/api/v1/people/542932","R","Right",519293,"Will Smith","/api/v1/people/519293","L","Left","vs_LHP","vs_RHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Texas Rangers","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.1,85.5,4,0.9,0.404,6.0305,28.8961,-15.1846,2.7487,9.1213,-0.4822,2.523,-5.0422,-135.4442,-7.4577,1.0443,50.0039,6.3691,5.1206,13.2,3.6,24,2186,144,57.9,40,160,NA,NA,NA,TRUE,-16.3,15.1,-4,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717124,"2023-08-05",2,"2023-08-05T22:58:15.755Z","2023-08-05T22:58:23.565Z",TRUE,"pitch","2817542a-a82c-4a57-b9a1-24340af59b04",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,0,1,NA,NA,3.38,1.65,NA,106.36,161.01,"ground_ball","medium","6",112.68,147.85,NA,NA,NA,NA,NA,NA,NA,NA,"81","atBat","Groundout","field_out","Bryan De La Cruz grounds out, shortstop Corey Seager to first baseman Nathaniel Lowe.",0,8,9,81,"top",9,"2023-08-05T22:57:23.637Z","2023-08-05T22:58:23.565Z",TRUE,FALSE,FALSE,TRUE,0,2,0,2,650559,"Bryan De La Cruz","/api/v1/people/650559","R","Right",519293,"Will Smith","/api/v1/people/519293","L","Left","vs_LHP","vs_RHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Texas Rangers","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93,85.1,3,0.9,0.4047,6.1651,29.4284,-12.9245,1.8886,10.3769,0.279,2.8803,-2.9459,-135.3112,-6.9204,1.1363,50.0008,6.3757,3.5029,10.8,3.6,24,2258,149,87.6,-2,37,NA,NA,NA,TRUE,-14,17.5,-2.8,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717124,"2023-08-05",1,"2023-08-05T22:57:51.097Z","2023-08-05T22:57:54.128Z",TRUE,"pitch","95ffc8a9-a32a-48dc-8c5b-f25461da15ee",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,1,NA,NA,3.3907,1.65,NA,151.94,244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81","atBat","Groundout","field_out","Bryan De La Cruz grounds out, shortstop Corey Seager to first baseman Nathaniel Lowe.",0,8,9,81,"top",9,"2023-08-05T22:57:23.637Z","2023-08-05T22:58:23.565Z",TRUE,FALSE,FALSE,TRUE,0,2,0,2,650559,"Bryan De La Cruz","/api/v1/people/650559","R","Right",519293,"Will Smith","/api/v1/people/519293","L","Left","vs_LHP","vs_RHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Texas Rangers","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",81.7,76.5,13,0.9,0.4595,6.3026,20.8968,-29.6176,-3.2764,1.773,-0.9168,-0.1934,-3.9874,-118.8072,-8.8259,1.2035,50.0048,6.2288,-4.724,9.6,8.4,24,2318,338,NA,NA,NA,NA,NA,NA,FALSE,-39.2,1.4,6.8,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717124,"2023-08-05",0,"2023-08-05T22:57:36.625Z","2023-08-05T22:57:40.284Z",TRUE,"pitch","f1d651da-0fac-4da1-b948-9d7a5d07adb8",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.4013,1.65,NA,161.03,169.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81","atBat","Groundout","field_out","Bryan De La Cruz grounds out, shortstop Corey Seager to first baseman Nathaniel Lowe.",0,8,9,81,"top",9,"2023-08-05T22:57:23.637Z","2023-08-05T22:58:23.565Z",TRUE,FALSE,FALSE,TRUE,0,2,0,2,650559,"Bryan De La Cruz","/api/v1/people/650559","R","Right",519293,"Will Smith","/api/v1/people/519293","L","Left","vs_LHP","vs_RHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Texas Rangers","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94,85.9,11,0.91,0.4013,6.3418,30.2198,-13.6021,3.6701,9.8447,-1.1551,2.5736,-6.7691,-136.5181,-7.8598,0.8805,50.0038,6.4276,6.9248,19.2,3.6,24,2276,147,NA,NA,NA,NA,NA,NA,FALSE,-14.8,16.3,-5.2,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717124,"2023-08-05",0,"2023-08-05T22:56:46.937Z","2023-08-05T22:57:12.629Z",TRUE,"pitch","3a66d3bc-06cf-4ce2-ae65-5efaa69202e5",1,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",0,0,1,NA,NA,3.19,1.46,NA,113.79,185.85,"fly_ball","hard","8",88.06,55.68,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Home Run","home_run","Jake Burger homers (26) on a fly ball to center field. Jorge Soler scores.",2,8,9,80,"top",9,"2023-08-05T22:56:36.727Z","2023-08-05T22:57:12.629Z",TRUE,TRUE,FALSE,FALSE,38,0,0,1,669394,"Jake Burger","/api/v1/people/669394","R","Right",519293,"Will Smith","/api/v1/people/519293","L","Left","vs_LHP","vs_RHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Texas Rangers","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",80,74.5,8,0.8,0.4685,6.1296,20.7223,-36.8495,-3.9075,-3.3736,0.0843,1.9602,-1.7307,-116.6394,-2.365,1.3422,50.0028,6.4424,-5.4155,8.4,10.8,24,2300,298,102.4,35,392,NA,NA,NA,FALSE,-48.8,-6.4,7.4,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717124,"2023-08-05",2,"2023-08-05T22:56:13.360Z","2023-08-05T22:56:22.486Z",TRUE,"pitch","37518128-be1e-4047-937b-f17bdcdc5d07",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,0,NA,NA,3.65,1.74,NA,108,177.64,"popup","medium","4",148.83,130.32,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Pop Out","field_out","Josh Bell pops out to second baseman Marcus Semien.",0,6,9,79,"top",9,"2023-08-05T22:55:23.876Z","2023-08-05T22:56:22.486Z",TRUE,FALSE,FALSE,TRUE,0,1,1,1,605137,"Josh Bell","/api/v1/people/605137","R","Right",519293,"Will Smith","/api/v1/people/519293","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Texas Rangers","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",79.4,73.7,8,0.84,0.4728,6.1261,21.0067,-35.7745,-3.272,-2.6437,0.236,2.2645,-1.6398,-115.7203,-1.9029,1.3783,50.0057,6.5154,-4.4505,7.2,10.8,24,2423,301,78.8,59,186,NA,NA,NA,TRUE,-48.1,-5,6.4,NA,NA,NA,NA,TRUE,TRUE,624585,"Jorge Soler","/api/v1/people/624585",NA,NA,NA,NA,NA,NA
717124,"2023-08-05",1,"2023-08-05T22:55:54.642Z","2023-08-05T22:55:57.907Z",TRUE,"pitch","e11c7b13-92b5-45ea-b620-866fd2600df9",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,0,NA,NA,3.65,1.74,NA,143.35,213.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Pop Out","field_out","Josh Bell pops out to second baseman Marcus Semien.",0,6,9,79,"top",9,"2023-08-05T22:55:23.876Z","2023-08-05T22:56:22.486Z",TRUE,FALSE,FALSE,TRUE,0,1,1,1,605137,"Josh Bell","/api/v1/people/605137","R","Right",519293,"Will Smith","/api/v1/people/519293","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Texas Rangers","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",81.3,76,13,0.91,0.4609,6.5622,20.6384,-32.7575,-3.3277,-0.4107,-0.6912,0.9356,-3.6619,-118.4213,-5.5927,1.3021,50.0013,6.2922,-4.7689,8.4,9.6,24,2420,327,NA,NA,NA,NA,NA,NA,FALSE,-42.7,-1.7,6.8,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717124,"2023-08-05",0,"2023-08-05T22:55:38.262Z","2023-08-05T22:55:41.262Z",TRUE,"pitch","f5efa127-9d19-4b83-9d81-94bbd89c7c16",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,0,NA,NA,3.65,1.74,NA,110.87,188.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Pop Out","field_out","Josh Bell pops out to second baseman Marcus Semien.",0,6,9,79,"top",9,"2023-08-05T22:55:23.876Z","2023-08-05T22:56:22.486Z",TRUE,FALSE,FALSE,TRUE,0,1,1,1,605137,"Josh Bell","/api/v1/people/605137","R","Right",519293,"Will Smith","/api/v1/people/519293","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Texas Rangers","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",79.3,73.6,8,2,0.4738,5.9813,21.2161,-36.642,-3.3233,-3.3016,0.1607,1.8803,-1.704,-115.525,-2.4581,1.3393,50.0023,6.475,-4.4983,7.2,10.8,24,2327,311,NA,NA,NA,NA,NA,NA,FALSE,-49.7,-6.4,6.5,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717124,"2023-08-05",5,"2023-08-05T22:55:08.435Z","2023-08-05T22:55:15.008Z",TRUE,"pitch","674d07ca-ca5a-4fed-957b-68d555ea92e0",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,1,0,NA,NA,3.4584,1.67,NA,151.5,137.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Walk","walk","Jorge Soler walks.",0,6,9,78,"top",9,"2023-08-05T22:54:04.660Z","2023-08-05T22:55:15.008Z",TRUE,FALSE,FALSE,FALSE,0,4,1,0,624585,"Jorge Soler","/api/v1/people/624585","R","Right",519293,"Will Smith","/api/v1/people/519293","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Texas Rangers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.4,84.9,11,0.9,0.4066,6.1996,27.5624,-15.393,3.0007,9.116,-0.9052,3.7507,-5.853,-134.419,-4.4864,0.9049,50,6.5249,5.5225,14.4,3.6,24,2186,147,NA,NA,NA,NA,NA,NA,FALSE,-16.1,15.8,-4.3,NA,NA,NA,NA,FALSE,TRUE,624585,"Jorge Soler","/api/v1/people/624585",NA,NA,NA,NA,NA,NA
717124,"2023-08-05",4,"2023-08-05T22:54:48.851Z","2023-08-05T22:54:52.078Z",TRUE,"pitch","b350b994-4439-45ec-a304-d7d5491b59d4",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,0,NA,NA,3.4476,1.67,NA,173.59,236.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Walk","walk","Jorge Soler walks.",0,6,9,78,"top",9,"2023-08-05T22:54:04.660Z","2023-08-05T22:55:15.008Z",TRUE,FALSE,FALSE,FALSE,0,4,1,0,624585,"Jorge Soler","/api/v1/people/624585","R","Right",519293,"Will Smith","/api/v1/people/519293","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Texas Rangers",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",80.9,75.6,13,0.9,0.4642,6.5654,20.7902,-28.8929,-2.9236,2.3213,-1.4845,0.0873,-5.3133,-117.672,-8.0297,1.176,50.0028,6.194,-4.1291,9.6,8.4,24,2305,324,NA,NA,NA,NA,NA,NA,FALSE,-39,2.6,6.5,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
