"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
747204,"2024-05-14",1,"2024-05-14T04:58:45.471Z","2024-05-14T04:58:53.788Z",TRUE,"pitch","f10feed9-632f-4837-b307-16868fd7be1b",2,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",0,1,1,NA,NA,3.18,1.52,NA,91.77,182.9,"line_drive","medium","9",170.22,138.51,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Single","single","Kevin Newman singles on a line drive to right fielder Jake Fraley. Lourdes Gurriel Jr. scores. Gabriel Moreno scores. Jake McCarthy to 2nd.",2,5,6,83,"bottom",9,"2024-05-14T04:58:13.511Z","2024-05-14T04:58:53.788Z",TRUE,TRUE,FALSE,FALSE,60,0,1,1,621028,"Kevin Newman","/api/v1/people/621028","R","Right",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_RHB","RISP",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Cincinnati Reds","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89.5,82.5,6,0.85,0.4194,7.7602,25.761,-28.3297,-0.552,2.223,0.662,2.0696,6.9808,-130.2779,-0.4117,-1.9734,50.0036,4.3594,-0.956,1.2,7.2,24,2778,170,63.6,21,164,NA,NA,NA,FALSE,-29.8,4.2,-0.5,NA,NA,NA,NA,NA,NA,FALSE,FALSE,621028,"Kevin Newman","/api/v1/people/621028",NA,NA,NA,664983,"Jake McCarthy","/api/v1/people/664983",NA,NA,NA,NA
747204,"2024-05-14",0,"2024-05-14T04:58:31.685Z","2024-05-14T04:58:37.446Z",TRUE,"pitch","a6b28ae3-8044-4dc9-81c5-157801cec1ef",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.0548,1.3171,NA,118.94,194.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Single","single","Kevin Newman singles on a line drive to right fielder Jake Fraley. Lourdes Gurriel Jr. scores. Gabriel Moreno scores. Jake McCarthy to 2nd.",2,5,6,83,"bottom",9,"2024-05-14T04:58:13.511Z","2024-05-14T04:58:53.788Z",TRUE,TRUE,FALSE,FALSE,60,0,1,1,621028,"Kevin Newman","/api/v1/people/621028","R","Right",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_RHB","RISP",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Cincinnati Reds","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.8,80.3,8,0.89,0.4318,7.7946,23.8608,-28.3563,-1.1569,2.3418,-0.0509,1.6458,5.5959,-126.4617,-1.1927,-2.1345,50.0049,4.3815,-1.8889,2.4,7.2,24,2575,188,NA,NA,NA,NA,NA,NA,FALSE,-31.8,4.2,1,NA,NA,NA,NA,NA,NA,FALSE,FALSE,621028,"Kevin Newman","/api/v1/people/621028",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
747204,"2024-05-14",6,"2024-05-14T04:58:01.289Z","2024-05-14T04:58:06.821Z",TRUE,"pitch","d1ecc3e1-6703-45c3-85eb-a025a7a86e5b",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,1,1,NA,NA,3.4118,1.4799,NA,168.62,151.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82","atBat","Walk","walk","Jake McCarthy walks. Lourdes Gurriel Jr. to 3rd. Gabriel Moreno to 2nd.",0,5,4,82,"bottom",9,"2024-05-14T04:56:45.972Z","2024-05-14T04:58:06.821Z",TRUE,FALSE,FALSE,FALSE,0,4,1,1,664983,"Jake McCarthy","/api/v1/people/664983","L","Left",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Cincinnati Reds",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.9,85.6,11,0.9,0.4007,7.8562,30.5183,-20.2761,-6.3259,6.2892,-1.3542,3.228,4.3588,-136.7581,0.9722,-2.1478,50.003,4.2599,-11.9672,28.8,4.8,24,2589,238,NA,NA,NA,NA,NA,NA,FALSE,-19.2,11.8,10.6,NA,NA,NA,NA,NA,NA,FALSE,FALSE,664983,"Jake McCarthy","/api/v1/people/664983",666971,"Lourdes Gurriel Jr.","/api/v1/people/666971",672515,"Gabriel Moreno","/api/v1/people/672515",NA,NA,NA,NA
747204,"2024-05-14",4,"2024-05-14T04:57:34.447Z","2024-05-14T04:57:40.983Z",TRUE,"pitch","9df8fa9f-af1f-483c-a34d-503472646079",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,1,NA,NA,3.5242,1.6196,NA,123.14,214.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82","atBat","Walk","walk","Jake McCarthy walks. Lourdes Gurriel Jr. to 3rd. Gabriel Moreno to 2nd.",0,5,4,82,"bottom",9,"2024-05-14T04:56:45.972Z","2024-05-14T04:58:06.821Z",TRUE,FALSE,FALSE,FALSE,0,4,1,1,664983,"Jake McCarthy","/api/v1/people/664983","L","Left",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Cincinnati Reds",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.9,80.2,13,0.9,0.4323,7.6322,25.0441,-31.4652,1.7709,0.4336,-0.1611,0.9118,3.7811,-126.5464,-2.4285,-1.9028,50.002,4.3965,2.8802,6,8.4,24,2633,110,NA,NA,NA,NA,NA,NA,FALSE,-35.6,0.5,-4.1,NA,NA,NA,NA,NA,NA,FALSE,FALSE,664983,"Jake McCarthy","/api/v1/people/664983",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
747204,"2024-05-14",3,"2024-05-14T04:57:17.298Z","2024-05-14T04:57:23.163Z",TRUE,"pitch","df22e0b1-020f-4632-94f8-d446a9b29f07",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,1,NA,NA,3.4698,1.5561,NA,178.97,184.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82","atBat","Walk","walk","Jake McCarthy walks. Lourdes Gurriel Jr. to 3rd. Gabriel Moreno to 2nd.",0,5,4,82,"bottom",9,"2024-05-14T04:56:45.972Z","2024-05-14T04:58:06.821Z",TRUE,FALSE,FALSE,FALSE,0,4,1,1,664983,"Jake McCarthy","/api/v1/people/664983","L","Left",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Cincinnati Reds",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.9,81.3,13,0.89,0.4257,7.5437,23.9789,-28.639,0.5633,2.1077,-1.6257,2.0237,1.3011,-128.1663,-0.3859,-2.2111,50.0063,4.3936,0.9467,2.4,7.2,24,2639,160,NA,NA,NA,NA,NA,NA,FALSE,-31.1,4,-1.3,NA,NA,NA,NA,NA,NA,FALSE,FALSE,664983,"Jake McCarthy","/api/v1/people/664983",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
747204,"2024-05-14",2,"2024-05-14T04:57:03.532Z","2024-05-14T04:57:09.671Z",TRUE,"pitch","269bcbc8-f8ea-496f-bbf9-3e09c98982d9",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,1,NA,NA,3.4752,1.4882,NA,136.45,181.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82","atBat","Walk","walk","Jake McCarthy walks. Lourdes Gurriel Jr. to 3rd. Gabriel Moreno to 2nd.",0,5,4,82,"bottom",9,"2024-05-14T04:56:45.972Z","2024-05-14T04:58:06.821Z",TRUE,FALSE,FALSE,FALSE,0,4,1,1,664983,"Jake McCarthy","/api/v1/people/664983","L","Left",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Cincinnati Reds",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.4,78.8,7,0.9,0.4393,7.7139,23.3969,-32.595,1.5142,-0.2646,-0.5103,2.1055,3.3702,-124.3587,0.9875,-2.0764,50.0051,4.3934,2.3868,4.8,8.4,24,2535,124,NA,NA,NA,NA,NA,NA,FALSE,-37.3,0,-3.5,NA,NA,NA,NA,NA,NA,FALSE,FALSE,664983,"Jake McCarthy","/api/v1/people/664983",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
747204,"2024-05-14",1,"2024-05-14T04:56:48.135Z","2024-05-14T04:56:54.197Z",TRUE,"pitch","c9118304-1c34-4e44-bac0-0ffb25a5fd30",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.4835,1.5507,NA,165.55,159.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82","atBat","Walk","walk","Jake McCarthy walks. Lourdes Gurriel Jr. to 3rd. Gabriel Moreno to 2nd.",0,5,4,82,"bottom",9,"2024-05-14T04:56:45.972Z","2024-05-14T04:58:06.821Z",TRUE,FALSE,FALSE,FALSE,0,4,1,1,664983,"Jake McCarthy","/api/v1/people/664983","L","Left",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Cincinnati Reds",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.4,86.1,11,0.9,0.3987,7.6193,30.7192,-19.4602,-5.3862,6.6539,-1.2737,2.9428,3.9333,-137.4303,-0.0625,-2.0244,50.0033,4.2886,-10.2937,26.4,4.8,24,2625,238,NA,NA,NA,NA,NA,NA,FALSE,-18.5,12.2,8.9,NA,NA,NA,NA,NA,NA,FALSE,FALSE,664983,"Jake McCarthy","/api/v1/people/664983",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
747204,"2024-05-14",0,"2024-05-14T04:56:18.888Z","2024-05-14T04:56:48.135Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",5,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"82","atBat","Walk","walk","Jake McCarthy walks. Lourdes Gurriel Jr. to 3rd. Gabriel Moreno to 2nd.",0,5,4,82,"bottom",9,"2024-05-14T04:56:45.972Z","2024-05-14T04:58:06.821Z",TRUE,FALSE,FALSE,FALSE,0,4,1,1,664983,"Jake McCarthy","/api/v1/people/664983","L","Left",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Cincinnati Reds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,664983,"Jake McCarthy","/api/v1/people/664983",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
747204,"2024-05-14",5,"2024-05-14T04:57:51.159Z","2024-05-14T04:58:01.289Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",5,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,3,1,1,664983,"/api/v1/people/664983",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"82","atBat","Walk","walk","Jake McCarthy walks. Lourdes Gurriel Jr. to 3rd. Gabriel Moreno to 2nd.",0,5,4,82,"bottom",9,"2024-05-14T04:56:45.972Z","2024-05-14T04:58:06.821Z",TRUE,FALSE,FALSE,FALSE,0,4,1,1,664983,"Jake McCarthy","/api/v1/people/664983","L","Left",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Cincinnati Reds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,664983,"Jake McCarthy","/api/v1/people/664983",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
747204,"2024-05-14",6,"2024-05-14T04:55:51.557Z","2024-05-14T04:55:56.061Z",TRUE,"pitch","f01ae143-171c-4a9a-98d1-e51d58d14679",7,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,2,1,NA,NA,3.3725,1.491,NA,144.2,130.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81","atBat","Walk","walk","Gabriel Moreno walks. Lourdes Gurriel Jr. to 2nd.",0,5,4,81,"bottom",9,"2024-05-14T04:53:37.693Z","2024-05-14T04:55:56.061Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,672515,"Gabriel Moreno","/api/v1/people/672515","R","Right",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_RHB","RISP",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Cincinnati Reds","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.7,83.8,11,0.89,0.4099,7.9257,28.0592,-19.5037,-6.1906,7.0038,-0.7135,3.9934,5.4746,-133.4878,2.6457,-1.9841,50.0035,4.3917,-11.2009,27.6,4.8,24,2463,230,NA,NA,NA,NA,NA,NA,FALSE,-19,13.4,10.1,NA,NA,NA,NA,NA,NA,FALSE,FALSE,672515,"Gabriel Moreno","/api/v1/people/672515",NA,NA,NA,666971,"Lourdes Gurriel Jr.","/api/v1/people/666971",NA,NA,NA,NA
