"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
717716,"2023-06-18",2,"2023-06-18T20:38:48.457Z","2023-06-18T20:38:55.754Z",TRUE,"pitch","b2f94631-8ef3-4946-a54e-f345cbf99c35",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,3,2,NA,NA,3.3,1.58,NA,134.36,165.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"92","atBat","Strikeout","strikeout","Harold Castro strikes out swinging.",0,6,14,92,"top",9,"2023-06-18T20:38:07.775Z","2023-06-18T20:38:55.754Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,605612,"Harold Castro","/api/v1/people/605612","L","Left",628452,"Raisel Iglesias","/api/v1/people/628452","R","Right","vs_RHP","vs_LHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Atlanta Braves","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.8,88.5,4,2,0.3909,5.9658,28.544,-17.6335,-5.0336,7.2971,-0.4554,2.71,4.2514,-139.5893,-4.576,-1.3369,50.0042,5.5155,-10.0316,26.4,4.8,24,2294,218,NA,NA,NA,NA,NA,NA,TRUE,-16.9,12.6,8.4,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717716,"2023-06-18",1,"2023-06-18T20:38:30.062Z","2023-06-18T20:38:36.179Z",TRUE,"pitch","0bff53bc-5fd9-4d07-81c8-00b132d80cc6",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.3,1.58,NA,121.65,208.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"92","atBat","Strikeout","strikeout","Harold Castro strikes out swinging.",0,6,14,92,"top",9,"2023-06-18T20:38:07.775Z","2023-06-18T20:38:55.754Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,605612,"Harold Castro","/api/v1/people/605612","L","Left",628452,"Raisel Iglesias","/api/v1/people/628452","R","Right","vs_RHP","vs_LHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Atlanta Braves","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",90.8,84.4,13,2,0.4124,6.1645,24.5454,-24.6818,-7.7541,4.1779,-0.1221,1.1063,6.4367,-132.1159,-6.0888,-1.5664,50.0004,5.2213,-13.8931,26.4,6,24,2032,244,NA,NA,NA,NA,NA,NA,FALSE,-26.3,6.6,12.8,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717716,"2023-06-18",0,"2023-06-18T20:38:16.310Z","2023-06-18T20:38:20.697Z",TRUE,"pitch","36c88918-d311-46b8-b440-a17e6f690b73",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.4023,1.579,NA,145.68,176.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"92","atBat","Strikeout","strikeout","Harold Castro strikes out swinging.",0,6,14,92,"top",9,"2023-06-18T20:38:07.775Z","2023-06-18T20:38:55.754Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,605612,"Harold Castro","/api/v1/people/605612","L","Left",628452,"Raisel Iglesias","/api/v1/people/628452","R","Right","vs_RHP","vs_LHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Atlanta Braves","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.8,88.6,4,2,0.3908,6.051,27.7867,-15.9724,-5.1487,8.1181,-0.7525,2.2919,3.999,-139.5142,-5.6307,-1.5269,50.0002,5.368,-10.2725,28.8,3.6,24,2385,218,NA,NA,NA,NA,NA,NA,FALSE,-15.6,13.9,8.6,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717716,"2023-06-18",2,"2023-06-18T20:37:50.472Z","2023-06-18T20:37:56.463Z",TRUE,"pitch","e84222c7-a86f-4d41-bc11-24d45a704dc7",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,3,1,NA,NA,3.13,1.42,NA,124.54,208.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"91","atBat","Strikeout","strikeout","Randal Grichuk strikes out swinging.",0,6,14,91,"top",9,"2023-06-18T20:37:13.700Z","2023-06-18T20:37:56.463Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,545341,"Randal Grichuk","/api/v1/people/545341","R","Right",628452,"Raisel Iglesias","/api/v1/people/628452","R","Right","vs_RHP","vs_RHB","RISP",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Atlanta Braves","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",90.3,84,13,2,0.4147,6.1054,24.7293,-29.9191,-9.1579,1.268,-0.1978,1.1079,6.2359,-131.4841,-5.2676,-1.3961,50.0007,5.3253,-16.2261,26.4,8.4,24,1905,243,NA,NA,NA,NA,NA,NA,TRUE,-31.7,1.4,15.5,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,666134,"Nolan Jones","/api/v1/people/666134",NA,NA,NA
717716,"2023-06-18",1,"2023-06-18T20:37:36.207Z","2023-06-18T20:37:40.903Z",TRUE,"pitch","d96d8fe2-4aa4-4b02-bf15-d48acec689d1",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,1,NA,NA,3.13,1.42,NA,115.29,208.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"91","atBat","Strikeout","strikeout","Randal Grichuk strikes out swinging.",0,6,14,91,"top",9,"2023-06-18T20:37:13.700Z","2023-06-18T20:37:56.463Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,545341,"Randal Grichuk","/api/v1/people/545341","R","Right",628452,"Raisel Iglesias","/api/v1/people/628452","R","Right","vs_RHP","vs_RHB","RISP",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Atlanta Braves","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",90.2,83.7,14,2,0.4157,6.085,24.8314,-27.4602,-7.6495,2.6733,0.045,1.1213,6.6167,-131.2087,-5.64,-1.5019,50.0027,5.3158,-13.4879,24,7.2,24,1894,243,NA,NA,NA,NA,NA,NA,FALSE,-29.4,4,12.6,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717716,"2023-06-18",0,"2023-06-18T20:37:19.469Z","2023-06-18T20:37:23.810Z",TRUE,"pitch","e32d5c43-3137-413b-8a11-115e71498f9d",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,1,NA,NA,3.13,1.42,NA,140.99,191.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"91","atBat","Strikeout","strikeout","Randal Grichuk strikes out swinging.",0,6,14,91,"top",9,"2023-06-18T20:37:13.700Z","2023-06-18T20:37:56.463Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,545341,"Randal Grichuk","/api/v1/people/545341","R","Right",628452,"Raisel Iglesias","/api/v1/people/628452","R","Right","vs_RHP","vs_RHB","RISP",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Atlanta Braves","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.4,87.2,7,2,0.3974,6.3682,27.8551,-25.921,-10.376,3.2396,-0.6293,1.7602,7.4577,-137.3661,-4.0932,-2.0191,50.0001,5.013,-20.0053,34.8,7.2,24,2304,233,NA,NA,NA,NA,NA,NA,FALSE,-25.2,5.3,17.4,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717716,"2023-06-18",2,"2023-06-18T20:36:55.995Z","2023-06-18T20:37:02.371Z",TRUE,"pitch","3dcebf53-c018-49dc-9763-bbc7d1694d64",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,3,0,NA,NA,3.42,1.61,NA,141.77,208.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"90","atBat","Strikeout","strikeout","Mike Moustakas strikes out swinging.",0,6,14,90,"top",9,"2023-06-18T20:36:07.803Z","2023-06-18T20:37:02.371Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,519058,"Mike Moustakas","/api/v1/people/519058","L","Left",628452,"Raisel Iglesias","/api/v1/people/628452","R","Right","vs_RHP","vs_LHB","RISP",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Atlanta Braves","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",90.4,83.8,13,2,0.4148,6.3174,25.3527,-30.3653,-8.5655,1.0248,-0.6497,1.1121,5.2989,-131.5558,-5.0413,-1.5671,50.0046,5.278,-15.1623,24,8.4,24,1825,245,NA,NA,NA,NA,NA,NA,TRUE,-32.2,1.1,14.5,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,666134,"Nolan Jones","/api/v1/people/666134",NA,NA,NA
717716,"2023-06-18",1,"2023-06-18T20:36:37.671Z","2023-06-18T20:36:43.170Z",TRUE,"pitch","1bbf31e2-f632-4e19-a64c-9d7c8bdf1864",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,0,NA,NA,3.42,1.61,NA,124.44,174.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"90","atBat","Strikeout","strikeout","Mike Moustakas strikes out swinging.",0,6,14,90,"top",9,"2023-06-18T20:36:07.803Z","2023-06-18T20:37:02.371Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,519058,"Mike Moustakas","/api/v1/people/519058","L","Left",628452,"Raisel Iglesias","/api/v1/people/628452","R","Right","vs_RHP","vs_LHB","RISP",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Atlanta Braves","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95,87.2,5,2,0.3955,5.9965,29.5591,-13.5506,-4.3135,9.5764,-0.1953,2.3879,4.715,-138.2606,-5.9882,-1.3587,50.0016,5.4839,-8.3875,26.4,3.6,24,2313,219,NA,NA,NA,NA,NA,NA,FALSE,-13.8,16.3,6.8,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717716,"2023-06-18",0,"2023-06-18T20:36:24.614Z","2023-06-18T20:36:28.472Z",TRUE,"pitch","cda5ac79-7ba8-4833-98b1-f3dc1f162394",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.6062,1.609,NA,144.48,166.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"90","atBat","Strikeout","strikeout","Mike Moustakas strikes out swinging.",0,6,14,90,"top",9,"2023-06-18T20:36:07.803Z","2023-06-18T20:37:02.371Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,519058,"Mike Moustakas","/api/v1/people/519058","L","Left",628452,"Raisel Iglesias","/api/v1/people/628452","R","Right","vs_RHP","vs_LHB","RISP",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Atlanta Braves","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.9,87.2,4,2,0.3956,6.0818,29.2625,-13.7101,-4.8673,9.5007,-0.721,2.6808,3.9825,-138.163,-5.0916,-1.5449,50.0034,5.4608,-9.46,30,3.6,24,2317,221,NA,NA,NA,NA,NA,NA,FALSE,-13.8,16.4,8,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717716,"2023-06-18",2,"2023-06-18T20:35:43.429Z","2023-06-18T20:35:55.269Z",TRUE,"pitch","497ca239-4f1e-410e-9b60-10edc61a5f19",2,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",1,0,0,NA,NA,3.84,1.81,NA,157.61,174.6,"ground_ball","medium","7",79.33,150.72,NA,NA,NA,NA,NA,NA,NA,NA,"89","atBat","Double","double","Nolan Jones doubles (6) on a ground ball to left fielder Eddie Rosario.",0,6,14,89,"top",9,"2023-06-18T20:35:29.415Z","2023-06-18T20:35:55.269Z",TRUE,FALSE,FALSE,FALSE,34,1,0,0,666134,"Nolan Jones","/api/v1/people/666134","L","Left",628452,"Raisel Iglesias","/api/v1/people/628452","R","Right","vs_RHP","vs_LHB","RISP",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Atlanta Braves",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.9,87.1,13,2,0.3982,5.9985,26.0812,-16.2579,-3.0921,8.2786,-1.0653,2.3771,2.2607,-136.8034,-5.3208,-1.4947,50.0037,5.4366,-5.9462,18,3.6,24,2323,213,75.9,-23,5,NA,NA,NA,FALSE,-16.3,14.3,5.2,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,666134,"Nolan Jones","/api/v1/people/666134",NA,NA,NA
