"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","replacedPlayer.id","replacedPlayer.link","isBaseRunningPlay","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
745827,"2024-05-10",5,"2024-05-11T02:32:19.730Z","2024-05-11T02:32:32.726Z",TRUE,"pitch","4e7697f9-61d4-4f0c-938a-b5181d1d5b58",6,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,2,2,NA,NA,3.65,1.73,NA,111.16,184.95,"fly_ball","medium","8",95.73,70.81,NA,NA,TRUE,NA,NA,NA,NA,NA,"68","atBat","Flyout","field_out","J.D. Martinez flies out to center fielder Michael Harris II.",0,4,2,68,"bottom",9,"2024-05-11T02:30:15.584Z","2024-05-11T02:32:32.726Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,502110,"J.D. Martinez","/api/v1/people/502110","R","Right",628452,"Raisel Iglesias","/api/v1/people/628452","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Atlanta Braves","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",89.5,82,8,0.91,0.4206,6.4952,27.2522,-21.0953,-8.5153,6.4463,0.1532,1.9937,6.4065,-130.2081,-4.5056,-1.2324,50.0001,5.3421,-14.6245,31.2,6,24,2100,234,89.4,33,328,NA,NA,NA,TRUE,-23.3,10.9,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745827,"2024-05-10",4,"2024-05-11T02:31:51.039Z","2024-05-11T02:31:58.161Z",TRUE,"pitch","2419baeb-b15b-42d7-9099-7ae9116f94c3",5,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,2,2,NA,NA,3.6022,1.5552,NA,95,137.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Flyout","field_out","J.D. Martinez flies out to center fielder Michael Harris II.",0,4,2,68,"bottom",9,"2024-05-11T02:30:15.584Z","2024-05-11T02:32:32.726Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,502110,"J.D. Martinez","/api/v1/people/502110","R","Right",628452,"Raisel Iglesias","/api/v1/people/628452","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Atlanta Braves","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",82.3,75.9,12,0.91,0.4558,6.0432,21.9696,-29.213,6.2705,2.021,0.577,3.7523,2.4187,-119.9034,1.8123,-1.2577,50.0011,5.583,9.1803,18,8.4,24,2781,71,NA,NA,NA,NA,NA,NA,FALSE,-35.8,4.3,-11.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745827,"2024-05-10",3,"2024-05-11T02:31:31.704Z","2024-05-11T02:31:36.107Z",TRUE,"pitch","b5a719b1-dab6-41c9-a70e-dfe7d7aa9797",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,2,NA,NA,3.6268,1.7253,NA,116.82,203.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Flyout","field_out","J.D. Martinez flies out to center fielder Michael Harris II.",0,4,2,68,"bottom",9,"2024-05-11T02:30:15.584Z","2024-05-11T02:32:32.726Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,502110,"J.D. Martinez","/api/v1/people/502110","R","Right",628452,"Raisel Iglesias","/api/v1/people/628452","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Atlanta Braves","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",89.2,81.6,14,0.91,0.4229,6.3113,28.0292,-25.1434,-10.3285,4.1396,0.0046,1.3186,6.5596,-129.7001,-5.1628,-1.22,50.0015,5.261,-17.5328,31.2,7.2,24,2080,236,NA,NA,NA,NA,NA,NA,FALSE,-28,6.5,17.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745827,"2024-05-10",2,"2024-05-11T02:31:13.144Z","2024-05-11T02:31:17.029Z",TRUE,"pitch","028052a6-7262-4d58-8169-843b5734549e",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.5931,1.691,NA,149.29,214.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Flyout","field_out","J.D. Martinez flies out to center fielder Michael Harris II.",0,4,2,68,"bottom",9,"2024-05-11T02:30:15.584Z","2024-05-11T02:32:32.726Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,502110,"J.D. Martinez","/api/v1/people/502110","R","Right",628452,"Raisel Iglesias","/api/v1/people/628452","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Atlanta Braves","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",88.7,80.7,13,0.92,0.4265,6.2239,29.4487,-23.4746,-10.4053,5.2241,-0.8472,0.8973,4.5769,-128.949,-6.4429,-1.3035,50.0064,5.2667,-17.3419,33.6,7.2,24,2076,238,NA,NA,NA,NA,NA,NA,FALSE,-27,8,17.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745827,"2024-05-10",1,"2024-05-11T02:30:55.619Z","2024-05-11T02:30:59.855Z",TRUE,"pitch","61dea4e7-71e6-4546-90cd-f631093dc02e",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.6065,1.6396,NA,132.91,212.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Flyout","field_out","J.D. Martinez flies out to center fielder Michael Harris II.",0,4,2,68,"bottom",9,"2024-05-11T02:30:15.584Z","2024-05-11T02:32:32.726Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,502110,"J.D. Martinez","/api/v1/people/502110","R","Right",628452,"Raisel Iglesias","/api/v1/people/628452","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Atlanta Braves","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",89.3,81.7,13,0.9,0.4229,6.2246,28.5425,-28.6225,-11.7283,2.0955,-0.4174,0.9905,5.9354,-129.7891,-5.2843,-1.2166,50.0058,5.2475,-19.9036,32.4,8.4,24,2084,241,NA,NA,NA,NA,NA,NA,FALSE,-31.8,2.8,19.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745827,"2024-05-10",0,"2024-05-11T02:30:29.535Z","2024-05-11T02:30:37.633Z",TRUE,"pitch","6c655472-f296-4213-ae33-225d0d162791",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,2,NA,NA,3.65,1.73,NA,160.14,166.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Flyout","field_out","J.D. Martinez flies out to center fielder Michael Harris II.",0,4,2,68,"bottom",9,"2024-05-11T02:30:15.584Z","2024-05-11T02:32:32.726Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,502110,"J.D. Martinez","/api/v1/people/502110","R","Right",628452,"Raisel Iglesias","/api/v1/people/628452","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Atlanta Braves","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94,85.6,13,0.9,0.401,6.2497,31.6914,-13.0999,-5.4408,10.1063,-1.1316,2.6803,2.3819,-136.8757,-5.1149,-1.3088,50.0054,5.4785,-10.2707,34.8,3.6,24,2191,215,NA,NA,NA,NA,NA,NA,FALSE,-13.7,17.4,9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745827,"2024-05-10",3,"2024-05-11T02:29:48.423Z","2024-05-11T02:29:59.451Z",TRUE,"pitch","7524f3f1-184e-4c94-a65b-eb5a4d63aad2",3,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",1,1,2,NA,NA,3.45,1.58,NA,96.16,189.55,"line_drive","medium","7",70.83,116.44,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Single","single","Pete Alonso singles on a line drive to left fielder Adam Duvall. Starling Marte scores.",1,4,2,67,"bottom",9,"2024-05-11T02:29:11.580Z","2024-05-11T02:29:59.451Z",TRUE,TRUE,FALSE,FALSE,33,1,1,2,624413,"Pete Alonso","/api/v1/people/624413","R","Right",628452,"Raisel Iglesias","/api/v1/people/628452","R","Right","vs_RHP","vs_RHB","Men_On",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Atlanta Braves",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",82,75.4,9,0.91,0.459,6.1002,23.4016,-29.1591,6.3848,2.0872,0.5468,1.8234,2.5945,-119.4209,-2.2912,-1.3837,50.0005,5.4231,9.202,18,8.4,24,2660,57,97.6,10,174,NA,NA,NA,FALSE,-37.2,3.5,-12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,624413,"Pete Alonso","/api/v1/people/624413",NA,NA,NA,NA,NA,NA
745827,"2024-05-10",1,"2024-05-11T02:29:30.588Z","2024-05-11T02:29:35.466Z",TRUE,"pitch","3a3b0f89-53f6-421c-b0a9-0cd9b5f737a4",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,2,NA,NA,3.5044,1.6342,NA,96.25,184.32,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"67","atBat","Single","single","Pete Alonso singles on a line drive to left fielder Adam Duvall. Starling Marte scores.",1,4,2,67,"bottom",9,"2024-05-11T02:29:11.580Z","2024-05-11T02:29:59.451Z",TRUE,TRUE,FALSE,FALSE,33,1,1,2,624413,"Pete Alonso","/api/v1/people/624413","R","Right",628452,"Raisel Iglesias","/api/v1/people/628452","R","Right","vs_RHP","vs_RHB","Men_On",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Atlanta Braves",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",82.7,76.3,9,0.91,0.4543,6.009,22.8744,-27.6192,4.6774,3.0901,0.5445,2.0172,3.3575,-120.4622,-2.1462,-1.4738,50.0012,5.3555,6.8895,14.4,8.4,24,2755,59,NA,NA,NA,NA,NA,NA,FALSE,-34.4,5.4,-9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745827,"2024-05-10",0,"2024-05-11T02:29:13.428Z","2024-05-11T02:29:17.077Z",TRUE,"pitch","6841700d-edca-44ce-a633-537731465279",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.7151,1.7169,NA,59.81,177.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Single","single","Pete Alonso singles on a line drive to left fielder Adam Duvall. Starling Marte scores.",1,4,2,67,"bottom",9,"2024-05-11T02:29:11.580Z","2024-05-11T02:29:59.451Z",TRUE,TRUE,FALSE,FALSE,33,1,1,2,624413,"Pete Alonso","/api/v1/people/624413","R","Right",628452,"Raisel Iglesias","/api/v1/people/628452","R","Right","vs_RHP","vs_RHB","Men_On",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Atlanta Braves",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.2,86.9,14,2,0.3942,6.4397,34.213,-16.3368,-9.946,8.1189,1.5005,2.2877,12.445,-139.4679,-4.0769,-1.7479,50.0048,4.8608,-19.4065,43.2,4.8,24,2432,238,NA,NA,NA,NA,NA,NA,FALSE,-16.1,13.9,15.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745827,"2024-05-10",2,"2024-05-11T02:29:46.753Z","2024-05-11T02:29:48.423Z",FALSE,"action",NA,NA,"Starling Marte advances to 2nd on defensive indifference.","Defensive Indiff",4,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,1,2,516782,"/api/v1/people/516782",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3a3b0f89-53f6-421c-b0a9-0cd9b5f737a4","defensive_indiff",NA,NA,NA,NA,NA,NA,"67","atBat","Single","single","Pete Alonso singles on a line drive to left fielder Adam Duvall. Starling Marte scores.",1,4,2,67,"bottom",9,"2024-05-11T02:29:11.580Z","2024-05-11T02:29:59.451Z",TRUE,TRUE,FALSE,FALSE,33,1,1,2,624413,"Pete Alonso","/api/v1/people/624413","R","Right",628452,"Raisel Iglesias","/api/v1/people/628452","R","Right","vs_RHP","vs_RHB","Men_On",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Atlanta Braves",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
