"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","base","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
745100,"2024-05-04",4,"2024-05-05T02:05:59.756Z","2024-05-05T02:06:07.030Z",TRUE,"pitch","77561878-4052-4cb5-9f60-a526ea37f4dc",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,1,2,NA,NA,3.14,1.43,NA,124.38,178.67,"ground_ball","hard","4",154.13,154.57,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Groundout","field_out","DJ Stewart grounds out sharply, second baseman Richie Palacios to first baseman Yandy Díaz.",0,1,3,69,"top",9,"2024-05-05T02:05:00.891Z","2024-05-05T02:06:07.030Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,621466,"DJ Stewart","/api/v1/people/621466","L","Left",664208,"Phil Maton","/api/v1/people/664208","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Tampa Bay Rays",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",76.4,68.4,5,0.9,0.5003,7.0211,26.0373,-42.527,10.6316,-8.5988,-0.1937,2.2263,-0.9721,-110.9171,3.0191,-1.1167,50.0017,5.3899,12.8015,16.8,14.4,24,3234,52,104.5,5,99,NA,NA,NA,TRUE,-62.3,-13.9,-18.7,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745100,"2024-05-04",3,"2024-05-05T02:05:40.399Z","2024-05-05T02:05:43.698Z",TRUE,"pitch","3b5fea8e-9b66-4d1e-b467-6a3629e57d62",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,1,2,NA,NA,3.2663,1.4704,NA,91.26,165.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Groundout","field_out","DJ Stewart grounds out sharply, second baseman Richie Palacios to first baseman Yandy Díaz.",0,1,3,69,"top",9,"2024-05-05T02:05:00.891Z","2024-05-05T02:06:07.030Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,621466,"DJ Stewart","/api/v1/people/621466","L","Left",664208,"Phil Maton","/api/v1/people/664208","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Tampa Bay Rays",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.2,80.1,3,2,0.4313,7.2572,25.6895,-30.123,1.8995,1.2532,0.6752,2.7284,3.5782,-126.9475,-0.4016,-0.9986,50.0013,5.284,3.1032,7.2,7.2,24,2622,112,NA,NA,NA,NA,NA,NA,FALSE,-33.5,2.4,-4.2,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745100,"2024-05-04",2,"2024-05-05T02:05:22.085Z","2024-05-05T02:05:25.135Z",TRUE,"pitch","06fa28ae-7c58-46c9-9235-04dd7ccb4174",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,2,NA,NA,3.2218,1.4261,NA,151.16,139.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Groundout","field_out","DJ Stewart grounds out sharply, second baseman Richie Palacios to first baseman Yandy Díaz.",0,1,3,69,"top",9,"2024-05-05T02:05:00.891Z","2024-05-05T02:06:07.030Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,621466,"DJ Stewart","/api/v1/people/621466","L","Left",664208,"Phil Maton","/api/v1/people/664208","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Tampa Bay Rays",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",89.7,82.2,11,2,0.4185,7.3954,27.1057,-17.8231,1.2861,8.2732,-0.8962,3.6653,-0.0152,-130.7751,-0.6873,-1.0574,50.0063,5.2662,2.2321,7.2,4.8,24,2512,182,NA,NA,NA,NA,NA,NA,FALSE,-18.7,15,-2.3,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745100,"2024-05-04",1,"2024-05-05T02:05:03.182Z","2024-05-05T02:05:06.182Z",TRUE,"pitch","0ef78f2f-b94e-470d-8aaa-d2efdc3103e8",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.3108,1.4704,NA,130.45,121.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Groundout","field_out","DJ Stewart grounds out sharply, second baseman Richie Palacios to first baseman Yandy Díaz.",0,1,3,69,"top",9,"2024-05-05T02:05:00.891Z","2024-05-05T02:06:07.030Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,621466,"DJ Stewart","/api/v1/people/621466","L","Left",664208,"Phil Maton","/api/v1/people/664208","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Tampa Bay Rays",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",88.7,81.2,11,2,0.4235,7.36,26.4207,-22.1326,2.4947,5.9258,-0.3529,4.3368,0.8685,-129.2355,1.7117,-1.0173,50.0041,5.3635,4.2286,12,4.8,24,2479,167,NA,NA,NA,NA,NA,NA,FALSE,-23.3,11.3,-4.7,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745100,"2024-05-04",0,"2024-05-05T02:04:35.264Z","2024-05-05T02:05:03.182Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter DJ Stewart replaces Tomás Nido.","Offensive Substitution",1,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,621466,"/api/v1/people/621466",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","901","69","atBat","Groundout","field_out","DJ Stewart grounds out sharply, second baseman Richie Palacios to first baseman Yandy Díaz.",0,1,3,69,"top",9,"2024-05-05T02:05:00.891Z","2024-05-05T02:06:07.030Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,621466,"DJ Stewart","/api/v1/people/621466","L","Left",664208,"Phil Maton","/api/v1/people/664208","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Tampa Bay Rays",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,NA,621512,"/api/v1/people/621512",TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745100,"2024-05-04",3,"2024-05-05T02:04:07.160Z","2024-05-05T02:04:16.738Z",TRUE,"pitch","777c6989-56a3-4dd2-bf86-23e03e2695c0",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,1,NA,NA,3.46,1.57,NA,98.5,167.86,"popup","medium","3",148.68,190.29,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Pop Out","field_out","Brett Baty pops out to first baseman Yandy Díaz in foul territory.",0,1,3,68,"top",9,"2024-05-05T02:03:29.165Z","2024-05-05T02:04:16.738Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,683146,"Brett Baty","/api/v1/people/683146","L","Left",664208,"Phil Maton","/api/v1/people/664208","R","Right","vs_RHP","vs_LHB","RISP",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Tampa Bay Rays",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",82.7,74.9,6,0.91,0.4578,7.3756,26.8357,-24.8976,11.582,5.0353,0.4853,2.6268,1.1347,-120.3912,-0.6847,-1.4958,50.001,5.1499,16.7292,33.6,8.4,24,2632,82,68.3,77,54,NA,NA,NA,TRUE,-31.2,9.2,-21.2,NA,NA,NA,NA,NA,NA,TRUE,TRUE,664056,"Harrison Bader","/api/v1/people/664056",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745100,"2024-05-04",2,"2024-05-05T02:03:49.434Z","2024-05-05T02:03:52.478Z",TRUE,"pitch","c12ddfca-8ee7-40b7-8f52-dabbad0e8cbe",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.578,1.692,NA,57.37,203.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Pop Out","field_out","Brett Baty pops out to first baseman Yandy Díaz in foul territory.",0,1,3,68,"top",9,"2024-05-05T02:03:29.165Z","2024-05-05T02:04:16.738Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,683146,"Brett Baty","/api/v1/people/683146","L","Left",664208,"Phil Maton","/api/v1/people/664208","R","Right","vs_RHP","vs_LHB","RISP",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Tampa Bay Rays",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",77.3,69.3,14,0.9,0.4952,7.3774,27.8791,-40.7487,11.7385,-6.9868,1.5643,1.3156,2.6187,-112.3427,0.737,-1.1512,50.0025,5.2617,14.4067,20.4,14.4,24,3195,53,NA,NA,NA,NA,NA,NA,FALSE,-59.2,-11.8,-22,NA,NA,NA,NA,NA,NA,TRUE,TRUE,664056,"Harrison Bader","/api/v1/people/664056",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745100,"2024-05-04",0,"2024-05-05T02:03:30.914Z","2024-05-05T02:03:37.074Z",TRUE,"pitch","ec1906d4-24af-486e-9aec-87a89c706e91",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.4963,1.689,NA,83.94,188.52,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"68","atBat","Pop Out","field_out","Brett Baty pops out to first baseman Yandy Díaz in foul territory.",0,1,3,68,"top",9,"2024-05-05T02:03:29.165Z","2024-05-05T02:04:16.738Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,683146,"Brett Baty","/api/v1/people/683146","L","Left",664208,"Phil Maton","/api/v1/people/664208","R","Right","vs_RHP","vs_LHB","RISP",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Tampa Bay Rays",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",74.9,67.1,14,0.9,0.5109,7.2393,25.8613,-42.4231,10.3638,-8.8846,0.8674,1.8615,1.6325,-108.8054,2.5193,-1.2428,50.0032,5.4175,11.9527,16.8,15.6,24,3156,49,NA,NA,NA,NA,NA,NA,FALSE,-64.9,-14.5,-19.2,NA,NA,NA,NA,NA,NA,TRUE,TRUE,664056,"Harrison Bader","/api/v1/people/664056",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745100,"2024-05-04",1,"2024-05-05T02:03:41.541Z","2024-05-05T02:03:49.434Z",FALSE,"action",NA,NA,"Harrison Bader advances to 2nd on defensive indifference.","Defensive Indiff",1,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,1,1,664056,"/api/v1/people/664056",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ec1906d4-24af-486e-9aec-87a89c706e91","defensive_indiff",NA,NA,NA,NA,NA,NA,"68","atBat","Pop Out","field_out","Brett Baty pops out to first baseman Yandy Díaz in foul territory.",0,1,3,68,"top",9,"2024-05-05T02:03:29.165Z","2024-05-05T02:04:16.738Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,683146,"Brett Baty","/api/v1/people/683146","L","Left",664208,"Phil Maton","/api/v1/people/664208","R","Right","vs_RHP","vs_LHB","RISP",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Tampa Bay Rays",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,TRUE,TRUE,664056,"Harrison Bader","/api/v1/people/664056",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745100,"2024-05-04",5,"2024-05-05T02:02:51.647Z","2024-05-05T02:02:54.718Z",TRUE,"pitch","5a4c54a9-9a7e-4046-b576-9c5f2daa2fc4",6,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,2,1,NA,NA,3.155,1.4704,NA,234.18,127.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Walk","walk","Harrison Bader walks.",0,1,3,67,"top",9,"2024-05-05T02:01:18.391Z","2024-05-05T02:02:54.718Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,664056,"Harrison Bader","/api/v1/people/664056","R","Right",664208,"Phil Maton","/api/v1/people/664208","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Tampa Bay Rays","true",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",89,81.5,11,2,0.4221,7.1859,26.6806,-18.1988,-1.0552,8.1944,-3.0741,4.1249,-4.463,-129.6716,0.5318,-1.1948,50.0042,5.3037,-1.8004,8.4,4.8,24,2463,196,NA,NA,NA,NA,NA,NA,FALSE,-19.2,15.2,2.9,NA,NA,NA,NA,NA,NA,FALSE,TRUE,664056,"Harrison Bader","/api/v1/people/664056",NA,NA,NA,664056,"Harrison Bader","/api/v1/people/664056",NA,NA,NA,NA
