"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","replacedPlayer.id","replacedPlayer.link","isBaseRunningPlay","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
716437,"2023-09-27",8,"2023-09-27T04:06:52.756Z","2023-09-27T04:06:59.096Z",TRUE,"pitch","50d73752-d7e5-464e-9e87-a468ea716feb",6,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,2,NA,NA,3.17,1.55,NA,112.78,201.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Wilmer Flores strikes out swinging.",0,4,0,71,"bottom",9,"2023-09-27T04:05:01.393Z","2023-09-27T04:06:59.096Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,527038,"Wilmer Flores","/api/v1/people/527038","R","Right",623352,"Josh Hader","/api/v1/people/623352","L","Left","vs_LHP","vs_RHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","San Diego Padres",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88,81.1,14,0.88,0.4276,6.4871,26.1996,-29.4936,-0.1352,1.6128,0.1108,1.3705,-6.5749,-128.0403,-4.2168,2.7284,50.0029,5.3441,-0.224,2.4,7.2,24,2384,232,NA,NA,NA,NA,NA,NA,TRUE,-33.1,2.2,1.7,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716437,"2023-09-27",7,"2023-09-27T04:06:20.755Z","2023-09-27T04:06:28.453Z",TRUE,"pitch","77797e6d-8bed-4d55-a0f1-777000c82957",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.17,1.55,NA,145.48,172.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Wilmer Flores strikes out swinging.",0,4,0,71,"bottom",9,"2023-09-27T04:05:01.393Z","2023-09-27T04:06:59.096Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,527038,"Wilmer Flores","/api/v1/people/527038","R","Right",623352,"Josh Hader","/api/v1/people/623352","L","Left","vs_LHP","vs_RHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","San Diego Padres",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.4,88.9,4,0.91,0.3875,6.8077,31.9433,-9.0209,4.7462,11.438,-0.7472,2.461,-10.4509,-141.3065,-6.7518,2.381,50.0002,5.4595,9.6067,34.8,2.4,24,2016,174,NA,NA,NA,NA,NA,NA,FALSE,-9.5,19.4,-6.5,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716437,"2023-09-27",6,"2023-09-27T04:05:59.985Z","2023-09-27T04:06:03.359Z",TRUE,"pitch","f30c1ea2-4b70-4a2f-8636-9026468fcbfa",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.1704,1.2956,NA,46.06,169.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Wilmer Flores strikes out swinging.",0,4,0,71,"bottom",9,"2023-09-27T04:05:01.393Z","2023-09-27T04:06:59.096Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,527038,"Wilmer Flores","/api/v1/people/527038","R","Right",623352,"Josh Hader","/api/v1/people/623352","L","Left","vs_LHP","vs_RHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","San Diego Padres",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.1,89.2,12,0.9,0.3867,6.5733,30.9155,-10.5405,3.1747,10.6404,1.861,2.5607,-2.6448,-141.3884,-6.7611,2.394,50.0061,5.6527,6.4571,26.4,2.4,24,1980,155,NA,NA,NA,NA,NA,NA,FALSE,-10.7,18.1,-5.3,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716437,"2023-09-27",5,"2023-09-27T04:05:38.679Z","2023-09-27T04:05:42.442Z",TRUE,"pitch","370dfb7e-7f9a-42f3-8865-93dce9bec151",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.17,1.55,NA,130.48,156.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Wilmer Flores strikes out swinging.",0,4,0,71,"bottom",9,"2023-09-27T04:05:01.393Z","2023-09-27T04:06:59.096Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,527038,"Wilmer Flores","/api/v1/people/527038","R","Right",623352,"Josh Hader","/api/v1/people/623352","L","Left","vs_LHP","vs_RHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","San Diego Padres",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.6,87.6,1,0.9,0.3916,6.5988,33.8231,-9.2058,4.3246,11.6109,-0.3537,3.0335,-8.8872,-140.2546,-5.4583,2.3043,50.0016,5.6146,8.5546,31.2,2.4,24,2260,151,NA,NA,NA,NA,NA,NA,FALSE,-9.7,19.9,-5.9,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716437,"2023-09-27",4,"2023-09-27T04:05:22.003Z","2023-09-27T04:05:26.259Z",TRUE,"pitch","b48370db-ff6e-400d-9e53-a90dfae03519",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.1704,1.4377,NA,114.69,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Wilmer Flores strikes out swinging.",0,4,0,71,"bottom",9,"2023-09-27T04:05:01.393Z","2023-09-27T04:06:59.096Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,527038,"Wilmer Flores","/api/v1/people/527038","R","Right",623352,"Josh Hader","/api/v1/people/623352","L","Left","vs_LHP","vs_RHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","San Diego Padres",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.2,88.3,12,0.91,0.3883,6.5724,33.6856,-8.8399,3.2962,11.5893,0.0607,3.6214,-7.9651,-141.3358,-3.9967,2.4931,50.0002,5.6268,6.6367,26.4,2.4,24,2136,153,NA,NA,NA,NA,NA,NA,FALSE,-8.9,20.3,-4.2,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716437,"2023-09-27",3,"2023-09-27T04:05:03.750Z","2023-09-27T04:05:07.675Z",TRUE,"pitch","6365fb6c-ff46-4b1d-9c32-a46cc4af183d",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.1704,1.6152,NA,113.22,174.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Wilmer Flores strikes out swinging.",0,4,0,71,"bottom",9,"2023-09-27T04:05:01.393Z","2023-09-27T04:06:59.096Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,527038,"Wilmer Flores","/api/v1/people/527038","R","Right",623352,"Josh Hader","/api/v1/people/623352","L","Left","vs_LHP","vs_RHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","San Diego Padres",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.2,86.5,5,0.9,0.397,6.5242,32.5791,-9.7587,4.9468,11.6468,0.0993,2.3976,-7.7483,-138.2817,-6.884,2.3028,50.0049,5.5837,9.523,34.8,2.4,24,2026,160,NA,NA,NA,NA,NA,NA,FALSE,-10.7,19.7,-7.2,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716437,"2023-09-27",0,"2023-09-27T04:02:24.865Z","2023-09-27T04:03:27.881Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",4,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Wilmer Flores strikes out swinging.",0,4,0,71,"bottom",9,"2023-09-27T04:05:01.393Z","2023-09-27T04:06:59.096Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,527038,"Wilmer Flores","/api/v1/people/527038","R","Right",623352,"Josh Hader","/api/v1/people/623352","L","Left","vs_LHP","vs_RHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","San Diego Padres",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716437,"2023-09-27",1,"2023-09-27T04:03:27.881Z","2023-09-27T04:04:17.267Z",FALSE,"action",NA,NA,"Pitching Change: Josh Hader replaces Seth Lugo.","Pitching Substitution",4,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,623352,"/api/v1/people/623352",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"71","atBat","Strikeout","strikeout","Wilmer Flores strikes out swinging.",0,4,0,71,"bottom",9,"2023-09-27T04:05:01.393Z","2023-09-27T04:06:59.096Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,527038,"Wilmer Flores","/api/v1/people/527038","R","Right",623352,"Josh Hader","/api/v1/people/623352","L","Left","vs_LHP","vs_RHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","San Diego Padres",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716437,"2023-09-27",2,"2023-09-27T04:04:17.267Z","2023-09-27T04:05:03.750Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Wilmer Flores replaces Michael Conforto.","Offensive Substitution",4,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,527038,"/api/v1/people/527038",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","601","71","atBat","Strikeout","strikeout","Wilmer Flores strikes out swinging.",0,4,0,71,"bottom",9,"2023-09-27T04:05:01.393Z","2023-09-27T04:06:59.096Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,527038,"Wilmer Flores","/api/v1/people/527038","R","Right",623352,"Josh Hader","/api/v1/people/623352","L","Left","vs_LHP","vs_RHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","San Diego Padres",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,TRUE,624424,"/api/v1/people/624424",NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716437,"2023-09-27",1,"2023-09-27T04:02:02.079Z","2023-09-27T04:02:12.334Z",TRUE,"pitch","167bccb5-1fa1-4258-bdaf-ff1421fa9310",2,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",0,1,2,NA,NA,3.36,1.65,NA,113.53,154.74,"line_drive","hard","7",88.19,77.28,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Single","single","Thairo Estrada singles on a sharp line drive to left fielder Jose Azocar. Joc Pederson to 2nd.",0,4,0,70,"bottom",9,"2023-09-27T04:01:24.654Z","2023-09-27T04:02:12.334Z",TRUE,FALSE,FALSE,FALSE,33,0,1,2,642731,"Thairo Estrada","/api/v1/people/642731","R","Right",607625,"Seth Lugo","/api/v1/people/607625","R","Right","vs_RHP","vs_RHB","RISP",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","San Diego Padres","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.9,85.2,2,0.91,0.4041,6.3558,28.5404,-15.9825,-3.68,8.6978,0.0911,3.1126,4.5668,-135.345,-2.8843,-1.1372,50.0055,5.3064,-6.8533,19.2,3.6,24,2235,213,106.2,11,253,NA,NA,NA,FALSE,-16.2,15.4,5.8,NA,NA,NA,NA,FALSE,FALSE,642731,"Thairo Estrada","/api/v1/people/642731",NA,NA,NA,592626,"Joc Pederson","/api/v1/people/592626"
