"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
745183,"2024-05-04",8,"2024-05-05T00:32:44.231Z","2024-05-05T00:32:49.319Z",TRUE,"pitch","1093f281-cde1-4a90-b825-308079142bf3",5,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,3,2,NA,NA,3.0475,1.2422,NA,76.73,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84","atBat","Strikeout","strikeout","Iván Herrera called out on strikes.",0,6,5,84,"bottom",10,"2024-05-04T21:27:58.230Z","2024-05-05T00:32:49.319Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,671056,"Iván Herrera","/api/v1/people/671056","R","Right",621383,"Tanner Banks","/api/v1/people/621383","L","Left","vs_LHP","vs_RHB","Empty",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals","Chicago White Sox",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",87.9,80.8,14,0.89,0.4284,6.1773,26.0182,-26.2459,8.0273,3.5816,1.0564,1.6955,-6.266,-127.7919,-5.5974,2.4956,50.0056,5.9728,13.2963,24,7.2,24,1913,149,NA,NA,NA,NA,NA,NA,TRUE,-30,5.4,-13.2,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745183,"2024-05-04",7,"2024-05-05T00:32:23.218Z","2024-05-05T00:32:26.587Z",TRUE,"pitch","24fe7aa1-eced-4c22-bc91-591711ba8614",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.31,1.48,NA,92.44,164.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84","atBat","Strikeout","strikeout","Iván Herrera called out on strikes.",0,6,5,84,"bottom",10,"2024-05-04T21:27:58.230Z","2024-05-05T00:32:49.319Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,671056,"Iván Herrera","/api/v1/people/671056","R","Right",621383,"Tanner Banks","/api/v1/people/621383","L","Left","vs_LHP","vs_RHB","Empty",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals","Chicago White Sox",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",90.9,83.7,3,0.71,0.4135,6.0044,27.3162,-25.9797,-0.1336,3.4794,0.6444,2.7649,-4.9269,-132.2969,-3.8938,2.5454,50.0004,6.1524,-0.2365,2.4,6,24,2457,168,NA,NA,NA,NA,NA,NA,FALSE,-27.4,5.6,1.3,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745183,"2024-05-04",6,"2024-05-05T00:32:10.957Z","2024-05-05T00:32:15.071Z",TRUE,"pitch","d411156b-90c3-4f80-add1-f14e5453b7c4",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,2,NA,NA,2.943,1.1616,NA,92.75,146.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84","atBat","Strikeout","strikeout","Iván Herrera called out on strikes.",0,6,5,84,"bottom",10,"2024-05-04T21:27:58.230Z","2024-05-05T00:32:49.319Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,671056,"Iván Herrera","/api/v1/people/671056","R","Right",621383,"Tanner Banks","/api/v1/people/621383","L","Left","vs_LHP","vs_RHB","Empty",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals","Chicago White Sox",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89.2,82.3,12,0.88,0.4206,5.9913,25.9622,-27.2606,-1.2349,2.8613,0.6362,3.4311,-5.0086,-129.9722,-1.7355,2.7449,50.0063,6.1677,-2.1234,6,6,24,2471,200,NA,NA,NA,NA,NA,NA,FALSE,-29.2,5,3.2,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745183,"2024-05-04",5,"2024-05-05T00:31:57.087Z","2024-05-05T00:32:00.796Z",TRUE,"pitch","56fc288a-055e-4ce3-a3e6-2771f5ec4354",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,2,NA,NA,3.31,1.48,NA,132.55,147.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84","atBat","Strikeout","strikeout","Iván Herrera called out on strikes.",0,6,5,84,"bottom",10,"2024-05-04T21:27:58.230Z","2024-05-05T00:32:49.319Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,671056,"Iván Herrera","/api/v1/people/671056","R","Right",621383,"Tanner Banks","/api/v1/people/621383","L","Left","vs_LHP","vs_RHB","Empty",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals","Chicago White Sox",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89.3,82.5,1,0.88,0.4203,6.0383,25.6891,-26.941,-2.755,3.0403,-0.4078,3.3913,-6.6929,-130.0185,-2.1376,2.5515,50.0055,6.2561,-4.7454,12,6,24,2405,194,NA,NA,NA,NA,NA,NA,FALSE,-28.8,5.3,6.4,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745183,"2024-05-04",0,"2024-05-04T21:28:07.418Z","2024-05-04T21:28:11.293Z",TRUE,"pitch","836151ea-fd23-4fe2-923d-d8870eedb2c7",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,2,NA,NA,3.4,1.64,NA,134.28,168.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84","atBat","Strikeout","strikeout","Iván Herrera called out on strikes.",0,6,5,84,"bottom",10,"2024-05-04T21:27:58.230Z","2024-05-05T00:32:49.319Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,671056,"Iván Herrera","/api/v1/people/671056","R","Right",621383,"Tanner Banks","/api/v1/people/621383","L","Left","vs_LHP","vs_RHB","Empty",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals","Chicago White Sox",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",90.3,82.7,4,0.54,0.4166,6.6634,27.4828,-14.974,-5.4814,9.8229,-0.4533,2.6059,6.1191,-131.3958,-4.7632,-2.0986,50.0008,5.5524,-9.5967,27.6,3.6,24,2017,222,NA,NA,NA,NA,NA,NA,FALSE,-16.6,16.9,8.6,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745183,"2024-05-04",1,"2024-05-04T21:28:59.266Z","2024-05-05T00:31:30.758Z",FALSE,"action",NA,NA,"Status Change - Delayed: Rain","Game Advisory",6,5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,1,2,669357,"/api/v1/people/669357",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"game_advisory",NA,NA,NA,NA,NA,NA,"84","atBat","Strikeout","strikeout","Iván Herrera called out on strikes.",0,6,5,84,"bottom",10,"2024-05-04T21:27:58.230Z","2024-05-05T00:32:49.319Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,671056,"Iván Herrera","/api/v1/people/671056","R","Right",621383,"Tanner Banks","/api/v1/people/621383","L","Left","vs_LHP","vs_RHB","Empty",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals","Chicago White Sox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745183,"2024-05-04",2,"2024-05-05T00:31:30.758Z","2024-05-05T00:31:35.563Z",FALSE,"action",NA,NA,"Pitching Change: Tanner Banks replaces John Brebbia.","Pitching Substitution",6,5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,1,2,621383,"/api/v1/people/621383",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"84","atBat","Strikeout","strikeout","Iván Herrera called out on strikes.",0,6,5,84,"bottom",10,"2024-05-04T21:27:58.230Z","2024-05-05T00:32:49.319Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,671056,"Iván Herrera","/api/v1/people/671056","R","Right",621383,"Tanner Banks","/api/v1/people/621383","L","Left","vs_LHP","vs_RHB","Empty",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals","Chicago White Sox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745183,"2024-05-04",3,"2024-05-05T00:31:35.563Z","2024-05-05T00:31:43.485Z",FALSE,"action",NA,NA,"Status Change - In Progress","Game Advisory",6,5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,1,2,669357,"/api/v1/people/669357",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"game_advisory",NA,NA,NA,NA,NA,NA,"84","atBat","Strikeout","strikeout","Iván Herrera called out on strikes.",0,6,5,84,"bottom",10,"2024-05-04T21:27:58.230Z","2024-05-05T00:32:49.319Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,671056,"Iván Herrera","/api/v1/people/671056","R","Right",621383,"Tanner Banks","/api/v1/people/621383","L","Left","vs_LHP","vs_RHB","Empty",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals","Chicago White Sox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745183,"2024-05-04",4,"2024-05-05T00:31:43.485Z","2024-05-05T00:31:57.087Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Iván Herrera replaces Nolan Gorman.","Offensive Substitution",6,5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,1,2,671056,"/api/v1/people/671056",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","801","84","atBat","Strikeout","strikeout","Iván Herrera called out on strikes.",0,6,5,84,"bottom",10,"2024-05-04T21:27:58.230Z","2024-05-05T00:32:49.319Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,671056,"Iván Herrera","/api/v1/people/671056","R","Right",621383,"Tanner Banks","/api/v1/people/621383","L","Left","vs_LHP","vs_RHB","Empty",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals","Chicago White Sox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,669357,"/api/v1/people/669357",NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745183,"2024-05-04",8,"2024-05-04T21:27:32.431Z","2024-05-04T21:27:36.132Z",TRUE,"pitch","05ba4e20-0c4b-4370-bdaf-3164179c1c3c",6,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,1,NA,NA,3.53,1.6,NA,95.76,163.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Strikeout","strikeout","Masyn Winn strikes out swinging.",0,6,5,83,"bottom",10,"2024-05-04T21:23:42.061Z","2024-05-04T21:27:36.132Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,691026,"Masyn Winn","/api/v1/people/691026","R","Right",605154,"John Brebbia","/api/v1/people/605154","R","Right","vs_RHP","vs_RHB","Loaded",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals","Chicago White Sox",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94,85.6,6,0.91,0.4015,6.8438,30.9022,-11.3422,-4.2014,11.0599,0.5572,2.7972,7.2489,-136.5684,-5.9085,-1.5891,50.0024,5.7735,-7.914,26.4,3.6,24,2189,203,NA,NA,NA,NA,NA,NA,TRUE,-12.2,19,6,NA,NA,NA,NA,NA,NA,TRUE,FALSE,676475,"Alec Burleson","/api/v1/people/676475",571448,"Nolan Arenado","/api/v1/people/571448",502671,"Paul Goldschmidt","/api/v1/people/502671"
