"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","replacedPlayer.id","replacedPlayer.link","base","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link"
745086,"2024-05-25",5,"2024-05-25T23:27:23.173Z","2024-05-25T23:27:31.491Z",TRUE,"pitch","c232e5cd-5192-40f0-8005-577a531ec7f5",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,2,NA,NA,3.4,1.56,NA,132.84,195.17,"fly_ball","medium","8",99.24,77.07,NA,NA,NA,NA,NA,NA,NA,NA,"92","atBat","Flyout","field_out","Richie Palacios flies out to center fielder Garrett Hampson.",0,7,4,92,"bottom",11,"2024-05-25T23:25:51.296Z","2024-05-25T23:27:31.491Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,680700,"Richie Palacios","/api/v1/people/680700","L","Left",623433,"Nick Anderson","/api/v1/people/623433","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Kansas City Royals",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",84,77.2,7,0.87,0.4486,6.034,25.27,-32.0665,0.8773,0.0723,-0.4156,1.6151,0.7607,-122.3402,-4.4186,-0.8451,50.0035,6.2085,1.323,2.4,8.4,24,1987,96,87.2,35,312,NA,NA,NA,TRUE,-39.6,-0.7,-1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745086,"2024-05-25",3,"2024-05-25T23:26:57.379Z","2024-05-25T23:27:00.379Z",TRUE,"pitch","4570c61a-4c5d-4a3f-a701-ebf4fb521ca0",4,"Foul Tip",NA,NA,NA,NA,FALSE,"T","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"T","Foul Tip",2,2,2,NA,NA,3.4,1.56,NA,110.31,169.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"92","atBat","Flyout","field_out","Richie Palacios flies out to center fielder Garrett Hampson.",0,7,4,92,"bottom",11,"2024-05-25T23:25:51.296Z","2024-05-25T23:27:31.491Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,680700,"Richie Palacios","/api/v1/people/680700","L","Left",623433,"Nick Anderson","/api/v1/people/623433","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Kansas City Royals",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",82.2,75.4,5,0.9,0.4587,6.043,24.2742,-33.3841,1.3084,-0.8374,0.1756,2.5489,1.9626,-119.6552,-1.7293,-0.827,50.0033,6.2876,1.8868,3.6,9.6,24,1897,73,NA,NA,NA,NA,NA,NA,FALSE,-42.2,-1.7,-2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745086,"2024-05-25",2,"2024-05-25T23:26:37.227Z","2024-05-25T23:26:40.227Z",TRUE,"pitch","8351f4ad-6d44-4911-be54-291db4f2016a",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.4875,1.6507,NA,126.78,127.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"92","atBat","Flyout","field_out","Richie Palacios flies out to center fielder Garrett Hampson.",0,7,4,92,"bottom",11,"2024-05-25T23:25:51.296Z","2024-05-25T23:27:31.491Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,680700,"Richie Palacios","/api/v1/people/680700","L","Left",623433,"Nick Anderson","/api/v1/people/623433","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Kansas City Royals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.4,86.7,11,2,0.3953,5.8981,32.6175,-9.795,-4.7106,11.5207,-0.2566,4.1336,3.4999,-138.8533,-3.8427,-0.9247,50.0023,6.1931,-9.1497,38.4,2.4,24,2178,216,NA,NA,NA,NA,NA,NA,FALSE,-10,20.2,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745086,"2024-05-25",1,"2024-05-25T23:26:20.516Z","2024-05-25T23:26:23.983Z",TRUE,"pitch","211f72e7-1876-4234-abbd-0df894bc329d",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.5539,1.6455,NA,157.1,199.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"92","atBat","Flyout","field_out","Richie Palacios flies out to center fielder Garrett Hampson.",0,7,4,92,"bottom",11,"2024-05-25T23:25:51.296Z","2024-05-25T23:27:31.491Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,680700,"Richie Palacios","/api/v1/people/680700","L","Left",623433,"Nick Anderson","/api/v1/people/623433","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Kansas City Royals",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",86.8,79.1,13,2,0.4353,6.0854,27.1919,-14.0082,-8.9838,11.3421,-1.052,1.439,2.7555,-126.1438,-8.0925,-0.9957,50.0004,5.8327,-14.3826,40.8,4.8,24,2180,248,NA,NA,NA,NA,NA,NA,FALSE,-17.8,18.8,15.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745086,"2024-05-25",0,"2024-05-25T23:26:00.859Z","2024-05-25T23:26:03.859Z",TRUE,"pitch","b839b57a-5e31-4b4d-b1c8-7b25b6efd6f4",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,2,NA,NA,3.4,1.56,NA,129.53,164.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"92","atBat","Flyout","field_out","Richie Palacios flies out to center fielder Garrett Hampson.",0,7,4,92,"bottom",11,"2024-05-25T23:25:51.296Z","2024-05-25T23:27:31.491Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,680700,"Richie Palacios","/api/v1/people/680700","L","Left",623433,"Nick Anderson","/api/v1/people/623433","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Kansas City Royals",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",82.4,76,4,0.89,0.4558,5.9524,23.0252,-31.0886,0.2526,0.7392,-0.3287,2.7371,1.0436,-120.1237,-1.8658,-0.8013,50.0006,6.2847,0.3695,1.2,8.4,24,1945,87,NA,NA,NA,NA,NA,NA,FALSE,-38.9,1.2,-0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745086,"2024-05-25",4,"2024-05-25T23:27:11.105Z","2024-05-25T23:27:23.173Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",7,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,2,2,2,680700,"/api/v1/people/680700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"92","atBat","Flyout","field_out","Richie Palacios flies out to center fielder Garrett Hampson.",0,7,4,92,"bottom",11,"2024-05-25T23:25:51.296Z","2024-05-25T23:27:31.491Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,680700,"Richie Palacios","/api/v1/people/680700","L","Left",623433,"Nick Anderson","/api/v1/people/623433","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Kansas City Royals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745086,"2024-05-25",3,"2024-05-25T23:25:28.609Z","2024-05-25T23:25:31.609Z",TRUE,"pitch","563a1c9c-b6d6-4f8f-99d5-7d1b57266943",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,1,NA,NA,3.59,1.66,NA,90.71,149.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"91","atBat","Strikeout","strikeout","Jose Siri strikes out swinging.",0,7,4,91,"bottom",11,"2024-05-25T23:24:35.431Z","2024-05-25T23:25:31.609Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,642350,"Jose Siri","/api/v1/people/642350","R","Right",623433,"Nick Anderson","/api/v1/people/623433","R","Right","vs_RHP","vs_RHB","RISP",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Kansas City Royals","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96,87.4,3,2,0.3929,6.0691,32.3081,-10.9566,-4.4536,10.7868,0.6897,3.3183,5.3348,-139.5718,-5.7094,-0.6706,50.0023,6.1164,-8.7599,31.2,2.4,24,2166,207,NA,NA,NA,NA,NA,NA,TRUE,-11.3,18.5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,676609,"José Caballero","/api/v1/people/676609",NA,NA,NA,668227,"Randy Arozarena","/api/v1/people/668227"
745086,"2024-05-25",2,"2024-05-25T23:25:11.217Z","2024-05-25T23:25:14.577Z",TRUE,"pitch","1206b91c-fae2-4dc0-bfec-0e6c9734dc35",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,1,NA,NA,3.5961,1.6452,NA,160.21,140.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"91","atBat","Strikeout","strikeout","Jose Siri strikes out swinging.",0,7,4,91,"bottom",11,"2024-05-25T23:24:35.431Z","2024-05-25T23:25:31.609Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,642350,"Jose Siri","/api/v1/people/642350","R","Right",623433,"Nick Anderson","/api/v1/people/623433","R","Right","vs_RHP","vs_RHB","RISP",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Kansas City Royals","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.6,85.9,11,0.91,0.3988,5.8603,32.7533,-12.4077,-9.0176,10.3641,-1.1337,3.6427,2.4465,-137.7408,-4.4233,-0.8663,50.0004,6.1187,-17.1935,51.6,4.8,24,2091,212,NA,NA,NA,NA,NA,NA,FALSE,-12.7,18,15.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745086,"2024-05-25",1,"2024-05-25T23:24:54.317Z","2024-05-25T23:24:57.760Z",TRUE,"pitch","b728ca68-5aaa-470c-9600-1cfe6120ec97",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,1,NA,NA,3.5195,1.6477,NA,114.33,161.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"91","atBat","Strikeout","strikeout","Jose Siri strikes out swinging.",0,7,4,91,"bottom",11,"2024-05-25T23:24:35.431Z","2024-05-25T23:25:31.609Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,642350,"Jose Siri","/api/v1/people/642350","R","Right",623433,"Nick Anderson","/api/v1/people/623433","R","Right","vs_RHP","vs_RHB","RISP",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Kansas City Royals","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",82.5,75.5,5,0.9,0.4573,5.9369,25.0535,-34.9415,1.9967,-1.9041,0.0702,2.8788,1.1977,-120.151,-0.9264,-0.6956,50.0049,6.3968,2.8959,4.8,9.6,24,2020,88,NA,NA,NA,NA,NA,NA,FALSE,-43.8,-3.4,-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745086,"2024-05-25",0,"2024-05-25T23:24:36.946Z","2024-05-25T23:24:40.372Z",TRUE,"pitch","05feb298-83ca-4311-a28d-9a3cdb6e6fe6",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.732,1.6464,NA,130.67,160.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"91","atBat","Strikeout","strikeout","Jose Siri strikes out swinging.",0,7,4,91,"bottom",11,"2024-05-25T23:24:35.431Z","2024-05-25T23:25:31.609Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,642350,"Jose Siri","/api/v1/people/642350","R","Right",623433,"Nick Anderson","/api/v1/people/623433","R","Right","vs_RHP","vs_RHB","RISP",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Kansas City Royals","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",82.4,75.3,4,0.9,0.4579,5.9969,25.3275,-33.7741,2.278,-1.111,-0.3587,2.8859,0.3037,-120.0499,-1.1421,-0.7828,50.0007,6.4003,3.2923,6,9.6,24,1966,102,NA,NA,NA,NA,NA,NA,FALSE,-42.5,-2,-4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
