"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
718258,"2023-05-08",0,"2023-05-09T00:32:36.055Z","2023-05-09T00:32:47.160Z",TRUE,"pitch","153a7052-54b1-4a55-8989-1b158822baf2",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,2,NA,NA,3.55,1.64,NA,128.6,178.94,"ground_ball","medium","4",139.33,147.83,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Groundout","field_out","Ryan McMahon grounds out, second baseman Rodolfo Castro to first baseman Carlos Santana.",0,0,2,61,"top",9,"2023-05-09T00:32:19.163Z","2023-05-09T00:32:47.160Z",TRUE,FALSE,FALSE,TRUE,0,0,0,3,641857,"Ryan McMahon","/api/v1/people/641857","L","Left",656605,"Mitch Keller","/api/v1/people/656605","R","Right","vs_RHP","vs_LHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Pittsburgh Pirates","true",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",77.9,71.2,7,0.91,0.4863,6.3793,24.0483,-44.0136,5.1939,-9.2542,-0.3043,2.2161,1.8639,-113.3709,0.9961,-1.816,50.0023,6.2244,6.6447,9.6,14.4,24,2594,40,98.8,-10,13,NA,NA,NA,TRUE,-61.7,-16.1,-10,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718258,"2023-05-08",1,"2023-05-09T00:32:05.255Z","2023-05-09T00:32:13.549Z",TRUE,"pitch","033fa38a-537a-49f9-8f5f-5737e959c675",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,0,1,NA,NA,3.28,1.7,NA,131.07,174.73,"fly_ball","medium","9",188.32,128.4,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Flyout","field_out","Kris Bryant flies out to right fielder Jack Suwinski.",0,0,2,60,"top",9,"2023-05-09T00:31:35.552Z","2023-05-09T00:32:13.549Z",TRUE,FALSE,FALSE,TRUE,0,1,0,2,592178,"Kris Bryant","/api/v1/people/592178","R","Right",656605,"Mitch Keller","/api/v1/people/656605","R","Right","vs_RHP","vs_RHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Pittsburgh Pirates","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.1,86.1,4,0.93,0.4004,6.3886,30.1007,-22.4125,-8.8954,5.1529,-0.3691,2.3722,7.0935,-136.7694,-4.9813,-1.8403,50.0045,5.7537,-16.8579,33.6,6,24,2343,229,78.5,45,235,NA,NA,NA,TRUE,-22.6,8.4,14.6,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718258,"2023-05-08",0,"2023-05-09T00:31:53.548Z","2023-05-09T00:31:56.669Z",TRUE,"pitch","801d3f27-2b95-4525-8d48-cfce16ffd5f5",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.2613,1.6524,NA,68.61,201.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Flyout","field_out","Kris Bryant flies out to right fielder Jack Suwinski.",0,0,2,60,"top",9,"2023-05-09T00:31:35.552Z","2023-05-09T00:32:13.549Z",TRUE,FALSE,FALSE,TRUE,0,1,0,2,592178,"Kris Bryant","/api/v1/people/592178","R","Right",656605,"Mitch Keller","/api/v1/people/656605","R","Right","vs_RHP","vs_RHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Pittsburgh Pirates","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",90.1,83.5,14,0.91,0.417,6.6147,25.7976,-24.6082,1.1504,4.3207,1.2694,1.3764,7.4546,-130.9939,-7.0397,-1.7542,50.0023,5.9193,2.0119,7.2,6,24,2496,194,NA,NA,NA,NA,NA,NA,FALSE,-27,6.6,-3.6,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718258,"2023-05-08",5,"2023-05-09T00:31:29.232Z","2023-05-09T00:31:35.057Z",TRUE,"pitch","86d7a515-53fb-44b5-9488-8325c09ef9f2",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,3,0,NA,NA,3.28,1.59,NA,135.53,159.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Strikeout","strikeout","Jurickson Profar strikes out swinging.",0,0,2,59,"top",9,"2023-05-09T00:30:27.515Z","2023-05-09T00:31:35.057Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,595777,"Jurickson Profar","/api/v1/people/595777","L","Left",656605,"Mitch Keller","/api/v1/people/656605","R","Right","vs_RHP","vs_LHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Pittsburgh Pirates",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.8,88.2,1,0.91,0.3895,6.4733,32.7148,-13.3847,-4.2298,9.3849,-0.4862,2.9328,5.8809,-140.7732,-5.2171,-2.0553,50.0034,5.6804,-8.469,26.4,3.6,24,2413,223,NA,NA,NA,NA,NA,NA,TRUE,-13.2,16.1,6.5,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718258,"2023-05-08",4,"2023-05-09T00:30:55.785Z","2023-05-09T00:30:59.040Z",TRUE,"pitch","322f4271-b447-465a-ba34-05bbe7524662",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,0,NA,NA,3.28,1.59,NA,100.27,188.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Strikeout","strikeout","Jurickson Profar strikes out swinging.",0,0,2,59,"top",9,"2023-05-09T00:30:27.515Z","2023-05-09T00:31:35.057Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,595777,"Jurickson Profar","/api/v1/people/595777","L","Left",656605,"Mitch Keller","/api/v1/people/656605","R","Right","vs_RHP","vs_LHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Pittsburgh Pirates",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",85.8,78.9,9,0.74,0.439,6.44,26.102,-27.8302,9.6116,2.7574,0.439,1.8443,3.0774,-124.9461,-4.1296,-2.0586,50.003,5.8157,15.1353,28.8,8.4,24,2781,63,NA,NA,NA,NA,NA,NA,FALSE,-33,4.2,-18.1,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718258,"2023-05-08",3,"2023-05-09T00:30:42.556Z","2023-05-09T00:30:45.556Z",TRUE,"pitch","b3428b27-9deb-4614-9122-0ae037f4e7a0",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,0,NA,NA,3.28,1.59,NA,103.73,149.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Strikeout","strikeout","Jurickson Profar strikes out swinging.",0,0,2,59,"top",9,"2023-05-09T00:30:27.515Z","2023-05-09T00:31:35.057Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,595777,"Jurickson Profar","/api/v1/people/595777","L","Left",656605,"Mitch Keller","/api/v1/people/656605","R","Right","vs_RHP","vs_LHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Pittsburgh Pirates",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.3,87.4,3,0.91,0.3944,6.4813,29.5535,-12.6171,-5.5989,10.0008,0.3481,3.3093,7.9807,-138.6192,-4.594,-1.8343,50.0049,5.8236,-10.9518,34.8,3.6,24,2461,218,NA,NA,NA,NA,NA,NA,FALSE,-12.6,17.4,8.5,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718258,"2023-05-08",2,"2023-05-09T00:30:29.903Z","2023-05-09T00:30:33.714Z",TRUE,"pitch","f16bd7e8-a80d-471a-a0d5-039b70cb06f1",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.0814,1.3695,NA,106.74,167.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Strikeout","strikeout","Jurickson Profar strikes out swinging.",0,0,2,59,"top",9,"2023-05-09T00:30:27.515Z","2023-05-09T00:31:35.057Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,595777,"Jurickson Profar","/api/v1/people/595777","L","Left",656605,"Mitch Keller","/api/v1/people/656605","R","Right","vs_RHP","vs_LHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Pittsburgh Pirates",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",90.4,83.7,2,0.92,0.4145,6.5346,25.0281,-18.955,0.4579,7.458,0.2691,2.6314,5.71,-131.5748,-4.7349,-1.9787,50.0037,5.8378,0.8113,4.8,4.8,24,2432,205,NA,NA,NA,NA,NA,NA,FALSE,-20.4,12.8,-1.9,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718258,"2023-05-08",0,"2023-05-09T00:29:47.633Z","2023-05-09T00:29:47.675Z",FALSE,"action",NA,NA,"Defensive Substitution: Ji Hwan Bae replaces right fielder Connor Joe, batting 5th, playing center field.","Defensive Sub",0,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,678225,"/api/v1/people/678225",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"defensive_substitution",NA,"8","Outfielder","Outfielder","CF","501","59","atBat","Strikeout","strikeout","Jurickson Profar strikes out swinging.",0,0,2,59,"top",9,"2023-05-09T00:30:27.515Z","2023-05-09T00:31:35.057Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,595777,"Jurickson Profar","/api/v1/people/595777","L","Left",656605,"Mitch Keller","/api/v1/people/656605","R","Right","vs_RHP","vs_LHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Pittsburgh Pirates",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,656582,"/api/v1/people/656582",TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718258,"2023-05-08",1,"2023-05-09T00:29:47.675Z","2023-05-09T00:30:29.903Z",FALSE,"action",NA,NA,"Defensive switch from center field to right field for Jack Suwinski.","Defensive Switch",0,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,669261,"/api/v1/people/669261",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"defensive_switch",NA,"9","Outfielder","Outfielder","RF","700","59","atBat","Strikeout","strikeout","Jurickson Profar strikes out swinging.",0,0,2,59,"top",9,"2023-05-09T00:30:27.515Z","2023-05-09T00:31:35.057Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,595777,"Jurickson Profar","/api/v1/people/595777","L","Left",656605,"Mitch Keller","/api/v1/people/656605","R","Right","vs_RHP","vs_LHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Pittsburgh Pirates",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718258,"2023-05-08",3,"2023-05-09T00:28:00.790Z","2023-05-09T00:28:07.129Z",TRUE,"pitch","66079790-8415-4b0a-810a-afb9b55fb607",3,"Foul Tip",NA,NA,NA,NA,FALSE,"T","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"T","Foul Tip",1,2,2,NA,NA,3.38,1.68,NA,134.2,144.25,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"58","atBat","Caught Stealing 2B","caught_stealing_2b","Ke'Bryan Hayes caught stealing 2nd base, catcher Elias Diaz to shortstop Ezequiel Tovar.",0,0,2,58,"bottom",8,"2023-05-09T00:26:49.174Z","2023-05-09T00:28:07.129Z",TRUE,FALSE,FALSE,TRUE,17,1,2,3,467793,"Carlos Santana","/api/v1/people/467793","L","Left",453268,"Daniel Bard","/api/v1/people/453268","R","Right","vs_RHP","vs_LHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Colorado Rockies",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.3,86.4,11,2,0.3986,5.9374,30.0776,-18.2047,-6.2855,7.3025,-0.4513,3.5011,4.8329,-137.3451,-3.6026,-1.416,50.0012,6.0659,-12.0216,30,4.8,24,2495,206,NA,NA,NA,NA,NA,NA,TRUE,-18,12.7,10.4,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
