"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","isBaseRunningPlay","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
717091,"2023-08-07",5,"2023-08-08T01:18:25.492Z","2023-08-08T01:18:34.742Z",TRUE,"pitch","372f48a4-cf24-4957-bfee-5eeded2b5ccc",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,2,NA,NA,3.37,1.56,NA,105.63,141.89,"popup","medium","4",146.82,147.86,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Pop Out","field_out","Jake Rogers pops out to second baseman Donovan Solano.",0,9,3,80,"bottom",9,"2023-08-08T01:16:45.804Z","2023-08-08T01:18:34.742Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,668670,"Jake Rogers","/api/v1/people/668670","R","Right",687396,"Brent Headrick","/api/v1/people/687396","L","Left","vs_LHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Minnesota Twins",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",78,70.9,12,2,0.4844,6.6505,23.0923,-30.1711,-5.256,1.5468,0.2983,3.5883,-2.1542,-113.5853,1.5679,1.9451,50.0007,5.9155,-6.7847,13.2,9.6,24,1740,253,81.3,65,149,NA,NA,NA,TRUE,-41.8,3.6,10.1,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717091,"2023-08-07",4,"2023-08-08T01:18:11.441Z","2023-08-08T01:18:15.691Z",TRUE,"pitch","f3a36a09-9101-41d2-a7ba-bfd5fe3bd900",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.37,1.56,NA,104.7,164.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Pop Out","field_out","Jake Rogers pops out to second baseman Donovan Solano.",0,9,3,80,"bottom",9,"2023-08-08T01:16:45.804Z","2023-08-08T01:18:34.742Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,668670,"Jake Rogers","/api/v1/people/668670","R","Right",687396,"Brent Headrick","/api/v1/people/687396","L","Left","vs_LHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Minnesota Twins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.3,83.7,6,2,0.4121,6.669,27.6695,-14.3011,6.8884,9.987,0.3227,2.7477,-6.0829,-132.7604,-5.2597,1.7455,50.0062,5.7907,12.3335,36,4.8,24,2136,111,NA,NA,NA,NA,NA,NA,FALSE,-15.6,17.2,-11.2,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717091,"2023-08-07",3,"2023-08-08T01:17:58.798Z","2023-08-08T01:18:02.294Z",TRUE,"pitch","e5f68aaa-4674-4823-8cf7-81ba6fa82400",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,1,2,NA,NA,3.37,1.56,NA,108.73,180.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Pop Out","field_out","Jake Rogers pops out to second baseman Donovan Solano.",0,9,3,80,"bottom",9,"2023-08-08T01:16:45.804Z","2023-08-08T01:18:34.742Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,668670,"Jake Rogers","/api/v1/people/668670","R","Right",687396,"Brent Headrick","/api/v1/people/687396","L","Left","vs_LHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Minnesota Twins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",90.1,82.5,5,2,0.418,6.8166,27.4667,-14.5887,7.1547,10.1108,0.217,2.1485,-6.7162,-131.0018,-6.1825,1.8834,50.0064,5.6284,12.4485,34.8,4.8,24,2150,131,NA,NA,NA,NA,NA,NA,FALSE,-16.6,17.2,-11.5,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717091,"2023-08-07",1,"2023-08-08T01:17:05.712Z","2023-08-08T01:17:12.263Z",TRUE,"pitch","fae04590-7cda-40d0-8217-fcbc94204982",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,2,NA,NA,3.3044,1.4834,NA,188.12,233.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Pop Out","field_out","Jake Rogers pops out to second baseman Donovan Solano.",0,9,3,80,"bottom",9,"2023-08-08T01:16:45.804Z","2023-08-08T01:18:34.742Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,668670,"Jake Rogers","/api/v1/people/668670","R","Right",687396,"Brent Headrick","/api/v1/people/687396","L","Left","vs_LHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Minnesota Twins",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",80.9,73.2,13,2,0.4713,6.5244,26.8602,-27.1446,1.2923,3.6959,-1.8657,0.213,-8.6981,-117.2295,-6.2759,1.7615,50.0016,5.5337,1.7585,0,8.4,24,1958,226,NA,NA,NA,NA,NA,NA,FALSE,-37.9,5,0.4,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717091,"2023-08-07",0,"2023-08-08T01:16:55.889Z","2023-08-08T01:17:00.365Z",TRUE,"pitch","767e9f1c-1cfe-442e-873f-6b2fe702e199",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.3983,1.5605,NA,70.65,149.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Pop Out","field_out","Jake Rogers pops out to second baseman Donovan Solano.",0,9,3,80,"bottom",9,"2023-08-08T01:16:45.804Z","2023-08-08T01:18:34.742Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,668670,"Jake Rogers","/api/v1/people/668670","R","Right",687396,"Brent Headrick","/api/v1/people/687396","L","Left","vs_LHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Minnesota Twins",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",81.9,74.4,12,2,0.4611,6.372,25.0514,-25.0718,6.6866,4.9821,1.2159,3.3016,-3.7873,-119.2422,-0.6769,1.9641,50.0041,5.8713,9.5342,19.2,7.2,24,1539,113,NA,NA,NA,NA,NA,NA,FALSE,-31.9,9.1,-11,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717091,"2023-08-07",2,"2023-08-08T01:17:24.683Z","2023-08-08T01:17:58.798Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",9,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"80","atBat","Pop Out","field_out","Jake Rogers pops out to second baseman Donovan Solano.",0,9,3,80,"bottom",9,"2023-08-08T01:16:45.804Z","2023-08-08T01:18:34.742Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,668670,"Jake Rogers","/api/v1/people/668670","R","Right",687396,"Brent Headrick","/api/v1/people/687396","L","Left","vs_LHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Minnesota Twins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717091,"2023-08-07",0,"2023-08-08T01:16:10.446Z","2023-08-08T01:16:32.633Z",TRUE,"pitch","d279bffc-f556-4ec3-a25b-061d63fdc641",1,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",0,0,2,NA,NA,3.12,1.57,NA,112.52,180.4,"fly_ball","medium","89",184.61,58.53,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Home Run","home_run","Nick Maton homers (8) on a fly ball to right center field. Kerry Carpenter scores. Zack Short scores.",3,9,3,79,"bottom",9,"2023-08-08T01:15:51.445Z","2023-08-08T01:16:32.633Z",TRUE,TRUE,FALSE,FALSE,38,0,0,2,665155,"Nick Maton","/api/v1/people/665155","L","Left",687396,"Brent Headrick","/api/v1/people/687396","L","Left","vs_LHP","vs_LHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Minnesota Twins","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.4,83.8,5,2,0.4118,6.9175,27.7961,-14.561,6.9272,9.8245,0.1174,2.1621,-6.7829,-132.8667,-6.3676,1.8003,50.0011,5.6431,12.4159,34.8,4.8,24,2326,135,99,27,378,NA,NA,NA,FALSE,-16.1,16.7,-11.2,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717091,"2023-08-07",4,"2023-08-08T01:15:31.491Z","2023-08-08T01:15:43.377Z",TRUE,"pitch","b9bfbf98-b70b-48cb-a506-8dc7fc8c1ec8",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,1,1,NA,NA,3.22,1.56,NA,128.2,171.52,"line_drive","hard","8",141.83,48.43,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Lineout","field_out","Zach McKinstry lines out sharply to center fielder Michael A. Taylor. Kerry Carpenter to 3rd.",0,9,0,78,"bottom",9,"2023-08-08T01:14:17.162Z","2023-08-08T01:15:43.377Z",TRUE,FALSE,FALSE,TRUE,0,3,1,2,656716,"Zach McKinstry","/api/v1/people/656716","L","Left",687396,"Brent Headrick","/api/v1/people/687396","L","Left","vs_LHP","vs_LHB","RISP",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Minnesota Twins","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",90.6,83.1,4,2,0.4152,6.8099,27.0388,-16.3937,6.2763,8.9434,-0.2938,2.4912,-7.7689,-131.7504,-5.064,1.8727,50.0029,5.6432,11.0746,28.8,4.8,24,2289,131,104.9,22,376,NA,NA,NA,TRUE,-18,15.4,-9.7,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,670097,"Zack Short","/api/v1/people/670097",681481,"Kerry Carpenter","/api/v1/people/681481"
717091,"2023-08-07",3,"2023-08-08T01:15:16.689Z","2023-08-08T01:15:21.481Z",TRUE,"pitch","3e695767-b632-4693-8e16-5742975b515b",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,1,NA,NA,3.2212,1.5605,NA,139.69,204.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Lineout","field_out","Zach McKinstry lines out sharply to center fielder Michael A. Taylor. Kerry Carpenter to 3rd.",0,9,0,78,"bottom",9,"2023-08-08T01:14:17.162Z","2023-08-08T01:15:43.377Z",TRUE,FALSE,FALSE,TRUE,0,3,1,2,656716,"Zach McKinstry","/api/v1/people/656716","L","Left",687396,"Brent Headrick","/api/v1/people/687396","L","Left","vs_LHP","vs_LHB","RISP",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Minnesota Twins","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",90.4,82.9,13,2,0.417,6.8009,27.1948,-13.4066,7.9458,10.7366,-0.5953,1.2739,-8.7402,-131.2343,-8.5063,1.7425,50.0051,5.5512,13.8926,38.4,4.8,24,2236,134,NA,NA,NA,NA,NA,NA,FALSE,-15.8,17.8,-12.5,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717091,"2023-08-07",2,"2023-08-08T01:15:02.599Z","2023-08-08T01:15:06.324Z",TRUE,"pitch","18c0ec18-63c4-4336-aba1-a4fc4b4b3a6b",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,1,NA,NA,3.3319,1.6305,NA,187.45,186.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Lineout","field_out","Zach McKinstry lines out sharply to center fielder Michael A. Taylor. Kerry Carpenter to 3rd.",0,9,0,78,"bottom",9,"2023-08-08T01:14:17.162Z","2023-08-08T01:15:43.377Z",TRUE,FALSE,FALSE,TRUE,0,3,1,2,656716,"Zach McKinstry","/api/v1/people/656716","L","Left",687396,"Brent Headrick","/api/v1/people/687396","L","Left","vs_LHP","vs_LHB","RISP",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Minnesota Twins","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",78.3,71.1,13,2,0.4849,6.7489,24.4111,-30.3834,-3.0184,1.3862,-1.8483,1.935,-7.4696,-113.7481,-1.635,1.8942,50.0003,5.7277,-3.8802,9.6,9.6,24,1834,264,NA,NA,NA,NA,NA,NA,FALSE,-43.1,2.4,7.7,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
