"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","replacedPlayer.id","replacedPlayer.link","base","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
744851,"2024-05-25",0,"2024-05-25T22:26:18.178Z","2024-05-25T22:26:25.697Z",TRUE,"pitch","48b18c2a-b037-4940-88d7-128e1683ff37",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,2,NA,NA,3.3,1.51,NA,122.74,189.38,"ground_ball","medium","6",104.56,154.97,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Groundout","field_out","Julio Rodríguez grounds out, shortstop CJ Abrams to first baseman Joey Gallo.",0,1,3,62,"top",9,"2024-05-25T22:26:10.324Z","2024-05-25T22:26:25.697Z",TRUE,FALSE,FALSE,TRUE,0,0,0,3,677594,"Julio Rodríguez","/api/v1/people/677594","R","Right",640448,"Kyle Finnegan","/api/v1/people/640448","R","Right","vs_RHP","vs_RHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Washington Nationals","true",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",92.2,85.8,8,0.88,0.4055,6.7415,24.4794,-20.3553,-5.7603,6.3697,-0.1507,1.8298,6.6738,-134.2167,-5.9763,-1.9016,50.001,5.4994,-10.685,24,4.8,24,1297,226,99.8,6,109,NA,NA,NA,TRUE,-21.1,10.7,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
744851,"2024-05-25",9,"2024-05-25T22:25:43.834Z","2024-05-25T22:25:51.650Z",TRUE,"pitch","693ef603-5fd9-430a-9b0e-a2a7704b0e0c",8,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,1,NA,NA,3.5,1.64,NA,99.15,172.35,"ground_ball","medium","4",138.07,146.32,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Groundout","field_out","Mitch Garver grounds out, second baseman Luis García Jr. to first baseman Joey Gallo.",0,1,3,61,"top",9,"2024-05-25T22:23:09.528Z","2024-05-25T22:25:51.650Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,641598,"Mitch Garver","/api/v1/people/641598","R","Right",640448,"Kyle Finnegan","/api/v1/people/640448","R","Right","vs_RHP","vs_RHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Washington Nationals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.7,90.7,6,0.91,0.3808,6.6555,30.8168,-12.3542,-8.2015,9.4422,0.4683,2.4604,8.5688,-143.4272,-6.6411,-1.4816,50.004,5.5642,-17.2184,48,3.6,24,2231,221,106.2,-3,29,NA,NA,NA,TRUE,-12,16.1,13.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
744851,"2024-05-25",8,"2024-05-25T22:25:20.554Z","2024-05-25T22:25:24.117Z",TRUE,"pitch","bf63609e-4dce-4672-97b1-45df573ab950",7,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,1,NA,NA,3.5,1.64,NA,114.13,158.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Groundout","field_out","Mitch Garver grounds out, second baseman Luis García Jr. to first baseman Joey Gallo.",0,1,3,61,"top",9,"2024-05-25T22:23:09.528Z","2024-05-25T22:25:51.650Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,641598,"Mitch Garver","/api/v1/people/641598","R","Right",640448,"Kyle Finnegan","/api/v1/people/640448","R","Right","vs_RHP","vs_RHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Washington Nationals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.8,91.2,2,0.91,0.3791,6.548,29.7098,-11.0073,-6.1897,9.9864,0.0754,2.9635,5.7316,-143.8235,-5.7694,-1.1278,50.0007,5.6617,-13.1171,44.4,3.6,24,2285,212,NA,NA,NA,NA,NA,NA,FALSE,-10.4,17.3,10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
744851,"2024-05-25",7,"2024-05-25T22:24:59.095Z","2024-05-25T22:25:03.524Z",TRUE,"pitch","ce2165a4-9b86-40b1-bee5-298c87ac3924",6,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,1,NA,NA,3.5,1.64,NA,112.78,163.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Groundout","field_out","Mitch Garver grounds out, second baseman Luis García Jr. to first baseman Joey Gallo.",0,1,3,61,"top",9,"2024-05-25T22:23:09.528Z","2024-05-25T22:25:51.650Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,641598,"Mitch Garver","/api/v1/people/641598","R","Right",640448,"Kyle Finnegan","/api/v1/people/640448","R","Right","vs_RHP","vs_RHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Washington Nationals",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",87.4,81.2,5,0.91,0.4281,6.4837,22.4473,-28.8715,-4.0218,1.9845,0.1108,2.7709,7.0157,-127.2164,-1.6992,-2.1416,50.0013,5.7037,-6.6899,10.8,7.2,24,997,235,NA,NA,NA,NA,NA,NA,FALSE,-31.9,3.5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
744851,"2024-05-25",6,"2024-05-25T22:24:36.587Z","2024-05-25T22:24:44.382Z",TRUE,"pitch","e247adb2-26ea-4708-9ce7-6c49116669d1",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,1,NA,NA,3.5,1.64,NA,106.45,166.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Groundout","field_out","Mitch Garver grounds out, second baseman Luis García Jr. to first baseman Joey Gallo.",0,1,3,61,"top",9,"2024-05-25T22:23:09.528Z","2024-05-25T22:25:51.650Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,641598,"Mitch Garver","/api/v1/people/641598","R","Right",640448,"Kyle Finnegan","/api/v1/people/640448","R","Right","vs_RHP","vs_RHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Washington Nationals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.4,91.1,6,0.91,0.3804,6.4743,28.8869,-14.0177,-7.7237,8.6204,0.2768,2.6707,6.8819,-143.2481,-6.1783,-1.1373,50.0039,5.7099,-16.2706,44.4,3.6,24,2300,216,NA,NA,NA,NA,NA,NA,FALSE,-13.2,14.8,12.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
744851,"2024-05-25",5,"2024-05-25T22:24:12.290Z","2024-05-25T22:24:16.060Z",TRUE,"pitch","6d1b6bbc-9fa0-4096-88da-488993bc9a50",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,1,NA,NA,3.5868,1.6779,NA,42.06,236.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Groundout","field_out","Mitch Garver grounds out, second baseman Luis García Jr. to first baseman Joey Gallo.",0,1,3,61,"top",9,"2024-05-25T22:23:09.528Z","2024-05-25T22:25:51.650Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,641598,"Mitch Garver","/api/v1/people/641598","R","Right",640448,"Kyle Finnegan","/api/v1/people/640448","R","Right","vs_RHP","vs_RHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Washington Nationals",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.1,79.5,14,0.89,0.4386,6.5097,25.6596,-29.8141,-0.3286,1.493,1.9659,0.0816,9.5594,-124.9666,-7.1645,-1.8694,50.0026,5.4415,-0.5207,2.4,8.4,24,2293,18,NA,NA,NA,NA,NA,NA,FALSE,-36,1.2,-1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
744851,"2024-05-25",4,"2024-05-25T22:23:49.293Z","2024-05-25T22:23:52.904Z",TRUE,"pitch","3e755436-e71e-4110-8c6b-c2af7c2bbeb0",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.5,1.64,NA,114.61,180.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Groundout","field_out","Mitch Garver grounds out, second baseman Luis García Jr. to first baseman Joey Gallo.",0,1,3,61,"top",9,"2024-05-25T22:23:09.528Z","2024-05-25T22:25:51.650Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,641598,"Mitch Garver","/api/v1/people/641598","R","Right",640448,"Kyle Finnegan","/api/v1/people/640448","R","Right","vs_RHP","vs_RHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Washington Nationals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.7,90.9,8,0.91,0.3803,6.4346,30.9396,-13.7617,-5.748,8.7476,0.0627,2.1501,5.8506,-143.6289,-7.3921,-1.2465,50.005,5.5998,-12.101,34.8,3.6,24,2175,208,NA,NA,NA,NA,NA,NA,FALSE,-13.3,14.6,9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
744851,"2024-05-25",3,"2024-05-25T22:23:30.290Z","2024-05-25T22:23:35.174Z",TRUE,"pitch","687883ea-3f56-4527-9647-f116c94c9147",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.4503,1.569,NA,117.65,142.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Groundout","field_out","Mitch Garver grounds out, second baseman Luis García Jr. to first baseman Joey Gallo.",0,1,3,61,"top",9,"2024-05-25T22:23:09.528Z","2024-05-25T22:25:51.650Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,641598,"Mitch Garver","/api/v1/people/641598","R","Right",640448,"Kyle Finnegan","/api/v1/people/640448","R","Right","vs_RHP","vs_RHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Washington Nationals",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.4,78.6,2,0.85,0.4396,6.3735,24.0013,-27.5636,1.1109,2.9299,-0.0171,3.5548,5.024,-124.3981,0.2372,-2.2038,50.0033,5.7356,1.7472,6,7.2,24,2149,58,NA,NA,NA,NA,NA,NA,FALSE,-31.7,5.6,-3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
744851,"2024-05-25",2,"2024-05-25T22:23:11.890Z","2024-05-25T22:23:16.589Z",TRUE,"pitch","ebb4762b-144c-4be9-9bc6-6c198cb09ee1",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.6129,1.6763,NA,87.14,182.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Groundout","field_out","Mitch Garver grounds out, second baseman Luis García Jr. to first baseman Joey Gallo.",0,1,3,61,"top",9,"2024-05-25T22:23:09.528Z","2024-05-25T22:25:51.650Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,641598,"Mitch Garver","/api/v1/people/641598","R","Right",640448,"Kyle Finnegan","/api/v1/people/640448","R","Right","vs_RHP","vs_RHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Washington Nationals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.8,90.5,9,0.91,0.3813,6.4882,32.4178,-12.4615,-5.5723,9.4265,0.7834,2.0841,7.9146,-143.4973,-7.7581,-1.2832,50.0011,5.5946,-11.6505,34.8,3.6,24,2271,214,NA,NA,NA,NA,NA,NA,FALSE,-12.4,15.7,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
744851,"2024-05-25",0,"2024-05-25T22:22:09.130Z","2024-05-25T22:23:12.187Z",FALSE,"action",NA,NA,"On-field Delay.","Game Advisory",1,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,641598,"/api/v1/people/641598",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"game_advisory",NA,NA,NA,NA,NA,NA,"61","atBat","Groundout","field_out","Mitch Garver grounds out, second baseman Luis García Jr. to first baseman Joey Gallo.",0,1,3,61,"top",9,"2024-05-25T22:23:09.528Z","2024-05-25T22:25:51.650Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,641598,"Mitch Garver","/api/v1/people/641598","R","Right",640448,"Kyle Finnegan","/api/v1/people/640448","R","Right","vs_RHP","vs_RHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Washington Nationals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
