"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","details.disengagementNum","isBaseRunningPlay","base","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
717439,"2023-07-08",5,"2023-07-08T22:43:13.369Z","2023-07-08T22:43:21.316Z",TRUE,"pitch","893199f7-eb0f-4375-b974-11f9b6c8f4b8",6,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",2,2,1,NA,NA,3.16,1.56,NA,78.97,212.39,"line_drive","medium","9",191.85,135.26,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Single","single","Corbin Carroll singles on a line drive to right fielder Henry Davis. Jake McCarthy scores. Alek Thomas to 3rd. Ketel Marte to 2nd.",1,2,3,74,"bottom",10,"2023-07-08T22:41:15.073Z","2023-07-08T22:43:21.316Z",TRUE,TRUE,FALSE,FALSE,60,2,2,1,682998,"Corbin Carroll","/api/v1/people/682998","L","Left",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Pittsburgh Pirates","true",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",78.9,73.1,14,0.89,0.4773,6.4391,21.2991,-36.0031,3.0141,-2.8756,0.9978,0.9776,5.5568,-114.7623,-2.749,-1.8466,50.0004,5.6987,4.018,7.2,10.8,24,2546,39,98.1,15,229,NA,NA,NA,FALSE,-49.6,-5.6,-6.8,NA,NA,NA,NA,NA,NA,FALSE,FALSE,682998,"Corbin Carroll","/api/v1/people/682998",606466,"Ketel Marte","/api/v1/people/606466",677950,"Alek Thomas","/api/v1/people/677950"
717439,"2023-07-08",4,"2023-07-08T22:42:47.133Z","2023-07-08T22:42:50.729Z",TRUE,"pitch","92fa72fa-70b5-4fda-8d74-e972d404fb59",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,1,NA,NA,3.16,1.56,NA,97.25,167.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Single","single","Corbin Carroll singles on a line drive to right fielder Henry Davis. Jake McCarthy scores. Alek Thomas to 3rd. Ketel Marte to 2nd.",1,2,3,74,"bottom",10,"2023-07-08T22:41:15.073Z","2023-07-08T22:43:21.316Z",TRUE,TRUE,FALSE,FALSE,60,2,2,1,682998,"Corbin Carroll","/api/v1/people/682998","L","Left",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Pittsburgh Pirates","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.7,89.1,6,0.91,0.3861,6.844,32.6908,-11.6313,-6.4363,10.0848,0.518,2.6534,8.2714,-141.8871,-6.7473,-1.5998,50.0049,5.8047,-13.1147,40.8,3.6,24,2449,215,NA,NA,NA,NA,NA,NA,FALSE,-11.8,17,10,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717439,"2023-07-08",3,"2023-07-08T22:42:23.420Z","2023-07-08T22:42:26.420Z",TRUE,"pitch","6a7dde5d-c901-4170-ac01-1ef0e67c7ef4",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,1,NA,NA,3.16,1.56,NA,82.24,163.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Single","single","Corbin Carroll singles on a line drive to right fielder Henry Davis. Jake McCarthy scores. Alek Thomas to 3rd. Ketel Marte to 2nd.",1,2,3,74,"bottom",10,"2023-07-08T22:41:15.073Z","2023-07-08T22:43:21.316Z",TRUE,TRUE,FALSE,FALSE,60,2,2,1,682998,"Corbin Carroll","/api/v1/people/682998","L","Left",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Pittsburgh Pirates","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.7,89.6,12,0.91,0.3851,6.8145,31.0544,-11.2135,-4.8168,10.2174,0.9118,2.7858,8.9003,-141.9856,-6.3166,-1.6308,50.0035,5.7456,-9.8828,32.4,2.4,24,2414,216,NA,NA,NA,NA,NA,NA,FALSE,-11.2,17.4,7,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717439,"2023-07-08",2,"2023-07-08T22:42:01.908Z","2023-07-08T22:42:05.760Z",TRUE,"pitch","36369c10-6e2c-4c96-adc9-5645d2d61520",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,1,NA,NA,3.0808,1.5159,NA,80.9,163.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Single","single","Corbin Carroll singles on a line drive to right fielder Henry Davis. Jake McCarthy scores. Alek Thomas to 3rd. Ketel Marte to 2nd.",1,2,3,74,"bottom",10,"2023-07-08T22:41:15.073Z","2023-07-08T22:43:21.316Z",TRUE,TRUE,FALSE,FALSE,60,2,2,1,682998,"Corbin Carroll","/api/v1/people/682998","L","Left",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Pittsburgh Pirates","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.6,89.4,12,0.91,0.3858,6.8698,30.997,-10.7848,-5.3338,10.4656,0.947,2.8047,9.3396,-141.7366,-6.3071,-1.6909,50.0036,5.7405,-10.9027,36,2.4,24,2406,216,NA,NA,NA,NA,NA,NA,FALSE,-10.8,17.9,7.9,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717439,"2023-07-08",1,"2023-07-08T22:41:36.835Z","2023-07-08T22:41:41.426Z",TRUE,"pitch","20b49d5a-c2c7-48eb-8588-d56bd5d93904",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,1,NA,NA,3.16,1.56,NA,90.9,201.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Single","single","Corbin Carroll singles on a line drive to right fielder Henry Davis. Jake McCarthy scores. Alek Thomas to 3rd. Ketel Marte to 2nd.",1,2,3,74,"bottom",10,"2023-07-08T22:41:15.073Z","2023-07-08T22:43:21.316Z",TRUE,TRUE,FALSE,FALSE,60,2,2,1,682998,"Corbin Carroll","/api/v1/people/682998","L","Left",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Pittsburgh Pirates","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",79.1,73.3,14,0.89,0.4757,6.2279,21.1351,-38.7444,1.427,-4.8891,0.6848,1.3904,5.3609,-115.0876,-1.481,-1.8592,50.0057,5.7912,1.9154,3.6,12,24,2399,44,NA,NA,NA,NA,NA,NA,FALSE,-52.7,-9,-4,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717439,"2023-07-08",0,"2023-07-08T22:41:20.016Z","2023-07-08T22:41:23.016Z",TRUE,"pitch","f1b3fa31-fe82-4d26-b685-84097e5a0622",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.1582,1.6148,NA,113.71,126.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Single","single","Corbin Carroll singles on a line drive to right fielder Henry Davis. Jake McCarthy scores. Alek Thomas to 3rd. Ketel Marte to 2nd.",1,2,3,74,"bottom",10,"2023-07-08T22:41:15.073Z","2023-07-08T22:43:21.316Z",TRUE,TRUE,FALSE,FALSE,60,2,2,1,682998,"Corbin Carroll","/api/v1/people/682998","L","Left",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Pittsburgh Pirates","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.9,88.5,12,0.9,0.3884,6.6569,31.8545,-14.295,-5.13,8.8784,0.0864,4.1677,7.0786,-140.9753,-2.1287,-1.7898,50.0043,5.8546,-10.3332,31.2,3.6,24,2220,218,NA,NA,NA,NA,NA,NA,FALSE,-13.3,15.8,7.8,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717439,"2023-07-08",1,"2023-07-08T22:40:44.705Z","2023-07-08T22:40:44.727Z",FALSE,"no_pitch","07174396-0746-1003-000c-f08cd117d70a",0,"Automatic Ball - Intentional",NA,NA,NA,NA,FALSE,"VB",NA,FALSE,FALSE,TRUE,"VB","Automatic Ball - Intentional",1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Intent Walk","intent_walk","David Bednar intentionally walks Ketel Marte.",0,2,2,73,"bottom",10,"2023-07-08T22:40:03.783Z","2023-07-08T22:40:57.444Z",TRUE,FALSE,FALSE,FALSE,0,4,0,1,606466,"Ketel Marte","/api/v1/people/606466","L","Left",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Pittsburgh Pirates",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717439,"2023-07-08",2,"2023-07-08T22:40:44.727Z","2023-07-08T22:40:45.727Z",FALSE,"no_pitch","07174396-0746-1013-000c-f08cd117d70a",0,"Automatic Ball - Intentional",NA,NA,NA,NA,FALSE,"VB",NA,FALSE,FALSE,TRUE,"VB","Automatic Ball - Intentional",2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Intent Walk","intent_walk","David Bednar intentionally walks Ketel Marte.",0,2,2,73,"bottom",10,"2023-07-08T22:40:03.783Z","2023-07-08T22:40:57.444Z",TRUE,FALSE,FALSE,FALSE,0,4,0,1,606466,"Ketel Marte","/api/v1/people/606466","L","Left",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Pittsburgh Pirates",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717439,"2023-07-08",3,"2023-07-08T22:40:44.727Z","2023-07-08T22:40:44.728Z",FALSE,"no_pitch","07174396-0746-1023-000c-f08cd117d70a",0,"Automatic Ball - Intentional",NA,NA,NA,NA,FALSE,"VB",NA,FALSE,FALSE,TRUE,"VB","Automatic Ball - Intentional",3,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Intent Walk","intent_walk","David Bednar intentionally walks Ketel Marte.",0,2,2,73,"bottom",10,"2023-07-08T22:40:03.783Z","2023-07-08T22:40:57.444Z",TRUE,FALSE,FALSE,FALSE,0,4,0,1,606466,"Ketel Marte","/api/v1/people/606466","L","Left",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Pittsburgh Pirates",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717439,"2023-07-08",4,"2023-07-08T22:40:44.728Z","2023-07-08T22:40:57.444Z",FALSE,"no_pitch","07174396-0746-1033-000c-f08cd117d70a",0,"Automatic Ball - Intentional",NA,NA,NA,NA,FALSE,"VB",NA,FALSE,FALSE,TRUE,"VB","Automatic Ball - Intentional",4,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Intent Walk","intent_walk","David Bednar intentionally walks Ketel Marte.",0,2,2,73,"bottom",10,"2023-07-08T22:40:03.783Z","2023-07-08T22:40:57.444Z",TRUE,FALSE,FALSE,FALSE,0,4,0,1,606466,"Ketel Marte","/api/v1/people/606466","L","Left",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Pittsburgh Pirates",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,606466,"Ketel Marte","/api/v1/people/606466",677950,"Alek Thomas","/api/v1/people/677950",664983,"Jake McCarthy","/api/v1/people/664983"
