"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
747123,"2024-05-15",0,"2024-05-16T01:51:25.486Z","2024-05-16T01:51:34.517Z",TRUE,"pitch","a0eb966b-ef21-44bc-8f94-faf04615085c",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,2,NA,NA,3.47,1.6,NA,79.35,172.59,"fly_ball","medium","9",171.39,123.15,NA,NA,NA,NA,NA,NA,NA,NA,"81","atBat","Flyout","field_out","Michael Harris II flies out to right fielder Seiya Suzuki.",0,7,1,81,"bottom",9,"2024-05-16T01:51:25.486Z","2024-05-16T01:51:34.517Z",TRUE,FALSE,FALSE,TRUE,0,0,0,3,671739,"Michael Harris II","/api/v1/people/671739","L","Left",681432,"Luke Little","/api/v1/people/681432","L","Left","vs_LHP","vs_LHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Chicago Cubs","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.7,87.9,14,0.89,0.3949,7.1235,26.2269,-21.0061,4.327,5.7142,0.9878,2.4517,-6.4486,-137.8769,-4.9496,2.7783,50.0058,5.6584,8.4614,18,4.8,24,2256,132,72.8,48,223,NA,NA,NA,TRUE,-20.4,9.7,-6.7,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
747123,"2024-05-15",0,"2024-05-16T01:49:52.050Z","2024-05-16T01:50:00.210Z",TRUE,"pitch","c88884d6-17cb-4204-9fd9-0215045eb326",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,1,NA,NA,3.31,1.57,NA,144.81,190.03,"ground_ball","medium","5",101.27,171.22,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Forceout","force_out","Braves challenged (play at 1st), call on the field was overturned: Zack Short grounds into a force out, third baseman Christopher Morel to second baseman Nick Madrigal. Adam Duvall to 3rd. Luke Williams out at 2nd. Zack Short to 1st.",0,7,1,80,"bottom",9,"2024-05-16T01:49:30.377Z","2024-05-16T01:50:00.210Z",TRUE,FALSE,TRUE,TRUE,0,0,0,2,670097,"Zack Short","/api/v1/people/670097","R","Right",681432,"Luke Little","/api/v1/people/681432","L","Left","vs_LHP","vs_RHB","RISP",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Chicago Cubs","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.1,88.4,7,0.89,0.3941,7.3385,26.0169,-21.1613,5.6777,5.6089,-0.7296,1.8054,-11.1498,-138.1305,-6.2803,2.592,50.0066,5.4967,11.1561,22.8,4.8,24,2236,130,97.5,4,81,NA,NA,NA,TRUE,-20.8,9.2,-8.4,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,670097,"Zack Short","/api/v1/people/670097",594807,"Adam Duvall","/api/v1/people/594807",TRUE,FALSE,"MF",144
747123,"2024-05-15",2,"2024-05-16T01:49:21.699Z","2024-05-16T01:49:29.076Z",TRUE,"pitch","d3c21d33-8494-406f-9043-2085fc0e76a7",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,3,0,NA,NA,3.6035,1.6065,NA,131.62,160.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Strikeout","strikeout","Jarred Kelenic called out on strikes.",0,7,1,79,"bottom",9,"2024-05-16T01:48:31.631Z","2024-05-16T01:49:29.076Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,672284,"Jarred Kelenic","/api/v1/people/672284","L","Left",681432,"Luke Little","/api/v1/people/681432","L","Left","vs_LHP","vs_LHB","RISP",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Chicago Cubs","true",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",82,75.2,4,0.9,0.4603,7.2029,24.1402,-33.724,-8.013,-1.0775,-0.3834,2.9037,-5.4563,-119.2628,1.0463,2.9798,50.0056,5.5141,-11.4794,20.4,9.6,24,2456,289,NA,NA,NA,NA,NA,NA,TRUE,-42.2,-1.4,15.8,NA,NA,NA,NA,NA,TRUE,FALSE,594807,"Adam Duvall","/api/v1/people/594807",663897,"Luke Williams","/api/v1/people/663897",NA,NA,NA,NA,NA,NA,NA
747123,"2024-05-15",1,"2024-05-16T01:49:04.990Z","2024-05-16T01:49:08.862Z",TRUE,"pitch","b70a510b-d0dd-4c49-804f-39b6ea132cac",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,0,NA,NA,3.58,1.67,NA,142.21,156.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Strikeout","strikeout","Jarred Kelenic called out on strikes.",0,7,1,79,"bottom",9,"2024-05-16T01:48:31.631Z","2024-05-16T01:49:29.076Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,672284,"Jarred Kelenic","/api/v1/people/672284","L","Left",681432,"Luke Little","/api/v1/people/681432","L","Left","vs_LHP","vs_LHB","RISP",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Chicago Cubs","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.2,88.9,1,0.9,0.39,7.3428,27.9809,-20.4748,5.8172,5.8405,-0.6613,3.0316,-11.3645,-139.8138,-3.5029,2.6785,50.0053,5.625,11.6583,24,4.8,24,2301,129,NA,NA,NA,NA,NA,NA,FALSE,-19.2,10.1,-8.5,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
747123,"2024-05-15",0,"2024-05-16T01:48:48.175Z","2024-05-16T01:48:52.437Z",TRUE,"pitch","de64c395-8aa8-49ce-ad9f-57b748ecfca7",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.521,1.4416,NA,108.03,172.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Strikeout","strikeout","Jarred Kelenic called out on strikes.",0,7,1,79,"bottom",9,"2024-05-16T01:48:31.631Z","2024-05-16T01:49:29.076Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,672284,"Jarred Kelenic","/api/v1/people/672284","L","Left",681432,"Luke Little","/api/v1/people/681432","L","Left","vs_LHP","vs_LHB","RISP",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Chicago Cubs","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.9,87.4,5,0.89,0.3959,7.3771,28.4756,-23.248,5.8878,4.5981,0.2353,2.4473,-8.7944,-137.9388,-4.2964,2.6887,50.0048,5.5776,11.4352,21.6,6,24,2205,128,NA,NA,NA,NA,NA,NA,FALSE,-22.6,7.7,-9,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
747123,"2024-05-15",2,"2024-05-16T01:48:15.130Z","2024-05-16T01:48:20.344Z",TRUE,"pitch","706c5061-eeef-4b45-a64f-82c2f0cffa5c",2,"Hit By Pitch",NA,NA,NA,NA,FALSE,"H","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"H","Hit By Pitch",1,1,0,NA,NA,3.16,1.48,NA,206.83,238.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Hit By Pitch","hit_by_pitch","Luke Williams hit by pitch. Adam Duvall to 2nd.",0,7,1,78,"bottom",9,"2024-05-16T01:47:53.799Z","2024-05-16T01:48:20.344Z",TRUE,FALSE,FALSE,FALSE,11,1,1,0,663897,"Luke Williams","/api/v1/people/663897","R","Right",681432,"Luke Little","/api/v1/people/681432","L","Left","vs_LHP","vs_RHB","RISP",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Chicago Cubs",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",82.7,76.2,13,0.9,0.4586,7.3298,25.2602,-31.6447,-5.9971,0.3634,-2.3566,0.0245,-10.9292,-119.8893,-5.6052,3.0573,50.0007,5.2494,-8.6428,18,9.6,24,2472,308,NA,NA,NA,NA,NA,NA,FALSE,-41.2,-0.6,13.7,NA,NA,NA,NA,NA,FALSE,FALSE,594807,"Adam Duvall","/api/v1/people/594807",663897,"Luke Williams","/api/v1/people/663897",NA,NA,NA,NA,NA,NA,NA
747123,"2024-05-15",1,"2024-05-16T01:47:56.164Z","2024-05-16T01:48:00.240Z",TRUE,"pitch","1889ba36-12fd-4eb4-9aec-e3c10bb2403d",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.2735,1.579,NA,107.58,173.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Hit By Pitch","hit_by_pitch","Luke Williams hit by pitch. Adam Duvall to 2nd.",0,7,1,78,"bottom",9,"2024-05-16T01:47:53.799Z","2024-05-16T01:48:20.344Z",TRUE,FALSE,FALSE,FALSE,11,1,1,0,663897,"Luke Williams","/api/v1/people/663897","R","Right",681432,"Luke Little","/api/v1/people/681432","L","Left","vs_LHP","vs_RHB","RISP",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Chicago Cubs",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.4,88.2,5,0.9,0.3913,7.343,31.3628,-26.0781,9.6435,3.0714,0.2472,2.4161,-10.2454,-139.9546,-4.2529,2.7011,50.0052,5.662,19.1486,32.4,6,24,2195,128,NA,NA,NA,NA,NA,NA,FALSE,-24.7,4.8,-15.4,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
747123,"2024-05-15",0,"2024-05-16T01:47:37.398Z","2024-05-16T01:47:56.164Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Luke Williams replaces Orlando Arcia.","Offensive Substitution",7,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,663897,"/api/v1/people/663897",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","701","78","atBat","Hit By Pitch","hit_by_pitch","Luke Williams hit by pitch. Adam Duvall to 2nd.",0,7,1,78,"bottom",9,"2024-05-16T01:47:53.799Z","2024-05-16T01:48:20.344Z",TRUE,FALSE,FALSE,FALSE,11,1,1,0,663897,"Luke Williams","/api/v1/people/663897","R","Right",681432,"Luke Little","/api/v1/people/681432","L","Left","vs_LHP","vs_RHB","RISP",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Chicago Cubs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,606115,"/api/v1/people/606115",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
747123,"2024-05-15",8,"2024-05-16T01:47:17.469Z","2024-05-16T01:47:21.848Z",TRUE,"pitch","4e41ee8c-0b8e-4c00-a3b5-6afca7bf86d5",7,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,2,0,NA,NA,3.356,1.579,NA,58.87,115.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Walk","walk","Adam Duvall walks.",0,7,1,77,"bottom",9,"2024-05-16T01:45:17.189Z","2024-05-16T01:47:21.848Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,594807,"Adam Duvall","/api/v1/people/594807","R","Right",681432,"Luke Little","/api/v1/people/681432","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Chicago Cubs",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.9,87.1,12,0.88,0.3954,7.2285,29.1991,-24.2708,5.4663,4.0606,1.5249,4.5747,-5.429,-138.2271,1.1661,2.799,50.0018,5.7704,10.6367,21.6,4.8,24,2279,131,NA,NA,NA,NA,NA,NA,FALSE,-22.4,7.8,-8.9,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,594807,"Adam Duvall","/api/v1/people/594807",NA,NA,NA,NA,NA,NA,NA
747123,"2024-05-15",7,"2024-05-16T01:46:55.768Z","2024-05-16T01:46:59.913Z",TRUE,"pitch","98354813-a699-4bdc-a8c3-40e8c489bcce",6,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,0,NA,NA,3.43,1.57,NA,85.52,158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Walk","walk","Adam Duvall walks.",0,7,1,77,"bottom",9,"2024-05-16T01:45:17.189Z","2024-05-16T01:47:21.848Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,594807,"Adam Duvall","/api/v1/people/594807","R","Right",681432,"Luke Little","/api/v1/people/681432","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Chicago Cubs",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.1,87.2,3,0.89,0.3956,7.2602,30.1303,-24.0726,3.7718,4.1727,0.8259,2.9919,-6.6709,-138.3282,-3.0085,2.776,50.0055,5.7031,7.3291,13.2,4.8,24,2185,132,NA,NA,NA,NA,NA,NA,FALSE,-23,7.1,-5.5,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
