"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isSubstitution","isBaseRunningPlay","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
718513,"2023-04-19",0,"2023-04-19T19:34:22.087Z","2023-04-19T19:34:31.652Z",TRUE,"pitch","ae068d75-2478-4efe-a9c1-b59b8b9b7906",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,2,NA,NA,3.09,1.43,NA,102.88,171.64,"fly_ball","medium","7",100.49,97.17,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Flyout","field_out","Eric Haase flies out to left fielder Steven Kwan.",0,3,2,70,"bottom",9,"2023-04-19T19:34:22.087Z","2023-04-19T19:34:31.652Z",TRUE,FALSE,FALSE,TRUE,0,0,0,3,606992,"Eric Haase","/api/v1/people/606992","R","Right",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Cleveland Guardians","true",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",97.9,89.1,6,0.9,0.3855,6.6514,34.7081,-17.1159,3.1815,7.376,0.3704,2.4867,1.5591,-142.4464,-6.1626,-0.5984,50.003,5.7721,6.4956,20.4,3.6,24,2586,162,86.1,47,264,NA,NA,NA,TRUE,-16.4,12.2,-6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718513,"2023-04-19",10,"2023-04-19T19:33:42.511Z","2023-04-19T19:33:54.669Z",TRUE,"pitch","4f892451-c254-43bf-9d3d-bd0264a400ff",11,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,2,1,NA,NA,3.5,1.62,NA,130.1,156.53,"fly_ball","medium","9",159.41,111.06,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Flyout","field_out","Tyler Nevin flies out to right fielder Will Brennan.",0,3,2,69,"bottom",9,"2023-04-19T19:29:50.673Z","2023-04-19T19:33:54.669Z",TRUE,FALSE,FALSE,TRUE,0,0,2,2,663527,"Tyler Nevin","/api/v1/people/663527","R","Right",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_RHB","RISP",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Cleveland Guardians","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89.3,81.6,1,0.9,0.4223,6.1516,28.8021,-36.9476,4.0987,-2.8049,-0.3438,3.0463,-0.7929,-130.0156,-0.4088,-0.566,50.0033,6.0241,6.9745,10.8,8.4,24,2532,59,76.9,43,238,NA,NA,NA,TRUE,-39.4,-4.9,-7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,668731,"Akil Baddoo","/api/v1/people/668731",681481,"Kerry Carpenter","/api/v1/people/681481",NA,NA,NA,NA,NA,NA,NA
718513,"2023-04-19",9,"2023-04-19T19:33:19.569Z","2023-04-19T19:33:24.131Z",TRUE,"pitch","a09c829e-f440-4e14-b42b-8f9921623b55",10,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,1,NA,NA,3.5,1.62,NA,127.54,168.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Flyout","field_out","Tyler Nevin flies out to right fielder Will Brennan.",0,3,2,69,"bottom",9,"2023-04-19T19:29:50.673Z","2023-04-19T19:33:54.669Z",TRUE,FALSE,FALSE,TRUE,0,0,2,2,663527,"Tyler Nevin","/api/v1/people/663527","R","Right",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_RHB","RISP",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Cleveland Guardians","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",91.9,85.3,4,0.9,0.4069,6.947,25.5306,-25.6289,4.602,3.5549,-0.2765,2.591,-0.5625,-133.9779,-3.7368,-0.664,50.0015,5.8091,8.4709,18,6,24,2533,72,NA,NA,NA,NA,NA,NA,FALSE,-26,6,-8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718513,"2023-04-19",8,"2023-04-19T19:32:57.656Z","2023-04-19T19:33:01.652Z",TRUE,"pitch","31b8e84e-2285-48be-ba1a-2fee21732b00",9,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,1,NA,NA,3.5,1.62,NA,109.55,168.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Flyout","field_out","Tyler Nevin flies out to right fielder Will Brennan.",0,3,2,69,"bottom",9,"2023-04-19T19:29:50.673Z","2023-04-19T19:33:54.669Z",TRUE,FALSE,FALSE,TRUE,0,0,2,2,663527,"Tyler Nevin","/api/v1/people/663527","R","Right",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_RHB","RISP",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Cleveland Guardians","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",99.4,91.4,5,0.91,0.3778,6.5127,32.6114,-19.1757,1.9501,6.1005,0.1955,2.6039,1.222,-144.7799,-5.9827,-0.4849,50.0029,5.8637,4.1554,12,3.6,24,2665,167,NA,NA,NA,NA,NA,NA,FALSE,-17.5,10.1,-3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718513,"2023-04-19",7,"2023-04-19T19:32:29.642Z","2023-04-19T19:32:36.366Z",TRUE,"pitch","1a4ce74b-36e2-40ae-ac30-ef6bc9bb7038",8,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,1,NA,NA,3.5,1.62,NA,112.07,172.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Flyout","field_out","Tyler Nevin flies out to right fielder Will Brennan.",0,3,2,69,"bottom",9,"2023-04-19T19:29:50.673Z","2023-04-19T19:33:54.669Z",TRUE,FALSE,FALSE,TRUE,0,0,2,2,663527,"Tyler Nevin","/api/v1/people/663527","R","Right",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_RHB","RISP",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Cleveland Guardians","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",97.8,89.9,5,0.9,0.3841,6.4543,31.5127,-18.3154,1.8389,6.7215,0.1293,2.4533,1.2931,-142.4036,-6.4564,-0.569,50.0045,5.9014,3.7911,12,3.6,24,2572,143,NA,NA,NA,NA,NA,NA,FALSE,-17.4,11.2,-3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718513,"2023-04-19",6,"2023-04-19T19:32:06.268Z","2023-04-19T19:32:13.352Z",TRUE,"pitch","9b484818-637d-4c90-859d-fe54132c5bee",7,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,1,NA,NA,3.5,1.62,NA,122.47,147.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Flyout","field_out","Tyler Nevin flies out to right fielder Will Brennan.",0,3,2,69,"bottom",9,"2023-04-19T19:29:50.673Z","2023-04-19T19:33:54.669Z",TRUE,FALSE,FALSE,TRUE,0,0,2,2,663527,"Tyler Nevin","/api/v1/people/663527","R","Right",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_RHB","RISP",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Cleveland Guardians","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",98.2,90.8,2,0.9,0.3811,6.3952,29.862,-18.3006,3.0371,6.6151,-0.1436,3.374,0.3299,-143.1723,-4.2068,-0.6551,50.0044,5.9917,6.3703,18,3.6,24,2645,158,NA,NA,NA,NA,NA,NA,FALSE,-16.6,11.4,-5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718513,"2023-04-19",5,"2023-04-19T19:31:45.056Z","2023-04-19T19:31:49.461Z",TRUE,"pitch","012e645e-7da2-4ce4-8b23-aeff5e49ae47",6,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,1,NA,NA,3.5,1.62,NA,133.4,167.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Flyout","field_out","Tyler Nevin flies out to right fielder Will Brennan.",0,3,2,69,"bottom",9,"2023-04-19T19:29:50.673Z","2023-04-19T19:33:54.669Z",TRUE,FALSE,FALSE,TRUE,0,0,2,2,663527,"Tyler Nevin","/api/v1/people/663527","R","Right",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_RHB","RISP",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Cleveland Guardians","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89.3,83.7,4,0.9,0.417,6.3668,22.0488,-34.1575,4.9219,-1.1279,-0.4303,2.6338,-1.1757,-130.3292,-2.032,-0.619,50.0051,5.9529,8.6438,13.2,8.4,24,2472,56,NA,NA,NA,NA,NA,NA,FALSE,-35.8,-2.3,-8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718513,"2023-04-19",4,"2023-04-19T19:31:18.606Z","2023-04-19T19:31:22.684Z",TRUE,"pitch","3020a9a6-03d9-4576-8dc7-c3bd90eb1ff2",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,1,NA,NA,3.5,1.62,NA,114.87,180.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Flyout","field_out","Tyler Nevin flies out to right fielder Will Brennan.",0,3,2,69,"bottom",9,"2023-04-19T19:29:50.673Z","2023-04-19T19:33:54.669Z",TRUE,FALSE,FALSE,TRUE,0,0,2,2,663527,"Tyler Nevin","/api/v1/people/663527","R","Right",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_RHB","RISP",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Cleveland Guardians","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",98.6,90.8,8,0.9,0.3809,6.6465,31.427,-19.3427,2.3628,6.1171,0.0559,2.1759,1.0492,-143.4898,-7.042,-0.6209,50.0029,5.8556,4.9543,14.4,3.6,24,2551,167,NA,NA,NA,NA,NA,NA,FALSE,-18.1,10,-4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718513,"2023-04-19",3,"2023-04-19T19:30:54.944Z","2023-04-19T19:31:00.083Z",TRUE,"pitch","ed7b77b1-3b02-4d9b-8e89-77e5fc623cd0",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,1,NA,NA,3.5,1.62,NA,80.96,165.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Flyout","field_out","Tyler Nevin flies out to right fielder Will Brennan.",0,3,2,69,"bottom",9,"2023-04-19T19:29:50.673Z","2023-04-19T19:33:54.669Z",TRUE,FALSE,FALSE,TRUE,0,0,2,2,663527,"Tyler Nevin","/api/v1/people/663527","R","Right",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_RHB","RISP",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Cleveland Guardians","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",98.5,90.4,12,0.9,0.3817,6.4865,32.9327,-21.946,2.6794,4.9047,0.9454,2.7216,3.041,-143.4448,-5.0903,-0.4763,50.0035,5.8859,5.5879,15.6,4.8,24,2578,152,NA,NA,NA,NA,NA,NA,FALSE,-20,8,-5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718513,"2023-04-19",2,"2023-04-19T19:30:35.461Z","2023-04-19T19:30:41.496Z",TRUE,"pitch","c0604596-885c-41fe-8f8c-9d83f1b5d5d7",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,1,NA,NA,3.5,1.62,NA,121.97,159.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Flyout","field_out","Tyler Nevin flies out to right fielder Will Brennan.",0,3,2,69,"bottom",9,"2023-04-19T19:29:50.673Z","2023-04-19T19:33:54.669Z",TRUE,FALSE,FALSE,TRUE,0,0,2,2,663527,"Tyler Nevin","/api/v1/people/663527","R","Right",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_RHB","RISP",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Cleveland Guardians","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",98.1,89.5,2,0.9,0.3839,6.5167,33.9706,-18.3475,3.0182,6.7138,-0.1304,2.9471,0.8115,-142.8591,-4.9513,-0.8105,50.0053,5.862,6.2175,18,3.6,24,2593,162,NA,NA,NA,NA,NA,NA,FALSE,-17.2,11.3,-5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
