"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
716830,"2023-08-27",3,"2023-08-27T20:50:03.025Z","2023-08-27T20:50:07.421Z",TRUE,"pitch","d86a1a31-f155-408b-a5c9-0e21bee87a27",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,3,2,NA,NA,3.6552,1.7817,NA,149.27,169.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"95","atBat","Strikeout","strikeout","Riley Greene called out on strikes.",0,17,4,95,"bottom",9,"2023-08-27T20:48:47.575Z","2023-08-27T20:50:07.421Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,682985,"Riley Greene","/api/v1/people/682985","L","Left",592773,"Ryne Stanek","/api/v1/people/592773","R","Right","vs_RHP","vs_LHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Houston Astros","true",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",88.2,81.1,13,0.9,0.4265,6.0505,26.7455,-31.6059,-4.8894,0.3388,-0.8466,2.5752,0.6083,-128.4665,-3.0499,-0.4513,50.0031,6.2361,-8.1676,14.4,8.4,24,1125,240,NA,NA,NA,NA,NA,NA,TRUE,-34.9,0.1,8.8,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716830,"2023-08-27",2,"2023-08-27T20:49:45.335Z","2023-08-27T20:49:48.829Z",TRUE,"pitch","2f81fdaa-11d3-4d1d-8f0a-1ad15b98fe2e",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,2,NA,NA,3.677,1.7817,NA,175.35,148.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"95","atBat","Strikeout","strikeout","Riley Greene called out on strikes.",0,17,4,95,"bottom",9,"2023-08-27T20:48:47.575Z","2023-08-27T20:50:07.421Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,682985,"Riley Greene","/api/v1/people/682985","L","Left",592773,"Ryne Stanek","/api/v1/people/592773","R","Right","vs_RHP","vs_LHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Houston Astros","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97,87.8,11,0.89,0.39,5.8161,35.7636,-13.0582,-7.3923,9.6018,-1.5309,3.3261,-0.2377,-141.0883,-5.7355,-0.4865,50.0064,6.2462,-14.7241,45.6,4.8,24,2359,201,NA,NA,NA,NA,NA,NA,FALSE,-13.2,16.2,13.4,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716830,"2023-08-27",1,"2023-08-27T20:49:28.780Z","2023-08-27T20:49:32.219Z",TRUE,"pitch","8aec558b-cd71-45aa-b9b9-a8ca18d9c545",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,2,NA,NA,3.6552,1.8035,NA,87.25,162.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"95","atBat","Strikeout","strikeout","Riley Greene called out on strikes.",0,17,4,95,"bottom",9,"2023-08-27T20:48:47.575Z","2023-08-27T20:50:07.421Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,682985,"Riley Greene","/api/v1/people/682985","L","Left",592773,"Ryne Stanek","/api/v1/people/592773","R","Right","vs_RHP","vs_LHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Houston Astros","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.1,89.1,6,0.9,0.385,5.9355,34.8925,-10.7322,-6.222,10.4759,0.7806,2.8173,5.1117,-142.6505,-7.63,-0.2323,50.0039,6.2148,-12.737,42,3.6,24,2425,200,NA,NA,NA,NA,NA,NA,FALSE,-11.2,17.5,10.2,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716830,"2023-08-27",0,"2023-08-27T20:49:10.379Z","2023-08-27T20:49:13.833Z",TRUE,"pitch","d72d12fe-dfef-4978-a8ae-e4c4c81f8d8a",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,2,NA,NA,3.74,1.78,NA,89.16,165.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"95","atBat","Strikeout","strikeout","Riley Greene called out on strikes.",0,17,4,95,"bottom",9,"2023-08-27T20:48:47.575Z","2023-08-27T20:50:07.421Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,682985,"Riley Greene","/api/v1/people/682985","L","Left",592773,"Ryne Stanek","/api/v1/people/592773","R","Right","vs_RHP","vs_LHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Houston Astros","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.3,89.5,6,0.9,0.384,5.9869,34.1349,-8.015,-4.8218,11.7397,0.7304,2.7126,4.9728,-142.8428,-8.3282,-0.41,50.007,6.1767,-9.9268,40.8,2.4,24,2397,202,NA,NA,NA,NA,NA,NA,FALSE,-8.8,19.7,7.7,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716830,"2023-08-27",5,"2023-08-27T20:48:36.507Z","2023-08-27T20:48:44.755Z",TRUE,"pitch","1b2113d3-4d5a-461d-9b0c-d2c76a9ea2f4",6,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,1,NA,NA,3.1,1.47,NA,107.47,171.02,"line_drive","hard","8",121.5,56.64,NA,NA,NA,NA,NA,NA,NA,NA,"94","atBat","Lineout","field_out","Andy Ibanez lines out sharply to center fielder Jake Meyers.",0,17,4,94,"bottom",9,"2023-08-27T20:46:45.716Z","2023-08-27T20:48:44.755Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,628451,"Andy Ibáñez","/api/v1/people/628451","R","Right",592773,"Ryne Stanek","/api/v1/people/592773","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Houston Astros","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.4,82.5,5,0.9,0.4225,6.1587,22.6409,-30.6964,0.7718,0.8622,0.2499,2.5094,2.6817,-128.8399,-2.8197,-0.8978,50.0003,5.9507,1.3185,3.6,7.2,24,2415,70,102.2,20,354,NA,NA,NA,TRUE,-33.2,1.2,-1.9,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716830,"2023-08-27",4,"2023-08-27T20:48:16.229Z","2023-08-27T20:48:19.295Z",TRUE,"pitch","233fc06d-d905-4591-bfbf-7cabb2cf244f",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,1,NA,NA,3.1,1.47,NA,127.16,173.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"94","atBat","Lineout","field_out","Andy Ibanez lines out sharply to center fielder Jake Meyers.",0,17,4,94,"bottom",9,"2023-08-27T20:46:45.716Z","2023-08-27T20:48:44.755Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,628451,"Andy Ibáñez","/api/v1/people/628451","R","Right",592773,"Ryne Stanek","/api/v1/people/592773","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Houston Astros","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.4,89.2,5,0.89,0.3863,5.922,32.1004,-9.1873,-4.4728,11.2897,-0.2666,2.402,2.1648,-141.7213,-8.6607,-0.4588,50.0036,6.0827,-9.1073,37.2,2.4,24,2432,196,NA,NA,NA,NA,NA,NA,FALSE,-10,18.8,7.7,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716830,"2023-08-27",3,"2023-08-27T20:47:59.295Z","2023-08-27T20:48:04.157Z",TRUE,"pitch","6945a855-c588-49b3-8f62-d9929d0b69de",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,1,NA,NA,3.0149,1.4716,NA,64.67,212.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"94","atBat","Lineout","field_out","Andy Ibanez lines out sharply to center fielder Jake Meyers.",0,17,4,94,"bottom",9,"2023-08-27T20:46:45.716Z","2023-08-27T20:48:44.755Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,628451,"Andy Ibáñez","/api/v1/people/628451","R","Right",592773,"Ryne Stanek","/api/v1/people/592773","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Houston Astros","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89.2,82.5,14,0.9,0.4217,6.108,26.7978,-32.2128,0.7438,-0.0201,1.3728,0.9763,5.3796,-129.8062,-6.297,-0.822,50.0065,5.882,1.2701,3.6,8.4,24,2521,49,NA,NA,NA,NA,NA,NA,FALSE,-35.5,-1.2,-2.5,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716830,"2023-08-27",2,"2023-08-27T20:47:42.120Z","2023-08-27T20:47:45.693Z",TRUE,"pitch","76b416bc-9b77-4b3f-a0d5-9262ba709edc",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,1,NA,NA,3.1,1.47,NA,132.33,193.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"94","atBat","Lineout","field_out","Andy Ibanez lines out sharply to center fielder Jake Meyers.",0,17,4,94,"bottom",9,"2023-08-27T20:46:45.716Z","2023-08-27T20:48:44.755Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,628451,"Andy Ibáñez","/api/v1/people/628451","R","Right",592773,"Ryne Stanek","/api/v1/people/592773","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Houston Astros","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.9,82.3,7,2,0.4221,5.9288,25.3618,-29.7747,0.197,1.4076,-0.4021,1.6917,1.8542,-129.4321,-4.9769,-1.1515,50.0055,5.902,0.3363,1.2,7.2,24,2383,46,NA,NA,NA,NA,NA,NA,FALSE,-32.6,1.7,-0.7,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716830,"2023-08-27",1,"2023-08-27T20:47:23.265Z","2023-08-27T20:47:27.283Z",TRUE,"pitch","b8228b3f-0315-40fa-aa33-f945721af6ca",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,1,NA,NA,3.1,1.47,NA,136.66,180.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"94","atBat","Lineout","field_out","Andy Ibanez lines out sharply to center fielder Jake Meyers.",0,17,4,94,"bottom",9,"2023-08-27T20:46:45.716Z","2023-08-27T20:48:44.755Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,628451,"Andy Ibáñez","/api/v1/people/628451","R","Right",592773,"Ryne Stanek","/api/v1/people/592773","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Houston Astros","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96,88,4,0.84,0.3919,5.6738,31.1683,-14.6103,-5.2427,8.8798,-0.5157,2.1527,2.6355,-139.6914,-7.9284,-0.7896,50.006,5.9864,-10.3735,31.2,3.6,24,2360,211,NA,NA,NA,NA,NA,NA,FALSE,-15,14.6,9,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716830,"2023-08-27",0,"2023-08-27T20:47:09.294Z","2023-08-27T20:47:12.294Z",TRUE,"pitch","2df5c6b3-4de8-4b91-be0c-8ba91288344a",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.1455,1.4498,NA,57.46,213.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"94","atBat","Lineout","field_out","Andy Ibanez lines out sharply to center fielder Jake Meyers.",0,17,4,94,"bottom",9,"2023-08-27T20:46:45.716Z","2023-08-27T20:48:44.755Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,628451,"Andy Ibáñez","/api/v1/people/628451","R","Right",592773,"Ryne Stanek","/api/v1/people/592773","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Houston Astros","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89.4,82.3,14,2,0.4216,6.1422,27.7971,-28.8104,0.426,1.9694,1.5619,0.9379,6.3567,-130.0152,-6.7904,-0.9723,50.0051,5.7764,0.7261,3.6,7.2,24,2358,59,NA,NA,NA,NA,NA,NA,FALSE,-32,2.3,-2.2,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
