"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
747129,"2024-04-26",1,"2024-04-27T01:55:28.567Z","2024-04-27T01:55:36.566Z",TRUE,"pitch","ce858b64-f7f0-47ea-a102-fcf8bf475232",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,2,NA,NA,3.44,1.57,NA,116.3,170.35,"ground_ball","medium","5",108.25,166.3,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Groundout","field_out","Gabriel Arias grounds out, third baseman Austin Riley to first baseman Matt Olson.",0,2,6,70,"top",9,"2024-04-27T01:55:00.201Z","2024-04-27T01:55:36.566Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,672356,"Gabriel Arias","/api/v1/people/672356","R","Right",621345,"A.J. Minter","/api/v1/people/621345","L","Left","vs_LHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Atlanta Braves","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",87.9,80.6,5,0.87,0.4282,6.1688,26.034,-23.7349,8.0329,5.0933,0.0184,2.5345,-8.0052,-127.855,-3.1366,2.1443,50.0043,5.637,13.3178,25.2,7.2,24,1561,127,58.1,-54,4,NA,NA,NA,TRUE,-26.6,8.8,-12.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747129,"2024-04-26",0,"2024-04-27T01:55:09.272Z","2024-04-27T01:55:13.758Z",TRUE,"pitch","6ffa0de0-9659-4ab3-9627-72d6f6ff47bf",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,2,NA,NA,3.44,1.57,NA,109.25,193.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Groundout","field_out","Gabriel Arias grounds out, third baseman Austin Riley to first baseman Matt Olson.",0,2,6,70,"top",9,"2024-04-27T01:55:00.201Z","2024-04-27T01:55:36.566Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,672356,"Gabriel Arias","/api/v1/people/672356","R","Right",621345,"A.J. Minter","/api/v1/people/621345","L","Left","vs_LHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Atlanta Braves","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",91.3,84.6,8,0.9,0.4109,6.2654,26.0266,-25.6632,-2.4337,3.6095,0.2032,1.681,-4.6608,-132.8508,-5.9868,2.2903,50.0032,5.8064,-4.3893,10.8,6,24,2512,192,NA,NA,NA,NA,NA,NA,FALSE,-27,5.5,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747129,"2024-04-26",4,"2024-04-27T01:54:32.994Z","2024-04-27T01:54:39.610Z",TRUE,"pitch","32745bae-9ae5-4df7-abce-227d21a704a7",5,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,3,1,NA,NA,3.2421,1.4918,NA,143.63,189.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Ramón Laureano called out on strikes.",0,2,6,69,"top",9,"2024-04-27T01:53:04.704Z","2024-04-27T01:54:39.610Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,657656,"Ramón Laureano","/api/v1/people/657656","R","Right",621345,"A.J. Minter","/api/v1/people/621345","L","Left","vs_LHP","vs_RHB","RISP",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Atlanta Braves","true",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",91.2,84.5,7,0.9,0.4114,6.3726,26.4047,-26.7875,-3.2311,2.9973,-0.6986,1.8353,-6.2246,-132.7508,-5.2731,2.0896,50.0051,5.7791,-5.8104,14.4,6,24,2562,210,NA,NA,NA,NA,NA,NA,TRUE,-28.1,4.6,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,681807,"David Fry","/api/v1/people/681807",NA,NA,NA,608070,"José Ramírez","/api/v1/people/608070"
747129,"2024-04-26",3,"2024-04-27T01:54:08.958Z","2024-04-27T01:54:14.122Z",TRUE,"pitch","bc61d739-9cbd-4ea5-bf06-3190c27dcc95",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,1,NA,NA,3.29,1.53,NA,137.12,176.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Ramón Laureano called out on strikes.",0,2,6,69,"top",9,"2024-04-27T01:53:04.704Z","2024-04-27T01:54:39.610Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,657656,"Ramón Laureano","/api/v1/people/657656","R","Right",621345,"A.J. Minter","/api/v1/people/621345","L","Left","vs_LHP","vs_RHB","RISP",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Atlanta Braves","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.7,87.7,4,0.9,0.3935,6.2778,30.4111,-11.1816,2.4677,10.696,-0.5278,2.3175,-7.6738,-139.0366,-7.2199,1.9442,50.0046,5.6856,4.8443,14.4,2.4,24,2460,150,NA,NA,NA,NA,NA,NA,FALSE,-11.9,18.1,-2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747129,"2024-04-26",2,"2024-04-27T01:53:51.881Z","2024-04-27T01:53:56.336Z",TRUE,"pitch","1cff92b7-ecb5-41b1-8a77-e521b5223662",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,1,1,NA,NA,3.3049,1.5229,NA,96.59,164.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Ramón Laureano called out on strikes.",0,2,6,69,"top",9,"2024-04-27T01:53:04.704Z","2024-04-27T01:54:39.610Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,657656,"Ramón Laureano","/api/v1/people/657656","R","Right",621345,"A.J. Minter","/api/v1/people/621345","L","Left","vs_LHP","vs_RHB","RISP",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Atlanta Braves","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.9,88,6,0.88,0.392,6.2142,30.4064,-14.1172,1.259,9.1239,0.5354,2.7499,-5.1738,-139.5523,-5.45,2.2471,50.0027,5.6527,2.4921,4.8,3.6,24,2420,142,NA,NA,NA,NA,NA,NA,FALSE,-14,15.6,-1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747129,"2024-04-26",1,"2024-04-27T01:53:33.531Z","2024-04-27T01:53:38.735Z",TRUE,"pitch","8f2df950-20ae-4c21-a65b-7f5931ad9c79",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,1,NA,NA,3.2776,1.4954,NA,63.95,173.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Ramón Laureano called out on strikes.",0,2,6,69,"top",9,"2024-04-27T01:53:04.704Z","2024-04-27T01:54:39.610Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,657656,"Ramón Laureano","/api/v1/people/657656","R","Right",621345,"A.J. Minter","/api/v1/people/621345","L","Left","vs_LHP","vs_RHB","RISP",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Atlanta Braves","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.7,87.8,12,0.89,0.3929,6.3371,30.6159,-14.3526,2.3065,9.0531,1.3918,2.4021,-3.0787,-139.2749,-6.6635,2.2107,50.0052,5.7709,4.5421,14.4,3.6,24,2356,150,NA,NA,NA,NA,NA,NA,FALSE,-14.5,15.2,-3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747129,"2024-04-26",0,"2024-04-27T01:53:15.988Z","2024-04-27T01:53:20.999Z",TRUE,"pitch","7856d4c5-c58e-47a2-a74f-adec59a6223f",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.3531,1.5387,NA,156.61,179.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Ramón Laureano called out on strikes.",0,2,6,69,"top",9,"2024-04-27T01:53:04.704Z","2024-04-27T01:54:39.610Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,657656,"Ramón Laureano","/api/v1/people/657656","R","Right",621345,"A.J. Minter","/api/v1/people/621345","L","Left","vs_LHP","vs_RHB","RISP",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Atlanta Braves","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",91.4,84.7,13,0.9,0.4105,6.2463,26.0085,-24.3045,-2.3765,4.3567,-1.0392,2.2012,-7.1051,-132.9715,-5.0446,1.9664,50.0064,5.8654,-4.2956,12,6,24,2441,189,NA,NA,NA,NA,NA,NA,FALSE,-25.4,7.1,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747129,"2024-04-26",7,"2024-04-27T01:52:37.369Z","2024-04-27T01:52:50.379Z",TRUE,"pitch","597558f1-19c9-4319-a6e4-2d5cba437699",6,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",2,2,1,NA,NA,3.4,1.56,NA,119.34,177.16,"ground_ball","medium","8",118.84,93.64,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Single","single","David Fry singles on a ground ball to center fielder Michael Harris II. Tyler Freeman scores. José Ramírez to 2nd.",1,2,6,68,"top",9,"2024-04-27T01:50:52.484Z","2024-04-27T01:52:50.379Z",TRUE,TRUE,FALSE,FALSE,33,2,2,1,681807,"David Fry","/api/v1/people/681807","R","Right",621345,"A.J. Minter","/api/v1/people/621345","L","Left","vs_LHP","vs_RHB","RISP",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Atlanta Braves",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.2,87.1,5,0.9,0.3957,6.3139,30.7889,-10.3987,2.8626,11.2226,-0.0614,2.2823,-6.874,-138.3956,-7.4954,2.0822,50.0033,5.7216,5.555,19.2,2.4,24,2383,149,92.2,4,84,NA,NA,NA,FALSE,-11.3,19,-3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,681807,"David Fry","/api/v1/people/681807",NA,NA,NA,608070,"José Ramírez","/api/v1/people/608070"
747129,"2024-04-26",6,"2024-04-27T01:52:12.321Z","2024-04-27T01:52:17.752Z",TRUE,"pitch","ab95aecb-f6c7-403d-841f-da0a6b1ac1c4",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,1,NA,NA,3.4,1.56,NA,149.04,181.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Single","single","David Fry singles on a ground ball to center fielder Michael Harris II. Tyler Freeman scores. José Ramírez to 2nd.",1,2,6,68,"top",9,"2024-04-27T01:50:52.484Z","2024-04-27T01:52:50.379Z",TRUE,TRUE,FALSE,FALSE,33,2,2,1,681807,"David Fry","/api/v1/people/681807","R","Right",621345,"A.J. Minter","/api/v1/people/621345","L","Left","vs_LHP","vs_RHB","RISP",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Atlanta Braves",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",90.1,83.6,13,0.9,0.4161,6.3434,25.2893,-28.845,-2.2568,1.8934,-0.8405,2.1324,-6.7315,-131.1696,-4.1289,2.0426,50.003,5.8546,-3.9697,9.6,7.2,24,2479,232,NA,NA,NA,NA,NA,NA,FALSE,-30.6,2.8,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747129,"2024-04-26",5,"2024-04-27T01:51:50.339Z","2024-04-27T01:51:54.186Z",TRUE,"pitch","2d7834a3-cf5b-4692-82af-599c53365561",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,1,NA,NA,3.4,1.56,NA,144.4,172.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Single","single","David Fry singles on a ground ball to center fielder Michael Harris II. Tyler Freeman scores. José Ramírez to 2nd.",1,2,6,68,"top",9,"2024-04-27T01:50:52.484Z","2024-04-27T01:52:50.379Z",TRUE,TRUE,FALSE,FALSE,33,2,2,1,681807,"David Fry","/api/v1/people/681807","R","Right",621345,"A.J. Minter","/api/v1/people/621345","L","Left","vs_LHP","vs_RHB","RISP",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Atlanta Braves",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",90.3,83.6,4,0.9,0.4154,6.3029,25.9404,-28.3059,-2.4544,2.1948,-0.7189,2.4459,-6.3003,-131.4849,-3.5255,2.0202,50.0056,5.8876,-4.3283,10.8,7.2,24,2401,201,NA,NA,NA,NA,NA,NA,FALSE,-29.9,3.5,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
