"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
745578,"2024-05-21",4,"2024-05-22T01:17:05.505Z","2024-05-22T01:17:12.241Z",TRUE,"pitch","308912a5-b6f3-4dcf-bef2-c91aadf75601",5,"Swinging Strike (Blocked)",NA,NA,NA,NA,FALSE,"W","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"W","Swinging Strike (Blocked)",2,3,2,NA,NA,3.5,1.54,NA,151.91,249.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Corey Seager strikes out swinging.",0,2,5,70,"top",9,"2024-05-22T01:15:42.931Z","2024-05-22T01:17:12.241Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,608369,"Corey Seager","/api/v1/people/608369","L","Left",621237,"José Alvarado","/api/v1/people/621237","L","Left","vs_LHP","vs_LHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Philadelphia Phillies","true",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",92.3,84.6,13,0.88,0.4107,6.9942,31.3625,-27.9776,2.8755,2.3328,-0.9158,-0.4094,-5.5191,-133.8343,-12.4924,0.8081,50.0036,6.3565,5.1696,7.2,7.2,24,2152,154,NA,NA,NA,NA,NA,NA,TRUE,-31.1,1.4,-3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745578,"2024-05-21",3,"2024-05-22T01:16:44.433Z","2024-05-22T01:16:47.645Z",TRUE,"pitch","dbc65e31-5bab-4b0a-86b3-ba8077278cbe",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.3864,1.5521,NA,193.23,171.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Corey Seager strikes out swinging.",0,2,5,70,"top",9,"2024-05-22T01:15:42.931Z","2024-05-22T01:17:12.241Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,608369,"Corey Seager","/api/v1/people/608369","L","Left",621237,"José Alvarado","/api/v1/people/621237","L","Left","vs_LHP","vs_LHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Philadelphia Phillies","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",93.4,85.6,11,0.91,0.4037,6.9624,30.4467,-20.5635,-1.3096,6.2337,-1.9999,2.4879,-6.9763,-135.8105,-6.8085,0.7751,50.0055,6.4634,-2.4404,9.6,4.8,24,2174,161,NA,NA,NA,NA,NA,NA,FALSE,-21.5,10,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745578,"2024-05-21",2,"2024-05-22T01:16:23.445Z","2024-05-22T01:16:27.031Z",TRUE,"pitch","8b31033e-6fbc-44a3-aa34-2e9c428d5ecb",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,2,NA,NA,3.5,1.54,NA,171.46,193.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Corey Seager strikes out swinging.",0,2,5,70,"top",9,"2024-05-22T01:15:42.931Z","2024-05-22T01:17:12.241Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,608369,"Corey Seager","/api/v1/people/608369","L","Left",621237,"José Alvarado","/api/v1/people/621237","L","Left","vs_LHP","vs_LHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Philadelphia Phillies","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",93.5,85.6,13,0.9,0.4037,6.978,30.5709,-17.3257,-0.3268,7.9741,-1.4289,1.6656,-5.8526,-135.8136,-9.5113,0.7992,50.0047,6.4255,-0.6088,6,4.8,24,2101,159,NA,NA,NA,NA,NA,NA,FALSE,-19,12.5,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745578,"2024-05-21",1,"2024-05-22T01:16:02.071Z","2024-05-22T01:16:05.450Z",TRUE,"pitch","3c85c641-3e1e-4a67-b464-a194bbeab1ca",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.3358,1.4526,NA,186.19,217.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Corey Seager strikes out swinging.",0,2,5,70,"top",9,"2024-05-22T01:15:42.931Z","2024-05-22T01:17:12.241Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,608369,"Corey Seager","/api/v1/people/608369","L","Left",621237,"José Alvarado","/api/v1/people/621237","L","Left","vs_LHP","vs_LHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Philadelphia Phillies","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",91.6,84,13,0.9,0.413,6.9645,30.3348,-25.5655,0.9871,3.7157,-1.8151,0.7799,-7.3594,-132.9626,-9.8756,0.8686,50.0043,6.4191,1.7571,0,6,24,2170,148,NA,NA,NA,NA,NA,NA,FALSE,-28.3,4.6,-0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745578,"2024-05-21",0,"2024-05-22T01:15:44.087Z","2024-05-22T01:15:47.087Z",TRUE,"pitch","7f5b8db7-6462-499b-ad91-3c76779dffb7",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,2,NA,NA,3.5,1.54,NA,165.21,210.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Corey Seager strikes out swinging.",0,2,5,70,"top",9,"2024-05-22T01:15:42.931Z","2024-05-22T01:17:12.241Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,608369,"Corey Seager","/api/v1/people/608369","L","Left",621237,"José Alvarado","/api/v1/people/621237","L","Left","vs_LHP","vs_LHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Philadelphia Phillies","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",94.1,86.3,13,0.86,0.4013,6.9318,30.6606,-16.9311,0.86,8.0831,-1.2646,1.0345,-5.7244,-136.5898,-11.4697,0.7483,50.0015,6.4577,1.6218,1.2,3.6,24,2029,160,NA,NA,NA,NA,NA,NA,FALSE,-18.7,12.4,-0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745578,"2024-05-21",5,"2024-05-22T01:15:16.578Z","2024-05-22T01:15:19.724Z",TRUE,"pitch","5acb263d-89a3-4620-bad2-141bd56b3b5c",6,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",3,3,1,NA,NA,3.3,1.63,NA,150.38,185.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Marcus Semien strikes out swinging.",0,2,5,69,"top",9,"2024-05-22T01:13:27.785Z","2024-05-22T01:15:19.724Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,543760,"Marcus Semien","/api/v1/people/543760","R","Right",621237,"José Alvarado","/api/v1/people/621237","L","Left","vs_LHP","vs_RHB","RISP",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Philadelphia Phillies","true",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",92.3,84.5,13,0.88,0.409,6.8569,30.4586,-27.5176,2.1856,2.57,-0.8757,1.9809,-5.5188,-134.1855,-6.933,0.9285,50.0059,6.5731,3.9658,6,6,24,2141,165,NA,NA,NA,NA,NA,NA,TRUE,-29,3.2,-2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,665750,"Leody Taveras","/api/v1/people/665750",NA,NA,NA,656537,"Derek Hill","/api/v1/people/656537",NA,NA,NA,NA
745578,"2024-05-21",4,"2024-05-22T01:14:53.949Z","2024-05-22T01:14:58.461Z",TRUE,"pitch","de121233-9c06-4c7c-b22a-5d73d6d927ec",5,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",3,2,1,NA,NA,3.1952,1.5167,NA,153.81,222.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Marcus Semien strikes out swinging.",0,2,5,69,"top",9,"2024-05-22T01:13:27.785Z","2024-05-22T01:15:19.724Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,543760,"Marcus Semien","/api/v1/people/543760","R","Right",621237,"José Alvarado","/api/v1/people/621237","L","Left","vs_LHP","vs_RHB","RISP",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Philadelphia Phillies","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",92.4,84.6,13,0.89,0.4096,6.9512,31.0848,-26.864,1.4413,2.9346,-0.9656,0.5883,-5.1495,-134.1112,-10.3367,0.7986,50.0023,6.4337,2.6064,3.6,6,24,2106,151,NA,NA,NA,NA,NA,NA,FALSE,-29.3,3.1,-1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745578,"2024-05-21",3,"2024-05-22T01:14:33.348Z","2024-05-22T01:14:36.978Z",TRUE,"pitch","a5016090-e9b3-412a-b55f-7b1d59cdfdb6",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,2,1,NA,NA,3.3,1.63,NA,136.47,206.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Marcus Semien strikes out swinging.",0,2,5,69,"top",9,"2024-05-22T01:13:27.785Z","2024-05-22T01:15:19.724Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,543760,"Marcus Semien","/api/v1/people/543760","R","Right",621237,"José Alvarado","/api/v1/people/621237","L","Left","vs_LHP","vs_RHB","RISP",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Philadelphia Phillies","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",92.8,85.5,13,0.9,0.406,6.8128,28.4085,-18.5813,0.2151,7.3677,-0.5108,1.179,-3.6144,-134.7568,-10.7569,0.818,50.0031,6.5263,0.397,1.2,4.8,24,2066,153,NA,NA,NA,NA,NA,NA,FALSE,-20.5,11.3,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745578,"2024-05-21",2,"2024-05-22T01:14:10.701Z","2024-05-22T01:14:13.701Z",TRUE,"pitch","cbae108f-ad88-4929-a1ba-488ae19b4a2f",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,1,1,NA,NA,3.3,1.63,NA,134.51,169.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Marcus Semien strikes out swinging.",0,2,5,69,"top",9,"2024-05-22T01:13:27.785Z","2024-05-22T01:15:19.724Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,543760,"Marcus Semien","/api/v1/people/543760","R","Right",621237,"José Alvarado","/api/v1/people/621237","L","Left","vs_LHP","vs_RHB","RISP",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Philadelphia Phillies","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",98.1,89.5,4,0.77,0.3846,7.0144,33.3134,-7.6074,5.4721,11.9659,-0.4595,2.5696,-5.6297,-142.5117,-9.6987,0.8324,50.0018,6.5008,11.2344,45.6,2.4,24,2192,154,NA,NA,NA,NA,NA,NA,FALSE,-8.8,19.8,-8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745578,"2024-05-21",1,"2024-05-22T01:13:51.273Z","2024-05-22T01:13:55.967Z",TRUE,"pitch","ca400999-2b30-484b-afd3-49963aa8c3cc",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,1,NA,NA,3.2529,1.5443,NA,155.51,142.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Marcus Semien strikes out swinging.",0,2,5,69,"top",9,"2024-05-22T01:13:27.785Z","2024-05-22T01:15:19.724Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,543760,"Marcus Semien","/api/v1/people/543760","R","Right",621237,"José Alvarado","/api/v1/people/621237","L","Left","vs_LHP","vs_RHB","RISP",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Philadelphia Phillies","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",98.1,89.2,11,0.87,0.3849,6.8489,33.7413,-9.4966,6.87,11.0648,-1.0102,3.5623,-7.7057,-142.4835,-6.6957,0.8409,50.0023,6.5477,14.0795,48,3.6,24,2177,151,NA,NA,NA,NA,NA,NA,FALSE,-9.8,18.7,-10.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
