"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","base","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
717296,"2023-07-22",5,"2023-07-23T01:47:26.268Z","2023-07-23T01:47:32.286Z",TRUE,"pitch","c240d283-eb8a-4874-a1e9-2cbeeead8868",6,"Swinging Strike (Blocked)",NA,NA,NA,NA,FALSE,"W","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"W","Swinging Strike (Blocked)",1,3,2,NA,NA,3.16,1.55,NA,129.32,231.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Ozzie Albies strikes out swinging.",0,3,4,71,"top",9,"2023-07-23T01:44:40.292Z","2023-07-23T01:47:32.286Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,645277,"Ozzie Albies","/api/v1/people/645277","L","Left",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Milwaukee Brewers","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",83.9,77.1,13,0.9,0.4501,7.2291,24.8444,-36.413,-10.3113,-2.824,-0.3231,0.2807,7.7986,-121.8694,-3.5736,-2.2312,50.0055,4.9242,-15.4507,20.4,10.8,24,2717,282,NA,NA,NA,NA,NA,NA,TRUE,-44.9,-5.8,16.7,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717296,"2023-07-22",4,"2023-07-23T01:46:40.568Z","2023-07-23T01:46:48.199Z",TRUE,"pitch","d3e6c3f6-ebe2-4b5b-96b1-faf8bb966c3e",5,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",1,2,2,NA,NA,3.0711,1.5452,NA,147.82,254.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Ozzie Albies strikes out swinging.",0,3,4,71,"top",9,"2023-07-23T01:44:40.292Z","2023-07-23T01:47:32.286Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,645277,"Ozzie Albies","/api/v1/people/645277","L","Left",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Milwaukee Brewers","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",85.1,78.2,13,0.88,0.4442,7.4189,26.2661,-34.9167,-10.679,-1.7857,-0.8086,-0.5929,6.6364,-123.6267,-6.1966,-2.15,50.0015,4.9015,-16.4124,22.8,10.8,24,2750,284,NA,NA,NA,NA,NA,NA,FALSE,-42.6,-4.6,17.6,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717296,"2023-07-22",3,"2023-07-23T01:46:04.947Z","2023-07-23T01:46:11.226Z",TRUE,"pitch","93ce7be8-ea1e-4816-85a9-d44491af00b6",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.16,1.55,NA,121.95,214.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Ozzie Albies strikes out swinging.",0,3,4,71,"top",9,"2023-07-23T01:44:40.292Z","2023-07-23T01:47:32.286Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,645277,"Ozzie Albies","/api/v1/people/645277","L","Left",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Milwaukee Brewers","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",84.9,77.6,13,0.9,0.4456,7.3512,26.0467,-35.2941,-11.9459,-2.0419,-0.1299,0.8993,8.6679,-123.2517,-2.5413,-2.1521,50.0037,4.9442,-18.2557,25.2,10.8,24,2756,281,NA,NA,NA,NA,NA,NA,FALSE,-42.4,-4.1,19.4,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717296,"2023-07-22",2,"2023-07-23T01:45:38.685Z","2023-07-23T01:45:46.775Z",TRUE,"pitch","aa616d5a-475c-4e87-a089-3bc2cf0aaa71",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.16,1.55,NA,109.7,136.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Ozzie Albies strikes out swinging.",0,3,4,71,"top",9,"2023-07-23T01:44:40.292Z","2023-07-23T01:47:32.286Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,645277,"Ozzie Albies","/api/v1/people/645277","L","Left",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Milwaukee Brewers","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.2,86.1,12,0.9,0.3972,7.7636,33.4143,-14.3905,-5.9324,9.2538,0.1914,3.7754,7.7515,-138.3659,-1.4046,-1.8872,50.0036,5.2629,-11.4025,32.4,3.6,24,2325,220,NA,NA,NA,NA,NA,NA,FALSE,-13.8,16.6,9,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717296,"2023-07-22",1,"2023-07-23T01:45:10.944Z","2023-07-23T01:45:18.025Z",TRUE,"pitch","b7f2cdff-53d4-4efc-aa26-b7d08febc29b",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.16,1.55,NA,127.04,190.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Ozzie Albies strikes out swinging.",0,3,4,71,"top",9,"2023-07-23T01:44:40.292Z","2023-07-23T01:47:32.286Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,645277,"Ozzie Albies","/api/v1/people/645277","L","Left",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Milwaukee Brewers","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",84.7,77.7,8,0.9,0.445,7.2515,24.5712,-34.8359,-11.3081,-1.7375,-0.2635,1.78,8.2465,-123.1103,-0.8563,-2.1884,50.0015,5.0824,-17.3468,24,9.6,24,2683,278,NA,NA,NA,NA,NA,NA,FALSE,-41.3,-3.1,18.5,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717296,"2023-07-22",0,"2023-07-23T01:44:54.324Z","2023-07-23T01:44:58.970Z",TRUE,"pitch","367de1b6-d8c8-4930-bd8f-12efb6b2d2e8",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.1274,1.5452,NA,97.76,165.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Ozzie Albies strikes out swinging.",0,3,4,71,"top",9,"2023-07-23T01:44:40.292Z","2023-07-23T01:47:32.286Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,645277,"Ozzie Albies","/api/v1/people/645277","L","Left",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Milwaukee Brewers","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.1,87,3,0.9,0.3959,7.6827,29.9859,-13.0223,-5.2818,9.8758,0.5048,2.7008,8.8667,-138.1845,-4.1451,-2.0551,50.0024,5.0913,-10.2432,31.2,3.6,24,2346,223,NA,NA,NA,NA,NA,NA,FALSE,-13.1,17.2,7.8,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717296,"2023-07-22",5,"2023-07-23T01:44:20.633Z","2023-07-23T01:44:25.327Z",TRUE,"pitch","48c4fa54-c4c6-4c84-a4b7-23731b5dc507",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,1,2,NA,NA,3.3168,1.6152,NA,155.34,132.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Walk","walk","Ronald Acuna Jr. walks. Michael Harris II to 2nd.",0,3,4,70,"top",9,"2023-07-23T01:42:51.820Z","2023-07-23T01:44:25.327Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,660670,"Ronald Acuña Jr.","/api/v1/people/660670","R","Right",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_RHB","Loaded",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Milwaukee Brewers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95,86.1,11,0.9,0.3974,7.6513,33.3279,-15.4297,-7.1579,8.7217,-1.0059,3.9445,5.2696,-138.2922,-0.8444,-2.0144,50.0047,5.2974,-13.746,38.4,4.8,24,2332,220,NA,NA,NA,NA,NA,NA,FALSE,-14.8,15.7,11.8,NA,NA,NA,NA,NA,NA,FALSE,TRUE,660670,"Ronald Acuña Jr.","/api/v1/people/660670",671739,"Michael Harris II","/api/v1/people/671739",657088,"Forrest Wall","/api/v1/people/657088"
717296,"2023-07-22",4,"2023-07-23T01:43:59.153Z","2023-07-23T01:44:04.207Z",TRUE,"pitch","8de7f4e1-905d-4954-9c3a-c164b46df60d",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,1,2,NA,NA,2.9791,1.4184,NA,116.04,168.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Walk","walk","Ronald Acuna Jr. walks. Michael Harris II to 2nd.",0,3,4,70,"top",9,"2023-07-23T01:42:51.820Z","2023-07-23T01:44:25.327Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,660670,"Ronald Acuña Jr.","/api/v1/people/660670","R","Right",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_RHB","Loaded",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Milwaukee Brewers",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",85.3,77.5,2,0.9,0.4438,7.3199,26.4626,-33.309,-12.3279,-0.7353,0.0251,2.5874,8.9034,-123.7784,0.6667,-2.0305,50.0041,5.1205,-18.9851,27.6,9.6,24,2710,272,NA,NA,NA,NA,NA,NA,FALSE,-38.9,-0.8,20,NA,NA,NA,NA,NA,NA,FALSE,TRUE,660670,"Ronald Acuña Jr.","/api/v1/people/660670",NA,NA,NA,NA,NA,NA
717296,"2023-07-22",3,"2023-07-23T01:43:35.203Z","2023-07-23T01:43:40.373Z",TRUE,"pitch","8ac59a3e-e964-48a7-89c9-7f2f98dab7ff",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,0,2,NA,NA,3.2324,1.6152,NA,159.19,180.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Walk","walk","Ronald Acuna Jr. walks. Michael Harris II to 2nd.",0,3,4,70,"top",9,"2023-07-23T01:42:51.820Z","2023-07-23T01:44:25.327Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,660670,"Ronald Acuña Jr.","/api/v1/people/660670","R","Right",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_RHB","Loaded",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Milwaukee Brewers",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",85.5,77.7,13,0.9,0.4426,7.2353,27.2546,-34.8007,-11.7077,-1.7022,-1.1069,2.1453,6.3818,-124.23,-0.0559,-2.2018,50.0008,5.0857,-18.1107,25.2,9.6,24,2755,278,NA,NA,NA,NA,NA,NA,FALSE,-40.7,-2.8,19.6,NA,NA,NA,NA,NA,NA,FALSE,TRUE,660670,"Ronald Acuña Jr.","/api/v1/people/660670",NA,NA,NA,NA,NA,NA
717296,"2023-07-22",2,"2023-07-23T01:43:13.218Z","2023-07-23T01:43:17.596Z",TRUE,"pitch","7a2d1128-c700-4db9-bea8-6ac64795fd6d",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,2,NA,NA,3.2886,1.6152,NA,113.01,134.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Walk","walk","Ronald Acuna Jr. walks. Michael Harris II to 2nd.",0,3,4,70,"top",9,"2023-07-23T01:42:51.820Z","2023-07-23T01:44:25.327Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,660670,"Ronald Acuña Jr.","/api/v1/people/660670","R","Right",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_RHB","Loaded",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Milwaukee Brewers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95,86,12,0.9,0.3978,7.6313,32.9427,-16.096,-7.5767,8.3902,0.1046,3.8488,8.057,-138.0922,-1.0316,-1.8771,50.0038,5.3181,-14.5222,37.2,4.8,24,2372,222,NA,NA,NA,NA,NA,NA,FALSE,-15.4,15.1,11.9,NA,NA,NA,NA,NA,NA,FALSE,TRUE,660670,"Ronald Acuña Jr.","/api/v1/people/660670",NA,NA,NA,NA,NA,NA
