"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","isSubstitution","details.disengagementNum","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
717774,"2023-06-14",7,"2023-06-14T03:23:35.790Z","2023-06-14T03:23:39.996Z",TRUE,"pitch","642beccb-41d4-4bd3-8225-ece381aaff38",6,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,0,NA,NA,3.18,1.49,NA,99.74,168.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50","atBat","Walk","walk","Jace Peterson walks.",0,1,0,50,"bottom",7,"2023-06-14T03:21:30.048Z","2023-06-14T03:24:22.990Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,607054,"Jace Peterson","/api/v1/people/607054","L","Left",596112,"Robert Stephenson","/api/v1/people/596112","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Tampa Bay Rays",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.6,77.8,6,2,0.4447,5.6118,24.6984,-32.9935,0.4408,-0.5282,0.4529,2.5896,3.3189,-123.2123,-1.6331,-0.9695,50.0055,6.0514,0.6775,2.4,8.4,24,3001,41,NA,NA,NA,NA,NA,NA,FALSE,-39.2,-1.1,-1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717774,"2023-06-14",5,"2023-06-14T03:22:41.174Z","2023-06-14T03:22:46.238Z",TRUE,"pitch","49d6419e-746e-4082-aa0f-f97e7acc3e8f",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,0,NA,NA,3.18,1.49,NA,128.7,158.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50","atBat","Walk","walk","Jace Peterson walks.",0,1,0,50,"bottom",7,"2023-06-14T03:21:30.048Z","2023-06-14T03:24:22.990Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,607054,"Jace Peterson","/api/v1/people/607054","L","Left",596112,"Robert Stephenson","/api/v1/people/596112","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Tampa Bay Rays",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.6,89.3,1,2,0.3875,6.0579,28.4235,-13.033,-6.8495,9.4342,-0.307,2.9829,4.2205,-140.7158,-5.1947,-0.9273,50.005,5.6803,-13.8986,43.2,3.6,24,2295,220,NA,NA,NA,NA,NA,NA,FALSE,-12.6,16.3,11.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717774,"2023-06-14",4,"2023-06-14T03:22:21.034Z","2023-06-14T03:22:25.195Z",TRUE,"pitch","9eaa6f67-8a9b-47ca-a3a0-04e5c05d2f94",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,0,NA,NA,3.131,1.4897,NA,115.35,225.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50","atBat","Walk","walk","Jace Peterson walks.",0,1,0,50,"bottom",7,"2023-06-14T03:21:30.048Z","2023-06-14T03:24:22.990Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,607054,"Jace Peterson","/api/v1/people/607054","L","Left",596112,"Robert Stephenson","/api/v1/people/596112","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Tampa Bay Rays",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",87.9,82.6,14,2,0.4244,5.8807,20.8743,-24.1762,-6.8049,4.7167,0.0433,0.5085,4.4938,-127.9602,-8.7372,-0.8319,50.0023,5.7953,-11.5364,22.8,6,24,1603,220,NA,NA,NA,NA,NA,NA,FALSE,-27.6,7.2,11.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717774,"2023-06-14",3,"2023-06-14T03:22:03.032Z","2023-06-14T03:22:07.484Z",TRUE,"pitch","4e35bafc-c6a6-43ac-befc-bcd76dcc8b59",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,0,NA,NA,3.1798,1.5173,NA,102.41,216.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50","atBat","Walk","walk","Jace Peterson walks.",0,1,0,50,"bottom",7,"2023-06-14T03:21:30.048Z","2023-06-14T03:24:22.990Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,607054,"Jace Peterson","/api/v1/people/607054","L","Left",596112,"Robert Stephenson","/api/v1/people/596112","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Tampa Bay Rays",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",88.6,82.5,14,2,0.423,5.9387,23.0584,-22.0697,-9.1711,5.9303,0.3828,0.8369,6.2094,-128.7596,-8.2963,-0.8509,50.0015,5.7679,-15.6242,32.4,6,24,1562,221,NA,NA,NA,NA,NA,NA,FALSE,-25.2,9.4,15.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717774,"2023-06-14",2,"2023-06-14T03:21:47.227Z","2023-06-14T03:21:51.678Z",TRUE,"pitch","03a684cf-6a34-4038-8b8f-2b77cb966c95",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,0,NA,NA,3.18,1.49,NA,127.81,187.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50","atBat","Walk","walk","Jace Peterson walks.",0,1,0,50,"bottom",7,"2023-06-14T03:21:30.048Z","2023-06-14T03:24:22.990Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,607054,"Jace Peterson","/api/v1/people/607054","L","Left",596112,"Robert Stephenson","/api/v1/people/596112","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Tampa Bay Rays",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",89.1,82.5,7,2,0.4206,5.9139,24.755,-20.3687,-8.4211,6.8596,-0.2835,1.899,4.5664,-129.7452,-6.082,-0.9636,50.002,5.8044,-14.4914,32.4,6,24,1734,220,NA,NA,NA,NA,NA,NA,FALSE,-22.7,11.4,14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717774,"2023-06-14",1,"2023-06-14T03:21:32.413Z","2023-06-14T03:21:36.603Z",TRUE,"pitch","324f752c-14ab-448f-ab42-701fd58d25c2",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.2583,1.6124,NA,94.69,155.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50","atBat","Walk","walk","Jace Peterson walks.",0,1,0,50,"bottom",7,"2023-06-14T03:21:30.048Z","2023-06-14T03:24:22.990Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,607054,"Jace Peterson","/api/v1/people/607054","L","Left",596112,"Robert Stephenson","/api/v1/people/596112","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Tampa Bay Rays",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.7,87.7,3,2,0.3906,6.251,34.0248,-11.1072,-7.6046,10.5993,0.5853,3.0775,6.9629,-140.6049,-5.2118,-0.9439,50.0059,5.686,-15.1195,48,3.6,24,2411,223,NA,NA,NA,NA,NA,NA,FALSE,-11.3,18.2,12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717774,"2023-06-14",0,"2023-06-14T03:20:11.956Z","2023-06-14T03:21:32.413Z",FALSE,"action",NA,NA,"Pitching Change: Robert Stephenson replaces Jake Diekman.","Pitching Substitution",1,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,596112,"/api/v1/people/596112",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"50","atBat","Walk","walk","Jace Peterson walks.",0,1,0,50,"bottom",7,"2023-06-14T03:21:30.048Z","2023-06-14T03:24:22.990Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,607054,"Jace Peterson","/api/v1/people/607054","L","Left",596112,"Robert Stephenson","/api/v1/people/596112","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Tampa Bay Rays",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717774,"2023-06-14",6,"2023-06-14T03:23:11.610Z","2023-06-14T03:23:35.790Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",1,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"50","atBat","Walk","walk","Jace Peterson walks.",0,1,0,50,"bottom",7,"2023-06-14T03:21:30.048Z","2023-06-14T03:24:22.990Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,607054,"Jace Peterson","/api/v1/people/607054","L","Left",596112,"Robert Stephenson","/api/v1/people/596112","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Tampa Bay Rays",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717774,"2023-06-14",1,"2023-06-14T03:18:42.020Z","2023-06-14T03:18:49.325Z",TRUE,"pitch","c04a8dc9-9a79-4509-9b6e-240986ec9adb",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,2,NA,NA,3.38,1.56,NA,117.98,181.49,"ground_ball","medium","5",103.14,164.42,NA,NA,NA,NA,NA,NA,NA,NA,"49","atBat","Groundout","field_out","Taylor Walls grounds out, third baseman Jonah Bride to first baseman Ryan Noda.",0,1,0,49,"top",7,"2023-06-14T03:17:58.266Z","2023-06-14T03:18:49.325Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,670764,"Taylor Walls","/api/v1/people/670764","R","Right",663687,"Hogan Harris","/api/v1/people/663687","L","Left","vs_LHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Oakland Athletics","true",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",76.6,70.9,8,0.9,0.4918,6.0517,20.5042,-41.3343,-2.6776,-7.2999,-0.0257,2.1217,-5.2033,-111.477,0.7442,2.6887,50.0014,6.059,-3.3604,6,13.2,24,2273,329,87.1,-20,7,NA,NA,NA,TRUE,-59.4,-12.7,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717774,"2023-06-14",0,"2023-06-14T03:18:27.294Z","2023-06-14T03:18:31.695Z",TRUE,"pitch","4a4dc0e9-a8fe-42fa-b06e-11b89b0dc739",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,2,NA,NA,3.38,1.56,NA,122.11,152.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49","atBat","Groundout","field_out","Taylor Walls grounds out, third baseman Jonah Bride to first baseman Ryan Noda.",0,1,0,49,"top",7,"2023-06-14T03:17:58.266Z","2023-06-14T03:18:49.325Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,670764,"Taylor Walls","/api/v1/people/670764","R","Right",663687,"Hogan Harris","/api/v1/people/663687","L","Left","vs_LHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Oakland Athletics","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.3,84.3,2,0.9,0.4085,6.4719,29.1596,-14.2054,5.7886,9.8698,-0.1341,3.1977,-9.0417,-134.1092,-4.3503,2.5298,50.0021,5.8551,10.5386,30,3.6,24,2149,141,NA,NA,NA,NA,NA,NA,FALSE,-15.1,17.2,-8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717774,"2023-06-14",1,"2023-06-14T03:17:46.279Z","2023-06-14T03:17:55.649Z",TRUE,"pitch","28f07243-90c7-445d-8115-4ee316cb71fa",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,0,1,NA,NA,3.39,1.64,NA,120.26,186.55,"fly_ball","medium","9",155.26,83.05,NA,NA,NA,NA,NA,NA,NA,NA,"48","atBat","Flyout","field_out","Jose Siri flies out to right fielder Ramon Laureano.",0,1,0,48,"top",7,"2023-06-14T03:17:17.322Z","2023-06-14T03:17:55.649Z",TRUE,FALSE,FALSE,TRUE,0,1,0,2,642350,"Jose Siri","/api/v1/people/642350","R","Right",663687,"Hogan Harris","/api/v1/people/663687","L","Left","vs_LHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Oakland Athletics","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",80.4,72.8,8,0.9,0.4724,6.4597,24.6076,-25.366,11.168,5.0182,-0.0855,1.9345,-9.7104,-116.5424,-2.9957,2.7109,50.0043,5.6663,15.1604,26.4,8.4,24,1880,107,88.7,45,299,NA,NA,NA,TRUE,-34.6,8.5,-17.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717774,"2023-06-14",0,"2023-06-14T03:17:33.043Z","2023-06-14T03:17:38.659Z",TRUE,"pitch","4d276590-cf2d-4aed-943c-658656c903f4",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.4813,1.7075,NA,179.62,212.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48","atBat","Flyout","field_out","Jose Siri flies out to right fielder Ramon Laureano.",0,1,0,48,"top",7,"2023-06-14T03:17:17.322Z","2023-06-14T03:17:55.649Z",TRUE,FALSE,FALSE,TRUE,0,1,0,2,642350,"Jose Siri","/api/v1/people/642350","R","Right",663687,"Hogan Harris","/api/v1/people/663687","L","Left","vs_LHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Oakland Athletics","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",77,71,13,0.9,0.4919,6.2094,22.3085,-40.9755,-1.9984,-7.0284,-1.6428,0.9884,-8.7604,-111.8292,-1.4003,2.6034,50.0031,5.8692,-2.5017,4.8,13.2,24,2383,323,NA,NA,NA,NA,NA,NA,FALSE,-59.5,-12.7,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717774,"2023-06-14",3,"2023-06-14T03:17:00.021Z","2023-06-14T03:17:08.179Z",TRUE,"pitch","2e57f0d8-79ef-4a73-98ac-94bab028d092",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,0,NA,NA,3.17,1.51,NA,74.64,179.76,"ground_ball","medium","1",142.76,149.66,NA,NA,NA,NA,NA,NA,NA,NA,"47","atBat","Groundout","field_out","Isaac Paredes grounds out, pitcher Hogan Harris to second baseman Jace Peterson to first baseman Ryan Noda.",0,1,0,47,"top",7,"2023-06-14T03:15:34.569Z","2023-06-14T03:17:08.179Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,670623,"Isaac Paredes","/api/v1/people/670623","R","Right",663687,"Hogan Harris","/api/v1/people/663687","L","Left","vs_LHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Oakland Athletics","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.7,85.6,14,0.93,0.4046,6.1386,26.6143,-15.4312,7.2723,8.997,1.1112,2.186,-7.0176,-134.8702,-6.439,2.7897,50.0012,5.6739,13.5294,36,4.8,24,2282,139,95.5,-5,19,NA,NA,NA,TRUE,-16.3,15.2,-11.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717774,"2023-06-14",2,"2023-06-14T03:16:40.371Z","2023-06-14T03:16:44.802Z",TRUE,"pitch","6576fe73-a844-4045-8ce8-996099f40f7c",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,2,0,NA,NA,3.131,1.4539,NA,97.37,172.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47","atBat","Groundout","field_out","Isaac Paredes grounds out, pitcher Hogan Harris to second baseman Jace Peterson to first baseman Ryan Noda.",0,1,0,47,"top",7,"2023-06-14T03:15:34.569Z","2023-06-14T03:17:08.179Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,670623,"Isaac Paredes","/api/v1/people/670623","R","Right",663687,"Hogan Harris","/api/v1/people/663687","L","Left","vs_LHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Oakland Athletics","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",75.7,69.8,6,0.9,0.4983,6.0503,20.3536,-42.6103,-3.2338,-8.5377,0.5151,2.4442,-4.7754,-110.1055,2.3651,3.1359,50.0026,5.8795,-3.9525,6,14.4,24,2345,321,NA,NA,NA,NA,NA,NA,FALSE,-62.4,-14.4,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717774,"2023-06-14",1,"2023-06-14T03:16:14.799Z","2023-06-14T03:16:19.152Z",TRUE,"pitch","656d8c6e-18e8-4d66-a67e-4edb68e00bfe",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,0,NA,NA,3.17,1.51,NA,153.71,187.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47","atBat","Groundout","field_out","Isaac Paredes grounds out, pitcher Hogan Harris to second baseman Jace Peterson to first baseman Ryan Noda.",0,1,0,47,"top",7,"2023-06-14T03:15:34.569Z","2023-06-14T03:17:08.179Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,670623,"Isaac Paredes","/api/v1/people/670623","R","Right",663687,"Hogan Harris","/api/v1/people/663687","L","Left","vs_LHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Oakland Athletics","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",89.7,82.4,13,0.92,0.4205,6.1794,27.059,-22.33,0.3398,5.73,-0.963,1.9062,-9.536,-130.2011,-5.5715,2.7013,50.005,5.7611,0.5842,3.6,6,24,2151,158,NA,NA,NA,NA,NA,NA,FALSE,-24.8,9.4,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717774,"2023-06-14",0,"2023-06-14T03:16:02.709Z","2023-06-14T03:16:08.085Z",TRUE,"pitch","e1db75b0-45b3-4837-8a99-2541e5309fa3",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,3.1698,1.549,NA,127.02,203.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47","atBat","Groundout","field_out","Isaac Paredes grounds out, pitcher Hogan Harris to second baseman Jace Peterson to first baseman Ryan Noda.",0,1,0,47,"top",7,"2023-06-14T03:15:34.569Z","2023-06-14T03:17:08.179Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,670623,"Isaac Paredes","/api/v1/people/670623","R","Right",663687,"Hogan Harris","/api/v1/people/663687","L","Left","vs_LHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Oakland Athletics","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.6,84.7,13,0.9,0.4102,6.2764,25.3463,-14.1995,6.8254,9.9251,-0.2628,1.3151,-10.0137,-132.9307,-8.7771,2.6459,50.001,5.6642,12.3588,33.6,4.8,24,2234,142,NA,NA,NA,NA,NA,NA,FALSE,-16.1,16.4,-10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
