"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","isBaseRunningPlay","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
718558,"2023-07-24",4,"2023-07-24T19:26:06.177Z","2023-07-24T19:26:11.378Z",TRUE,"pitch","2cdb0277-94ca-4ce5-8eaf-ae547993b421",4,"Foul Tip",NA,NA,NA,NA,FALSE,"T","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"T","Foul Tip",1,3,2,NA,NA,3.51,1.7,NA,110.77,152.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Strikeout","strikeout","Blake Sabol strikes out on a foul tip.",0,1,5,67,"top",9,"2023-07-24T19:25:02.516Z","2023-07-24T19:26:11.378Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,666165,"Blake Sabol","/api/v1/people/666165","L","Left",671345,"Jason Foley","/api/v1/people/671345","R","Right","vs_RHP","vs_LHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Detroit Tigers",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",100,92.7,2,0.91,0.3741,6.6216,29.0288,-23.2867,-9.1747,4.0766,0.1634,3.1958,7.8261,-145.5454,-3.0098,-1.3472,50.0037,5.6282,-20.0006,37.2,6,24,2186,232,NA,NA,NA,NA,NA,NA,TRUE,-19.9,7.1,15.4,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718558,"2023-07-24",3,"2023-07-24T19:25:43.519Z","2023-07-24T19:25:46.722Z",TRUE,"pitch","290e400d-5d9b-4891-ba97-f1dcfefc065b",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.51,1.7,NA,91.13,184.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Strikeout","strikeout","Blake Sabol strikes out on a foul tip.",0,1,5,67,"top",9,"2023-07-24T19:25:02.516Z","2023-07-24T19:26:11.378Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,666165,"Blake Sabol","/api/v1/people/666165","L","Left",671345,"Jason Foley","/api/v1/people/671345","R","Right","vs_RHP","vs_LHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Detroit Tigers",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",99.1,91.7,9,0.91,0.3784,6.6807,29.3621,-25.2801,-9.0423,3.2382,0.6788,2.0008,9.4495,-144.0299,-5.3927,-1.4493,50.0036,5.4339,-19.2476,33.6,6,24,2202,233,NA,NA,NA,NA,NA,NA,FALSE,-22.6,5,14.8,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718558,"2023-07-24",2,"2023-07-24T19:25:23.972Z","2023-07-24T19:25:28.409Z",TRUE,"pitch","7561da7b-0440-469e-83a4-d7d3f4d18d1b",2,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",1,1,2,NA,NA,3.51,1.7,NA,152.79,225.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Strikeout","strikeout","Blake Sabol strikes out on a foul tip.",0,1,5,67,"top",9,"2023-07-24T19:25:02.516Z","2023-07-24T19:26:11.378Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,666165,"Blake Sabol","/api/v1/people/666165","L","Left",671345,"Jason Foley","/api/v1/people/671345","R","Right","vs_RHP","vs_LHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Detroit Tigers",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",93.6,86.7,13,0.86,0.4012,6.5679,27.9652,-32.2712,-7.6036,-0.0505,-0.9389,0.5086,5.2958,-136.1465,-6.4315,-1.9146,50.0027,5.1153,-14.3722,21.6,7.2,24,1627,250,NA,NA,NA,NA,NA,NA,FALSE,-32.3,-1.2,12.7,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718558,"2023-07-24",1,"2023-07-24T19:25:04.906Z","2023-07-24T19:25:09.757Z",TRUE,"pitch","387e45dc-fa53-4a18-98ee-8fe2d5ef52e2",1,"Foul Tip",NA,NA,NA,NA,FALSE,"T","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"T","Foul Tip",0,1,2,NA,NA,3.51,1.7,NA,130.33,179.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Strikeout","strikeout","Blake Sabol strikes out on a foul tip.",0,1,5,67,"top",9,"2023-07-24T19:25:02.516Z","2023-07-24T19:26:11.378Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,666165,"Blake Sabol","/api/v1/people/666165","L","Left",671345,"Jason Foley","/api/v1/people/671345","R","Right","vs_RHP","vs_LHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Detroit Tigers",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",98.2,90.1,7,0.91,0.3831,6.6474,32.2638,-28.8103,-9.8167,1.6264,-0.3497,2.1784,7.404,-142.8572,-4.2155,-1.6968,50.0069,5.48,-20.3377,32.4,7.2,24,2055,237,NA,NA,NA,NA,NA,NA,FALSE,-26,2.3,16.3,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718558,"2023-07-24",0,"2023-07-24T19:24:51.589Z","2023-07-24T19:25:04.906Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Blake Sabol replaces Luis Matos.","Offensive Substitution",1,5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,666165,"/api/v1/people/666165",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","501","67","atBat","Strikeout","strikeout","Blake Sabol strikes out on a foul tip.",0,1,5,67,"top",9,"2023-07-24T19:25:02.516Z","2023-07-24T19:26:11.378Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,666165,"Blake Sabol","/api/v1/people/666165","L","Left",671345,"Jason Foley","/api/v1/people/671345","R","Right","vs_RHP","vs_LHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Detroit Tigers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,682641,"/api/v1/people/682641",NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718558,"2023-07-24",7,"2023-07-24T19:24:27.867Z","2023-07-24T19:24:32.035Z",TRUE,"pitch","cd0bffb6-a238-4285-9f0e-e47fbd7a8f70",7,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,2,2,NA,NA,3.3982,1.52,NA,165.8,146.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Walk","walk","Patrick Bailey walks.",0,1,5,66,"top",9,"2023-07-24T19:22:22.256Z","2023-07-24T19:24:32.035Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,672275,"Patrick Bailey","/api/v1/people/672275","L","Left",671345,"Jason Foley","/api/v1/people/671345","R","Right","vs_RHP","vs_LHB","RISP",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Detroit Tigers",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",99.1,90.5,11,0.91,0.3801,6.6157,34.0987,-25.906,-10.595,2.983,-1.2803,3.4027,5.0718,-144.1908,-1.6458,-1.6872,50.0035,5.5821,-22.2697,38.4,6,24,2071,231,NA,NA,NA,NA,NA,NA,FALSE,-22.7,5.3,18.1,NA,NA,NA,NA,NA,FALSE,TRUE,592626,"Joc Pederson","/api/v1/people/592626",672275,"Patrick Bailey","/api/v1/people/672275",NA,NA,NA,NA,NA,NA,NA
718558,"2023-07-24",6,"2023-07-24T19:24:06.003Z","2023-07-24T19:24:09.484Z",TRUE,"pitch","eeec900d-3b5e-41db-a513-a3a01c5c643e",6,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,2,NA,NA,3.3318,1.5642,NA,153.6,138.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Walk","walk","Patrick Bailey walks.",0,1,5,66,"top",9,"2023-07-24T19:22:22.256Z","2023-07-24T19:24:32.035Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,672275,"Patrick Bailey","/api/v1/people/672275","L","Left",671345,"Jason Foley","/api/v1/people/671345","R","Right","vs_RHP","vs_LHB","RISP",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Detroit Tigers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",100,91.3,11,2,0.3762,6.5668,34.3583,-17.4784,-6.7206,6.8479,-0.9603,3.7009,4.4039,-145.6163,-2.5972,-1.6194,50.0051,5.6625,-14.4269,36,4.8,24,2034,229,NA,NA,NA,NA,NA,NA,FALSE,-15.2,12,11.3,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718558,"2023-07-24",5,"2023-07-24T19:23:43.108Z","2023-07-24T19:23:46.303Z",TRUE,"pitch","75d6f91a-0d02-40f6-b164-d279120faf73",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.2,1.52,NA,133.26,200.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Walk","walk","Patrick Bailey walks.",0,1,5,66,"top",9,"2023-07-24T19:22:22.256Z","2023-07-24T19:24:32.035Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,672275,"Patrick Bailey","/api/v1/people/672275","L","Left",671345,"Jason Foley","/api/v1/people/671345","R","Right","vs_RHP","vs_LHB","RISP",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Detroit Tigers",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",91.8,84.2,7,0.89,0.4104,6.737,29.4537,-30.7303,-7.0849,0.8046,-0.4265,1.4278,6.343,-133.5964,-4.0274,-1.9139,50.006,5.1699,-12.7771,20.4,7.2,24,1458,253,NA,NA,NA,NA,NA,NA,FALSE,-31.8,0.7,11.4,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718558,"2023-07-24",4,"2023-07-24T19:23:23.717Z","2023-07-24T19:23:28.444Z",TRUE,"pitch","64fa8179-79a1-4d7a-9be1-014870ee9aac",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.3539,1.52,NA,144.88,214.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Walk","walk","Patrick Bailey walks.",0,1,5,66,"top",9,"2023-07-24T19:22:22.256Z","2023-07-24T19:24:32.035Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,672275,"Patrick Bailey","/api/v1/people/672275","L","Left",671345,"Jason Foley","/api/v1/people/671345","R","Right","vs_RHP","vs_LHB","RISP",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Detroit Tigers",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",93.5,86.1,13,0.86,0.4023,6.6647,29.1181,-29.0995,-7.3277,1.6409,-0.7314,0.8823,5.2787,-136.0119,-6.2369,-1.7427,50.0058,5.2163,-13.7664,22.8,7.2,24,1409,251,NA,NA,NA,NA,NA,NA,FALSE,-29.4,1.8,12.2,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718558,"2023-07-24",3,"2023-07-24T19:23:01.477Z","2023-07-24T19:23:05.262Z",TRUE,"pitch","11cf5b54-6e3e-492d-bb35-95eb8013a7eb",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.2,1.52,NA,120.75,169.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Walk","walk","Patrick Bailey walks.",0,1,5,66,"top",9,"2023-07-24T19:22:22.256Z","2023-07-24T19:24:32.035Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,672275,"Patrick Bailey","/api/v1/people/672275","L","Left",671345,"Jason Foley","/api/v1/people/671345","R","Right","vs_RHP","vs_LHB","RISP",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Detroit Tigers",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",99.5,91.6,5,0.91,0.3772,6.5749,31.7251,-23.7458,-8.3844,3.9411,-0.0983,2.5707,7.5167,-144.8292,-4.1438,-1.6296,50.0012,5.4602,-17.9281,33.6,6,24,1985,232,NA,NA,NA,NA,NA,NA,FALSE,-21,6.5,13.8,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
