"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isBaseRunningPlay","isSubstitution","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
717847,"2023-06-22",6,"2023-06-22T19:39:07.083Z","2023-06-22T19:39:15.858Z",TRUE,"pitch","a096c94f-83fe-4df1-a3f1-9726d7ccb53c",7,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,2,2,NA,NA,3.49,1.58,NA,105.11,201.19,"fly_ball","medium","7",64.25,111.59,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Flyout","field_out","CJ Abrams flies out to left fielder Lourdes Gurriel Jr.",0,5,3,73,"bottom",9,"2023-06-22T19:36:48.569Z","2023-06-22T19:39:15.858Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,682928,"CJ Abrams","/api/v1/people/682928","L","Left",543518,"Scott McGough","/api/v1/people/543518","R","Right","vs_RHP","vs_LHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Arizona Diamondbacks","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.1,85.9,14,0.9,0.4014,6.01,30.3239,-11.7787,-6.4669,10.8148,0.312,1.3921,7.9981,-136.5183,-9.2365,-1.8168,50.0033,5.6322,-12.1961,37.2,3.6,24,2340,214,80.2,41,267,NA,NA,NA,TRUE,-13.3,17.8,10,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717847,"2023-06-22",5,"2023-06-22T19:38:40.191Z","2023-06-22T19:38:46.787Z",TRUE,"pitch","4f598dc9-b814-4366-901b-94e454507b32",6,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,2,NA,NA,3.49,1.58,NA,95.52,206.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Flyout","field_out","CJ Abrams flies out to left fielder Lourdes Gurriel Jr.",0,5,3,73,"bottom",9,"2023-06-22T19:36:48.569Z","2023-06-22T19:39:15.858Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,682928,"CJ Abrams","/api/v1/people/682928","L","Left",543518,"Scott McGough","/api/v1/people/543518","R","Right","vs_RHP","vs_LHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Arizona Diamondbacks","false",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",85.1,78,14,0.9,0.4439,5.7736,26.2115,-29.9786,-2.6544,1.422,0.5636,1.2098,6.3852,-123.6964,-5.2059,-1.7139,50,5.875,-4.0861,4.8,8.4,24,972,222,NA,NA,NA,NA,NA,NA,FALSE,-36.5,1.6,3.2,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717847,"2023-06-22",4,"2023-06-22T19:38:18.073Z","2023-06-22T19:38:22.790Z",TRUE,"pitch","b6bcbda6-3246-40a5-b253-cb82c9ea9c25",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,2,NA,NA,3.4885,1.6045,NA,119.7,228.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Flyout","field_out","CJ Abrams flies out to left fielder Lourdes Gurriel Jr.",0,5,3,73,"bottom",9,"2023-06-22T19:36:48.569Z","2023-06-22T19:39:15.858Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,682928,"CJ Abrams","/api/v1/people/682928","L","Left",543518,"Scott McGough","/api/v1/people/543518","R","Right","vs_RHP","vs_LHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Arizona Diamondbacks","false",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",86.5,79.8,13,0.89,0.4356,5.8546,24.9597,-22.8553,-7.1015,5.8192,-0.0709,0.3872,6.2893,-125.6483,-8.7842,-1.6812,50.0062,5.7796,-11.3809,22.8,7.2,24,1204,218,NA,NA,NA,NA,NA,NA,FALSE,-27.8,8.8,11.4,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717847,"2023-06-22",3,"2023-06-22T19:37:53.413Z","2023-06-22T19:37:59.260Z",TRUE,"pitch","7f26be83-e45c-44f5-a8bf-e3df2d5617ea",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.49,1.58,NA,125.86,189.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Flyout","field_out","CJ Abrams flies out to left fielder Lourdes Gurriel Jr.",0,5,3,73,"bottom",9,"2023-06-22T19:36:48.569Z","2023-06-22T19:39:15.858Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,682928,"CJ Abrams","/api/v1/people/682928","L","Left",543518,"Scott McGough","/api/v1/people/543518","R","Right","vs_RHP","vs_LHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Arizona Diamondbacks","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.2,85.7,8,0.9,0.4014,6.0197,31.7332,-13.1091,-6.7191,10.1211,-0.2323,1.8109,6.6876,-136.7612,-8.0622,-1.8429,50.0035,5.7074,-12.6576,37.2,3.6,24,2298,213,NA,NA,NA,NA,NA,NA,FALSE,-14.4,16.7,10.7,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717847,"2023-06-22",2,"2023-06-22T19:37:32.225Z","2023-06-22T19:37:36.921Z",TRUE,"pitch","27448293-209e-468f-a762-01306bd6d335",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,1,2,NA,NA,3.49,1.58,NA,112.58,183.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Flyout","field_out","CJ Abrams flies out to left fielder Lourdes Gurriel Jr.",0,5,3,73,"bottom",9,"2023-06-22T19:36:48.569Z","2023-06-22T19:39:15.858Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,682928,"CJ Abrams","/api/v1/people/682928","L","Left",543518,"Scott McGough","/api/v1/people/543518","R","Right","vs_RHP","vs_LHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Arizona Diamondbacks","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94,85.8,8,0.9,0.4014,5.938,30.7499,-11.93,-6.1639,10.7386,0.1159,2.0628,7.0241,-136.5873,-7.842,-1.6911,50.0015,5.796,-11.6185,36,3.6,24,2372,210,NA,NA,NA,NA,NA,NA,FALSE,-13.2,17.9,9.6,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717847,"2023-06-22",1,"2023-06-22T19:37:09.155Z","2023-06-22T19:37:14.388Z",TRUE,"pitch","6a1967c3-0bf6-4101-a6b7-4d578a62a0f8",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,2,NA,NA,3.5408,1.6045,NA,43.08,229.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Flyout","field_out","CJ Abrams flies out to left fielder Lourdes Gurriel Jr.",0,5,3,73,"bottom",9,"2023-06-22T19:36:48.569Z","2023-06-22T19:39:15.858Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,682928,"CJ Abrams","/api/v1/people/682928","L","Left",543518,"Scott McGough","/api/v1/people/543518","R","Right","vs_RHP","vs_LHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Arizona Diamondbacks","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94,85.8,14,0.9,0.4032,5.8888,30.2121,-7.7281,-5.0437,13.0848,1.9393,0.342,11.054,-135.9111,-12.8486,-1.528,50.0017,5.6713,-9.4232,33.6,2.4,24,2428,213,NA,NA,NA,NA,NA,NA,FALSE,-10.4,20.9,6.7,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717847,"2023-06-22",0,"2023-06-22T19:36:54.757Z","2023-06-22T19:37:00.179Z",TRUE,"pitch","c94152a9-f9b6-484e-ac3c-e21759a04960",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.4885,1.6045,NA,179.06,141.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Flyout","field_out","CJ Abrams flies out to left fielder Lourdes Gurriel Jr.",0,5,3,73,"bottom",9,"2023-06-22T19:36:48.569Z","2023-06-22T19:39:15.858Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,682928,"CJ Abrams","/api/v1/people/682928","L","Left",543518,"Scott McGough","/api/v1/people/543518","R","Right","vs_RHP","vs_LHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Arizona Diamondbacks","false",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",85.7,79,11,0.9,0.4375,5.7138,23.4239,-19.1784,-2.8159,8.1714,-1.6282,3.6153,1.7209,-124.8532,-2.1852,-1.958,50.001,6.0679,-4.4776,12,4.8,24,1081,218,NA,NA,NA,NA,NA,NA,FALSE,-22.3,14.6,4.8,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717847,"2023-06-22",8,"2023-06-22T19:36:24.272Z","2023-06-22T19:36:29.613Z",TRUE,"pitch","60084ca5-c8fe-40d0-a977-657d45ffc63e",6,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,3,1,NA,NA,3.1735,1.5129,NA,80.1,177.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Derek Hill called out on strikes.",0,5,3,72,"bottom",9,"2023-06-22T19:34:39.878Z","2023-06-22T19:36:29.613Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,656537,"Derek Hill","/api/v1/people/656537","R","Right",543518,"Scott McGough","/api/v1/people/543518","R","Right","vs_RHP","vs_RHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Arizona Diamondbacks",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.4,85.7,14,0.91,0.4007,5.7605,31.9654,-8.8744,-6.2004,12.3302,0.9681,2.2705,8.9348,-136.9995,-7.8872,-1.539,50.0022,5.8038,-11.7163,42,3.6,24,2482,205,NA,NA,NA,NA,NA,NA,TRUE,-10.3,20.6,9.2,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717847,"2023-06-22",6,"2023-06-22T19:35:50.391Z","2023-06-22T19:35:55.591Z",TRUE,"pitch","7a928a1c-4c12-4791-9bb5-0a42d6157ad8",5,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,2,1,NA,NA,3.4185,1.5645,NA,93.55,178.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Derek Hill called out on strikes.",0,5,3,72,"bottom",9,"2023-06-22T19:34:39.878Z","2023-06-22T19:36:29.613Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,656537,"Derek Hill","/api/v1/people/656537","R","Right",543518,"Scott McGough","/api/v1/people/543518","R","Right","vs_RHP","vs_RHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Arizona Diamondbacks",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.7,85.3,6,0.9,0.4032,5.851,31.1344,-11.4721,-6.1934,11.0901,0.6153,2.2379,8.1425,-136.0717,-7.4472,-1.6176,50.0037,5.8136,-11.5625,36,3.6,24,2279,214,NA,NA,NA,NA,NA,NA,FALSE,-12.8,18.6,9.4,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717847,"2023-06-22",5,"2023-06-22T19:35:34.352Z","2023-06-22T19:35:38.624Z",TRUE,"pitch","4120bbe8-8812-4b6f-9786-7287b1064ef3",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,1,NA,NA,3.3663,1.5387,NA,108.07,215.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Derek Hill called out on strikes.",0,5,3,72,"bottom",9,"2023-06-22T19:34:39.878Z","2023-06-22T19:36:29.613Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,656537,"Derek Hill","/api/v1/people/656537","R","Right",543518,"Scott McGough","/api/v1/people/543518","R","Right","vs_RHP","vs_RHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Arizona Diamondbacks",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",85.9,79.9,14,0.91,0.4364,5.8358,22.2331,-22.3997,-3.0618,6.1081,0.2343,0.8604,5.9849,-124.9091,-7.7134,-1.7817,50.0009,5.7952,-4.8981,9.6,6,24,1297,222,NA,NA,NA,NA,NA,NA,FALSE,-27,9.7,4.3,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
