"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isSubstitution","base","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
745993,"2024-05-11",1,"2024-05-11T02:41:47.971Z","2024-05-11T02:41:57.691Z",TRUE,"pitch","d3b7b83e-df1d-40dd-a4a7-01d800d0c74e",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,2,NA,NA,3.3,1.57,NA,100.23,184.62,"line_drive","hard","4",150.31,139.46,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Lineout","field_out","Brandon Crawford lines out sharply to second baseman Andruw Monasterio.",0,2,11,71,"top",9,"2024-05-11T02:41:45.601Z","2024-05-11T02:41:57.691Z",TRUE,FALSE,FALSE,TRUE,0,0,0,3,543063,"Brandon Crawford","/api/v1/people/543063","L","Left",643361,"Kevin Herget","/api/v1/people/643361","R","Right","vs_RHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Milwaukee Brewers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.4,85.2,9,0.91,0.4041,5.8287,30.6999,-14.4732,-4.5142,9.5171,0.44,2.0061,5.8548,-135.7397,-7.5616,-1.1619,50.0011,5.8428,-8.394,24,3.6,24,2144,211,103,10,166,NA,NA,NA,TRUE,-15.8,15.7,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745993,"2024-05-11",0,"2024-05-11T02:41:48.601Z","2024-05-11T02:41:49.601Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Brandon Crawford replaces Alec Burleson.","Offensive Substitution",2,11,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,543063,"/api/v1/people/543063",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","601","71","atBat","Lineout","field_out","Brandon Crawford lines out sharply to second baseman Andruw Monasterio.",0,2,11,71,"top",9,"2024-05-11T02:41:45.601Z","2024-05-11T02:41:57.691Z",TRUE,FALSE,FALSE,TRUE,0,0,0,3,543063,"Brandon Crawford","/api/v1/people/543063","L","Left",643361,"Kevin Herget","/api/v1/people/643361","R","Right","vs_RHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Milwaukee Brewers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,676475,"/api/v1/people/676475",TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745993,"2024-05-11",2,"2024-05-11T02:41:03.284Z","2024-05-11T02:41:15.188Z",TRUE,"pitch","4435e5dc-522a-4a31-976e-975a74224413",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,2,1,NA,NA,3.27,1.44,NA,108.51,173.06,"fly_ball","hard","8",113.83,43.25,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Flyout","field_out","Iván Herrera flies out sharply to center fielder Blake Perkins.",0,2,11,70,"top",9,"2024-05-11T02:39:58.304Z","2024-05-11T02:41:15.188Z",TRUE,FALSE,FALSE,TRUE,0,0,2,2,671056,"Iván Herrera","/api/v1/people/671056","R","Right",643361,"Kevin Herget","/api/v1/people/643361","R","Right","vs_RHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Milwaukee Brewers","true",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",85,78.4,5,2,0.4422,5.586,24.0959,-30.7937,0.4165,0.8855,0.2227,2.4339,4.1896,-123.7448,-2.0318,-1.5445,50.0008,5.8389,0.6471,2.4,8.4,24,2426,25,101.7,35,387,NA,NA,NA,TRUE,-36.4,1.4,-1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745993,"2024-05-11",1,"2024-05-11T02:40:46.451Z","2024-05-11T02:40:50.372Z",TRUE,"pitch","58d341cd-874b-4fe9-b4c3-dd5042f8e2db",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,1,NA,NA,3.27,1.44,NA,98.26,169.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Flyout","field_out","Iván Herrera flies out sharply to center fielder Blake Perkins.",0,2,11,70,"top",9,"2024-05-11T02:39:58.304Z","2024-05-11T02:41:15.188Z",TRUE,FALSE,FALSE,TRUE,0,0,2,2,671056,"Iván Herrera","/api/v1/people/671056","R","Right",643361,"Kevin Herget","/api/v1/people/643361","R","Right","vs_RHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Milwaukee Brewers","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.6,85.6,6,0.91,0.4023,5.7845,29.6891,-14.6719,-5.2453,9.3218,0.4917,2.5744,6.4596,-136.1016,-6.0751,-1.2302,50.0021,5.8505,-9.8473,27.6,3.6,24,2232,203,NA,NA,NA,NA,NA,NA,FALSE,-15.5,15.8,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745993,"2024-05-11",0,"2024-05-11T02:40:29.488Z","2024-05-11T02:40:33.544Z",TRUE,"pitch","49ecaf89-1684-4006-8a0a-2e8d2b1859f2",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,1,NA,NA,3.27,1.44,NA,77.49,183.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Flyout","field_out","Iván Herrera flies out sharply to center fielder Blake Perkins.",0,2,11,70,"top",9,"2024-05-11T02:39:58.304Z","2024-05-11T02:41:15.188Z",TRUE,FALSE,FALSE,TRUE,0,0,2,2,671056,"Iván Herrera","/api/v1/people/671056","R","Right",643361,"Kevin Herget","/api/v1/people/643361","R","Right","vs_RHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Milwaukee Brewers","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",86.9,80.2,14,0.92,0.4324,5.8023,24.9137,-25.0071,1.5577,4.4079,1.0367,2.0424,5.8916,-126.4931,-4.3815,-1.5216,50.0031,5.7931,2.5338,8.4,6,24,2173,202,NA,NA,NA,NA,NA,NA,FALSE,-28.8,7.2,-4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745993,"2024-05-11",2,"2024-05-11T02:39:43.250Z","2024-05-11T02:40:10.406Z",TRUE,"pitch","0a2dc43a-0152-4d47-aae6-48a54dfc4ccd",3,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",1,1,1,NA,NA,3.4,1.61,NA,90.51,170.61,"fly_ball","medium","89",206.31,62.42,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Home Run","home_run","Nolan Gorman homers (5) on a fly ball to right center field.",1,2,11,69,"top",9,"2024-05-11T02:39:01.499Z","2024-05-11T02:40:10.406Z",TRUE,TRUE,FALSE,FALSE,38,1,1,1,669357,"Nolan Gorman","/api/v1/people/669357","L","Left",643361,"Kevin Herget","/api/v1/people/643361","R","Right","vs_RHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Milwaukee Brewers","true",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",88.2,81.2,6,0.89,0.426,5.6601,25.7965,-23.9735,-0.8355,4.8934,0.695,2.5249,5.5139,-128.4299,-3.5366,-1.3683,50.0035,5.7776,-1.401,1.2,6,24,2239,190,105.3,40,391,NA,NA,NA,FALSE,-26.8,8.3,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745993,"2024-05-11",1,"2024-05-11T02:39:29.554Z","2024-05-11T02:39:34.188Z",TRUE,"pitch","ced2aadd-018d-4a0c-a919-19552d47efb4",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.4658,1.6658,NA,148.23,142.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Home Run","home_run","Nolan Gorman homers (5) on a fly ball to right center field.",1,2,11,69,"top",9,"2024-05-11T02:39:01.499Z","2024-05-11T02:40:10.406Z",TRUE,TRUE,FALSE,FALSE,38,1,1,1,669357,"Nolan Gorman","/api/v1/people/669357","L","Left",643361,"Kevin Herget","/api/v1/people/643361","R","Right","vs_RHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Milwaukee Brewers","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",82.2,75.1,1,0.9,0.4584,5.4909,23.8479,-23.748,-10.3075,5.8338,-0.8193,3.566,4.4389,-119.6466,-0.8145,-1.363,50.0042,6.0458,-14.8921,30,7.2,24,2225,240,NA,NA,NA,NA,NA,NA,FALSE,-30,10.7,17.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745993,"2024-05-11",0,"2024-05-11T02:39:14.870Z","2024-05-11T02:39:20.119Z",TRUE,"pitch","d1eae8a5-999b-44c2-88ac-ee9bdacc4e28",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,1,NA,NA,3.4,1.61,NA,130.8,178.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Home Run","home_run","Nolan Gorman homers (5) on a fly ball to right center field.",1,2,11,69,"top",9,"2024-05-11T02:39:01.499Z","2024-05-11T02:40:10.406Z",TRUE,TRUE,FALSE,FALSE,38,1,1,1,669357,"Nolan Gorman","/api/v1/people/669357","L","Left",643361,"Kevin Herget","/api/v1/people/643361","R","Right","vs_RHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Milwaukee Brewers","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",82.5,75.6,4,0.9,0.4569,5.5261,23.6817,-23.1574,-8.9943,6.2014,-0.3619,2.2164,5.0725,-119.9672,-4.0408,-1.3375,50.0047,5.9921,-13.083,26.4,7.2,24,1893,238,NA,NA,NA,NA,NA,NA,FALSE,-29.9,10.4,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745993,"2024-05-11",5,"2024-05-11T02:38:44.372Z","2024-05-11T02:38:52.491Z",TRUE,"pitch","0e53313d-16db-4a9e-91f0-00ec07088b8c",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,0,NA,NA,3.47,1.56,NA,112.01,161.36,"line_drive","medium","8",111.75,73.96,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Lineout","field_out","Paul Goldschmidt lines out to center fielder Blake Perkins.",0,1,11,68,"top",9,"2024-05-11T02:38:02.651Z","2024-05-11T02:38:52.491Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,502671,"Paul Goldschmidt","/api/v1/people/502671","R","Right",643361,"Kevin Herget","/api/v1/people/643361","R","Right","vs_RHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Milwaukee Brewers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.4,84.9,5,0.91,0.4042,5.6115,31.456,-13.8232,-5.1716,9.8809,0.131,2.8674,5.5837,-135.8405,-5.3588,-1.2852,50.0033,5.8366,-9.6061,28.8,3.6,24,2256,208,94.5,19,314,NA,NA,NA,TRUE,-14.6,16.8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745993,"2024-05-11",4,"2024-05-11T02:38:28.131Z","2024-05-11T02:38:31.427Z",TRUE,"pitch","adb06d5e-5a8e-4504-bfbd-c9333b4a921a",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,0,NA,NA,3.47,1.56,NA,122.69,209.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Lineout","field_out","Paul Goldschmidt lines out to center fielder Blake Perkins.",0,1,11,68,"top",9,"2024-05-11T02:38:02.651Z","2024-05-11T02:38:52.491Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,502671,"Paul Goldschmidt","/api/v1/people/502671","R","Right",643361,"Kevin Herget","/api/v1/people/643361","R","Right","vs_RHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Milwaukee Brewers",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",87.7,80.4,13,0.9,0.4299,5.5278,27.1622,-24.6278,-1.0237,4.5961,-0.1493,1.0966,3.7794,-127.5749,-6.8075,-1.5194,50.0044,5.7512,-1.6817,2.4,6,24,2263,199,NA,NA,NA,NA,NA,NA,FALSE,-28.7,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
