"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","details.disengagementNum","isBaseRunningPlay","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
718350,"2023-05-02",2,"2023-05-02T02:49:12.464Z","2023-05-02T02:49:17.266Z",TRUE,"pitch","e9cece34-5966-4bcd-9ca7-b1b40dffba01",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,3,2,NA,NA,3.3275,1.674,NA,109.48,158.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","David Villar called out on strikes.",0,3,7,72,"top",9,"2023-05-02T02:48:17.139Z","2023-05-02T02:49:17.266Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,681584,"David Villar","/api/v1/people/681584","R","Right",519151,"Ryan Pressly","/api/v1/people/519151","R","Right","vs_RHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Houston Astros","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.3,86.3,2,2,0.3966,6.4081,33.7615,-11.2215,-2.1444,10.8731,0.1973,2.9845,1.4064,-138.6105,-5.8332,-0.0406,50.0029,5.8801,-4.1327,16.8,2.4,24,2611,201,NA,NA,NA,NA,NA,NA,TRUE,-11.9,18.5,3.6,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718350,"2023-05-02",1,"2023-05-02T02:48:50.069Z","2023-05-02T02:48:55.519Z",TRUE,"pitch","d4250780-1fb9-4195-ac0a-27a7a8551318",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,2,NA,NA,3.26,1.63,NA,110.2,201.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","David Villar called out on strikes.",0,3,7,72,"top",9,"2023-05-02T02:48:17.139Z","2023-05-02T02:49:17.266Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,681584,"David Villar","/api/v1/people/681584","R","Right",519151,"Ryan Pressly","/api/v1/people/519151","R","Right","vs_RHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Houston Astros","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89.9,82.8,14,2,0.4184,6.1264,27.3565,-25.5866,2.9124,3.794,0.1783,1.3852,-0.1894,-130.8722,-6.8701,-0.1269,50.0048,5.9583,5.0573,10.8,6,24,2821,155,NA,NA,NA,NA,NA,NA,FALSE,-28.2,5.6,-5.3,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718350,"2023-05-02",0,"2023-05-02T02:48:34.218Z","2023-05-02T02:48:38.980Z",TRUE,"pitch","6b63be02-93c5-4c5c-8a41-da1dfee08c79",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.3445,1.6564,NA,109.06,162.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","David Villar called out on strikes.",0,3,7,72,"top",9,"2023-05-02T02:48:17.139Z","2023-05-02T02:49:17.266Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,681584,"David Villar","/api/v1/people/681584","R","Right",519151,"Ryan Pressly","/api/v1/people/519151","R","Right","vs_RHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Houston Astros","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89.6,82.4,2,2,0.4192,6.1612,27.1809,-28.9187,3.4759,1.8858,0.2082,2.8266,-0.0431,-130.5997,-2.7745,-0.2268,50.0055,6.0749,6.0129,12,7.2,24,2801,121,NA,NA,NA,NA,NA,NA,FALSE,-30.8,3,-6.2,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718350,"2023-05-02",0,"2023-05-02T02:47:57.508Z","2023-05-02T02:48:04.575Z",TRUE,"pitch","cb1534d1-73d4-41df-b5f4-2d2fb0b9e768",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,1,NA,NA,3.43,1.68,NA,111.08,194.91,"ground_ball","medium","4",154,154.96,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Forceout","force_out","Blake Sabol grounds into a force out, second baseman Mauricio Dubon to shortstop Jeremy Pena. J.D. Davis out at 2nd. Blake Sabol to 1st.",0,3,7,71,"top",9,"2023-05-02T02:47:52.024Z","2023-05-02T02:48:04.575Z",TRUE,FALSE,FALSE,TRUE,0,0,0,2,666165,"Blake Sabol","/api/v1/people/666165","L","Left",519151,"Ryan Pressly","/api/v1/people/519151","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Houston Astros","true",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",82.4,75.2,8,2,0.4596,5.7815,26.5619,-39.9238,5.9495,-5.4107,0.1553,1.6247,-0.4236,-119.8911,-2.0062,-0.4354,50.001,6.0879,8.5245,12,12,24,3146,28,77.8,-17,7,NA,NA,NA,TRUE,-50.8,-10,-10.6,NA,NA,NA,TRUE,TRUE,666165,"Blake Sabol","/api/v1/people/666165",NA,NA,NA,NA,NA,NA
718350,"2023-05-02",5,"2023-05-02T02:47:21.285Z","2023-05-02T02:47:33.550Z",TRUE,"pitch","658db6e5-a78f-4d88-80a1-0204a7d10832",6,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",3,2,1,NA,NA,3.32,1.62,NA,106.35,172.11,"ground_ball","medium","8",120.04,90.08,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Single","single","J.D. Davis singles on a ground ball to center fielder Jake Meyers.",0,3,7,70,"top",9,"2023-05-02T02:45:34.975Z","2023-05-02T02:47:33.550Z",TRUE,FALSE,FALSE,FALSE,33,3,2,1,605204,"J.D. Davis","/api/v1/people/605204","R","Right",519151,"Ryan Pressly","/api/v1/people/519151","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Houston Astros","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.1,81.1,6,2,0.4266,6.2046,26.5895,-29.9515,4.0986,1.3327,0.2794,2.4693,-0.3738,-128.4005,-3.1576,-0.1056,50.0046,6.0457,6.8439,12,7.2,24,2748,105,105.4,7,117,NA,NA,NA,FALSE,-33.2,1.9,-7.3,NA,NA,NA,FALSE,TRUE,605204,"J.D. Davis","/api/v1/people/605204",NA,NA,NA,NA,NA,NA
718350,"2023-05-02",4,"2023-05-02T02:47:02.944Z","2023-05-02T02:47:07.515Z",TRUE,"pitch","2ffeaa94-938f-40a7-9676-9d6156a0bebb",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,1,NA,NA,3.4658,1.6608,NA,66.58,218.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Single","single","J.D. Davis singles on a ground ball to center fielder Jake Meyers.",0,3,7,70,"top",9,"2023-05-02T02:45:34.975Z","2023-05-02T02:47:33.550Z",TRUE,FALSE,FALSE,FALSE,33,3,2,1,605204,"J.D. Davis","/api/v1/people/605204","R","Right",519151,"Ryan Pressly","/api/v1/people/519151","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Houston Astros","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.9,86.3,14,2,0.399,6.3863,32.6344,-9.3364,-0.4097,11.986,1.3229,0.762,3.5432,-137.6602,-11.7826,0.0683,50.0022,5.7467,-0.781,0,2.4,24,2531,201,NA,NA,NA,NA,NA,NA,FALSE,-11.5,19.2,0,NA,NA,NA,FALSE,TRUE,605204,"J.D. Davis","/api/v1/people/605204",NA,NA,NA,NA,NA,NA
718350,"2023-05-02",3,"2023-05-02T02:46:44.868Z","2023-05-02T02:46:49.845Z",TRUE,"pitch","64a3b226-5652-42d0-9978-1c11be64573b",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,2,1,NA,NA,3.32,1.62,NA,114.45,167.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Single","single","J.D. Davis singles on a ground ball to center fielder Jake Meyers.",0,3,7,70,"top",9,"2023-05-02T02:45:34.975Z","2023-05-02T02:47:33.550Z",TRUE,FALSE,FALSE,FALSE,33,3,2,1,605204,"J.D. Davis","/api/v1/people/605204","R","Right",519151,"Ryan Pressly","/api/v1/people/519151","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Houston Astros","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.8,80.5,5,2,0.4287,6.1449,27.1561,-31.2324,4.1404,0.5679,0.0668,2.6426,-0.4527,-127.9197,-2.5378,-0.2913,50.0008,6.1036,6.8394,12,8.4,24,2737,106,NA,NA,NA,NA,NA,NA,FALSE,-34.8,0.7,-7.4,NA,NA,NA,FALSE,TRUE,605204,"J.D. Davis","/api/v1/people/605204",NA,NA,NA,NA,NA,NA
718350,"2023-05-02",2,"2023-05-02T02:46:29.011Z","2023-05-02T02:46:33.602Z",TRUE,"pitch","f3496608-5869-4d29-9867-8acd17250e81",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,1,NA,NA,3.5758,1.7705,NA,92.76,207.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Single","single","J.D. Davis singles on a ground ball to center fielder Jake Meyers.",0,3,7,70,"top",9,"2023-05-02T02:45:34.975Z","2023-05-02T02:47:33.550Z",TRUE,FALSE,FALSE,FALSE,33,3,2,1,605204,"J.D. Davis","/api/v1/people/605204","R","Right",519151,"Ryan Pressly","/api/v1/people/519151","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Houston Astros","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.6,85.7,14,2,0.4006,6.2195,33.5835,-10.0139,-0.8372,11.7379,0.6358,1.1514,1.9745,-137.3107,-10.6601,0.0126,50.0068,5.7906,-1.5812,4.8,2.4,24,2565,200,NA,NA,NA,NA,NA,NA,FALSE,-12.1,19,1.1,NA,NA,NA,FALSE,TRUE,605204,"J.D. Davis","/api/v1/people/605204",NA,NA,NA,NA,NA,NA
718350,"2023-05-02",1,"2023-05-02T02:46:08.744Z","2023-05-02T02:46:13.139Z",TRUE,"pitch","0a206408-3008-4653-9e9b-f8464faa4823",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.4778,1.7422,NA,101.03,239.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Single","single","J.D. Davis singles on a ground ball to center fielder Jake Meyers.",0,3,7,70,"top",9,"2023-05-02T02:45:34.975Z","2023-05-02T02:47:33.550Z",TRUE,FALSE,FALSE,FALSE,33,3,2,1,605204,"J.D. Davis","/api/v1/people/605204","R","Right",519151,"Ryan Pressly","/api/v1/people/519151","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Houston Astros","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",81.5,74.3,14,2,0.4662,6.0552,27.5863,-40.0903,7.2189,-5.6955,0.4188,-0.0335,-0.7331,-118.5492,-5.1386,-0.199,50.0031,5.9159,10.0351,13.2,12,24,3290,27,NA,NA,NA,NA,NA,NA,FALSE,-53.4,-11.4,-12.7,NA,NA,NA,FALSE,TRUE,605204,"J.D. Davis","/api/v1/people/605204",NA,NA,NA,NA,NA,NA
718350,"2023-05-02",0,"2023-05-02T02:45:51.614Z","2023-05-02T02:45:55.772Z",TRUE,"pitch","69dfcdd7-480e-435b-a114-3bd1e3576008",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,1,NA,NA,3.32,1.62,NA,128.46,186.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Single","single","J.D. Davis singles on a ground ball to center fielder Jake Meyers.",0,3,7,70,"top",9,"2023-05-02T02:45:34.975Z","2023-05-02T02:47:33.550Z",TRUE,FALSE,FALSE,FALSE,33,3,2,1,605204,"J.D. Davis","/api/v1/people/605204","R","Right",519151,"Ryan Pressly","/api/v1/people/519151","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Houston Astros","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89.4,82.1,7,2,0.421,6.0617,27.7064,-27.9211,1.451,2.4836,-0.3007,1.9229,-0.4279,-130.183,-5.0509,-0.3226,50.0058,6.0058,2.4873,4.8,7.2,24,2768,141,NA,NA,NA,NA,NA,NA,FALSE,-30.6,3.6,-2.5,NA,NA,NA,FALSE,TRUE,605204,"J.D. Davis","/api/v1/people/605204",NA,NA,NA,NA,NA,NA
