"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","base","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
717931,"2023-06-02",6,"2023-06-03T00:43:40.273Z","2023-06-03T00:43:51.183Z",TRUE,"pitch","b876aea8-9df5-49f1-ae5e-99060c72c8af",6,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,2,2,NA,NA,3.18,1.55,NA,110.93,191.23,"ground_ball","medium","4",148.66,149.62,NA,NA,TRUE,NA,NA,NA,NA,NA,"90","atBat","Groundout","field_out","Spencer Steer grounds out, second baseman Andruw Monasterio to first baseman Rowdy Tellez.",0,5,4,90,"bottom",11,"2023-06-03T00:41:54.246Z","2023-06-03T00:43:51.183Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,668715,"Spencer Steer","/api/v1/people/668715","R","Right",669060,"Bryse Wilson","/api/v1/people/669060","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Milwaukee Brewers",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.4,86.8,8,0.91,0.3988,6.4994,28.3066,-21.953,-9.7997,5.3435,0.1592,1.7612,10.912,-136.9841,-5.8509,-2.5897,50.0048,5.411,-18.7545,36,6,24,2056,215,97.9,2,77,NA,NA,NA,TRUE,-22.1,8.6,15.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717931,"2023-06-02",5,"2023-06-03T00:43:18.225Z","2023-06-03T00:43:22.493Z",TRUE,"pitch","2f3825ea-489b-4fe1-a257-492388e8513c",5,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,2,2,NA,NA,3.0855,1.4709,NA,76.41,192.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"90","atBat","Groundout","field_out","Spencer Steer grounds out, second baseman Andruw Monasterio to first baseman Rowdy Tellez.",0,5,4,90,"bottom",11,"2023-06-03T00:41:54.246Z","2023-06-03T00:43:51.183Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,668715,"Spencer Steer","/api/v1/people/668715","R","Right",669060,"Bryse Wilson","/api/v1/people/669060","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Milwaukee Brewers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.3,84.8,14,0.75,0.4106,6.732,24.4181,-20.3592,-3.6798,6.5349,1.0648,1.7246,10.5333,-132.6388,-6.0254,-2.454,50.0029,5.478,-6.654,13.2,4.8,24,2211,206,NA,NA,NA,NA,NA,NA,FALSE,-21.7,10.9,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717931,"2023-06-02",4,"2023-06-03T00:42:59.287Z","2023-06-03T00:43:04.383Z",TRUE,"pitch","8252f248-e4d1-42cb-9ae1-d1de530b212f",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,2,NA,NA,3.1282,1.4709,NA,75.92,195.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"90","atBat","Groundout","field_out","Spencer Steer grounds out, second baseman Andruw Monasterio to first baseman Rowdy Tellez.",0,5,4,90,"bottom",11,"2023-06-03T00:41:54.246Z","2023-06-03T00:43:51.183Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,668715,"Spencer Steer","/api/v1/people/668715","R","Right",669060,"Bryse Wilson","/api/v1/people/669060","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Milwaukee Brewers",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.1,86.8,14,0.91,0.4001,6.9117,27.2231,-20.629,-9.8793,6.0695,1.0778,1.5928,13.4532,-136.3802,-6.5223,-2.6131,50.0036,5.4168,-18.7951,36,6,24,2138,218,NA,NA,NA,NA,NA,NA,FALSE,-21.1,9.8,15.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717931,"2023-06-02",3,"2023-06-03T00:42:33.819Z","2023-06-03T00:42:37.947Z",TRUE,"pitch","8f091a24-73f2-462c-83ed-7079ca54c229",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,1,2,NA,NA,3.18,1.55,NA,141.15,175.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"90","atBat","Groundout","field_out","Spencer Steer grounds out, second baseman Andruw Monasterio to first baseman Rowdy Tellez.",0,5,4,90,"bottom",11,"2023-06-03T00:41:54.246Z","2023-06-03T00:43:51.183Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,668715,"Spencer Steer","/api/v1/people/668715","R","Right",669060,"Bryse Wilson","/api/v1/people/669060","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Milwaukee Brewers",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93,85.5,4,0.91,0.4045,6.5514,27.8334,-22.1302,-10.4042,5.3987,-0.6335,2.3595,8.9663,-135.1116,-4.351,-2.6339,50.0003,5.5345,-19.3453,37.2,6,24,2011,219,NA,NA,NA,NA,NA,NA,FALSE,-22.6,9.1,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717931,"2023-06-02",2,"2023-06-03T00:42:13.873Z","2023-06-03T00:42:17.968Z",TRUE,"pitch","18d7bd78-d559-4379-be2c-31a5efdf6004",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,2,NA,NA,3.0503,1.4445,NA,46.9,216.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"90","atBat","Groundout","field_out","Spencer Steer grounds out, second baseman Andruw Monasterio to first baseman Rowdy Tellez.",0,5,4,90,"bottom",11,"2023-06-03T00:41:54.246Z","2023-06-03T00:43:51.183Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,668715,"Spencer Steer","/api/v1/people/668715","R","Right",669060,"Bryse Wilson","/api/v1/people/669060","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Milwaukee Brewers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.2,84.6,14,0.61,0.4125,6.8218,25.295,-19.5661,-2.8305,7.04,1.839,0.8219,12.132,-132.2363,-8.2239,-2.4188,50.0026,5.3805,-5.0706,8.4,4.8,24,2101,203,NA,NA,NA,NA,NA,NA,FALSE,-21.6,11.3,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717931,"2023-06-02",1,"2023-06-03T00:41:56.361Z","2023-06-03T00:42:01.104Z",TRUE,"pitch","b8d0b775-80ee-493f-9a7e-f22f5235f5bc",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.1282,1.4973,NA,57.54,205.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"90","atBat","Groundout","field_out","Spencer Steer grounds out, second baseman Andruw Monasterio to first baseman Rowdy Tellez.",0,5,4,90,"bottom",11,"2023-06-03T00:41:54.246Z","2023-06-03T00:43:51.183Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,668715,"Spencer Steer","/api/v1/people/668715","R","Right",669060,"Bryse Wilson","/api/v1/people/669060","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Milwaukee Brewers",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.9,87.3,14,0.9,0.3976,6.7763,28.4997,-18.1647,-9.6311,7.2775,1.5598,1.2418,14.1069,-137.4066,-8.1028,-2.3733,50.0056,5.448,-18.5469,38.4,4.8,24,2118,218,NA,NA,NA,NA,NA,NA,FALSE,-18.8,11.6,14.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717931,"2023-06-02",0,"2023-06-03T00:41:34.589Z","2023-06-03T00:41:56.361Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-runner Jose Barrero replaces Curt Casali.","Offensive Substitution",5,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,676480,"/api/v1/people/676480",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"12","Pinch Runner","Runner","PR","802","90","atBat","Groundout","field_out","Spencer Steer grounds out, second baseman Andruw Monasterio to first baseman Rowdy Tellez.",0,5,4,90,"bottom",11,"2023-06-03T00:41:54.246Z","2023-06-03T00:43:51.183Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,668715,"Spencer Steer","/api/v1/people/668715","R","Right",669060,"Bryse Wilson","/api/v1/people/669060","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Milwaukee Brewers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,592200,"/api/v1/people/592200",2,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717931,"2023-06-02",2,"2023-06-03T00:40:53.942Z","2023-06-03T00:41:07.945Z",TRUE,"pitch","39216ac8-85a2-4f6a-bac8-c6764819c1d8",2,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",1,0,2,NA,NA,3.33,1.59,NA,115.09,181.57,"line_drive","hard","8",81.65,62.28,NA,NA,NA,NA,NA,NA,NA,NA,"89","atBat","Double","double","Curt Casali doubles (2) on a sharp line drive to center fielder Joey Wiemer. Tyler Stephenson scores.",1,5,4,89,"bottom",11,"2023-06-03T00:39:38.835Z","2023-06-03T00:41:07.945Z",TRUE,TRUE,FALSE,FALSE,34,1,0,2,592200,"Curt Casali","/api/v1/people/592200","R","Right",669060,"Bryse Wilson","/api/v1/people/669060","R","Right","vs_RHP","vs_RHB","RISP",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Milwaukee Brewers",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.1,85.3,8,0.91,0.4025,6.7422,32.3801,-21.0006,-10.3449,5.9727,0.05,2.1191,10.5742,-136.5051,-4.9213,-2.5454,50.0043,5.4075,-19.362,37.2,6,24,2169,220,102.1,20,357,NA,NA,NA,FALSE,-21.5,9.8,16.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,592200,"Curt Casali","/api/v1/people/592200",NA,NA,NA
717931,"2023-06-02",0,"2023-06-03T00:39:43.351Z","2023-06-03T00:39:47.153Z",TRUE,"pitch","d6211525-4b04-4395-b72e-68813aec6260",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,2.993,1.3789,NA,42.23,188.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"89","atBat","Double","double","Curt Casali doubles (2) on a sharp line drive to center fielder Joey Wiemer. Tyler Stephenson scores.",1,5,4,89,"bottom",11,"2023-06-03T00:39:38.835Z","2023-06-03T00:41:07.945Z",TRUE,TRUE,FALSE,FALSE,34,1,0,2,592200,"Curt Casali","/api/v1/people/592200","R","Right",669060,"Bryse Wilson","/api/v1/people/669060","R","Right","vs_RHP","vs_RHB","RISP",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Milwaukee Brewers",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",80.5,73.9,14,0.89,0.4702,6.9397,24.0111,-33.9756,8.1318,-1.3124,1.9615,1.8688,7.8425,-116.9188,-0.9901,-2.5047,50.0036,5.5134,11.1503,20.4,10.8,24,2498,55,NA,NA,NA,NA,NA,NA,FALSE,-45,-2.3,-16.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717931,"2023-06-02",1,"2023-06-03T00:40:03.149Z","2023-06-03T00:40:53.942Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",5,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"89","atBat","Double","double","Curt Casali doubles (2) on a sharp line drive to center fielder Joey Wiemer. Tyler Stephenson scores.",1,5,4,89,"bottom",11,"2023-06-03T00:39:38.835Z","2023-06-03T00:41:07.945Z",TRUE,TRUE,FALSE,FALSE,34,1,0,2,592200,"Curt Casali","/api/v1/people/592200","R","Right",669060,"Bryse Wilson","/api/v1/people/669060","R","Right","vs_RHP","vs_RHB","RISP",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Milwaukee Brewers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
