"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","isBaseRunningPlay","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
716624,"2023-09-12",4,"2023-09-12T02:37:13.666Z","2023-09-12T02:37:25.009Z",TRUE,"pitch","9e586115-8aaa-4bb5-9f34-434be4b17246",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,1,2,NA,NA,3.57,1.71,NA,135.27,156.91,"fly_ball","medium","7",70.87,114.36,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Flyout","field_out","Kyle Tucker flies out to left fielder Tony Kemp.",0,4,0,66,"bottom",9,"2023-09-12T02:34:38.454Z","2023-09-12T02:37:25.009Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,663656,"Kyle Tucker","/api/v1/people/663656","L","Left",543507,"Trevor May","/api/v1/people/543507","R","Right","vs_RHP","vs_LHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Oakland Athletics",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",91.1,82.6,1,0.5,0.4149,7.1976,30.8333,-20.3075,-9.3252,6.7409,-0.4793,3.0322,4.6038,-132.4952,-3.0505,-1.0368,50.0055,5.6991,-16.4237,36,6,24,1765,232,93,55,253,NA,NA,NA,TRUE,-21.6,11.6,15.7,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA
716624,"2023-09-12",2,"2023-09-12T02:36:03.817Z","2023-09-12T02:36:08.330Z",TRUE,"pitch","18c40631-afeb-4d79-9be7-5fa066a808e9",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.4382,1.7096,NA,168.16,120.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Flyout","field_out","Kyle Tucker flies out to left fielder Tony Kemp.",0,4,0,66,"bottom",9,"2023-09-12T02:34:38.454Z","2023-09-12T02:37:25.009Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,663656,"Kyle Tucker","/api/v1/people/663656","L","Left",543507,"Trevor May","/api/v1/people/543507","R","Right","vs_RHP","vs_LHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Oakland Athletics",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.5,87.4,11,0.92,0.3913,7.0233,34.6296,-14.918,-3.8282,8.7137,-1.3421,4.3969,1.0545,-140.4945,-0.8163,-1.2272,50.0012,5.6695,-7.5802,26.4,3.6,24,2249,217,NA,NA,NA,NA,NA,NA,FALSE,-13.8,15.7,6.7,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA
716624,"2023-09-12",1,"2023-09-12T02:35:39.466Z","2023-09-12T02:35:43.359Z",TRUE,"pitch","fe7cd815-0336-469f-9227-ce0881d09fbd",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.4663,1.6188,NA,160.95,130.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Flyout","field_out","Kyle Tucker flies out to left fielder Tony Kemp.",0,4,0,66,"bottom",9,"2023-09-12T02:34:38.454Z","2023-09-12T02:37:25.009Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,663656,"Kyle Tucker","/api/v1/people/663656","L","Left",543507,"Trevor May","/api/v1/people/543507","R","Right","vs_RHP","vs_LHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Oakland Athletics",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.8,86.9,11,0.92,0.3938,7.0479,33.8732,-14.3663,-3.9632,9.1084,-1.1531,4.0219,1.9635,-139.533,-1.6215,-1.3542,50.0031,5.566,-7.7488,26.4,3.6,24,2206,221,NA,NA,NA,NA,NA,NA,FALSE,-13.7,16.3,6.7,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA
716624,"2023-09-12",0,"2023-09-12T02:35:07.684Z","2023-09-12T02:35:12.200Z",TRUE,"pitch","8b2f8056-a949-46df-ad4d-255228c550f9",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,2,NA,NA,3.57,1.71,NA,151.63,182.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Flyout","field_out","Kyle Tucker flies out to left fielder Tony Kemp.",0,4,0,66,"bottom",9,"2023-09-12T02:34:38.454Z","2023-09-12T02:37:25.009Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,663656,"Kyle Tucker","/api/v1/people/663656","L","Left",543507,"Trevor May","/api/v1/people/543507","R","Right","vs_RHP","vs_LHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Oakland Athletics",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",89.6,82.3,13,0.82,0.4197,7.3271,27.1049,-29.0269,-9.3359,1.8268,-0.9085,2.0923,4.5017,-130.4274,-3.1039,-1.4427,50.0055,5.484,-16.1075,27.6,8.4,24,1556,237,NA,NA,NA,NA,NA,NA,FALSE,-31.2,2.9,16,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA
716624,"2023-09-12",3,"2023-09-12T02:36:35.365Z","2023-09-12T02:37:13.666Z",FALSE,"action",NA,NA,"On-field Delay.","Game Advisory",4,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,2,1,2,663656,"/api/v1/people/663656",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"game_advisory",NA,NA,NA,NA,NA,NA,"66","atBat","Flyout","field_out","Kyle Tucker flies out to left fielder Tony Kemp.",0,4,0,66,"bottom",9,"2023-09-12T02:34:38.454Z","2023-09-12T02:37:25.009Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,663656,"Kyle Tucker","/api/v1/people/663656","L","Left",543507,"Trevor May","/api/v1/people/543507","R","Right","vs_RHP","vs_LHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Oakland Athletics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA
716624,"2023-09-12",4,"2023-09-12T02:34:19.898Z","2023-09-12T02:34:32.679Z",TRUE,"pitch","5dd27c53-5927-4a94-b19a-f01869bdbc87",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,1,NA,NA,3.08,1.51,NA,109.56,189.5,"fly_ball","medium","7",107.45,121.51,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Flyout","field_out","Alex Bregman flies out to left fielder Tony Kemp.",0,4,0,65,"bottom",9,"2023-09-12T02:32:33.042Z","2023-09-12T02:34:32.679Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,608324,"Alex Bregman","/api/v1/people/608324","R","Right",543507,"Trevor May","/api/v1/people/543507","R","Right","vs_RHP","vs_RHB","RISP",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Oakland Athletics","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",89.6,81.1,8,0.78,0.423,7.4342,30.8541,-25.1568,-9.3114,4.1464,0.1952,1.8252,6.5131,-130.1861,-4.3789,-1.1468,50.005,5.4655,-15.7643,28.8,7.2,24,1644,236,88.1,57,204,NA,NA,NA,TRUE,-28,6.6,15.1,NA,NA,NA,NA,NA,TRUE,FALSE,665161,"Jeremy Peña","/api/v1/people/665161",514888,"Jose Altuve","/api/v1/people/514888"
716624,"2023-09-12",3,"2023-09-12T02:33:56.093Z","2023-09-12T02:34:00.220Z",TRUE,"pitch","86446835-2251-455d-ac32-35bfd74a48b8",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,1,NA,NA,2.9592,1.3903,NA,136.94,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Flyout","field_out","Alex Bregman flies out to left fielder Tony Kemp.",0,4,0,65,"bottom",9,"2023-09-12T02:32:33.042Z","2023-09-12T02:34:32.679Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,608324,"Alex Bregman","/api/v1/people/608324","R","Right",543507,"Trevor May","/api/v1/people/543507","R","Right","vs_RHP","vs_RHB","RISP",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Oakland Athletics","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.4,86.5,11,0.93,0.3933,7.1749,37.4111,-11.7586,-2.297,10.4424,-0.523,4.2512,2.3245,-140.3008,-1.7908,-1.0716,50.0065,5.6818,-4.4926,18,2.4,24,2406,216,NA,NA,NA,NA,NA,NA,FALSE,-11.3,18.6,3.6,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA
716624,"2023-09-12",2,"2023-09-12T02:33:37.491Z","2023-09-12T02:33:41.549Z",TRUE,"pitch","deb8f31d-2c48-4777-b58b-f3a154bd09cb",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,1,NA,NA,3.0157,1.4189,NA,62.24,167.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Flyout","field_out","Alex Bregman flies out to left fielder Tony Kemp.",0,4,0,65,"bottom",9,"2023-09-12T02:32:33.042Z","2023-09-12T02:34:32.679Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,608324,"Alex Bregman","/api/v1/people/608324","R","Right",543507,"Trevor May","/api/v1/people/543507","R","Right","vs_RHP","vs_RHB","RISP",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Oakland Athletics","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.3,87.7,12,0.93,0.3898,6.9653,36.9906,-12.846,-3.7521,9.699,1.4367,2.6371,7.2131,-141.3876,-6.051,-0.6785,50.0026,5.6548,-7.4776,21.6,3.6,24,2449,213,NA,NA,NA,NA,NA,NA,FALSE,-13.1,16.2,5,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA
716624,"2023-09-12",1,"2023-09-12T02:33:15.016Z","2023-09-12T02:33:19.061Z",TRUE,"pitch","551b2751-77fa-4656-be0d-0ffc2a2730a7",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,1,NA,NA,3.0157,1.3903,NA,132,166.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Flyout","field_out","Alex Bregman flies out to left fielder Tony Kemp.",0,4,0,65,"bottom",9,"2023-09-12T02:32:33.042Z","2023-09-12T02:34:32.679Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,608324,"Alex Bregman","/api/v1/people/608324","R","Right",543507,"Trevor May","/api/v1/people/543507","R","Right","vs_RHP","vs_RHB","RISP",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Oakland Athletics","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",84.1,76.3,1,0.93,0.4499,6.8989,27.4749,-31.3895,7.6142,0.526,-0.3935,2.6666,-0.0035,-122.422,-0.3926,-1.3789,50.0046,5.5502,11.3881,20.4,9.6,24,2701,68,NA,NA,NA,NA,NA,NA,FALSE,-37.9,1.1,-13.7,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA
716624,"2023-09-12",0,"2023-09-12T02:32:55.482Z","2023-09-12T02:32:59.807Z",TRUE,"pitch","eae4b88c-054c-4b21-83b3-6af2dd0829c9",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.0157,1.476,NA,108.52,164.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Flyout","field_out","Alex Bregman flies out to left fielder Tony Kemp.",0,4,0,65,"bottom",9,"2023-09-12T02:32:33.042Z","2023-09-12T02:34:32.679Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,608324,"Alex Bregman","/api/v1/people/608324","R","Right",543507,"Trevor May","/api/v1/people/543507","R","Right","vs_RHP","vs_RHB","RISP",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Oakland Athletics","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.7,86.9,2,0.93,0.3926,7.0144,37.1097,-9.2347,-1.9211,11.6827,0.2224,2.7599,3.8295,-140.4908,-6.293,-0.9199,50.0028,5.6552,-3.7726,14.4,2.4,24,2504,206,NA,NA,NA,NA,NA,NA,FALSE,-10,19.8,2.5,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA
