"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","replacedPlayer.id","replacedPlayer.link","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link"
716900,"2023-08-22",2,"2023-08-23T01:38:51.490Z","2023-08-23T01:39:00.134Z",TRUE,"pitch","353a8e45-4f0b-4d5d-ba1e-c0e10ce3c6c3",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,0,2,NA,NA,3.27,1.52,NA,130.28,191.58,"ground_ball","hard","5",109.03,167.23,NA,NA,TRUE,NA,NA,NA,NA,NA,"68","atBat","Groundout","field_out","Oswald Peraza grounds out sharply, third baseman Ildemaro Vargas to first baseman Dominic Smith.",0,2,1,68,"bottom",9,"2023-08-23T01:38:28.454Z","2023-08-23T01:39:00.134Z",TRUE,FALSE,FALSE,TRUE,0,1,0,3,672724,"Oswald Peraza","/api/v1/people/672724","R","Right",640448,"Kyle Finnegan","/api/v1/people/640448","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees","Washington Nationals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.5,87.8,7,0.84,0.3935,6.7924,29.368,-13.8903,-5.504,9.3025,-0.3483,1.7481,5.2022,-138.8876,-7.6979,-1.5251,50.0019,5.4679,-10.8168,32.4,3.6,24,1893,217,107.1,-12,10,NA,NA,NA,TRUE,-14.4,15.5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA
716900,"2023-08-22",1,"2023-08-23T01:38:30.865Z","2023-08-23T01:38:35.536Z",TRUE,"pitch","f4acc0c8-6da6-4a6c-ab18-b7f6800b3ad1",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.2697,1.5236,NA,143.63,206.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Groundout","field_out","Oswald Peraza grounds out sharply, third baseman Ildemaro Vargas to first baseman Dominic Smith.",0,2,1,68,"bottom",9,"2023-08-23T01:38:28.454Z","2023-08-23T01:39:00.134Z",TRUE,FALSE,FALSE,TRUE,0,1,0,3,672724,"Oswald Peraza","/api/v1/people/672724","R","Right",640448,"Kyle Finnegan","/api/v1/people/640448","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees","Washington Nationals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.2,88.2,13,0.87,0.3913,6.9315,30.9713,-12.8374,-5.5821,9.739,-0.6987,1.2122,4.106,-139.8649,-9.3589,-1.4591,50.0003,5.4393,-11.0793,34.8,3.6,24,1974,213,NA,NA,NA,NA,NA,NA,FALSE,-13.7,16,9.2,1,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA
716900,"2023-08-22",0,"2023-08-23T01:38:08.185Z","2023-08-23T01:38:16.503Z",FALSE,"pickoff","95294816-8e7d-49fc-8e3f-e2abc7a7b57f",NA,"Pickoff Attempt 1B",NA,NA,NA,NA,FALSE,"1",NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Groundout","field_out","Oswald Peraza grounds out sharply, third baseman Ildemaro Vargas to first baseman Dominic Smith.",0,2,1,68,"bottom",9,"2023-08-23T01:38:28.454Z","2023-08-23T01:39:00.134Z",TRUE,FALSE,FALSE,TRUE,0,1,0,3,672724,"Oswald Peraza","/api/v1/people/672724","R","Right",640448,"Kyle Finnegan","/api/v1/people/640448","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees","Washington Nationals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA
716900,"2023-08-22",0,"2023-08-23T01:37:29.507Z","2023-08-23T01:37:37.756Z",TRUE,"pitch","df1a74e4-249b-442f-a300-01d7b6752346",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,1,NA,NA,3.319,1.513,NA,109.49,177.1,"line_drive","medium","8",104.51,65.02,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Lineout","field_out","Everson Pereira lines out to center fielder Lane Thomas.",0,2,1,67,"bottom",9,"2023-08-23T01:37:01.269Z","2023-08-23T01:37:37.756Z",TRUE,FALSE,FALSE,TRUE,0,0,0,2,677592,"Everson Pereira","/api/v1/people/677592","R","Right",640448,"Kyle Finnegan","/api/v1/people/640448","R","Right","vs_RHP","vs_RHB","Men_On",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees","Washington Nationals","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.7,81.8,5,0.85,0.4232,6.7877,25.2776,-20.674,-0.7302,6.7694,0.1969,2.2845,5.8793,-129.1037,-4.34,-2.0088,50.0022,5.5656,-1.2407,0,4.8,24,2023,201,99.9,19,338,NA,NA,NA,TRUE,-23,11.5,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,664056,"Harrison Bader","/api/v1/people/664056"
716900,"2023-08-22",3,"2023-08-23T01:36:56.824Z","2023-08-23T01:37:01.082Z",TRUE,"pitch","56e98543-13b0-4582-a73a-6df7a66224a6",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,0,1,NA,NA,3.1262,1.4454,NA,154.42,135.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Walk","walk","Harrison Bader walks.",0,2,1,66,"bottom",9,"2023-08-23T01:35:35.087Z","2023-08-23T01:37:01.082Z",TRUE,FALSE,FALSE,FALSE,0,4,0,1,664056,"Harrison Bader","/api/v1/people/664056","R","Right",640448,"Kyle Finnegan","/api/v1/people/640448","R","Right","vs_RHP","vs_RHB","Men_On",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees","Washington Nationals","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.7,88.1,11,0.9,0.3894,6.7507,33.0979,-13.8514,-6.1878,9.152,-0.9818,3.8276,3.5778,-140.8481,-2.7242,-1.4671,50.0008,5.7074,-12.3846,38.4,3.6,24,1916,213,NA,NA,NA,NA,NA,NA,FALSE,-13.1,16.2,10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,664056,"Harrison Bader","/api/v1/people/664056"
716900,"2023-08-22",2,"2023-08-23T01:36:34.690Z","2023-08-23T01:36:39.370Z",TRUE,"pitch","2b92f67b-6aad-4368-9d12-2e70bdcf081f",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,0,1,NA,NA,3.1786,1.4715,NA,165.12,137.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Walk","walk","Harrison Bader walks.",0,2,1,66,"bottom",9,"2023-08-23T01:35:35.087Z","2023-08-23T01:37:01.082Z",TRUE,FALSE,FALSE,FALSE,0,4,0,1,664056,"Harrison Bader","/api/v1/people/664056","R","Right",640448,"Kyle Finnegan","/api/v1/people/640448","R","Right","vs_RHP","vs_RHB","Men_On",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees","Washington Nationals","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.5,88.1,11,0.9,0.3899,6.551,31.876,-16.2538,-7.2083,7.9677,-1.2625,3.752,3.8143,-140.477,-2.4187,-1.7015,50.0035,5.681,-14.4044,38.4,4.8,24,1798,218,NA,NA,NA,NA,NA,NA,FALSE,-15.2,14.2,12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA
716900,"2023-08-22",1,"2023-08-23T01:36:15.130Z","2023-08-23T01:36:20.684Z",TRUE,"pitch","af30c827-b0c0-4ef1-925e-b66e4eddec91",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,1,NA,NA,3.2306,1.4713,NA,124.03,197.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Walk","walk","Harrison Bader walks.",0,2,1,66,"bottom",9,"2023-08-23T01:35:35.087Z","2023-08-23T01:37:01.082Z",TRUE,FALSE,FALSE,FALSE,0,4,0,1,664056,"Harrison Bader","/api/v1/people/664056","R","Right",640448,"Kyle Finnegan","/api/v1/people/640448","R","Right","vs_RHP","vs_RHB","Men_On",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees","Washington Nationals","false",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",88.5,81.5,8,0.9,0.4254,6.8187,26.0892,-29.3676,-8.1058,1.6706,-0.1844,1.5187,6.8651,-128.6496,-4.3843,-1.8312,50.0038,5.5151,-13.6209,21.6,8.4,24,1182,229,NA,NA,NA,NA,NA,NA,FALSE,-32.6,2.3,13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA
716900,"2023-08-22",0,"2023-08-23T01:35:58.648Z","2023-08-23T01:36:02.611Z",TRUE,"pitch","bac9d180-47d3-4873-a26b-9522e80a3437",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.0097,1.4193,NA,101.73,141.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Walk","walk","Harrison Bader walks.",0,2,1,66,"bottom",9,"2023-08-23T01:35:35.087Z","2023-08-23T01:37:01.082Z",TRUE,FALSE,FALSE,FALSE,0,4,0,1,664056,"Harrison Bader","/api/v1/people/664056","R","Right",640448,"Kyle Finnegan","/api/v1/people/640448","R","Right","vs_RHP","vs_RHB","Men_On",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees","Washington Nationals","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.5,88.5,12,0.91,0.3872,6.716,33.9245,-12.8677,-7.6708,9.5377,0.4005,3.6202,7.9,-141.7297,-3.4412,-1.4332,50.0012,5.6779,-15.5254,44.4,3.6,24,1907,213,NA,NA,NA,NA,NA,NA,FALSE,-12.2,16.7,12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA
716900,"2023-08-22",6,"2023-08-23T01:35:23.594Z","2023-08-23T01:35:30.698Z",TRUE,"pitch","f05a74ab-14ac-4492-842c-8a59cc26e13b",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,0,NA,NA,3.2,1.56,NA,169.32,176.24,"ground_ball","medium","5",108.42,165.41,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Groundout","field_out","Anthony Volpe grounds out, third baseman Ildemaro Vargas to first baseman Dominic Smith.",0,2,1,65,"bottom",9,"2023-08-23T01:34:06.770Z","2023-08-23T01:35:30.698Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,683011,"Anthony Volpe","/api/v1/people/683011","R","Right",640448,"Kyle Finnegan","/api/v1/people/640448","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees","Washington Nationals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97,88.8,13,0.9,0.388,6.7177,32.1096,-15.2637,-6.9071,8.3824,-1.3726,2.3164,2.7398,-141.1479,-6.4145,-1.4583,50.0062,5.6014,-13.9401,38.4,4.8,24,1923,218,72.5,-4,22,NA,NA,NA,TRUE,-15,14,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA
716900,"2023-08-22",5,"2023-08-23T01:35:01.241Z","2023-08-23T01:35:05.429Z",TRUE,"pitch","a099d298-3abd-43bd-9b37-f7cb0a6ddd75",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,0,NA,NA,3.2,1.56,NA,107.57,210.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Groundout","field_out","Anthony Volpe grounds out, third baseman Ildemaro Vargas to first baseman Dominic Smith.",0,2,1,65,"bottom",9,"2023-08-23T01:34:06.770Z","2023-08-23T01:35:30.698Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,683011,"Anthony Volpe","/api/v1/people/683011","R","Right",640448,"Kyle Finnegan","/api/v1/people/640448","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees","Washington Nationals",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",90,82.9,14,0.9,0.4184,6.8234,26.784,-29.4475,-5.8804,1.5691,0.2475,1.0653,7.5385,-130.767,-5.5924,-1.9046,50.0019,5.4323,-10.2149,15.6,7.2,24,1135,236,NA,NA,NA,NA,NA,NA,FALSE,-31.9,1.8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA
