"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isBaseRunningPlay","isSubstitution","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
717856,"2023-06-07",5,"2023-06-08T01:11:02.865Z","2023-06-08T01:11:09.784Z",TRUE,"pitch","61501973-fa1f-4b82-b642-5a3583732c97",6,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",3,3,2,NA,NA,3.49,1.69,NA,87.96,191.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Strikeout","strikeout","Kyle Tucker strikes out swinging.",0,2,3,63,"top",9,"2023-06-08T01:09:03.369Z","2023-06-08T01:11:09.784Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,663656,"Kyle Tucker","/api/v1/people/663656","L","Left",605447,"Jordan Romano","/api/v1/people/605447","R","Right","vs_RHP","vs_LHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Toronto Blue Jays","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.7,89.3,9,0.88,0.3863,7.5147,32.6407,-12.0171,-2.3896,9.903,0.762,1.7576,9.2365,-141.8219,-8.8499,-2.2277,50.0065,5.6866,-4.8667,10.8,2.4,24,2371,204,NA,NA,NA,NA,NA,NA,TRUE,-12.6,16.2,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717856,"2023-06-07",4,"2023-06-08T01:10:39.512Z","2023-06-08T01:10:44.576Z",TRUE,"pitch","5584754c-3eb7-45f1-aa13-a3e82cd400ce",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,2,NA,NA,3.7062,1.7399,NA,58.57,215.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Strikeout","strikeout","Kyle Tucker strikes out swinging.",0,2,3,63,"top",9,"2023-06-08T01:09:03.369Z","2023-06-08T01:11:09.784Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,663656,"Kyle Tucker","/api/v1/people/663656","L","Left",605447,"Jordan Romano","/api/v1/people/605447","R","Right","vs_RHP","vs_LHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Toronto Blue Jays","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89.3,82.4,14,0.89,0.4226,7.4762,27.6026,-33.5609,1.0724,-0.8176,1.533,0.8476,9.3088,-129.7076,-6.1646,-2.2444,50.0025,5.8201,1.8214,6,8.4,24,2253,69,NA,NA,NA,NA,NA,NA,FALSE,-37.2,-2.8,-4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717856,"2023-06-07",3,"2023-06-08T01:10:11.779Z","2023-06-08T01:10:15.394Z",TRUE,"pitch","4117d158-72c1-4219-8a39-3410382e951c",4,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",2,2,2,NA,NA,3.6941,1.752,NA,93.71,244.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Strikeout","strikeout","Kyle Tucker strikes out swinging.",0,2,3,63,"top",9,"2023-06-08T01:09:03.369Z","2023-06-08T01:11:09.784Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,663656,"Kyle Tucker","/api/v1/people/663656","L","Left",605447,"Jordan Romano","/api/v1/people/605447","R","Right","vs_RHP","vs_LHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Toronto Blue Jays","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.2,81,14,0.9,0.4317,7.6271,25.4412,-32.5392,2.5593,-0.2221,0.611,-0.1943,6.0903,-126.7754,-8.5198,-2.1533,50.0061,5.8006,4.173,8.4,8.4,24,2264,67,NA,NA,NA,NA,NA,NA,FALSE,-38,-2.2,-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717856,"2023-06-07",2,"2023-06-08T01:09:49.754Z","2023-06-08T01:09:53.717Z",TRUE,"pitch","2ac0aedf-c34b-496f-8b36-2a58a1e84668",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,2,NA,NA,3.49,1.69,NA,156.95,156.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Strikeout","strikeout","Kyle Tucker strikes out swinging.",0,2,3,63,"top",9,"2023-06-08T01:09:03.369Z","2023-06-08T01:11:09.784Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,663656,"Kyle Tucker","/api/v1/people/663656","L","Left",605447,"Jordan Romano","/api/v1/people/605447","R","Right","vs_RHP","vs_LHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Toronto Blue Jays","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.6,88.9,11,0.88,0.3863,8.0204,33.7292,-12.2005,-4.9425,9.8202,-1.0481,3.0493,5.6885,-142.0021,-5.535,-2.439,50.0024,5.8058,-10.0533,32.4,3.6,24,2398,206,NA,NA,NA,NA,NA,NA,FALSE,-12,16.8,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717856,"2023-06-07",1,"2023-06-08T01:09:26.565Z","2023-06-08T01:09:29.807Z",TRUE,"pitch","d578a90e-ca41-485b-8394-132830cd7d0a",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,2,NA,NA,3.49,1.69,NA,139.04,159.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Strikeout","strikeout","Kyle Tucker strikes out swinging.",0,2,3,63,"top",9,"2023-06-08T01:09:03.369Z","2023-06-08T01:11:09.784Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,663656,"Kyle Tucker","/api/v1/people/663656","L","Left",605447,"Jordan Romano","/api/v1/people/605447","R","Right","vs_RHP","vs_LHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Toronto Blue Jays","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.6,87.9,1,0.88,0.3908,7.6916,33.1872,-11.2495,-2.5173,10.5279,-0.5782,2.9511,5.9621,-140.4197,-5.6949,-2.4064,50.0043,5.7444,-5.0046,15.6,2.4,24,2318,203,NA,NA,NA,NA,NA,NA,FALSE,-11.5,18,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717856,"2023-06-07",0,"2023-06-08T01:09:06.341Z","2023-06-08T01:09:09.660Z",TRUE,"pitch","4fb43263-dea3-4ddf-9db5-802c4d1025fe",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.6941,1.6557,NA,148.45,108.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Strikeout","strikeout","Kyle Tucker strikes out swinging.",0,2,3,63,"top",9,"2023-06-08T01:09:03.369Z","2023-06-08T01:11:09.784Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,663656,"Kyle Tucker","/api/v1/people/663656","L","Left",605447,"Jordan Romano","/api/v1/people/605447","R","Right","vs_RHP","vs_LHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Toronto Blue Jays","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.9,88.4,11,0.87,0.3884,7.541,32.2243,-13.1345,-1.0517,9.4562,-0.825,4.8371,4.9939,-141.0305,-0.7869,-2.4823,50.0009,5.9673,-2.1177,4.8,2.4,24,2384,195,NA,NA,NA,NA,NA,NA,FALSE,-12,17.2,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717856,"2023-06-07",2,"2023-06-08T01:08:25.059Z","2023-06-08T01:08:37.123Z",TRUE,"pitch","796ed82f-8398-4b87-b75c-ca5785d07dad",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,0,1,NA,NA,3.41,1.71,NA,105.72,176.02,"line_drive","medium","8",126.35,84.84,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Lineout","field_out","Yordan Alvarez lines out to center fielder Kevin Kiermaier.",0,2,3,62,"top",9,"2023-06-08T01:07:38.015Z","2023-06-08T01:08:37.123Z",TRUE,FALSE,FALSE,TRUE,0,2,0,2,670541,"Yordan Alvarez","/api/v1/people/670541","L","Left",605447,"Jordan Romano","/api/v1/people/605447","R","Right","vs_RHP","vs_LHB","RISP",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Toronto Blue Jays","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.3,87.6,6,0.87,0.3948,7.5037,29.3268,-11.5902,-2.5088,10.5418,0.296,2.3246,8.8431,-138.4597,-6.7454,-2.6055,50.0012,5.5588,-4.8996,13.2,2.4,24,2228,203,92.3,17,286,NA,NA,NA,TRUE,-12.1,17.9,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,643289,"Mauricio Dubón","/api/v1/people/643289",NA,NA,NA,NA,NA,NA,NA
717856,"2023-06-07",1,"2023-06-08T01:08:02.580Z","2023-06-08T01:08:06.249Z",TRUE,"pitch","c1073aff-71aa-4373-a798-56a76e053581",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,1,NA,NA,3.5734,1.8242,NA,142.83,211.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Lineout","field_out","Yordan Alvarez lines out to center fielder Kevin Kiermaier.",0,2,3,62,"top",9,"2023-06-08T01:07:38.015Z","2023-06-08T01:08:37.123Z",TRUE,FALSE,FALSE,TRUE,0,2,0,2,670541,"Yordan Alvarez","/api/v1/people/670541","L","Left",605447,"Jordan Romano","/api/v1/people/605447","R","Right","vs_RHP","vs_LHB","RISP",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Toronto Blue Jays","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.8,80.4,13,0.9,0.433,7.3901,25.3432,-34.7726,1.703,-1.6083,-0.6775,0.9998,4.7429,-126.4048,-4.769,-2.7979,50.0001,5.6972,2.7588,6,8.4,24,2214,92,NA,NA,NA,NA,NA,NA,FALSE,-40,-3.7,-4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717856,"2023-06-07",0,"2023-06-08T01:07:44.269Z","2023-06-08T01:07:47.532Z",TRUE,"pitch","b94f0dbc-88a9-4da9-9ead-ee4baa459df5",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.6217,1.6557,NA,142.39,125.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Lineout","field_out","Yordan Alvarez lines out to center fielder Kevin Kiermaier.",0,2,3,62,"top",9,"2023-06-08T01:07:38.015Z","2023-06-08T01:08:37.123Z",TRUE,FALSE,FALSE,TRUE,0,2,0,2,670541,"Yordan Alvarez","/api/v1/people/670541","L","Left",605447,"Jordan Romano","/api/v1/people/605447","R","Right","vs_RHP","vs_LHB","RISP",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Toronto Blue Jays","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.8,89.1,11,0.88,0.3853,7.4495,33.2182,-13.9681,-4.1089,8.8996,-0.666,4.189,7.3208,-142.2554,-2.0021,-2.7412,50.0018,5.7894,-8.4055,25.2,3.6,24,2306,211,NA,NA,NA,NA,NA,NA,FALSE,-12.8,15.8,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717856,"2023-06-07",1,"2023-06-08T01:07:07.176Z","2023-06-08T01:07:14.253Z",TRUE,"pitch","81f1736c-b2d5-49ef-b693-6eee7fc36ff9",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,0,0,NA,NA,2.82,1.27,NA,143.95,178.25,"ground_ball","medium","5",108.42,166.62,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Groundout","field_out","Jose Altuve grounds out, third baseman Matt Chapman to first baseman Vladimir Guerrero Jr.",0,2,3,61,"top",9,"2023-06-08T01:06:30.949Z","2023-06-08T01:07:14.253Z",TRUE,FALSE,FALSE,TRUE,0,1,0,1,514888,"Jose Altuve","/api/v1/people/514888","R","Right",605447,"Jordan Romano","/api/v1/people/605447","R","Right","vs_RHP","vs_RHB","RISP",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Toronto Blue Jays","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83.9,77.2,4,0.91,0.4485,7.2613,24.601,-35.6375,1.4294,-2.2961,-0.707,2.2418,4.3659,-122.2215,-1.272,-2.7038,50.0021,5.8357,2.1567,4.8,9.6,24,2136,77,87.9,-6,23,NA,NA,NA,TRUE,-43.1,-4.2,-3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,643289,"Mauricio Dubón","/api/v1/people/643289",NA,NA,NA,NA,NA,NA,NA
