"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","details.disengagementNum","isBaseRunningPlay","reviewDetails.isOverturned.x","reviewDetails.inProgress.x","reviewDetails.reviewType.x","reviewDetails.challengeTeamId","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned.y","reviewDetails.inProgress.y","reviewDetails.reviewType.y"
745103,"2024-05-05",4,"2024-05-05T20:11:09.494Z","2024-05-05T20:11:12.752Z",TRUE,"pitch","aa8c5d02-8356-4524-b623-9c465cd7cc85",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,1,NA,NA,3.3117,1.5582,NA,111.12,217.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Flyout","field_out","Tomás Nido flies out to right fielder Jonny DeLuca. Harrison Bader to 3rd.",0,5,4,69,"top",8,"2024-05-05T20:10:13.028Z","2024-05-05T20:12:14.770Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,621512,"Tomás Nido","/api/v1/people/621512","R","Right",542888,"Shawn Armstrong","/api/v1/people/542888","R","Right","vs_RHP","vs_RHB","RISP",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Tampa Bay Rays",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",88.8,82.1,14,0.89,0.423,6.6511,25.7445,-24.0548,2.9652,4.78,0.1543,0.7926,3.1378,-129.2419,-7.2261,-1.4588,50.0054,5.4596,5.0406,12,6,24,2569,162,NA,NA,NA,NA,NA,NA,FALSE,-27.2,7.3,-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745103,"2024-05-05",3,"2024-05-05T20:10:50.725Z","2024-05-05T20:10:53.870Z",TRUE,"pitch","a1f93a31-917f-459e-8c73-4742820dc626",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,1,NA,NA,3.3298,1.5491,NA,55.88,184.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Flyout","field_out","Tomás Nido flies out to right fielder Jonny DeLuca. Harrison Bader to 3rd.",0,5,4,69,"top",8,"2024-05-05T20:10:13.028Z","2024-05-05T20:12:14.770Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,621512,"Tomás Nido","/api/v1/people/621512","R","Right",542888,"Shawn Armstrong","/api/v1/people/542888","R","Right","vs_RHP","vs_RHB","RISP",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Tampa Bay Rays",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",88.8,81.9,14,0.89,0.4233,6.5975,26.3043,-23.916,3.3519,4.8687,1.6035,2.0157,6.113,-129.2558,-4.6503,-1.2253,50.0026,5.6687,5.6858,15.6,6,24,2506,173,NA,NA,NA,NA,NA,NA,FALSE,-26.6,8,-7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745103,"2024-05-05",2,"2024-05-05T20:10:32.676Z","2024-05-05T20:10:35.839Z",TRUE,"pitch","7f47fec4-1ea2-430a-8705-ca7fe1ac41dd",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,1,NA,NA,3.0667,1.5037,NA,107.54,174.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Flyout","field_out","Tomás Nido flies out to right fielder Jonny DeLuca. Harrison Bader to 3rd.",0,5,4,69,"top",8,"2024-05-05T20:10:13.028Z","2024-05-05T20:12:14.770Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,621512,"Tomás Nido","/api/v1/people/621512","R","Right",542888,"Shawn Armstrong","/api/v1/people/542888","R","Right","vs_RHP","vs_RHB","RISP",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Tampa Bay Rays",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.6,85,5,0.9,0.404,6.7419,31.78,-19.2978,-11.2787,6.9296,0.2481,2.3779,8.1791,-135.9621,-4.844,-1.3444,50.0068,5.5352,-20.9714,43.2,6,24,2281,215,NA,NA,NA,NA,NA,NA,FALSE,-19.9,11.6,18.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745103,"2024-05-05",1,"2024-05-05T20:10:15.282Z","2024-05-05T20:10:18.501Z",TRUE,"pitch","951b7a20-3a31-41fe-bda5-63869bf80f64",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.1393,1.5309,NA,60.32,180.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Flyout","field_out","Tomás Nido flies out to right fielder Jonny DeLuca. Harrison Bader to 3rd.",0,5,4,69,"top",8,"2024-05-05T20:10:13.028Z","2024-05-05T20:12:14.770Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,621512,"Tomás Nido","/api/v1/people/621512","R","Right",542888,"Shawn Armstrong","/api/v1/people/542888","R","Right","vs_RHP","vs_RHB","RISP",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Tampa Bay Rays",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",89,82.1,14,0.9,0.4221,6.7413,26.0386,-23.1074,3.0166,5.308,1.4869,2.1423,6.0111,-129.5764,-4.5418,-1.2509,50.0006,5.6743,5.1489,14.4,6,24,2459,170,NA,NA,NA,NA,NA,NA,FALSE,-25.6,8.9,-6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745103,"2024-05-05",0,"2024-05-05T20:09:23.274Z","2024-05-05T20:10:15.282Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",5,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"69","atBat","Flyout","field_out","Tomás Nido flies out to right fielder Jonny DeLuca. Harrison Bader to 3rd.",0,5,4,69,"top",8,"2024-05-05T20:10:13.028Z","2024-05-05T20:12:14.770Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,621512,"Tomás Nido","/api/v1/people/621512","R","Right",542888,"Shawn Armstrong","/api/v1/people/542888","R","Right","vs_RHP","vs_RHB","RISP",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Tampa Bay Rays",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745103,"2024-05-05",6,"2024-05-05T20:08:55.137Z","2024-05-05T20:08:58.573Z",TRUE,"pitch","a72f1bf3-3d74-4c4f-8bb4-28f30110f1ff",6,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,2,1,NA,NA,3.6191,1.6728,NA,48.82,214.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Walk","walk","Brett Baty walks. Harrison Bader to 2nd.",0,5,4,68,"top",8,"2024-05-05T20:06:30.535Z","2024-05-05T20:08:58.573Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,683146,"Brett Baty","/api/v1/people/683146","L","Left",542888,"Shawn Armstrong","/api/v1/people/542888","R","Right","vs_RHP","vs_LHB","RISP",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Tampa Bay Rays",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94,86.1,14,0.92,0.402,6.7846,29.3435,-18.8413,-9.5865,7.0834,1.7888,0.891,11.4982,-136.1616,-8.3949,-1.2392,50.0006,5.3131,-18.0354,37.2,6,24,2139,215,NA,NA,NA,NA,NA,NA,FALSE,-20,11.2,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,683146,"Brett Baty","/api/v1/people/683146",664056,"Harrison Bader","/api/v1/people/664056",NA,NA,NA,NA,NA,NA
745103,"2024-05-05",4,"2024-05-05T20:08:17.809Z","2024-05-05T20:08:21.104Z",TRUE,"pitch","9ce48b4f-a9d7-49e8-966a-cfad98271aa6",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,1,NA,NA,3.51,1.6,NA,114.11,171.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Walk","walk","Brett Baty walks. Harrison Bader to 2nd.",0,5,4,68,"top",8,"2024-05-05T20:06:30.535Z","2024-05-05T20:08:58.573Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,683146,"Brett Baty","/api/v1/people/683146","L","Left",542888,"Shawn Armstrong","/api/v1/people/542888","R","Right","vs_RHP","vs_LHB","RISP",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Tampa Bay Rays",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.8,84.3,5,0.91,0.4071,6.6675,31.0446,-12.8698,-4.2427,10.5467,0.0759,2.4764,5.6078,-134.8673,-5.5658,-1.4853,50.0049,5.4848,-7.7679,25.2,3.6,24,2355,214,NA,NA,NA,NA,NA,NA,FALSE,-14,18,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745103,"2024-05-05",3,"2024-05-05T20:07:56.703Z","2024-05-05T20:07:59.970Z",TRUE,"pitch","de300886-6065-47f2-8877-bd3ec01aff8c",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,1,1,NA,NA,3.5009,1.6273,NA,114.96,171.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Walk","walk","Brett Baty walks. Harrison Bader to 2nd.",0,5,4,68,"top",8,"2024-05-05T20:06:30.535Z","2024-05-05T20:08:58.573Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,683146,"Brett Baty","/api/v1/people/683146","L","Left",542888,"Shawn Armstrong","/api/v1/people/542888","R","Right","vs_RHP","vs_LHB","RISP",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Tampa Bay Rays",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.8,84.6,5,0.91,0.4062,6.753,30.0748,-13.2176,-4.3003,10.3022,0.0536,2.5006,5.7916,-134.9584,-5.2044,-1.564,50.0029,5.3892,-7.9131,25.2,3.6,24,2317,215,NA,NA,NA,NA,NA,NA,FALSE,-14.2,17.6,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745103,"2024-05-05",2,"2024-05-05T20:07:36.167Z","2024-05-05T20:07:39.252Z",TRUE,"pitch","cab447ee-2383-44bc-96c2-4010742a5d4f",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,0,1,NA,NA,3.5736,1.6728,NA,204.83,155.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Walk","walk","Brett Baty walks. Harrison Bader to 2nd.",0,5,4,68,"top",8,"2024-05-05T20:06:30.535Z","2024-05-05T20:08:58.573Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,683146,"Brett Baty","/api/v1/people/683146","L","Left",542888,"Shawn Armstrong","/api/v1/people/542888","R","Right","vs_RHP","vs_LHB","RISP",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Tampa Bay Rays",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",92.3,84.1,11,0.93,0.4086,6.5993,30.5386,-19.6658,-9.8866,6.8815,-2.3041,3.0823,1.4928,-134.3326,-2.73,-1.5849,50.0033,5.5183,-17.9733,40.8,6,24,2172,215,NA,NA,NA,NA,NA,NA,FALSE,-20.2,12,17.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745103,"2024-05-05",1,"2024-05-05T20:07:12.810Z","2024-05-05T20:07:17.766Z",TRUE,"pitch","da4c9d9d-98e8-40c8-b6bd-f0abe5150c24",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,1,NA,NA,3.5554,1.6091,NA,93.34,204.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Walk","walk","Brett Baty walks. Harrison Bader to 2nd.",0,5,4,68,"top",8,"2024-05-05T20:06:30.535Z","2024-05-05T20:08:58.573Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,683146,"Brett Baty","/api/v1/people/683146","L","Left",542888,"Shawn Armstrong","/api/v1/people/542888","R","Right","vs_RHP","vs_LHB","RISP",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Tampa Bay Rays",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",88.8,82.4,14,0.89,0.4223,6.5135,24.7616,-23.4586,2.2206,5.104,0.6208,1.2674,4.2649,-129.2871,-6.6192,-1.3331,50.0036,5.6391,3.7911,10.8,6,24,2488,168,NA,NA,NA,NA,NA,NA,FALSE,-26.3,8.2,-4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745103,"2024-05-05",0,"2024-05-05T20:06:52.607Z","2024-05-05T20:06:55.882Z",TRUE,"pitch","de2df6bb-823d-4eb9-917b-1a85fbff2d71",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.6373,1.6819,NA,98.62,198.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Walk","walk","Brett Baty walks. Harrison Bader to 2nd.",0,5,4,68,"top",8,"2024-05-05T20:06:30.535Z","2024-05-05T20:08:58.573Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,683146,"Brett Baty","/api/v1/people/683146","L","Left",542888,"Shawn Armstrong","/api/v1/people/542888","R","Right","vs_RHP","vs_LHB","RISP",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Tampa Bay Rays",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",89.3,82.4,14,0.9,0.4207,6.5109,26.4619,-23.8921,2.3631,4.8209,0.4821,1.4941,4.0433,-130.0454,-5.9766,-1.398,50.0047,5.6267,4.0597,10.8,6,24,2403,180,NA,NA,NA,NA,NA,NA,FALSE,-26.5,7.7,-5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745103,"2024-05-05",5,"2024-05-05T20:08:35.600Z","2024-05-05T20:08:55.137Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",5,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,3,2,1,683146,"/api/v1/people/683146",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"68","atBat","Walk","walk","Brett Baty walks. Harrison Bader to 2nd.",0,5,4,68,"top",8,"2024-05-05T20:06:30.535Z","2024-05-05T20:08:58.573Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,683146,"Brett Baty","/api/v1/people/683146","L","Left",542888,"Shawn Armstrong","/api/v1/people/542888","R","Right","vs_RHP","vs_LHB","RISP",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Tampa Bay Rays",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745103,"2024-05-05",0,"2024-05-05T20:06:10.847Z","2024-05-05T20:06:25.963Z",TRUE,"pitch","e87afd6c-2867-487d-9c89-20b471e9afdd",1,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",0,0,1,NA,NA,3.14,1.52,NA,127.48,178.54,"fly_ball","medium","8",146.99,93.66,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Single","single","Harrison Bader singles on a fly ball to center fielder Jose Siri.",0,5,4,67,"top",8,"2024-05-05T20:05:52.480Z","2024-05-05T20:06:25.963Z",TRUE,FALSE,FALSE,FALSE,33,0,0,1,664056,"Harrison Bader","/api/v1/people/664056","R","Right",542888,"Shawn Armstrong","/api/v1/people/542888","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Tampa Bay Rays","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94,85.4,5,0.91,0.402,6.7763,31.9477,-17.5278,-9.9628,7.8007,-0.275,2.231,6.3325,-136.6023,-5.5627,-1.3367,50.0015,5.511,-18.7027,42,6,24,2151,214,74,31,249,NA,NA,NA,FALSE,-18.1,13.1,16.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,664056,"Harrison Bader","/api/v1/people/664056",NA,NA,NA,NA,NA,NA,NA,NA,NA
745103,"2024-05-05",2,"2024-05-05T20:05:37.112Z","2024-05-05T20:05:46.254Z",TRUE,"pitch","2fc16950-204f-4284-8107-f734a15a60ce",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,0,0,NA,NA,3.45,1.68,NA,112.85,178.3,"fly_ball","medium","7",62.17,102.84,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Flyout","field_out","Jeff McNeil flies out to left fielder Randy Arozarena.",0,5,4,66,"top",8,"2024-05-05T20:05:16.747Z","2024-05-05T20:05:46.254Z",TRUE,FALSE,FALSE,TRUE,0,1,0,1,643446,"Jeff McNeil","/api/v1/people/643446","L","Left",542888,"Shawn Armstrong","/api/v1/people/542888","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Tampa Bay Rays",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.9,85.4,5,0.88,0.4025,6.6293,31.4411,-16.0091,-9.7197,8.6267,0.1087,2.2401,7.3995,-136.3709,-5.893,-1.3841,50.002,5.5429,-18.2111,43.2,4.8,24,2153,213,89,43,287,NA,NA,NA,TRUE,-16.8,14.5,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745103,"2024-05-05",1,"2024-05-05T20:05:19.003Z","2024-05-05T20:05:22.647Z",TRUE,"pitch","a50c29fe-0fc4-48f0-8858-13e847f7fc71",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,3.4953,1.7344,NA,118.23,195.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Flyout","field_out","Jeff McNeil flies out to left fielder Randy Arozarena.",0,5,4,66,"top",8,"2024-05-05T20:05:16.747Z","2024-05-05T20:05:46.254Z",TRUE,FALSE,FALSE,TRUE,0,1,0,1,643446,"Jeff McNeil","/api/v1/people/643446","L","Left",542888,"Shawn Armstrong","/api/v1/people/542888","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Tampa Bay Rays",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",89.2,82.2,13,0.9,0.4213,6.5836,26.5203,-23.7885,2.2767,4.8964,-0.0323,1.6057,2.9854,-129.8838,-5.6717,-1.4913,50.0032,5.6201,3.9006,9.6,6,24,2532,176,NA,NA,NA,NA,NA,NA,FALSE,-26.4,7.9,-4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745103,"2024-05-05",0,"2024-05-05T20:04:36.473Z","2024-05-05T20:05:19.003Z",FALSE,"action",NA,NA,"Defensive Substitution: Ben Rortvedt replaces Austin Shenton, batting 7th, playing catcher.","Defensive Sub",5,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,666163,"/api/v1/people/666163",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"defensive_substitution",NA,"2","Catcher","Catcher","C","702","66","atBat","Flyout","field_out","Jeff McNeil flies out to left fielder Randy Arozarena.",0,5,4,66,"top",8,"2024-05-05T20:05:16.747Z","2024-05-05T20:05:46.254Z",TRUE,FALSE,FALSE,TRUE,0,1,0,1,643446,"Jeff McNeil","/api/v1/people/643446","L","Left",542888,"Shawn Armstrong","/api/v1/people/542888","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Tampa Bay Rays",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,668853,"/api/v1/people/668853",NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
