"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","replacedPlayer.id","replacedPlayer.link","details.disengagementNum","isBaseRunningPlay","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
717007,"2023-08-13",4,"2023-08-13T22:51:05.270Z","2023-08-13T22:51:08.975Z",TRUE,"pitch","e8ad6607-0a6d-44b7-b289-e67775c6cc05",5,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,3,2,NA,NA,3.9285,1.9276,NA,151.57,180.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Nolan Jones called out on strikes.",0,3,8,69,"top",9,"2023-08-13T22:49:35.873Z","2023-08-13T22:51:08.975Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,666134,"Nolan Jones","/api/v1/people/666134","L","Left",624647,"Victor González","/api/v1/people/624647","L","Left","vs_LHP","vs_LHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Los Angeles Dodgers","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.4,86.8,13,0.89,0.3984,6.1302,28.4483,-27.0078,11.599,2.6916,-0.907,2.1652,-11.0998,-137.1338,-1.8821,1.6732,50.0003,4.6909,22.2353,36,7.2,24,2179,119,NA,NA,NA,NA,NA,NA,TRUE,-25.9,4.7,-18.8,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717007,"2023-08-13",3,"2023-08-13T22:50:45.207Z","2023-08-13T22:50:49.389Z",TRUE,"pitch","d16ff078-2cc3-4d7f-95f3-3fd37c139f8e",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.8206,1.8009,NA,186.42,214.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Nolan Jones called out on strikes.",0,3,8,69,"top",9,"2023-08-13T22:49:35.873Z","2023-08-13T22:51:08.975Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,666134,"Nolan Jones","/api/v1/people/666134","L","Left",624647,"Victor González","/api/v1/people/624647","L","Left","vs_LHP","vs_LHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Los Angeles Dodgers","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.8,79.9,13,0.92,0.4341,6.1509,25.57,-28.3244,-0.4005,2.3824,-1.8212,0.891,-8.8335,-126.1645,-3.5128,1.7766,50.0001,4.5831,-0.6433,4.8,7.2,24,2333,278,NA,NA,NA,NA,NA,NA,FALSE,-32.6,3.7,2.8,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717007,"2023-08-13",2,"2023-08-13T22:50:25.589Z","2023-08-13T22:50:28.994Z",TRUE,"pitch","0ced44c2-5275-4760-b2bd-34557be4443c",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,2,2,NA,NA,3.9502,1.8563,NA,132.74,166.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Nolan Jones called out on strikes.",0,3,8,69,"top",9,"2023-08-13T22:49:35.873Z","2023-08-13T22:51:08.975Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,666134,"Nolan Jones","/api/v1/people/666134","L","Left",624647,"Victor González","/api/v1/people/624647","L","Left","vs_LHP","vs_LHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Los Angeles Dodgers","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.7,86.8,4,0.89,0.3972,6.0716,29.4613,-27.0587,10.6541,2.6534,-0.4129,2.6608,-9.535,-137.6968,-0.9165,1.704,50.0025,4.8223,20.5384,34.8,7.2,24,2116,123,NA,NA,NA,NA,NA,NA,FALSE,-25.7,4.8,-17.4,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717007,"2023-08-13",1,"2023-08-13T22:50:03.479Z","2023-08-13T22:50:06.479Z",TRUE,"pitch","22702eae-697e-4234-8060-4d325a7f3ef9",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,2,NA,NA,3.79,1.77,NA,94.78,162.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Nolan Jones called out on strikes.",0,3,8,69,"top",9,"2023-08-13T22:49:35.873Z","2023-08-13T22:51:08.975Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,666134,"Nolan Jones","/api/v1/people/666134","L","Left",624647,"Victor González","/api/v1/people/624647","L","Left","vs_LHP","vs_LHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Los Angeles Dodgers","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.9,86.9,6,0.9,0.3964,6.1905,29.8287,-24.5996,9.9335,3.9142,0.583,2.8368,-7.2207,-138.0041,-0.7974,1.9388,50.001,4.7818,19.2172,36,6,24,2130,124,NA,NA,NA,NA,NA,NA,FALSE,-23.2,7.1,-16.6,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717007,"2023-08-13",0,"2023-08-13T22:49:46.159Z","2023-08-13T22:49:49.862Z",TRUE,"pitch","40e467c2-6215-4256-85b3-0ff8b8931330",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.8391,1.8194,NA,71.37,165.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Nolan Jones called out on strikes.",0,3,8,69,"top",9,"2023-08-13T22:49:35.873Z","2023-08-13T22:51:08.975Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,666134,"Nolan Jones","/api/v1/people/666134","L","Left",624647,"Victor González","/api/v1/people/624647","L","Left","vs_LHP","vs_LHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Los Angeles Dodgers","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.7,79.4,14,0.84,0.4336,6,25.8213,-28.8286,1.6196,2.0675,1.197,2.7236,-3.0009,-126.3309,0.709,2.19,50.0011,4.7574,2.6172,3.6,7.2,24,2266,250,NA,NA,NA,NA,NA,NA,FALSE,-32.2,4.2,-2.3,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717007,"2023-08-13",2,"2023-08-13T22:49:06.936Z","2023-08-13T22:49:19.924Z",TRUE,"pitch","20405be2-a0b0-40c1-b6f6-0459e6079259",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,1,NA,NA,3.13,1.41,NA,128.91,179.86,"fly_ball","medium","8",141.2,81.17,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Flyout","field_out","Elias Diaz flies out to center fielder James Outman.",0,3,8,68,"top",9,"2023-08-13T22:48:18.245Z","2023-08-13T22:49:19.924Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,553869,"Elias Díaz","/api/v1/people/553869","R","Right",624647,"Victor González","/api/v1/people/624647","L","Left","vs_LHP","vs_RHB","RISP",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Los Angeles Dodgers","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.1,87.8,4,0.89,0.3944,6.4687,27.954,-24.637,9.3319,3.8516,-0.3124,2.1822,-9.1158,-138.3511,-2.5833,1.7968,50.0046,4.7615,18.2746,33.6,6,24,2116,123,95.8,48,298,NA,NA,NA,TRUE,-23.4,6.7,-15.2,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,657061,"Cole Tucker","/api/v1/people/657061",NA,NA,NA,NA,NA,NA,NA
717007,"2023-08-13",1,"2023-08-13T22:48:41.182Z","2023-08-13T22:48:45.626Z",TRUE,"pitch","ce119901-9e4c-4c37-ac3b-fab468c0f51b",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,1,NA,NA,3.13,1.41,NA,142.36,171.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Flyout","field_out","Elias Diaz flies out to center fielder James Outman.",0,3,8,68,"top",9,"2023-08-13T22:48:18.245Z","2023-08-13T22:49:19.924Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,553869,"Elias Díaz","/api/v1/people/553869","R","Right",624647,"Victor González","/api/v1/people/624647","L","Left","vs_LHP","vs_RHB","RISP",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Los Angeles Dodgers","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.6,87.1,4,0.88,0.3971,6.5471,28.0239,-26.4143,9.4796,2.9846,-0.6653,2.5095,-10.2722,-137.4924,-1.2517,1.8723,50.004,4.7487,18.3073,31.2,6,24,2094,117,NA,NA,NA,NA,NA,NA,FALSE,-25.1,5.4,-15.2,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717007,"2023-08-13",0,"2023-08-13T22:48:24.043Z","2023-08-13T22:48:28.820Z",TRUE,"pitch","a8b44810-1d87-4ad7-bc4a-154b3670b57b",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.1178,1.4874,NA,90.89,153.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Flyout","field_out","Elias Diaz flies out to center fielder James Outman.",0,3,8,68,"top",9,"2023-08-13T22:48:18.245Z","2023-08-13T22:49:19.924Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,553869,"Elias Díaz","/api/v1/people/553869","R","Right",624647,"Victor González","/api/v1/people/624647","L","Left","vs_LHP","vs_RHB","RISP",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Los Angeles Dodgers","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.6,87.8,3,0.9,0.3928,6.1897,29.5216,-24.9087,9.4185,3.6838,0.6851,3.157,-7.1744,-139.1496,-0.4933,2.0656,50.0028,4.9785,18.5775,34.8,6,24,2176,125,NA,NA,NA,NA,NA,NA,FALSE,-23,6.7,-15.7,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717007,"2023-08-13",3,"2023-08-13T22:47:47.485Z","2023-08-13T22:47:55.356Z",TRUE,"pitch","263e8add-26c0-40bd-83c5-47841a2f70dc",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,1,0,NA,NA,3.3,1.54,NA,101.58,172.62,"ground_ball","medium","5",106.69,167.48,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Groundout","field_out","Brendan Rodgers grounds out, third baseman Max Muncy to first baseman Freddie Freeman. Cole Tucker to 2nd.",0,3,8,67,"top",9,"2023-08-13T22:46:48.158Z","2023-08-13T22:47:55.356Z",TRUE,FALSE,FALSE,TRUE,0,2,1,1,663898,"Brendan Rodgers","/api/v1/people/663898","R","Right",624647,"Victor González","/api/v1/people/624647","L","Left","vs_LHP","vs_RHB","RISP",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Los Angeles Dodgers","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.8,86.3,6,0.89,0.3983,6.366,32.0589,-28.33,9.8467,2.0055,0.4045,2.4502,-7.9731,-137.7993,-1.2655,2.0634,50.0003,4.8384,18.839,31.2,7.2,24,2218,120,75.8,-49,3,NA,NA,NA,TRUE,-27,3.6,-16.1,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,657061,"Cole Tucker","/api/v1/people/657061",NA,NA,NA,NA,NA,NA,NA
717007,"2023-08-13",2,"2023-08-13T22:47:27.095Z","2023-08-13T22:47:31.122Z",TRUE,"pitch","29d10682-52d0-4131-bce6-1010e80100ed",3,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",2,1,0,NA,NA,3.3026,1.5377,NA,153.64,219.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Groundout","field_out","Brendan Rodgers grounds out, third baseman Max Muncy to first baseman Freddie Freeman. Cole Tucker to 2nd.",0,3,8,67,"top",9,"2023-08-13T22:46:48.158Z","2023-08-13T22:47:55.356Z",TRUE,FALSE,FALSE,TRUE,0,2,1,1,663898,"Brendan Rodgers","/api/v1/people/663898","R","Right",624647,"Victor González","/api/v1/people/624647","L","Left","vs_LHP","vs_RHB","RISP",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Los Angeles Dodgers","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",86,79.6,13,0.83,0.4371,6.3122,23.0537,-30.8993,7.5108,0.7956,-0.9613,0.7185,-9.8276,-124.8917,-3.5276,2.0326,50.0008,4.6666,11.9708,18,8.4,24,1759,101,NA,NA,NA,NA,NA,NA,FALSE,-36,0.8,-11.5,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
