"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","replacedPlayer.id","replacedPlayer.link","details.disengagementNum","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
717197,"2023-07-30",1,"2023-07-30T22:44:45.582Z","2023-07-30T22:44:49.011Z",TRUE,"pitch","8f954db7-3a9d-4dbd-a539-21535e392a82",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,0,NA,NA,3.38,1.57,NA,71.93,174.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Groundout","field_out","Brandon Crawford grounds out, second baseman Justin Turner to first baseman Triston Casas.",0,3,3,71,"bottom",9,"2023-07-30T22:44:43.463Z","2023-07-30T22:46:40.707Z",TRUE,FALSE,FALSE,TRUE,0,2,2,1,543063,"Brandon Crawford","/api/v1/people/543063","L","Left",542947,"Richard Bleier","/api/v1/people/542947","L","Left","vs_LHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants","Boston Red Sox",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",88.1,80.9,14,0.92,0.4278,6.5852,26.154,-30.2253,10.809,1.1783,1.1823,2.3667,-8.2198,-127.9944,-2.8959,3.0293,50.006,5.8769,17.9568,27.6,8.4,24,1963,131,NA,NA,NA,NA,NA,NA,FALSE,-33.6,1.7,-17.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717197,"2023-07-30",0,"2023-07-30T22:44:30.908Z","2023-07-30T22:44:45.582Z",FALSE,"action",NA,NA,"Pitching Change: Richard Bleier replaces Josh Winckowski.","Pitching Substitution",3,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,542947,"/api/v1/people/542947",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"71","atBat","Groundout","field_out","Brandon Crawford grounds out, second baseman Justin Turner to first baseman Triston Casas.",0,3,3,71,"bottom",9,"2023-07-30T22:44:43.463Z","2023-07-30T22:46:40.707Z",TRUE,FALSE,FALSE,TRUE,0,2,2,1,543063,"Brandon Crawford","/api/v1/people/543063","L","Left",542947,"Richard Bleier","/api/v1/people/542947","L","Left","vs_LHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants","Boston Red Sox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717197,"2023-07-30",4,"2023-07-30T22:42:10.101Z","2023-07-30T22:42:19.419Z",TRUE,"pitch","5a055d4f-8294-40c9-9dcb-c32bffd9444b",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,2,NA,NA,3.42,1.71,NA,125.66,154.98,"fly_ball","medium","7",51.28,98.9,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Flyout","field_out","Jarren Duran flies out to left fielder Joc Pederson.",0,3,3,70,"top",9,"2023-07-30T22:40:54.100Z","2023-07-30T22:42:19.419Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,680776,"Jarren Duran","/api/v1/people/680776","L","Left",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","San Francisco Giants","true",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",98.6,90.9,2,0.91,0.38,6.6963,30.4848,-19.949,-3.724,5.7989,-0.2272,3.1035,5.2606,-143.664,-2.6149,-1.5906,50.0063,5.2529,-7.8561,18,3.6,24,2372,212,92.5,43,310,NA,NA,NA,TRUE,-17.6,10.2,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717197,"2023-07-30",3,"2023-07-30T22:41:46.577Z","2023-07-30T22:41:51.015Z",TRUE,"pitch","cc4dd8d9-1991-4b8a-9521-45a7f8e2f632",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.42,1.71,NA,105.89,139.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Flyout","field_out","Jarren Duran flies out to left fielder Joc Pederson.",0,3,3,70,"top",9,"2023-07-30T22:40:54.100Z","2023-07-30T22:42:19.419Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,680776,"Jarren Duran","/api/v1/people/680776","L","Left",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","San Francisco Giants","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",97.7,90,12,0.91,0.3835,6.6267,29.8227,-16.5807,-2.6984,7.5311,0.2914,3.6683,6.2633,-142.3084,-1.4794,-1.5783,50.0002,5.2352,-5.5864,14.4,3.6,24,2392,213,NA,NA,NA,NA,NA,NA,FALSE,-14.9,13.6,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717197,"2023-07-30",2,"2023-07-30T22:41:28.492Z","2023-07-30T22:41:32.575Z",TRUE,"pitch","7a1ec8dc-da1f-4f29-b9ee-b2ac03ccddc0",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,1,2,NA,NA,3.2954,1.8591,NA,101.24,180.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Flyout","field_out","Jarren Duran flies out to left fielder Joc Pederson.",0,3,3,70,"top",9,"2023-07-30T22:40:54.100Z","2023-07-30T22:42:19.419Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,680776,"Jarren Duran","/api/v1/people/680776","L","Left",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","San Francisco Giants","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89.1,82.5,9,0.87,0.4208,6.626,24.9579,-31.7767,-0.5764,0.2291,0.4136,2.1587,5.2105,-129.7496,-1.8819,-1.5383,50.0009,5.2949,-0.9915,0,7.2,24,2376,88,NA,NA,NA,NA,NA,NA,FALSE,-34,0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717197,"2023-07-30",1,"2023-07-30T22:41:10.874Z","2023-07-30T22:41:15.337Z",TRUE,"pitch","1d68c798-d6d7-4ae9-b050-218c99d576ed",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,2,NA,NA,3.5092,1.7386,NA,139.85,132.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Flyout","field_out","Jarren Duran flies out to left fielder Joc Pederson.",0,3,3,70,"top",9,"2023-07-30T22:40:54.100Z","2023-07-30T22:42:19.419Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,680776,"Jarren Duran","/api/v1/people/680776","L","Left",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","San Francisco Giants","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",97.5,90.1,11,0.91,0.3835,6.6496,28.4419,-17.1127,-1.8577,7.2676,-0.5994,3.9395,4.0851,-142.0908,-0.6063,-1.8057,50.0013,5.2297,-3.8496,9.6,3.6,24,2467,216,NA,NA,NA,NA,NA,NA,FALSE,-15.1,13.3,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717197,"2023-07-30",0,"2023-07-30T22:40:54.100Z","2023-07-30T22:41:03.578Z",TRUE,"pitch","14d1b18e-baca-4d14-a740-2fac86ee4b02",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.4821,1.7537,NA,124.37,129.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Flyout","field_out","Jarren Duran flies out to left fielder Joc Pederson.",0,3,3,70,"top",9,"2023-07-30T22:40:54.100Z","2023-07-30T22:42:19.419Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,680776,"Jarren Duran","/api/v1/people/680776","L","Left",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","San Francisco Giants","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",98.7,91.7,11,0.91,0.3782,6.6979,27.4052,-17.5475,-3.947,6.8539,-0.1932,4.0529,6.0127,-143.796,-0.6233,-1.7803,50.0022,5.3426,-8.4231,22.8,3.6,24,2439,214,NA,NA,NA,NA,NA,NA,FALSE,-15.1,12.5,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717197,"2023-07-30",4,"2023-07-30T22:40:17.994Z","2023-07-30T22:40:27.460Z",TRUE,"pitch","f02c9536-21b9-4156-94ec-af6704cf3353",4,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",1,2,2,NA,NA,3.73,1.73,NA,100.84,159.23,"line_drive","medium","8",115.57,84.12,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Single","single","Triston Casas singles on a line drive to center fielder Luis Matos.",0,3,3,69,"top",9,"2023-07-30T22:39:09.738Z","2023-07-30T22:40:27.460Z",TRUE,FALSE,FALSE,FALSE,33,1,2,2,671213,"Triston Casas","/api/v1/people/671213","L","Left",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_LHB","Men_On",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","San Francisco Giants",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",100.4,93.3,6,0.91,0.372,6.8886,28.567,-16.8404,-3.4038,6.954,0.424,2.9464,6.9724,-146.2271,-3.9131,-1.5296,50.005,5.2871,-7.5081,19.2,3.6,24,2464,212,88.7,17,265,NA,NA,NA,FALSE,-14.5,12.1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,671213,"Triston Casas","/api/v1/people/671213",NA,NA,NA,NA,NA,NA
717197,"2023-07-30",3,"2023-07-30T22:39:55.391Z","2023-07-30T22:40:01.135Z",TRUE,"pitch","2d0c2362-8fe4-4a5d-a321-17fa23b1563d",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,2,NA,NA,3.8229,1.8978,NA,90.33,139.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Single","single","Triston Casas singles on a line drive to center fielder Luis Matos.",0,3,3,69,"top",9,"2023-07-30T22:39:09.738Z","2023-07-30T22:40:27.460Z",TRUE,FALSE,FALSE,FALSE,33,1,2,2,671213,"Triston Casas","/api/v1/people/671213","L","Left",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_LHB","Men_On",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","San Francisco Giants",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",101.4,92.9,3,0.91,0.3707,6.8064,33.9416,-15.6472,-5.4414,7.4683,0.6998,3.6695,8.489,-147.5655,-2.5402,-1.5026,50.0034,5.4592,-12.0437,32.4,3.6,24,2531,213,NA,NA,NA,NA,NA,NA,FALSE,-13.3,13.2,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717197,"2023-07-30",2,"2023-07-30T22:39:30.965Z","2023-07-30T22:39:35.013Z",TRUE,"pitch","dc93d62f-5a10-48c9-8b65-c971d0783898",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.73,1.73,NA,102.73,166.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Single","single","Triston Casas singles on a line drive to center fielder Luis Matos.",0,3,3,69,"top",9,"2023-07-30T22:39:09.738Z","2023-07-30T22:40:27.460Z",TRUE,FALSE,FALSE,FALSE,33,1,2,2,671213,"Triston Casas","/api/v1/people/671213","L","Left",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_LHB","Men_On",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","San Francisco Giants",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",99.6,90.7,6,0.91,0.3789,6.7135,34.961,-16.6716,-5.4323,7.3298,0.3743,2.6682,7.2816,-144.7582,-4.581,-1.4723,50.001,5.2975,-11.4862,28.8,3.6,24,2430,231,NA,NA,NA,NA,NA,NA,FALSE,-15.2,12.5,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717197,"2023-07-30",1,"2023-07-30T22:39:12.116Z","2023-07-30T22:39:17.153Z",TRUE,"pitch","f06d67cc-2559-41ad-9164-ca7d4acc9ea4",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,2,NA,NA,3.73,1.73,NA,116.6,152.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Single","single","Triston Casas singles on a line drive to center fielder Luis Matos.",0,3,3,69,"top",9,"2023-07-30T22:39:09.738Z","2023-07-30T22:40:27.460Z",TRUE,FALSE,FALSE,FALSE,33,1,2,2,671213,"Triston Casas","/api/v1/people/671213","L","Left",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_LHB","Men_On",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","San Francisco Giants",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",100,91.9,2,0.91,0.3751,6.77,32.0279,-17.0291,-5.1708,7.0052,0.0106,3.2107,6.2905,-145.6376,-3.1172,-1.4986,50.0067,5.3161,-11.1858,28.8,3.6,24,2415,215,NA,NA,NA,NA,NA,NA,FALSE,-14.9,12.2,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717197,"2023-07-30",0,"2023-07-30T22:38:36.616Z","2023-07-30T22:39:12.116Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",3,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"69","atBat","Single","single","Triston Casas singles on a line drive to center fielder Luis Matos.",0,3,3,69,"top",9,"2023-07-30T22:39:09.738Z","2023-07-30T22:40:27.460Z",TRUE,FALSE,FALSE,FALSE,33,1,2,2,671213,"Triston Casas","/api/v1/people/671213","L","Left",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_LHB","Men_On",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","San Francisco Giants",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717197,"2023-07-30",5,"2023-07-30T22:37:53.963Z","2023-07-30T22:38:03.573Z",TRUE,"pitch","d013f5f2-7084-491f-bbfe-4f85276672b9",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,1,NA,NA,3.46,1.52,NA,111.68,186.06,"popup","medium","5",92.05,180.29,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Pop Out","field_out","Alex Verdugo pops out to third baseman J. D. Davis in foul territory.",0,3,3,68,"top",9,"2023-07-30T22:36:25.964Z","2023-07-30T22:38:03.573Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,657077,"Alex Verdugo","/api/v1/people/657077","L","Left",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","San Francisco Giants",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89.7,82.5,8,0.87,0.4192,6.8174,27.0591,-28.9714,0.1295,1.8471,0.1395,1.9525,4.3951,-130.5841,-3.2277,-1.5809,50.0006,5.3802,0.2225,2.4,7.2,24,2457,125,84.9,77,100,NA,NA,NA,TRUE,-31.1,2.9,-1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717197,"2023-07-30",4,"2023-07-30T22:37:38.578Z","2023-07-30T22:37:43.063Z",TRUE,"pitch","e1b6c077-e6f1-44c2-bca4-c7951b7037d4",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,1,NA,NA,3.4939,1.5731,NA,77.66,190.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Pop Out","field_out","Alex Verdugo pops out to third baseman J. D. Davis in foul territory.",0,3,3,68,"top",9,"2023-07-30T22:36:25.964Z","2023-07-30T22:38:03.573Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,657077,"Alex Verdugo","/api/v1/people/657077","L","Left",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","San Francisco Giants",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",101,93,14,0.91,0.3721,6.8239,32.0771,-14.7826,-5.4777,7.9117,1.0321,1.7714,9.1583,-146.7419,-7.4322,-1.4061,50.0061,5.2033,-12.0462,31.2,3.6,24,2489,235,NA,NA,NA,NA,NA,NA,FALSE,-13.6,13.1,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717197,"2023-07-30",2,"2023-07-30T22:37:12.271Z","2023-07-30T22:37:16.416Z",TRUE,"pitch","113003cd-580d-4e00-a66e-dd320de2f27d",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,1,NA,NA,3.46,1.52,NA,108.41,168.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Pop Out","field_out","Alex Verdugo pops out to third baseman J. D. Davis in foul territory.",0,3,3,68,"top",9,"2023-07-30T22:36:25.964Z","2023-07-30T22:38:03.573Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,657077,"Alex Verdugo","/api/v1/people/657077","L","Left",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","San Francisco Giants",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",100.3,92.2,5,0.91,0.3743,6.574,32.1353,-12.8482,-5.5341,8.8989,0.2253,2.6079,7.3277,-145.9364,-5.4156,-1.5911,50.0051,5.252,-12.0213,37.2,3.6,24,2540,204,NA,NA,NA,NA,NA,NA,FALSE,-11.8,15.2,8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717197,"2023-07-30",1,"2023-07-30T22:36:57.983Z","2023-07-30T22:37:02.744Z",TRUE,"pitch","2c236b52-5d6d-4f54-8247-0e97b60576d1",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.5551,1.6032,NA,123.93,205.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Pop Out","field_out","Alex Verdugo pops out to third baseman J. D. Davis in foul territory.",0,3,3,68,"top",9,"2023-07-30T22:36:25.964Z","2023-07-30T22:38:03.573Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,657077,"Alex Verdugo","/api/v1/people/657077","L","Left",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","San Francisco Giants",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",90.2,83.4,13,0.86,0.4159,6.5758,26.375,-28.4031,0.1886,2.1417,-0.1817,1.2478,3.4496,-131.4142,-4.9462,-1.5327,50.0001,5.2497,0.3315,2.4,7.2,24,2393,169,NA,NA,NA,NA,NA,NA,FALSE,-30.4,3.1,-1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717197,"2023-07-30",0,"2023-07-30T22:36:43.784Z","2023-07-30T22:36:48.046Z",TRUE,"pitch","3c8c4f43-a223-4836-9b3d-bc2edce95baa",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.6164,1.6032,NA,128.28,160.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Pop Out","field_out","Alex Verdugo pops out to third baseman J. D. Davis in foul territory.",0,3,3,68,"top",9,"2023-07-30T22:36:25.964Z","2023-07-30T22:38:03.573Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,657077,"Alex Verdugo","/api/v1/people/657077","L","Left",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","San Francisco Giants",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",100.4,91.8,4,2,0.375,6.5727,34.1017,-18.3798,-6.3377,6.3825,-0.296,2.8999,6.5329,-146.0272,-3.5833,-1.7379,50.003,5.2473,-13.6994,32.4,4.8,24,2348,228,NA,NA,NA,NA,NA,NA,FALSE,-16.1,11,10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
