"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId","isSubstitution","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
718764,"2023-04-01",4,"2023-04-01T02:51:41.104Z","2023-04-01T02:51:49.940Z",TRUE,"pitch","a8a5c9d5-bea9-430a-a977-a641e99a8dcc",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,1,2,NA,NA,3.26,1.49,NA,85.52,168,"fly_ball","medium","9",202.43,105.92,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Flyout","field_out","Andrew Benintendi flies out to right fielder Kyle Tucker.",0,3,6,74,"top",9,"2023-04-01T02:50:17.975Z","2023-04-01T02:51:49.940Z",TRUE,FALSE,FALSE,TRUE,0,3,1,3,643217,"Andrew Benintendi","/api/v1/people/643217","L","Left",606160,"Rafael Montero","/api/v1/people/606160","R","Right","vs_RHP","vs_LHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Houston Astros","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.5,86.8,6,0.89,0.3954,6.685,32.6829,-16.0095,-5.6433,8.3276,0.8258,2.6215,7.8227,-138.8233,-3.2297,-1.3027,50.003,4.8733,-10.9547,28.8,3.6,24,2261,218,80.5,32,299,NA,NA,NA,TRUE,-15.6,14.5,8.5,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718764,"2023-04-01",3,"2023-04-01T02:51:19.806Z","2023-04-01T02:51:25.121Z",TRUE,"pitch","b02932ef-b988-45cd-bf61-96732e41c406",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,2,NA,NA,3.179,1.461,NA,130.03,139.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Flyout","field_out","Andrew Benintendi flies out to right fielder Kyle Tucker.",0,3,6,74,"top",9,"2023-04-01T02:50:17.975Z","2023-04-01T02:51:49.940Z",TRUE,FALSE,FALSE,TRUE,0,3,1,3,643217,"Andrew Benintendi","/api/v1/people/643217","L","Left",606160,"Rafael Montero","/api/v1/people/606160","R","Right","vs_RHP","vs_LHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Houston Astros","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.6,85.9,11,0.8,0.3988,6.5141,32.0573,-18.7322,-5.6252,7.0436,-0.3419,3.6926,4.9422,-137.6378,-0.1703,-1.4346,50.0034,5.0295,-10.7362,27.6,4.8,24,2225,221,NA,NA,NA,NA,NA,NA,FALSE,-17.8,13,9.1,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718764,"2023-04-01",2,"2023-04-01T02:50:58.893Z","2023-04-01T02:51:04.093Z",TRUE,"pitch","af6174e4-cbd9-4f86-b492-6d58f08959a2",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.2769,1.49,NA,102.4,135.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Flyout","field_out","Andrew Benintendi flies out to right fielder Kyle Tucker.",0,3,6,74,"top",9,"2023-04-01T02:50:17.975Z","2023-04-01T02:51:49.940Z",TRUE,FALSE,FALSE,TRUE,0,3,1,3,643217,"Andrew Benintendi","/api/v1/people/643217","L","Left",606160,"Rafael Montero","/api/v1/people/606160","R","Right","vs_RHP","vs_LHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Houston Astros","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.3,86.4,12,0.9,0.3961,6.5565,33.0333,-14.8179,-5.5641,8.9777,0.383,3.8396,6.3924,-138.645,-0.4638,-1.2373,50.0019,5.0043,-10.7563,31.2,3.6,24,2278,221,NA,NA,NA,NA,NA,NA,FALSE,-13.9,16.3,8.6,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718764,"2023-04-01",1,"2023-04-01T02:50:37.683Z","2023-04-01T02:50:42.326Z",TRUE,"pitch","b3073099-599e-4bf2-8220-c7b17c07b34a",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,2,NA,NA,3.26,1.4975,NA,122.51,191.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Flyout","field_out","Andrew Benintendi flies out to right fielder Kyle Tucker.",0,3,6,74,"top",9,"2023-04-01T02:50:17.975Z","2023-04-01T02:51:49.940Z",TRUE,FALSE,FALSE,TRUE,0,3,1,3,643217,"Andrew Benintendi","/api/v1/people/643217","L","Left",606160,"Rafael Montero","/api/v1/people/606160","R","Right","vs_RHP","vs_LHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Houston Astros","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",91.4,83.4,8,0.91,0.4128,6.4854,29.6269,-26.4857,-10.1497,3.1983,-0.1446,1.74,6.7377,-132.8993,-2.8568,-1.3995,50.0065,4.7615,-18.0816,31.2,7.2,24,2116,235,NA,NA,NA,NA,NA,NA,FALSE,-27.6,5.4,16.8,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718764,"2023-04-01",0,"2023-04-01T02:50:17.975Z","2023-04-01T02:50:22.522Z",TRUE,"pitch","0787e8e0-8e99-438f-9397-66c15eb6a764",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.1745,1.49,NA,161.27,161.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Flyout","field_out","Andrew Benintendi flies out to right fielder Kyle Tucker.",0,3,6,74,"top",9,"2023-04-01T02:50:17.975Z","2023-04-01T02:51:49.940Z",TRUE,FALSE,FALSE,TRUE,0,3,1,3,643217,"Andrew Benintendi","/api/v1/people/643217","L","Left",606160,"Rafael Montero","/api/v1/people/606160","R","Right","vs_RHP","vs_LHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Houston Astros","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.1,87,11,0.9,0.3931,6.4443,34.2807,-13.9135,-5.5888,9.306,-1.1615,2.8564,3.0751,-139.8411,-3.3249,-1.5548,50.0005,4.9853,-10.9641,34.8,3.6,24,2337,226,NA,NA,NA,NA,NA,NA,FALSE,-13.6,16.3,9.4,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718764,"2023-04-01",5,"2023-04-01T02:49:48.797Z","2023-04-01T02:49:56.708Z",TRUE,"pitch","9d2ba111-8bf3-43f7-8367-4429c4afb33d",6,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",3,3,1,NA,NA,3.74,1.82,NA,138.99,183.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Luis Robert Jr. strikes out swinging.",0,3,6,73,"top",9,"2023-04-01T02:47:44.709Z","2023-04-01T02:49:56.708Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,673357,"Luis Robert Jr.","/api/v1/people/673357","R","Right",606160,"Rafael Montero","/api/v1/people/606160","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Houston Astros","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.3,86.8,7,0.9,0.396,6.3999,32.6822,-26.7528,-9.3491,2.8013,-0.5769,2.044,5.4314,-138.6124,-3.0064,-1.3532,50.002,4.9404,-18.0847,31.2,7.2,24,2098,214,NA,NA,NA,NA,NA,NA,TRUE,-25.7,4.6,15.7,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,641313,"Tim Anderson","/api/v1/people/641313",NA,NA,NA,NA,NA,NA
718764,"2023-04-01",4,"2023-04-01T02:49:17.690Z","2023-04-01T02:49:21.213Z",TRUE,"pitch","dcc6f6ed-cd25-4709-9b7b-54eed0abc32c",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,1,NA,NA,3.5517,1.7458,NA,82.97,129.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Luis Robert Jr. strikes out swinging.",0,3,6,73,"top",9,"2023-04-01T02:47:44.709Z","2023-04-01T02:49:56.708Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,673357,"Luis Robert Jr.","/api/v1/people/673357","R","Right",606160,"Rafael Montero","/api/v1/people/606160","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Houston Astros","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.7,88.1,12,0.85,0.3897,6.2367,32.0344,-17.4949,-6.002,7.335,0.8929,4.0562,7.649,-140.5894,0.2396,-1.084,50,5.1059,-12.0076,30,3.6,24,2264,217,NA,NA,NA,NA,NA,NA,FALSE,-15.7,13.6,9.2,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,641313,"Tim Anderson","/api/v1/people/641313",NA,NA,NA,NA,NA,NA
718764,"2023-04-01",3,"2023-04-01T02:48:54.863Z","2023-04-01T02:48:58.944Z",TRUE,"pitch","3a066bc9-adf5-46f9-a16e-6e7c2c6c8221",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,1,NA,NA,3.6467,1.8076,NA,69.54,185.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Luis Robert Jr. strikes out swinging.",0,3,6,73,"top",9,"2023-04-01T02:47:44.709Z","2023-04-01T02:49:56.708Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,673357,"Luis Robert Jr.","/api/v1/people/673357","R","Right",606160,"Rafael Montero","/api/v1/people/606160","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Houston Astros","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97,88.9,14,0.89,0.3879,6.3571,31.1275,-14.7595,-6.2972,8.617,1.2452,1.9891,8.5355,-141.0332,-5.4818,-0.9978,50.0013,4.9048,-12.7248,34.8,3.6,24,2378,222,NA,NA,NA,NA,NA,NA,FALSE,-14.4,14.6,9.7,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,641313,"Tim Anderson","/api/v1/people/641313",NA,NA,NA,NA,NA,NA
718764,"2023-04-01",2,"2023-04-01T02:48:31.772Z","2023-04-01T02:48:36.276Z",TRUE,"pitch","81473f4d-4a4d-416f-8752-abb65396faf7",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,2,1,NA,NA,3.6196,1.7803,NA,78.83,180.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Luis Robert Jr. strikes out swinging.",0,3,6,73,"top",9,"2023-04-01T02:47:44.709Z","2023-04-01T02:49:56.708Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,673357,"Luis Robert Jr.","/api/v1/people/673357","R","Right",606160,"Rafael Montero","/api/v1/people/606160","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Houston Astros","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.2,88.2,14,0.87,0.3913,6.459,30.2026,-15.3818,-7.2635,8.4538,1.0012,2.1478,8.9911,-139.7469,-4.9002,-1.3075,50.0046,4.9276,-14.4315,37.2,4.8,24,2410,221,NA,NA,NA,NA,NA,NA,FALSE,-15,14.5,11.4,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,641313,"Tim Anderson","/api/v1/people/641313",NA,NA,NA,NA,NA,NA
718764,"2023-04-01",1,"2023-04-01T02:48:04.836Z","2023-04-01T02:48:08.564Z",TRUE,"pitch","c9c9db72-c223-4d6a-8be2-197720504457",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,1,NA,NA,3.74,1.82,NA,138.27,160.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Luis Robert Jr. strikes out swinging.",0,3,6,73,"top",9,"2023-04-01T02:47:44.709Z","2023-04-01T02:49:56.708Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,673357,"Luis Robert Jr.","/api/v1/people/673357","R","Right",606160,"Rafael Montero","/api/v1/people/606160","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Houston Astros","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.9,87.2,4,0.9,0.393,6.2635,32.9809,-14.5008,-4.8553,8.9942,-0.558,2.8928,3.8897,-139.6486,-2.9968,-1.3418,50,4.9401,-9.5382,30,3.6,24,2214,223,NA,NA,NA,NA,NA,NA,FALSE,-14,15.8,7.9,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,641313,"Tim Anderson","/api/v1/people/641313",NA,NA,NA,NA,NA,NA
