"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","replacedPlayer.id","replacedPlayer.link","isBaseRunningPlay","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
716996,"2023-08-15",3,"2023-08-15T03:55:56.258Z","2023-08-15T03:56:06.597Z",TRUE,"pitch","3a723894-7781-4643-8cb2-13c12d6fd7d0",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,1,NA,NA,3.69,1.72,NA,120.05,193.94,"ground_ball","medium","5",103.28,170.31,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Grounded Into DP","grounded_into_double_play","Manny Machado grounds into a double play, third baseman Ramon Urias to second baseman Jordan Westburg to first baseman Ryan O'Hearn. Juan Soto out at 2nd. Manny Machado out at 1st.",0,4,1,66,"bottom",9,"2023-08-15T03:55:09.163Z","2023-08-15T03:56:06.597Z",TRUE,FALSE,FALSE,TRUE,24,1,1,3,592518,"Manny Machado","/api/v1/people/592518","R","Right",642585,"Félix Bautista","/api/v1/people/642585","R","Right","vs_RHP","vs_RHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","San Diego Padres","Baltimore Orioles",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",90,81.4,8,0.87,0.4215,6.6962,31.846,-20.0947,-6.8964,7.0929,-0.08,1.6608,2.6569,-130.7694,-8.2811,-0.2229,50.0051,6.4198,-11.747,26.4,6,24,1025,222,104.5,-7,16,NA,NA,NA,TRUE,-23.4,10.9,11.8,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716996,"2023-08-15",2,"2023-08-15T03:55:33.959Z","2023-08-15T03:55:37.949Z",TRUE,"pitch","517dcdca-b007-4d76-8395-ebcb1b526252",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,1,1,NA,NA,3.69,1.72,NA,123.62,177.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Grounded Into DP","grounded_into_double_play","Manny Machado grounds into a double play, third baseman Ramon Urias to second baseman Jordan Westburg to first baseman Ryan O'Hearn. Juan Soto out at 2nd. Manny Machado out at 1st.",0,4,1,66,"bottom",9,"2023-08-15T03:55:09.163Z","2023-08-15T03:56:06.597Z",TRUE,FALSE,FALSE,TRUE,24,1,1,3,592518,"Manny Machado","/api/v1/people/592518","R","Right",642585,"Félix Bautista","/api/v1/people/642585","R","Right","vs_RHP","vs_RHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","San Diego Padres","Baltimore Orioles",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",100.4,90.9,8,2,0.3772,7.0969,36.9128,-0.2867,-1.2106,14.9602,-0.1736,2.2689,-0.5471,-145.6845,-12.0875,0.1743,50.0032,6.5041,-2.5801,39.6,1.2,24,2491,188,NA,NA,NA,NA,NA,NA,FALSE,-2.9,24.6,2.3,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716996,"2023-08-15",1,"2023-08-15T03:55:11.522Z","2023-08-15T03:55:14.831Z",TRUE,"pitch","de4a178e-1464-4caf-aea6-83c7c0e0d939",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.6911,1.6765,NA,70.72,135.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Grounded Into DP","grounded_into_double_play","Manny Machado grounds into a double play, third baseman Ramon Urias to second baseman Jordan Westburg to first baseman Ryan O'Hearn. Juan Soto out at 2nd. Manny Machado out at 1st.",0,4,1,66,"bottom",9,"2023-08-15T03:55:09.163Z","2023-08-15T03:56:06.597Z",TRUE,FALSE,FALSE,TRUE,24,1,1,3,592518,"Manny Machado","/api/v1/people/592518","R","Right",642585,"Félix Bautista","/api/v1/people/642585","R","Right","vs_RHP","vs_RHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","San Diego Padres","Baltimore Orioles",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",101.2,91.3,12,2,0.3743,7.0757,38.985,-2.5709,-3.0459,13.6862,1.2142,3.8318,3.7116,-147.0639,-7.7889,0.3239,50,6.6829,-6.5872,50.4,1.2,24,2415,183,NA,NA,NA,NA,NA,NA,FALSE,-3.8,23.2,4.7,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716996,"2023-08-15",0,"2023-08-15T03:54:12.286Z","2023-08-15T03:55:11.522Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",4,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"66","atBat","Grounded Into DP","grounded_into_double_play","Manny Machado grounds into a double play, third baseman Ramon Urias to second baseman Jordan Westburg to first baseman Ryan O'Hearn. Juan Soto out at 2nd. Manny Machado out at 1st.",0,4,1,66,"bottom",9,"2023-08-15T03:55:09.163Z","2023-08-15T03:56:06.597Z",TRUE,FALSE,FALSE,TRUE,24,1,1,3,592518,"Manny Machado","/api/v1/people/592518","R","Right",642585,"Félix Bautista","/api/v1/people/642585","R","Right","vs_RHP","vs_RHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","San Diego Padres","Baltimore Orioles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716996,"2023-08-15",6,"2023-08-15T03:53:58.915Z","2023-08-15T03:54:04.482Z",TRUE,"pitch","dc1f6734-0799-41ce-bcff-ca4bd945f354",6,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,2,1,NA,NA,2.946,1.4765,NA,77.85,139.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Walk","walk","Juan Soto walks.",0,4,1,65,"bottom",9,"2023-08-15T03:51:14.919Z","2023-08-15T03:54:04.482Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,665742,"Juan Soto","/api/v1/people/665742","L","Left",642585,"Félix Bautista","/api/v1/people/642585","R","Right","vs_RHP","vs_LHB","RISP",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","San Diego Padres","Baltimore Orioles",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",99.3,89.9,12,2,0.3808,6.9313,36.4589,-6.9253,-4.8703,12.0788,1.0271,3.6709,3.7151,-144.329,-6.9727,0.35,50.0062,6.5575,-10.183,46.8,2.4,24,2289,179,NA,NA,NA,NA,NA,NA,FALSE,-7.6,20.5,8,NA,NA,NA,NA,FALSE,FALSE,665742,"Juan Soto","/api/v1/people/665742",665487,"Fernando Tatis Jr.","/api/v1/people/665487",NA,NA,NA,NA,NA,NA,NA
716996,"2023-08-15",5,"2023-08-15T03:53:29.417Z","2023-08-15T03:53:34.888Z",TRUE,"pitch","dd7c567f-413a-4697-9ffc-001171e3e83f",5,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",3,2,1,NA,NA,2.946,1.4765,NA,110.79,262.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Walk","walk","Juan Soto walks.",0,4,1,65,"bottom",9,"2023-08-15T03:51:14.919Z","2023-08-15T03:54:04.482Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,665742,"Juan Soto","/api/v1/people/665742","L","Left",642585,"Félix Bautista","/api/v1/people/642585","R","Right","vs_RHP","vs_LHB","RISP",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","San Diego Padres","Baltimore Orioles",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",90.1,83.2,14,0.9,0.4196,6.9442,27.8759,-24.1386,-6.4937,4.6541,0.1628,-0.8717,3.3851,-130.6002,-13.7926,-0.3075,50.0003,6.2987,-11.1996,21.6,7.2,24,914,225,NA,NA,NA,NA,NA,NA,FALSE,-28.4,5.5,11,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716996,"2023-08-15",4,"2023-08-15T03:52:51.972Z","2023-08-15T03:52:56.659Z",TRUE,"pitch","cb85b223-2f23-4e2f-bf14-4994779678aa",4,"Foul Tip",NA,NA,NA,NA,FALSE,"T","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"T","Foul Tip",2,2,1,NA,NA,3.17,1.52,NA,101.74,151.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Walk","walk","Juan Soto walks.",0,4,1,65,"bottom",9,"2023-08-15T03:51:14.919Z","2023-08-15T03:54:04.482Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,665742,"Juan Soto","/api/v1/people/665742","L","Left",642585,"Félix Bautista","/api/v1/people/642585","R","Right","vs_RHP","vs_LHB","RISP",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","San Diego Padres","Baltimore Orioles",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",101,91.9,3,2,0.3736,6.4688,36.4166,-5.3648,-3.8686,12.3343,0.4004,3.2303,2.6949,-146.8728,-8.9143,-0.0288,50.0063,6.6317,-8.4111,45.6,2.4,24,2515,188,NA,NA,NA,NA,NA,NA,FALSE,-6.4,20.6,6.5,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716996,"2023-08-15",3,"2023-08-15T03:52:28.384Z","2023-08-15T03:52:34.630Z",TRUE,"pitch","6bc4c922-e158-4971-8e7a-50c35b104b5b",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,1,1,NA,NA,3.0825,1.501,NA,84.75,193.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Walk","walk","Juan Soto walks.",0,4,1,65,"bottom",9,"2023-08-15T03:51:14.919Z","2023-08-15T03:54:04.482Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,665742,"Juan Soto","/api/v1/people/665742","L","Left",642585,"Félix Bautista","/api/v1/people/642585","R","Right","vs_RHP","vs_LHB","RISP",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","San Diego Padres","Baltimore Orioles",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",99.9,90.6,14,2,0.3793,6.8222,36.3466,-5.5466,-5.0509,12.6317,0.8462,1.6909,3.5292,-144.8552,-12.6637,0.2633,50.0056,6.4756,-10.6503,48,2.4,24,2467,187,NA,NA,NA,NA,NA,NA,FALSE,-7.4,20.3,8.4,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716996,"2023-08-15",1,"2023-08-15T03:52:02.067Z","2023-08-15T03:52:11.024Z",TRUE,"pitch","2955a9cf-ea46-4157-a95c-7214c3fbefd9",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,1,NA,NA,3.0587,1.5218,NA,122.56,137.21,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"65","atBat","Walk","walk","Juan Soto walks.",0,4,1,65,"bottom",9,"2023-08-15T03:51:14.919Z","2023-08-15T03:54:04.482Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,665742,"Juan Soto","/api/v1/people/665742","L","Left",642585,"Félix Bautista","/api/v1/people/642585","R","Right","vs_RHP","vs_LHB","RISP",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","San Diego Padres","Baltimore Orioles",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",99.8,90.5,11,2,0.3785,6.479,36.3926,-7.0111,-4.5577,11.8857,-0.1458,3.7618,0.8081,-145.1424,-7.2385,0.1628,50.0054,6.7259,-9.6512,46.8,2.4,24,2452,186,NA,NA,NA,NA,NA,NA,FALSE,-7.6,20.2,8,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716996,"2023-08-15",0,"2023-08-15T03:51:40.676Z","2023-08-15T03:51:45.322Z",TRUE,"pitch","310948cd-d117-4fce-bef5-7ba5d1396127",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.1037,1.5671,NA,75.47,186.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Walk","walk","Juan Soto walks.",0,4,1,65,"bottom",9,"2023-08-15T03:51:14.919Z","2023-08-15T03:54:04.482Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,665742,"Juan Soto","/api/v1/people/665742","L","Left",642585,"Félix Bautista","/api/v1/people/642585","R","Right","vs_RHP","vs_LHB","RISP",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","San Diego Padres","Baltimore Orioles",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",99.9,90.5,14,2,0.3792,6.8701,36.7261,-4.9553,-4.9077,12.9098,1.0894,1.9195,4.5349,-144.9321,-12.0775,0.1351,50.0019,6.4615,-10.3462,49.2,2.4,24,2342,185,NA,NA,NA,NA,NA,NA,FALSE,-6.8,20.9,7.9,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
