"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","isBaseRunningPlay","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
717447,"2023-07-08",2,"2023-07-08T19:35:03.384Z","2023-07-08T19:35:14.764Z",TRUE,"pitch","54e7fce1-c451-4794-8ea0-9f4aa7ae2963",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,2,2,NA,NA,3.21,1.49,NA,91.22,182.14,"fly_ball","medium","8",116.81,102.24,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Flyout","field_out","Yan Gomes flies out to center fielder Harrison Bader.",0,3,6,68,"top",9,"2023-07-08T19:33:45.949Z","2023-07-08T19:35:14.764Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,543228,"Yan Gomes","/api/v1/people/543228","R","Right",650633,"Michael King","/api/v1/people/650633","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","New York Yankees","true",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",82.1,75.5,6,0.9,0.4596,6.6561,24.4759,-34.4822,11.0008,-1.6072,0.6764,2.0979,3.9677,-119.4819,-1.0491,-2.4381,50.0037,5.6602,15.7965,25.2,10.8,24,2841,56,70.6,35,246,NA,NA,NA,TRUE,-43.7,-2.9,-20.9,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717447,"2023-07-08",1,"2023-07-08T19:34:44.278Z","2023-07-08T19:34:48.535Z",TRUE,"pitch","24bf32e1-d1dd-42de-9765-10d6b0dd01c9",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,2,NA,NA,3.21,1.49,NA,105.94,191.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Flyout","field_out","Yan Gomes flies out to center fielder Harrison Bader.",0,3,6,68,"top",9,"2023-07-08T19:33:45.949Z","2023-07-08T19:35:14.764Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,543228,"Yan Gomes","/api/v1/people/543228","R","Right",650633,"Michael King","/api/v1/people/650633","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","New York Yankees","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",82.1,75.6,9,0.9,0.459,6.4162,24.2311,-33.571,10.9277,-0.9657,0.2901,1.7685,3.0731,-119.5829,-2.1596,-2.4333,50.005,5.7107,15.7424,25.2,10.8,24,2858,51,NA,NA,NA,NA,NA,NA,FALSE,-42.7,-2,-20.5,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717447,"2023-07-08",0,"2023-07-08T19:34:22.356Z","2023-07-08T19:34:26.277Z",TRUE,"pitch","d46049c0-ad76-486c-8acd-3a23f21ab697",1,"Swinging Strike (Blocked)",NA,NA,NA,NA,FALSE,"W","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"W","Swinging Strike (Blocked)",0,1,2,NA,NA,3.21,1.49,NA,61.38,234.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Flyout","field_out","Yan Gomes flies out to center fielder Harrison Bader.",0,3,6,68,"top",9,"2023-07-08T19:33:45.949Z","2023-07-08T19:35:14.764Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,543228,"Yan Gomes","/api/v1/people/543228","R","Right",650633,"Michael King","/api/v1/people/650633","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","New York Yankees","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",81.4,75,14,0.9,0.4648,6.7229,24.8412,-31.7459,9.6794,0.3013,1.4591,0.149,5.6545,-118.3365,-5.7289,-2.2271,50.0002,5.5465,13.5776,24,10.8,24,2600,52,NA,NA,NA,NA,NA,NA,FALSE,-42.4,-0.7,-19,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717447,"2023-07-08",0,"2023-07-08T19:33:41.792Z","2023-07-08T19:33:45.663Z",TRUE,"pitch","c4ab8310-20c7-49b3-b369-1f9e2a4fd6f2",1,"Hit By Pitch",NA,NA,NA,NA,FALSE,"H","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"H","Hit By Pitch",1,0,2,NA,NA,3.48,1.56,NA,215.09,149.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Hit By Pitch","hit_by_pitch","Christopher Morel hit by pitch.",0,3,6,67,"top",9,"2023-07-08T19:33:20.038Z","2023-07-08T19:33:45.663Z",TRUE,FALSE,FALSE,FALSE,11,1,0,2,666624,"Christopher Morel","/api/v1/people/666624","R","Right",650633,"Michael King","/api/v1/people/650633","R","Right","vs_RHP","vs_RHB","Men_On",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","New York Yankees","true",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",81,74.7,11,0.9,0.4637,6.6353,21.5893,-35.3301,9.7129,-2.2296,-2.5735,3.3197,-2.1229,-117.9469,1.7284,-2.9261,50.0038,5.8257,13.7402,20.4,10.8,24,2731,59,NA,NA,NA,NA,NA,NA,FALSE,-44.9,-3.4,-17.2,NA,NA,NA,NA,NA,FALSE,TRUE,666624,"Christopher Morel","/api/v1/people/666624",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717447,"2023-07-08",4,"2023-07-08T19:33:07.974Z","2023-07-08T19:33:17.270Z",TRUE,"pitch","ccf3166e-b4d1-49ba-b1ad-e74ab7703880",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,1,1,NA,NA,3.71,1.71,NA,115.61,159.03,"fly_ball","medium","9",177.18,67.15,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Flyout","field_out","Cody Bellinger flies out to right fielder Oswaldo Cabrera.",0,3,6,66,"top",9,"2023-07-08T19:31:42.815Z","2023-07-08T19:33:17.270Z",TRUE,FALSE,FALSE,TRUE,0,2,1,2,641355,"Cody Bellinger","/api/v1/people/641355","L","Left",650633,"Michael King","/api/v1/people/650633","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","New York Yankees",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.7,87.5,5,0.93,0.3958,6.3654,27.9503,-17.0555,-0.294,7.7784,0.0364,2.9535,6.6552,-137.8895,-4.8552,-2.3607,50.0051,5.8721,-0.5731,2.4,3.6,24,2286,216,90.8,33,351,NA,NA,NA,TRUE,-16.9,13.3,-0.7,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717447,"2023-07-08",3,"2023-07-08T19:32:51.672Z","2023-07-08T19:32:56.199Z",TRUE,"pitch","4b7457c6-c836-41b1-b1dc-d9bc1bf43286",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,1,NA,NA,3.8413,1.8046,NA,85.13,135.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Flyout","field_out","Cody Bellinger flies out to right fielder Oswaldo Cabrera.",0,3,6,66,"top",9,"2023-07-08T19:31:42.815Z","2023-07-08T19:33:17.270Z",TRUE,FALSE,FALSE,TRUE,0,2,1,2,641355,"Cody Bellinger","/api/v1/people/641355","L","Left",650633,"Michael King","/api/v1/people/650633","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","New York Yankees",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.8,87.4,12,0.91,0.396,6.5188,27.6651,-28.7413,-7.0554,1.7661,0.8362,3.8123,10.5144,-137.7802,-0.5528,-2.0947,50.001,5.9404,-13.7032,21.6,6,24,2306,214,NA,NA,NA,NA,NA,NA,FALSE,-27,3.2,10.8,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717447,"2023-07-08",1,"2023-07-08T19:32:21.647Z","2023-07-08T19:32:27.374Z",TRUE,"pitch","061bc403-6d32-4b40-9661-a17b35481b8c",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,1,NA,NA,3.71,1.71,NA,116.37,140.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Flyout","field_out","Cody Bellinger flies out to right fielder Oswaldo Cabrera.",0,3,6,66,"top",9,"2023-07-08T19:31:42.815Z","2023-07-08T19:33:17.270Z",TRUE,FALSE,FALSE,TRUE,0,2,1,2,641355,"Cody Bellinger","/api/v1/people/641355","L","Left",650633,"Michael King","/api/v1/people/650633","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","New York Yankees",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.8,87.7,2,0.93,0.3927,6.3388,30.9173,-14.9535,-2.9078,8.7381,0.0164,3.6303,7.2991,-139.3923,-3.5604,-2.2565,50.0013,5.9095,-5.7302,14.4,3.6,24,2353,215,NA,NA,NA,NA,NA,NA,FALSE,-14.5,15.2,3.7,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717447,"2023-07-08",0,"2023-07-08T19:32:05.292Z","2023-07-08T19:32:09.870Z",TRUE,"pitch","d476b223-e2cf-4064-9b2a-3582df6e1d45",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.8677,1.7783,NA,179.6,144.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Flyout","field_out","Cody Bellinger flies out to right fielder Oswaldo Cabrera.",0,3,6,66,"top",9,"2023-07-08T19:31:42.815Z","2023-07-08T19:33:17.270Z",TRUE,FALSE,FALSE,TRUE,0,2,1,2,641355,"Cody Bellinger","/api/v1/people/641355","L","Left",650633,"Michael King","/api/v1/people/650633","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","New York Yankees",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96,87.5,11,0.92,0.3924,6.2457,32.1226,-13.6701,-3.4697,9.3817,-1.6423,3.4813,3.5358,-139.6929,-4.3389,-2.475,50.0002,5.9565,-6.8415,22.8,3.6,24,2384,212,NA,NA,NA,NA,NA,NA,FALSE,-13.4,16.3,5.5,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717447,"2023-07-08",2,"2023-07-08T19:32:32.632Z","2023-07-08T19:32:51.672Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",3,6,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,1,1,641355,"/api/v1/people/641355",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"66","atBat","Flyout","field_out","Cody Bellinger flies out to right fielder Oswaldo Cabrera.",0,3,6,66,"top",9,"2023-07-08T19:31:42.815Z","2023-07-08T19:33:17.270Z",TRUE,FALSE,FALSE,TRUE,0,2,1,2,641355,"Cody Bellinger","/api/v1/people/641355","L","Left",650633,"Michael King","/api/v1/people/650633","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","New York Yankees",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717447,"2023-07-08",2,"2023-07-08T19:31:32.259Z","2023-07-08T19:31:39.817Z",TRUE,"pitch","ac921621-6317-426e-a9d7-db907589a2e3",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,2,0,NA,NA,3.01,1.34,NA,86.95,201.16,"ground_ball","medium","1",127.32,182.25,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Groundout","field_out","Seiya Suzuki grounds out, pitcher Michael King to first baseman Anthony Rizzo.",0,3,6,65,"top",9,"2023-07-08T19:30:14.896Z","2023-07-08T19:31:39.817Z",TRUE,FALSE,FALSE,TRUE,0,0,2,1,673548,"Seiya Suzuki","/api/v1/people/673548","R","Right",650633,"Michael King","/api/v1/people/650633","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","New York Yankees","true",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",82.7,76.2,9,0.9,0.4562,6.4795,24.5355,-31.8104,9.6576,0.2538,0.7883,1.3935,4.5008,-120.3167,-3.3942,-2.3647,50.0049,5.6575,14.084,24,9.6,24,2842,54,57.5,-15,7,NA,NA,NA,TRUE,-40.3,-0.1,-18.6,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
