"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link"
718550,"2023-04-16",3,"2023-04-16T19:17:39.170Z","2023-04-16T19:17:46.598Z",TRUE,"pitch","d21fbdab-e193-45f8-a33d-236e87c59361",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,1,0,NA,NA,3.17,1.49,NA,153.61,206.03,"ground_ball","medium","3",147.43,173.46,NA,NA,NA,NA,NA,NA,NA,NA,"49","atBat","Groundout","field_out","Luis Arraez grounds out, first baseman Christian Walker to pitcher Zac Gallen.",0,5,0,49,"bottom",7,"2023-04-16T19:16:11.203Z","2023-04-16T19:17:46.598Z",TRUE,FALSE,FALSE,TRUE,0,2,1,1,650333,"Luis Arraez","/api/v1/people/650333","L","Left",668678,"Zac Gallen","/api/v1/people/668678","R","Right","vs_RHP","vs_LHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Arizona Diamondbacks","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",85.9,79,13,0.91,0.4387,6.7335,24.9697,-27.9954,-9.925,2.6439,-0.9604,1.2131,7.841,-124.826,-5.1756,-2.8519,50.0007,5.6163,-15.671,26.4,8.4,24,1528,230,64.8,-43,2,NA,NA,NA,TRUE,-33.4,3.8,16.2,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718550,"2023-04-16",2,"2023-04-16T19:17:21.959Z","2023-04-16T19:17:26.708Z",TRUE,"pitch","36966b06-02aa-4eba-8e8f-a4832ce752dc",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,0,NA,NA,3.1583,1.5157,NA,163.99,175.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49","atBat","Groundout","field_out","Luis Arraez grounds out, first baseman Christian Walker to pitcher Zac Gallen.",0,5,0,49,"bottom",7,"2023-04-16T19:16:11.203Z","2023-04-16T19:17:46.598Z",TRUE,FALSE,FALSE,TRUE,0,2,1,1,650333,"Luis Arraez","/api/v1/people/650333","L","Left",668678,"Zac Gallen","/api/v1/people/668678","R","Right","vs_RHP","vs_LHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Arizona Diamondbacks","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.8,85.9,11,0.9,0.4012,6.1746,29.4832,-11.4167,-2.4357,10.9915,-1.2329,2.3612,4.7312,-136.4141,-7.1705,-2.6717,50.0005,5.8075,-4.5992,15.6,2.4,24,2368,214,NA,NA,NA,NA,NA,NA,FALSE,-12.5,18.6,3.5,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718550,"2023-04-16",1,"2023-04-16T19:16:53.943Z","2023-04-16T19:16:57.710Z",TRUE,"pitch","ec18e556-018c-40f9-bb05-a636630ea0e1",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,0,NA,NA,3.17,1.49,NA,97.17,199.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49","atBat","Groundout","field_out","Luis Arraez grounds out, first baseman Christian Walker to pitcher Zac Gallen.",0,5,0,49,"bottom",7,"2023-04-16T19:16:11.203Z","2023-04-16T19:17:46.598Z",TRUE,FALSE,FALSE,TRUE,0,2,1,1,650333,"Luis Arraez","/api/v1/people/650333","L","Left",668678,"Zac Gallen","/api/v1/people/668678","R","Right","vs_RHP","vs_LHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Arizona Diamondbacks","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89.3,81.3,9,2,0.4244,6.5292,30.3391,-27.5349,1.6713,2.7571,0.5203,1.4639,7.4662,-129.6848,-5.3615,-2.628,50.0007,5.6918,2.81,8.4,7.2,24,2413,189,NA,NA,NA,NA,NA,NA,FALSE,-31,3.8,-4.9,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718550,"2023-04-16",0,"2023-04-16T19:16:34.374Z","2023-04-16T19:16:49.024Z",TRUE,"pitch","87513cbd-381a-4b30-81ef-fca2aa929235",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,3.223,1.4836,NA,145.39,182.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49","atBat","Groundout","field_out","Luis Arraez grounds out, first baseman Christian Walker to pitcher Zac Gallen.",0,5,0,49,"bottom",7,"2023-04-16T19:16:11.203Z","2023-04-16T19:17:46.598Z",TRUE,FALSE,FALSE,TRUE,0,2,1,1,650333,"Luis Arraez","/api/v1/people/650333","L","Left",668678,"Zac Gallen","/api/v1/people/668678","R","Right","vs_RHP","vs_LHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Arizona Diamondbacks","false",NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",82.6,76.4,14,0.89,0.457,6.607,24.5868,-40.1024,1.1332,-5.4531,0.2594,0.4329,6.7808,-120.1347,-4.0944,-2.7541,50.0053,5.7464,1.646,3.6,12,24,2628,40,NA,NA,NA,NA,NA,NA,FALSE,-51,-10.7,-3.7,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718550,"2023-04-16",1,"2023-04-16T19:13:06.808Z","2023-04-16T19:13:13.609Z",TRUE,"pitch","e9f69a63-b4b4-4286-9205-25565d90690e",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,0,2,NA,NA,3.42,1.69,NA,126.26,168.51,"line_drive","hard","8",88.95,70.79,NA,NA,NA,NA,NA,NA,NA,NA,"48","atBat","Lineout","field_out","Josh Rojas lines out sharply to center fielder Jazz Chisholm Jr.",0,5,0,48,"top",7,"2023-04-16T19:12:34.246Z","2023-04-16T19:13:13.609Z",TRUE,FALSE,FALSE,TRUE,0,1,0,3,668942,"Josh Rojas","/api/v1/people/668942","L","Left",666277,"George Soriano","/api/v1/people/666277","R","Right","vs_RHP","vs_LHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Miami Marlins","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.1,87.6,5,0.92,0.3924,6.5776,32.5242,-15.4995,-7.6033,8.4552,-0.243,2.6027,6.7167,-139.787,-4.8717,-1.6932,50.0034,5.3911,-14.9959,39.6,4.8,24,2197,235,103.1,17,332,NA,NA,NA,TRUE,-15.2,14.4,12.4,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718550,"2023-04-16",0,"2023-04-16T19:12:52.234Z","2023-04-16T19:12:58.378Z",TRUE,"pitch","9405cd70-ffca-4e35-a51e-615d0ad31eac",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.42,1.6808,NA,138.69,208.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48","atBat","Lineout","field_out","Josh Rojas lines out sharply to center fielder Jazz Chisholm Jr.",0,5,0,48,"top",7,"2023-04-16T19:12:34.246Z","2023-04-16T19:13:13.609Z",TRUE,FALSE,FALSE,TRUE,0,1,0,3,668942,"Josh Rojas","/api/v1/people/668942","L","Left",666277,"George Soriano","/api/v1/people/666277","R","Right","vs_RHP","vs_LHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Miami Marlins","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.4,88.8,13,0.92,0.3875,6.1917,33.6428,-15.6131,-5.7999,8.1976,-0.5691,1.1141,5.4502,-141.5691,-8.5228,-1.7698,50.0062,5.1724,-11.7233,31.2,3.6,24,2300,228,NA,NA,NA,NA,NA,NA,FALSE,-15.8,13.2,9.4,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718550,"2023-04-16",0,"2023-04-16T19:12:18.906Z","2023-04-16T19:12:26.926Z",TRUE,"pitch","316fc5f1-5394-473c-bfd1-7ba1865e1698",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,1,NA,NA,3.13,1.48,NA,123.74,166.12,"fly_ball","medium","8",101.68,66.36,NA,NA,NA,NA,NA,NA,NA,NA,"47","atBat","Flyout","field_out","Jose Herrera flies out to center fielder Jazz Chisholm Jr.",0,5,0,47,"top",7,"2023-04-16T19:11:52.144Z","2023-04-16T19:12:26.926Z",TRUE,FALSE,FALSE,TRUE,0,0,0,2,645444,"Jose Herrera","/api/v1/people/645444","L","Left",666277,"George Soriano","/api/v1/people/666277","R","Right","vs_RHP","vs_LHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Miami Marlins","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.2,88.2,2,0.92,0.3885,6.2325,34.2434,-16.0555,-6.6855,8.0249,-0.1768,2.691,6.576,-141.3307,-4.2043,-1.6727,50.0063,5.2392,-13.4357,34.8,4.8,24,2210,228,92.1,36,336,NA,NA,NA,TRUE,-15.4,13.8,10.7,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718550,"2023-04-16",4,"2023-04-16T19:11:33.601Z","2023-04-16T19:11:42.343Z",TRUE,"pitch","9a1f27a9-3355-420f-9e03-3dd5d30ad617",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,0,NA,NA,3.25,1.54,NA,133.71,159.61,"fly_ball","medium","7",67.1,64.29,NA,NA,NA,NA,NA,NA,NA,NA,"46","atBat","Flyout","field_out","Alek Thomas flies out to left fielder Bryan De La Cruz.",0,5,0,46,"top",7,"2023-04-16T19:10:41.724Z","2023-04-16T19:11:42.343Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,677950,"Alek Thomas","/api/v1/people/677950","L","Left",666277,"George Soriano","/api/v1/people/666277","R","Right","vs_RHP","vs_LHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Miami Marlins",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.5,78.4,1,0.9,0.4399,6.3106,25.271,-27.926,4.7413,2.706,-0.4384,2.9321,2.1731,-124.552,-0.4269,-1.9384,50.0027,5.4173,7.44,15.6,7.2,24,2738,45,98.3,28,364,NA,NA,NA,TRUE,-32.3,5,-9.1,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718550,"2023-04-16",3,"2023-04-16T19:11:18.244Z","2023-04-16T19:11:22.529Z",TRUE,"pitch","02c571a4-d538-4f37-848b-d358c6677bc2",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,2,0,NA,NA,3.25,1.5523,NA,146.8,184.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46","atBat","Flyout","field_out","Alek Thomas flies out to left fielder Bryan De La Cruz.",0,5,0,46,"top",7,"2023-04-16T19:10:41.724Z","2023-04-16T19:11:42.343Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,677950,"Alek Thomas","/api/v1/people/677950","L","Left",666277,"George Soriano","/api/v1/people/666277","R","Right","vs_RHP","vs_LHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Miami Marlins",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.5,77.5,7,0.91,0.4456,6.2225,25.2068,-28.4601,5.1014,2.4278,-0.7817,2.0098,1.0824,-123.0899,-2.4722,-1.8901,50.0031,5.4453,7.8007,15.6,8.4,24,2729,47,NA,NA,NA,NA,NA,NA,FALSE,-34.3,4.1,-9.5,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718550,"2023-04-16",2,"2023-04-16T19:11:03.444Z","2023-04-16T19:11:10.173Z",TRUE,"pitch","f8692262-2974-4f5e-bcc7-0245daddb32a",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,0,NA,NA,3.2996,1.5197,NA,79.54,165.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46","atBat","Flyout","field_out","Alek Thomas flies out to left fielder Bryan De La Cruz.",0,5,0,46,"top",7,"2023-04-16T19:10:41.724Z","2023-04-16T19:11:42.343Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,677950,"Alek Thomas","/api/v1/people/677950","L","Left",666277,"George Soriano","/api/v1/people/666277","R","Right","vs_RHP","vs_LHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Miami Marlins",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.7,77.6,12,0.9,0.4451,6.4522,25.3945,-30.8075,1.1458,0.8936,0.9827,2.7025,6.1979,-123.2331,-0.6405,-1.7179,50.0031,5.5772,1.7556,6,8.4,24,2660,40,NA,NA,NA,NA,NA,NA,FALSE,-36.5,1.7,-3.6,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718550,"2023-04-16",1,"2023-04-16T19:10:44.121Z","2023-04-16T19:10:51.048Z",TRUE,"pitch","be422ab4-45e7-46da-a657-140326d9dfb2",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,0,NA,NA,3.25,1.54,NA,156.31,161.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46","atBat","Flyout","field_out","Alek Thomas flies out to left fielder Bryan De La Cruz.",0,5,0,46,"top",7,"2023-04-16T19:10:41.724Z","2023-04-16T19:11:42.343Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,677950,"Alek Thomas","/api/v1/people/677950","L","Left",666277,"George Soriano","/api/v1/people/666277","R","Right","vs_RHP","vs_LHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Miami Marlins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.1,86.6,11,2,0.3965,6.1652,31.7677,-15.6328,-8.0517,8.5637,-1.0313,2.8662,4.9512,-138.3236,-4.2657,-1.8013,50.0048,5.4814,-15.5548,40.8,4.8,24,2235,225,NA,NA,NA,NA,NA,NA,FALSE,-15.6,14.8,13.6,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718550,"2023-04-16",0,"2023-04-16T19:09:21.993Z","2023-04-16T19:10:44.121Z",FALSE,"action",NA,NA,"Pitching Change: George Soriano replaces Sandy Alcantara.","Pitching Substitution",5,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,666277,"/api/v1/people/666277",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"46","atBat","Flyout","field_out","Alek Thomas flies out to left fielder Bryan De La Cruz.",0,5,0,46,"top",7,"2023-04-16T19:10:41.724Z","2023-04-16T19:11:42.343Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,677950,"Alek Thomas","/api/v1/people/677950","L","Left",666277,"George Soriano","/api/v1/people/666277","R","Right","vs_RHP","vs_LHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Miami Marlins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718550,"2023-04-16",6,"2023-04-16T19:07:59.513Z","2023-04-16T19:08:07.384Z",TRUE,"pitch","10ab2b27-0a0c-4183-84a9-eeb55239733f",6,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,3,2,NA,NA,3.54,1.7399,NA,100.84,161.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45","atBat","Strikeout","strikeout","Garrett Cooper called out on strikes.",0,5,0,45,"bottom",6,"2023-04-16T19:05:51.106Z","2023-04-16T19:08:07.384Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,643265,"Garrett Cooper","/api/v1/people/643265","R","Right",668678,"Zac Gallen","/api/v1/people/668678","R","Right","vs_RHP","vs_RHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Arizona Diamondbacks",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.2,81.4,6,2,0.4258,6.3385,25.6018,-29.979,2.2457,1.3108,0.424,2.877,6.9008,-128.4259,-1.3429,-2.5854,50.0039,5.7298,3.7664,9.6,7.2,24,2527,131,NA,NA,NA,NA,NA,NA,TRUE,-32.8,2.3,-5.5,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718550,"2023-04-16",5,"2023-04-16T19:07:39.132Z","2023-04-16T19:07:43.039Z",TRUE,"pitch","1974c4e4-a3f5-4357-acc0-314abeb1bab6",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,2,NA,NA,3.54,1.804,NA,54.74,203.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45","atBat","Strikeout","strikeout","Garrett Cooper called out on strikes.",0,5,0,45,"bottom",6,"2023-04-16T19:05:51.106Z","2023-04-16T19:08:07.384Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,643265,"Garrett Cooper","/api/v1/people/643265","R","Right",668678,"Zac Gallen","/api/v1/people/668678","R","Right","vs_RHP","vs_RHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Arizona Diamondbacks",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.5,80.5,14,2,0.4317,6.8224,26.7872,-32.1214,3.0445,0.0327,1.6334,1.2915,9.3413,-127.0185,-4.3882,-2.4921,50.0036,5.6047,4.9575,12,8.4,24,2502,103,NA,NA,NA,NA,NA,NA,FALSE,-36.7,-0.7,-7.7,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718550,"2023-04-16",4,"2023-04-16T19:07:21.301Z","2023-04-16T19:07:26.552Z",TRUE,"pitch","e96ce5d6-d82f-4876-91c7-76d8c580ffc5",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.54,1.8001,NA,116.57,96.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45","atBat","Strikeout","strikeout","Garrett Cooper called out on strikes.",0,5,0,45,"bottom",6,"2023-04-16T19:05:51.106Z","2023-04-16T19:08:07.384Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,643265,"Garrett Cooper","/api/v1/people/643265","R","Right",668678,"Zac Gallen","/api/v1/people/668678","R","Right","vs_RHP","vs_RHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Arizona Diamondbacks",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.4,85.6,12,0.9,0.4022,6.2081,28.3367,-15.8176,-2.3387,8.6984,0.0113,5.2799,7.5843,-135.9063,0.9948,-2.5053,50.0027,6.0038,-4.3994,10.8,3.6,24,2303,204,NA,NA,NA,NA,NA,NA,FALSE,-15,16.2,2.8,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718550,"2023-04-16",2,"2023-04-16T19:06:42.857Z","2023-04-16T19:06:53.629Z",TRUE,"pitch","50eac8a5-3e78-4e00-8271-c8a06a5d9c6a",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.54,1.75,NA,186.39,142.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45","atBat","Strikeout","strikeout","Garrett Cooper called out on strikes.",0,5,0,45,"bottom",6,"2023-04-16T19:05:51.106Z","2023-04-16T19:08:07.384Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,643265,"Garrett Cooper","/api/v1/people/643265","R","Right",668678,"Zac Gallen","/api/v1/people/668678","R","Right","vs_RHP","vs_RHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Arizona Diamondbacks",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.8,85.6,11,0.9,0.4012,6.2886,30.3884,-12.2979,-3.4428,10.5287,-1.8205,3.5837,3.58,-136.5968,-3.9365,-2.7015,50.0022,5.8905,-6.499,24,3.6,24,2319,204,NA,NA,NA,NA,NA,NA,FALSE,-12.6,18.5,5.5,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
