"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","details.disengagementNum","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","replacedPlayer.id","replacedPlayer.link","isBaseRunningPlay","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
716456,"2023-09-24",7,"2023-09-24T03:40:16.335Z","2023-09-24T03:40:22.429Z",TRUE,"pitch","a86bb20a-74e5-473a-b730-80a59ccbf564",7,"Foul Tip",NA,NA,NA,NA,FALSE,"T","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"T","Foul Tip",3,3,2,NA,NA,3.25,1.48,NA,97.08,153.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Heliot Ramos strikes out on a foul tip.",0,0,7,70,"top",9,"2023-09-24T03:38:10.344Z","2023-09-24T03:40:22.429Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,671218,"Heliot Ramos","/api/v1/people/671218","R","Right",657571,"Caleb Ferguson","/api/v1/people/657571","L","Left","vs_LHP","vs_RHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Los Angeles Dodgers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.6,86.4,3,0.9,0.398,6.3368,30.6594,-14.134,3.457,9.4057,0.5227,3.17,-4.8134,-137.6545,-4.1926,1.8451,50.0048,5.6703,6.6326,20.4,3.6,24,2261,148,NA,NA,NA,NA,NA,NA,TRUE,-14.3,16.3,-5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716456,"2023-09-24",6,"2023-09-24T03:39:51.574Z","2023-09-24T03:39:54.679Z",TRUE,"pitch","23bbe78f-65b7-498e-bc6a-47061144a4eb",6,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,2,NA,NA,3.25,1.48,NA,69.1,164.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Heliot Ramos strikes out on a foul tip.",0,0,7,70,"top",9,"2023-09-24T03:38:10.344Z","2023-09-24T03:40:22.429Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,671218,"Heliot Ramos","/api/v1/people/671218","R","Right",657571,"Caleb Ferguson","/api/v1/people/657571","L","Left","vs_LHP","vs_RHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Los Angeles Dodgers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.7,86.3,12,0.88,0.4002,6.3692,27.7633,-17.3416,4.0784,7.8053,1.2567,2.7552,-3.6974,-136.4512,-4.3587,2.0941,50.0063,5.5549,7.7542,21.6,3.6,24,2224,146,NA,NA,NA,NA,NA,NA,FALSE,-17.4,13.4,-6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716456,"2023-09-24",5,"2023-09-24T03:39:32.267Z","2023-09-24T03:39:36.601Z",TRUE,"pitch","71d5321d-10d7-4853-a267-fd1ac647972d",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,2,NA,NA,3.2839,1.431,NA,117.06,128.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Heliot Ramos strikes out on a foul tip.",0,0,7,70,"top",9,"2023-09-24T03:38:10.344Z","2023-09-24T03:40:22.429Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,671218,"Heliot Ramos","/api/v1/people/671218","R","Right",657571,"Caleb Ferguson","/api/v1/people/657571","L","Left","vs_LHP","vs_RHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Los Angeles Dodgers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.6,86.9,11,0.89,0.3968,6.4442,28.5851,-15.7047,2.705,8.5208,-0.0017,4.079,-6.0367,-137.6781,-1.6318,1.8612,50.0045,5.7345,5.2303,14.4,3.6,24,2199,149,NA,NA,NA,NA,NA,NA,FALSE,-15.1,15.4,-3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716456,"2023-09-24",4,"2023-09-24T03:39:08.325Z","2023-09-24T03:39:11.839Z",TRUE,"pitch","cd39d0de-6b83-4e34-a0d0-6215fa12387f",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.25,1.48,NA,121.45,192.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Heliot Ramos strikes out on a foul tip.",0,0,7,70,"top",9,"2023-09-24T03:38:10.344Z","2023-09-24T03:40:22.429Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,671218,"Heliot Ramos","/api/v1/people/671218","R","Right",657571,"Caleb Ferguson","/api/v1/people/657571","L","Left","vs_LHP","vs_RHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Los Angeles Dodgers",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",85.1,79.3,8,0.9,0.4397,6.4058,22.18,-32.2381,-2.7424,-0.0397,-0.1166,1.7004,-4.1574,-124.0412,-3.0355,1.9302,50.0033,5.597,-4.3217,8.4,8.4,24,2756,259,NA,NA,NA,NA,NA,NA,FALSE,-37.8,-0.5,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716456,"2023-09-24",3,"2023-09-24T03:38:49.307Z","2023-09-24T03:38:52.578Z",TRUE,"pitch","46417d13-c10f-4637-b8cf-941357a60230",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.3005,1.4642,NA,94.97,121.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Heliot Ramos strikes out on a foul tip.",0,0,7,70,"top",9,"2023-09-24T03:38:10.344Z","2023-09-24T03:40:22.429Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,671218,"Heliot Ramos","/api/v1/people/671218","R","Right",657571,"Caleb Ferguson","/api/v1/people/657571","L","Left","vs_LHP","vs_RHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Los Angeles Dodgers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.9,86.9,12,0.9,0.3959,6.3701,30.0806,-14.3704,2.3886,9.1784,0.5778,4.3397,-4.7649,-138.2152,-1.2764,2.0118,50.0014,5.77,4.6332,14.4,3.6,24,2266,149,NA,NA,NA,NA,NA,NA,FALSE,-13.7,16.6,-3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716456,"2023-09-24",2,"2023-09-24T03:38:30.649Z","2023-09-24T03:38:34.804Z",TRUE,"pitch","dfec84ce-31bf-4ac6-b867-f2404d509d67",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,2,NA,NA,3.301,1.5814,NA,81.69,169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Heliot Ramos strikes out on a foul tip.",0,0,7,70,"top",9,"2023-09-24T03:38:10.344Z","2023-09-24T03:40:22.429Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,671218,"Heliot Ramos","/api/v1/people/671218","R","Right",657571,"Caleb Ferguson","/api/v1/people/657571","L","Left","vs_LHP","vs_RHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Los Angeles Dodgers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95,87,12,0.9,0.3958,6.2498,30.2671,-12.5028,3.7293,10.1406,0.9264,2.5845,-4.0698,-138.2743,-5.9579,1.9314,50.0059,5.603,7.2371,25.2,3.6,24,2405,149,NA,NA,NA,NA,NA,NA,FALSE,-13,17.3,-5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716456,"2023-09-24",1,"2023-09-24T03:38:12.703Z","2023-09-24T03:38:16.336Z",TRUE,"pitch","59a085ca-a900-4818-b271-87d42b40e1ef",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.2839,1.5141,NA,105.55,128.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Heliot Ramos strikes out on a foul tip.",0,0,7,70,"top",9,"2023-09-24T03:38:10.344Z","2023-09-24T03:40:22.429Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,671218,"Heliot Ramos","/api/v1/people/671218","R","Right",657571,"Caleb Ferguson","/api/v1/people/657571","L","Left","vs_LHP","vs_RHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Los Angeles Dodgers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.5,87.2,12,0.9,0.3941,6.3369,31.4703,-17.6627,3.8174,7.4215,0.3005,4.0751,-6.0251,-139.0414,-1.3124,2.0006,50.0054,5.7264,7.4677,19.2,3.6,24,2306,151,NA,NA,NA,NA,NA,NA,FALSE,-16.7,13.3,-5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716456,"2023-09-24",0,"2023-09-24T03:37:47.759Z","2023-09-24T03:38:12.703Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Heliot Ramos replaces Joc Pederson.","Offensive Substitution",0,7,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,671218,"/api/v1/people/671218",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","502","70","atBat","Strikeout","strikeout","Heliot Ramos strikes out on a foul tip.",0,0,7,70,"top",9,"2023-09-24T03:38:10.344Z","2023-09-24T03:40:22.429Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,671218,"Heliot Ramos","/api/v1/people/671218","R","Right",657571,"Caleb Ferguson","/api/v1/people/657571","L","Left","vs_LHP","vs_RHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Los Angeles Dodgers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,592626,"/api/v1/people/592626",NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716456,"2023-09-24",3,"2023-09-24T03:37:23.897Z","2023-09-24T03:37:34.629Z",TRUE,"pitch","c8246c91-ddbb-472c-b98b-58f94a0ae16b",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,1,NA,NA,3.1,1.46,NA,94.36,157.74,"fly_ball","hard","8",109,44.78,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Flyout","field_out","Wilmer Flores flies out sharply to center fielder James Outman.",0,0,7,69,"top",9,"2023-09-24T03:36:23.695Z","2023-09-24T03:37:34.629Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,527038,"Wilmer Flores","/api/v1/people/527038","R","Right",657571,"Caleb Ferguson","/api/v1/people/657571","L","Left","vs_LHP","vs_RHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Los Angeles Dodgers","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.7,86.2,3,0.9,0.3984,6.5353,31.95,-13.7919,3.9381,9.6089,0.594,3.0015,-5.4353,-137.749,-4.5738,2.0854,50.0009,5.6229,7.5323,22.8,3.6,24,2410,149,101.3,25,385,NA,NA,NA,TRUE,-14,16.6,-5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716456,"2023-09-24",2,"2023-09-24T03:37:07.091Z","2023-09-24T03:37:10.091Z",TRUE,"pitch","b43cece7-3697-4f37-aebd-73213438bcc8",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,1,NA,NA,3.1,1.46,NA,133.71,212.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Flyout","field_out","Wilmer Flores flies out sharply to center fielder James Outman.",0,0,7,69,"top",9,"2023-09-24T03:36:23.695Z","2023-09-24T03:37:34.629Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,527038,"Wilmer Flores","/api/v1/people/527038","R","Right",657571,"Caleb Ferguson","/api/v1/people/657571","L","Left","vs_LHP","vs_RHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Los Angeles Dodgers","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",88,81.3,13,0.9,0.4277,6.5022,26.086,-29.8103,-2.1742,1.4256,-0.4383,0.9839,-5.547,-128.0085,-5.5599,2.0382,50.005,5.514,-3.6135,8.4,7.2,24,2769,248,NA,NA,NA,NA,NA,NA,FALSE,-33.7,1.6,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
