"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
717105,"2023-08-06",3,"2023-08-06T20:41:29.845Z","2023-08-06T20:41:38.634Z",TRUE,"pitch","16293fb2-45fb-42af-b0fa-dda422217a5b",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,2,2,NA,NA,3.22,1.45,NA,112.38,145.97,"fly_ball","medium","9",189.66,83.89,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Flyout","field_out","Andruw Monasterio flies out to right fielder Henry Davis.",0,4,1,67,"bottom",9,"2023-08-06T20:40:34.208Z","2023-08-06T20:41:38.634Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,655316,"Andruw Monasterio","/api/v1/people/655316","R","Right",669387,"Carmen Mlodzinski","/api/v1/people/669387","R","Right","vs_RHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Pittsburgh Pirates","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.9,88,12,2,0.3919,6.5161,29.7281,-19.7066,-7.1509,6.2938,0.1213,3.4376,8.45,-139.4758,-1.0045,-2.0105,50.0051,5.0952,-14.1705,32.4,4.8,24,2163,226,91.8,31,326,NA,NA,NA,TRUE,-18.2,11.4,11.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717105,"2023-08-06",2,"2023-08-06T20:41:10.507Z","2023-08-06T20:41:13.628Z",TRUE,"pitch","dc620e1c-328f-45fd-aa4c-ec5e8756c827",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.22,1.45,NA,90.38,141.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Flyout","field_out","Andruw Monasterio flies out to right fielder Henry Davis.",0,4,1,67,"bottom",9,"2023-08-06T20:40:34.208Z","2023-08-06T20:41:38.634Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,655316,"Andruw Monasterio","/api/v1/people/655316","R","Right",669387,"Carmen Mlodzinski","/api/v1/people/669387","R","Right","vs_RHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Pittsburgh Pirates","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.6,88.2,12,2,0.3899,6.3734,31.587,-15.5621,-5.707,8.3128,0.6984,3.6034,9.3399,-140.4323,-1.3633,-1.9281,50.0061,5.1068,-11.4101,30,3.6,24,2302,217,NA,NA,NA,NA,NA,NA,FALSE,-14.4,15,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717105,"2023-08-06",1,"2023-08-06T20:40:51.928Z","2023-08-06T20:40:57.342Z",TRUE,"pitch","0295834d-1803-4c33-a71b-de7a2fad8a94",2,"Foul Tip",NA,NA,NA,NA,FALSE,"T","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"T","Foul Tip",0,2,2,NA,NA,3.22,1.45,NA,83.56,166.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Flyout","field_out","Andruw Monasterio flies out to right fielder Henry Davis.",0,4,1,67,"bottom",9,"2023-08-06T20:40:34.208Z","2023-08-06T20:41:38.634Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,655316,"Andruw Monasterio","/api/v1/people/655316","R","Right",669387,"Carmen Mlodzinski","/api/v1/people/669387","R","Right","vs_RHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Pittsburgh Pirates","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.4,87.3,12,2,0.3946,6.6572,30.4144,-18.3022,-5.9873,7.1058,0.8772,2.6641,9.8638,-138.683,-3.0511,-1.9443,50.0022,4.9963,-11.6878,26.4,4.8,24,2171,217,NA,NA,NA,NA,NA,NA,FALSE,-17.6,12.5,8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717105,"2023-08-06",0,"2023-08-06T20:40:36.667Z","2023-08-06T20:40:40.783Z",TRUE,"pitch","eca637eb-3d53-4dad-88f8-7ca15d02873d",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.2183,1.501,NA,99.02,185.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Flyout","field_out","Andruw Monasterio flies out to right fielder Henry Davis.",0,4,1,67,"bottom",9,"2023-08-06T20:40:34.208Z","2023-08-06T20:41:38.634Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,655316,"Andruw Monasterio","/api/v1/people/655316","R","Right",669387,"Carmen Mlodzinski","/api/v1/people/669387","R","Right","vs_RHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Pittsburgh Pirates","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.8,87.5,9,2,0.3937,6.628,31.4532,-21.7118,-7.0129,5.3336,0.4718,1.9716,9.5225,-139.1819,-3.8673,-2.0838,50.0003,4.8182,-13.748,27.6,4.8,24,2072,226,NA,NA,NA,NA,NA,NA,FALSE,-20.9,9,10.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717105,"2023-08-06",3,"2023-08-06T20:39:51.365Z","2023-08-06T20:40:04.092Z",TRUE,"pitch","b3d0cea7-3241-451b-86c9-ed3c5131e7fa",4,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",2,1,2,NA,NA,3.24,1.5,NA,114.88,194.24,"ground_ball","medium","5",84.68,164.63,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Field Error","field_error","Mark Canha reaches on a throwing error by third baseman Ke'Bryan Hayes. William Contreras scores. Willy Adames to 3rd.",0,4,1,66,"bottom",9,"2023-08-06T20:38:50.534Z","2023-08-06T20:40:04.092Z",TRUE,TRUE,FALSE,FALSE,0,2,1,2,592192,"Mark Canha","/api/v1/people/592192","R","Right",669387,"Carmen Mlodzinski","/api/v1/people/669387","R","Right","vs_RHP","vs_RHB","RISP",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Pittsburgh Pirates","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",89.2,82.3,8,2,0.4212,6.5248,25.1718,-28.5781,-11.1613,2.098,0.0556,1.6496,9.6765,-129.6664,-2.4099,-2.2607,50.0044,4.7547,-19.1531,31.2,8.4,24,1809,257,69.7,-27,5,NA,NA,NA,FALSE,-30.7,3.5,18.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,592192,"Mark Canha","/api/v1/people/592192",NA,NA,NA,642715,"Willy Adames","/api/v1/people/642715",NA,NA,NA,NA
717105,"2023-08-06",2,"2023-08-06T20:39:29.701Z","2023-08-06T20:39:33.976Z",TRUE,"pitch","83b78ba2-acc5-4468-a670-8ae168c9ba08",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,1,2,NA,NA,3.24,1.5,NA,108.84,181.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Field Error","field_error","Mark Canha reaches on a throwing error by third baseman Ke'Bryan Hayes. William Contreras scores. Willy Adames to 3rd.",0,4,1,66,"bottom",9,"2023-08-06T20:38:50.534Z","2023-08-06T20:40:04.092Z",TRUE,TRUE,FALSE,FALSE,0,2,1,2,592192,"Mark Canha","/api/v1/people/592192","R","Right",669387,"Carmen Mlodzinski","/api/v1/people/669387","R","Right","vs_RHP","vs_RHB","RISP",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Pittsburgh Pirates","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.9,87.3,5,2,0.3959,6.5666,28.5048,-18.0226,-6.7243,7.2883,0.2142,2.1095,8.8622,-137.9507,-4.1825,-2.155,50.0038,4.8477,-13.0594,31.2,4.8,24,2195,225,NA,NA,NA,NA,NA,NA,FALSE,-17.6,12.6,10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717105,"2023-08-06",1,"2023-08-06T20:39:11.948Z","2023-08-06T20:39:15.181Z",TRUE,"pitch","6c5eff67-2ed1-4696-9a6c-b6552f18bb67",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,2,NA,NA,3.2383,1.5291,NA,124.9,130.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Field Error","field_error","Mark Canha reaches on a throwing error by third baseman Ke'Bryan Hayes. William Contreras scores. Willy Adames to 3rd.",0,4,1,66,"bottom",9,"2023-08-06T20:38:50.534Z","2023-08-06T20:40:04.092Z",TRUE,TRUE,FALSE,FALSE,0,2,1,2,592192,"Mark Canha","/api/v1/people/592192","R","Right",669387,"Carmen Mlodzinski","/api/v1/people/669387","R","Right","vs_RHP","vs_RHB","RISP",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Pittsburgh Pirates","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.1,87,11,2,0.3952,6.3535,29.8944,-15.7347,-5.5566,8.4437,-0.2073,4.0196,6.9374,-138.4098,0.0412,-2.0202,50.0027,5.0552,-10.819,31.2,3.6,24,2279,219,NA,NA,NA,NA,NA,NA,FALSE,-14.6,15.5,8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717105,"2023-08-06",0,"2023-08-06T20:38:56.631Z","2023-08-06T20:39:00.552Z",TRUE,"pitch","8ea856ff-2a38-42ed-836a-f63c316bc29f",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.3671,1.6135,NA,150.64,154.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Field Error","field_error","Mark Canha reaches on a throwing error by third baseman Ke'Bryan Hayes. William Contreras scores. Willy Adames to 3rd.",0,4,1,66,"bottom",9,"2023-08-06T20:38:50.534Z","2023-08-06T20:40:04.092Z",TRUE,TRUE,FALSE,FALSE,0,2,1,2,592192,"Mark Canha","/api/v1/people/592192","R","Right",669387,"Carmen Mlodzinski","/api/v1/people/669387","R","Right","vs_RHP","vs_RHB","RISP",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Pittsburgh Pirates","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.9,88.4,11,2,0.3906,6.4071,28.2738,-19.2212,-5.8891,6.4889,-0.8825,3.1371,5.7173,-139.6409,-1.6394,-2.1807,50.0014,4.9824,-11.7545,28.8,4.8,24,2156,219,NA,NA,NA,NA,NA,NA,FALSE,-17.8,11.6,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717105,"2023-08-06",2,"2023-08-06T20:38:24.467Z","2023-08-06T20:38:29.951Z",TRUE,"pitch","020f63d0-4198-4a9b-ac6d-898530450a68",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,3,1,NA,NA,2.86,1.34,NA,62.44,204.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Sal Frelick strikes out swinging.",0,4,0,65,"bottom",9,"2023-08-06T20:37:02.359Z","2023-08-06T20:38:29.951Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,686217,"Sal Frelick","/api/v1/people/686217","L","Left",669387,"Carmen Mlodzinski","/api/v1/people/669387","R","Right","vs_RHP","vs_LHB","RISP",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Pittsburgh Pirates","true",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",91.3,85.1,14,2,0.41,6.5915,23.9689,-28.939,-1.6426,1.7791,1.4314,1.2567,10.3632,-132.753,-3.7654,-2.2816,50.0006,4.7613,-2.983,2.4,6,24,2393,206,NA,NA,NA,NA,NA,NA,TRUE,-29.8,2.8,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,642715,"Willy Adames","/api/v1/people/642715",NA,NA,NA,661388,"William Contreras","/api/v1/people/661388",NA,NA,NA,NA
717105,"2023-08-06",1,"2023-08-06T20:37:45.052Z","2023-08-06T20:37:54.167Z",TRUE,"pitch","1d96551e-8ac4-4d36-939a-8bf61166c74c",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,1,NA,NA,2.86,1.34,NA,88.41,157.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Sal Frelick strikes out swinging.",0,4,0,65,"bottom",9,"2023-08-06T20:37:02.359Z","2023-08-06T20:38:29.951Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,686217,"Sal Frelick","/api/v1/people/686217","L","Left",669387,"Carmen Mlodzinski","/api/v1/people/669387","R","Right","vs_RHP","vs_LHB","RISP",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Pittsburgh Pirates","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",91.5,83.8,12,2,0.4115,6.4734,28.3657,-24.5515,-2.0404,4.2452,0.75,3.0236,8.6726,-133.0648,-0.5815,-2.2852,50.0009,5.0227,-3.6634,4.8,6,24,2436,210,NA,NA,NA,NA,NA,NA,FALSE,-25,7.8,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
