"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
746161,"2024-04-14",1,"2024-04-14T05:33:10.522Z","2024-04-14T05:33:14.190Z",TRUE,"pitch","cdc9e40d-8b82-4b00-9a75-f72527686a04",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,1,NA,NA,3.02,1.51,NA,110.07,162.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Sac Fly","sac_fly","Max Muncy out on a sacrifice fly to left fielder Jurickson Profar. Teoscar Hernández scores.",1,2,5,58,"bottom",7,"2024-04-14T05:32:43.870Z","2024-04-14T05:33:51.984Z",TRUE,TRUE,FALSE,TRUE,0,1,1,2,571970,"Max Muncy","/api/v1/people/571970","L","Left",670970,"Adrian Morejon","/api/v1/people/670970","L","Left","vs_LHP","vs_LHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","San Diego Padres","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97,89,2,2,0.3875,6.4782,30.9382,-12.214,4.2017,9.8563,0.1817,2.8173,-6.6769,-141.1252,-6.2723,2.0281,50.0005,5.849,8.5076,27.6,3.6,24,2498,148,NA,NA,NA,NA,NA,NA,FALSE,-12.2,16.8,-6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746161,"2024-04-14",0,"2024-04-14T05:32:49.905Z","2024-04-14T05:32:54.319Z",TRUE,"pitch","d56ed4b4-6ba3-4ce8-814a-f39a4b80ad91",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.037,1.5397,NA,62.21,164.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Sac Fly","sac_fly","Max Muncy out on a sacrifice fly to left fielder Jurickson Profar. Teoscar Hernández scores.",1,2,5,58,"bottom",7,"2024-04-14T05:32:43.870Z","2024-04-14T05:33:51.984Z",TRUE,TRUE,FALSE,TRUE,0,1,1,2,571970,"Max Muncy","/api/v1/people/571970","L","Left",670970,"Adrian Morejon","/api/v1/people/670970","L","Left","vs_LHP","vs_LHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","San Diego Padres","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.4,89.6,12,2,0.3855,6.4051,30.3013,-13.4412,5.1577,9.1455,1.4373,2.758,-3.7187,-141.7242,-6.2828,2.0918,50.003,5.8508,10.5646,33.6,3.6,24,2368,152,NA,NA,NA,NA,NA,NA,FALSE,-13.1,15.6,-8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746161,"2024-04-14",6,"2024-04-14T05:31:46.423Z","2024-04-14T05:32:06.472Z",TRUE,"pitch","7a00050c-4f4f-4335-950a-57fbdc54ecb8",6,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",1,2,1,NA,NA,3.5,1.66,NA,109.29,167.98,"line_drive","medium","3",177.21,139.32,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Single","single","Teoscar Hernández singles on a line drive to right fielder Fernando Tatis Jr. , deflected by first baseman Jake Cronenworth. Teoscar Hernández to 3rd. Teoscar Hernández advances to 3rd, on a throwing error by right fielder Fernando Tatis Jr.",0,2,4,57,"bottom",7,"2024-04-14T05:29:46.872Z","2024-04-14T05:32:06.472Z",TRUE,FALSE,FALSE,FALSE,33,1,2,1,606192,"Teoscar Hernández","/api/v1/people/606192","R","Right",670970,"Adrian Morejon","/api/v1/people/670970","L","Left","vs_LHP","vs_RHB","RISP",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","San Diego Padres",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85,78.7,5,2,0.4414,6.5863,23.5147,-36.1023,-2.9803,-2.517,0.2024,2.6222,-4.8499,-123.8455,-0.2747,2.5692,50.0024,5.7408,-4.6525,8.4,9.6,24,2787,292,91.3,7,122,NA,NA,NA,FALSE,-42,-4.4,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,606192,"Teoscar Hernández","/api/v1/people/606192"
746161,"2024-04-14",5,"2024-04-14T05:31:24.994Z","2024-04-14T05:31:29.835Z",TRUE,"pitch","ee14188b-6516-47e8-b610-514526a28b0b",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.5,1.66,NA,124.73,132.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Single","single","Teoscar Hernández singles on a line drive to right fielder Fernando Tatis Jr. , deflected by first baseman Jake Cronenworth. Teoscar Hernández to 3rd. Teoscar Hernández advances to 3rd, on a throwing error by right fielder Fernando Tatis Jr.",0,2,4,57,"bottom",7,"2024-04-14T05:29:46.872Z","2024-04-14T05:32:06.472Z",TRUE,FALSE,FALSE,FALSE,33,1,2,1,606192,"Teoscar Hernández","/api/v1/people/606192","R","Right",670970,"Adrian Morejon","/api/v1/people/670970","L","Left","vs_LHP","vs_RHB","RISP",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","San Diego Padres",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.8,89.2,11,2,0.3871,6.3503,28.9717,-12.6613,3.9222,9.6021,-0.2027,3.9388,-7.0195,-140.9466,-3.4239,1.799,50.0068,5.975,7.9745,26.4,2.4,24,2436,154,NA,NA,NA,NA,NA,NA,FALSE,-12,16.9,-5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746161,"2024-04-14",4,"2024-04-14T05:31:00.338Z","2024-04-14T05:31:05.686Z",TRUE,"pitch","cb724a9a-4238-4508-a858-88ba9ea889f9",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.5,1.66,NA,118.88,167.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Single","single","Teoscar Hernández singles on a line drive to right fielder Fernando Tatis Jr. , deflected by first baseman Jake Cronenworth. Teoscar Hernández to 3rd. Teoscar Hernández advances to 3rd, on a throwing error by right fielder Fernando Tatis Jr.",0,2,4,57,"bottom",7,"2024-04-14T05:29:46.872Z","2024-04-14T05:32:06.472Z",TRUE,FALSE,FALSE,FALSE,33,1,2,1,606192,"Teoscar Hernández","/api/v1/people/606192","R","Right",670970,"Adrian Morejon","/api/v1/people/670970","L","Left","vs_LHP","vs_RHB","RISP",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","San Diego Padres",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.5,88.8,5,2,0.3892,6.4089,29.5374,-11.4528,4.1597,10.3109,-0.0493,2.6493,-6.9117,-140.3335,-7.0705,1.8967,50.0012,5.935,8.3587,28.8,2.4,24,2320,151,NA,NA,NA,NA,NA,NA,FALSE,-11.8,17.5,-6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746161,"2024-04-14",2,"2024-04-14T05:30:33.663Z","2024-04-14T05:30:39.070Z",TRUE,"pitch","c523b7ff-dddd-4706-aa26-dbc77c66b149",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.5,1.66,NA,88.23,162.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Single","single","Teoscar Hernández singles on a line drive to right fielder Fernando Tatis Jr. , deflected by first baseman Jake Cronenworth. Teoscar Hernández to 3rd. Teoscar Hernández advances to 3rd, on a throwing error by right fielder Fernando Tatis Jr.",0,2,4,57,"bottom",7,"2024-04-14T05:29:46.872Z","2024-04-14T05:32:06.472Z",TRUE,FALSE,FALSE,FALSE,33,1,2,1,606192,"Teoscar Hernández","/api/v1/people/606192","R","Right",670970,"Adrian Morejon","/api/v1/people/670970","L","Left","vs_LHP","vs_RHB","RISP",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","San Diego Padres",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.6,79.2,6,2,0.4381,6.3892,23.7849,-33.3733,-2.9078,-0.7534,0.7547,2.8217,-3.6076,-124.7667,-0.5984,2.5942,50.0043,5.8015,-4.6106,8.4,8.4,24,2722,276,NA,NA,NA,NA,NA,NA,FALSE,-38.3,-1.3,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746161,"2024-04-14",1,"2024-04-14T05:30:16.650Z","2024-04-14T05:30:21.023Z",TRUE,"pitch","ce29f42f-3b47-46d5-9918-2af6895cfb56",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,1,1,NA,NA,3.5,1.66,NA,97.72,191.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Single","single","Teoscar Hernández singles on a line drive to right fielder Fernando Tatis Jr. , deflected by first baseman Jake Cronenworth. Teoscar Hernández to 3rd. Teoscar Hernández advances to 3rd, on a throwing error by right fielder Fernando Tatis Jr.",0,2,4,57,"bottom",7,"2024-04-14T05:29:46.872Z","2024-04-14T05:32:06.472Z",TRUE,FALSE,FALSE,FALSE,33,1,2,1,606192,"Teoscar Hernández","/api/v1/people/606192","R","Right",670970,"Adrian Morejon","/api/v1/people/670970","L","Left","vs_LHP","vs_RHB","RISP",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","San Diego Padres",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.2,79.7,9,2,0.4358,6.4344,24.5893,-32.4295,-1.9532,-0.1602,0.5059,1.765,-4.1253,-125.5074,-3.1894,2.4224,50.0032,5.6841,-3.1257,7.2,8.4,24,2561,302,NA,NA,NA,NA,NA,NA,FALSE,-37.4,-0.7,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746161,"2024-04-14",0,"2024-04-14T05:30:00.704Z","2024-04-14T05:30:05.224Z",TRUE,"pitch","49c989bb-afd8-435d-9144-d3ef9d2b35b7",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.6863,1.7381,NA,143.42,196.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Single","single","Teoscar Hernández singles on a line drive to right fielder Fernando Tatis Jr. , deflected by first baseman Jake Cronenworth. Teoscar Hernández to 3rd. Teoscar Hernández advances to 3rd, on a throwing error by right fielder Fernando Tatis Jr.",0,2,4,57,"bottom",7,"2024-04-14T05:29:46.872Z","2024-04-14T05:32:06.472Z",TRUE,FALSE,FALSE,FALSE,33,1,2,1,606192,"Teoscar Hernández","/api/v1/people/606192","R","Right",670970,"Adrian Morejon","/api/v1/people/670970","L","Left","vs_LHP","vs_RHB","RISP",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","San Diego Padres",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.3,89.6,13,2,0.3845,6.1932,33.4691,-8.5649,3.4432,11.4957,-0.6932,1.5663,-8.283,-142.5756,-10.3124,1.8054,50.0069,5.7754,7.0742,25.2,2.4,24,2414,149,NA,NA,NA,NA,NA,NA,FALSE,-9.7,18.8,-4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746161,"2024-04-14",3,"2024-04-14T05:30:47.833Z","2024-04-14T05:31:00.338Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",2,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,2,1,606192,"/api/v1/people/606192",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"57","atBat","Single","single","Teoscar Hernández singles on a line drive to right fielder Fernando Tatis Jr. , deflected by first baseman Jake Cronenworth. Teoscar Hernández to 3rd. Teoscar Hernández advances to 3rd, on a throwing error by right fielder Fernando Tatis Jr.",0,2,4,57,"bottom",7,"2024-04-14T05:29:46.872Z","2024-04-14T05:32:06.472Z",TRUE,FALSE,FALSE,FALSE,33,1,2,1,606192,"Teoscar Hernández","/api/v1/people/606192","R","Right",670970,"Adrian Morejon","/api/v1/people/670970","L","Left","vs_LHP","vs_RHB","RISP",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","San Diego Padres",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746161,"2024-04-14",3,"2024-04-14T05:29:31.493Z","2024-04-14T05:29:34.723Z",TRUE,"pitch","743c52e2-3ebc-4b02-8d65-ecbf68c1fe55",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,3,0,NA,NA,3.36,1.61,NA,102.82,129.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Strikeout","strikeout","Will Smith strikes out swinging.",0,2,4,56,"bottom",7,"2024-04-14T05:28:24.540Z","2024-04-14T05:29:34.723Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,669257,"Will Smith","/api/v1/people/669257","R","Right",670970,"Adrian Morejon","/api/v1/people/670970","L","Left","vs_LHP","vs_RHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","San Diego Padres","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.6,89,12,2,0.3858,6.3008,33.0892,-10.2338,3.1263,10.753,0.3719,4.0476,-5.3772,-142.0748,-3.8271,1.8845,50.0057,6.0645,6.3809,25.2,2.4,24,2427,152,NA,NA,NA,NA,NA,NA,TRUE,-9.8,18.8,-4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746161,"2024-04-14",2,"2024-04-14T05:29:12.444Z","2024-04-14T05:29:17.908Z",TRUE,"pitch","9f41c1ae-6ceb-42b4-a9b5-516aa8b90727",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,0,NA,NA,3.36,1.61,NA,84.47,178.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Strikeout","strikeout","Will Smith strikes out swinging.",0,2,4,56,"bottom",7,"2024-04-14T05:28:24.540Z","2024-04-14T05:29:34.723Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,669257,"Will Smith","/api/v1/people/669257","R","Right",670970,"Adrian Morejon","/api/v1/people/670970","L","Left","vs_LHP","vs_RHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","San Diego Padres","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.9,89.2,14,2,0.3878,6.3987,30.3218,-19.2782,9.5497,6.3758,0.8534,2.2423,-6.5969,-140.9324,-6.5352,1.9769,50.005,5.8251,19.322,40.8,6,24,2360,148,NA,NA,NA,NA,NA,NA,FALSE,-18.6,10.4,-16.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746161,"2024-04-14",1,"2024-04-14T05:28:56.235Z","2024-04-14T05:28:59.754Z",TRUE,"pitch","a9808b82-cf5d-4231-ac68-42aba7e1c33d",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,0,NA,NA,3.3941,1.6875,NA,103.52,171.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Strikeout","strikeout","Will Smith strikes out swinging.",0,2,4,56,"bottom",7,"2024-04-14T05:28:24.540Z","2024-04-14T05:29:34.723Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,669257,"Will Smith","/api/v1/people/669257","R","Right",670970,"Adrian Morejon","/api/v1/people/670970","L","Left","vs_LHP","vs_RHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","San Diego Padres","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.2,79.1,6,2,0.4373,6.4561,26.4289,-36.2004,-2.7647,-2.5335,0.3535,2.5085,-4.1178,-125.4609,-1.1218,2.3782,50.0055,5.9235,-4.3879,8.4,9.6,24,2340,278,NA,NA,NA,NA,NA,NA,FALSE,-41.5,-4.6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746161,"2024-04-14",0,"2024-04-14T05:28:31.614Z","2024-04-14T05:28:37.658Z",TRUE,"pitch","8463d43f-ba72-445a-b5cb-5ba43180aca4",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,0,NA,NA,3.36,1.61,NA,125.7,180.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Strikeout","strikeout","Will Smith strikes out swinging.",0,2,4,56,"bottom",7,"2024-04-14T05:28:24.540Z","2024-04-14T05:29:34.723Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,669257,"Will Smith","/api/v1/people/669257","R","Right",670970,"Adrian Morejon","/api/v1/people/670970","L","Left","vs_LHP","vs_RHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","San Diego Padres","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96,88.2,8,2,0.3919,6.2309,30.246,-12.76,3.8327,9.8033,-0.2282,2.1474,-6.8461,-139.562,-8.0892,1.7543,50.0039,5.9164,7.5916,22.8,3.6,24,2210,149,NA,NA,NA,NA,NA,NA,FALSE,-13.3,16.3,-5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746161,"2024-04-14",8,"2024-04-14T05:25:59.568Z","2024-04-14T05:26:02.745Z",TRUE,"pitch","32f0f6c5-9239-4918-8ee7-9088c81fc503",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,2,NA,NA,3.28,1.57,NA,102.4,205.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Strikeout","strikeout","Eguy Rosario strikes out swinging.",0,2,4,55,"top",7,"2024-04-14T05:22:14.445Z","2024-04-14T05:26:02.745Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,666703,"Eguy Rosario","/api/v1/people/666703","R","Right",675627,"Michael Grove","/api/v1/people/675627","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Los Angeles Dodgers",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.3,80.1,14,2,0.4348,7.0249,24.0374,-31.5496,3.9792,0.3904,0.3831,1.2175,1.7822,-125.6811,-5.1221,-0.851,50.0055,5.8265,6.4044,12,8.4,24,2418,62,NA,NA,NA,NA,NA,NA,TRUE,-36.7,-0.1,-7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746161,"2024-04-14",6,"2024-04-14T05:25:36.351Z","2024-04-14T05:25:39.351Z",TRUE,"pitch","63a748ff-9acd-4dd1-84a9-23ae391aa90e",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,2,2,NA,NA,3.28,1.57,NA,92.84,213.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Strikeout","strikeout","Eguy Rosario strikes out swinging.",0,2,4,55,"top",7,"2024-04-14T05:22:14.445Z","2024-04-14T05:26:02.745Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,666703,"Eguy Rosario","/api/v1/people/666703","R","Right",675627,"Michael Grove","/api/v1/people/675627","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Los Angeles Dodgers",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85,78.8,14,2,0.4417,6.9939,23.6774,-28.7399,4.2387,2.2059,0.6338,0.9438,1.8721,-123.7829,-5.8692,-0.6821,50.0046,5.7385,6.6076,13.2,8.4,24,2271,80,NA,NA,NA,NA,NA,NA,FALSE,-34.8,2.9,-8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746161,"2024-04-14",5,"2024-04-14T05:25:19.433Z","2024-04-14T05:25:22.625Z",TRUE,"pitch","bce477fb-469d-4666-8905-03b333c9f8d3",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,1,2,NA,NA,3.28,1.57,NA,104.79,211.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Strikeout","strikeout","Eguy Rosario strikes out swinging.",0,2,4,55,"top",7,"2024-04-14T05:22:14.445Z","2024-04-14T05:26:02.745Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,666703,"Eguy Rosario","/api/v1/people/666703","R","Right",675627,"Michael Grove","/api/v1/people/675627","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Los Angeles Dodgers",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.6,79.2,14,2,0.4389,7.0489,24.2273,-28.8193,4.5812,2.1242,0.3203,0.9949,1.1906,-124.6271,-5.8842,-0.7585,50.0019,5.7564,7.2309,14.4,8.4,24,2306,89,NA,NA,NA,NA,NA,NA,FALSE,-34.4,2.8,-8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
