"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isSubstitution","isBaseRunningPlay","details.disengagementNum","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
718286,"2023-05-06",3,"2023-05-07T00:25:13.789Z","2023-05-07T00:25:17.342Z",TRUE,"pitch","5a19502c-8790-4abf-9487-089243ef130f",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,0,NA,NA,3.3133,-0.7134,NA,150.76,177.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Home Run","home_run","Jack Suwinski homers (7) on a fly ball to right center field.",1,8,2,60,"bottom",7,"2023-05-07T00:24:29.404Z","2023-05-07T00:25:56.175Z",TRUE,TRUE,FALSE,FALSE,38,2,2,0,669261,"Jack Suwinski","/api/v1/people/669261","L","Left",621244,"José Berríos","/api/v1/people/621244","R","Right","vs_RHP","vs_LHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates","Toronto Blue Jays","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",83.4,76.4,11,0.92,0.4518,6.7378,24.3464,-32.6952,-8.7201,-0.3541,-0.8856,2.2684,5.9839,-121.3538,-0.6277,-2.2538,50.0004,5.3851,-12.9692,20.4,9.6,24,1403,253,NA,NA,NA,NA,NA,NA,FALSE,-40,-0.5,14.3,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,663647,"Ke'Bryan Hayes","/api/v1/people/663647",NA,NA,NA,NA,NA,NA
718286,"2023-05-06",2,"2023-05-07T00:24:58.712Z","2023-05-07T00:25:03.913Z",TRUE,"pitch","b5c7170c-9d90-461b-919d-64df25f62723",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,0,NA,NA,3.4103,1.4729,NA,185.26,151.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Home Run","home_run","Jack Suwinski homers (7) on a fly ball to right center field.",1,8,2,60,"bottom",7,"2023-05-07T00:24:29.404Z","2023-05-07T00:25:56.175Z",TRUE,TRUE,FALSE,FALSE,38,2,2,0,669261,"Jack Suwinski","/api/v1/people/669261","L","Left",621244,"José Berríos","/api/v1/people/621244","R","Right","vs_RHP","vs_LHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates","Toronto Blue Jays","false",NA,"rgba(50, 50, 50, 1.0)","SV","Slurve",83.2,76.5,11,0.91,0.4519,6.3105,23.8076,-34.6916,8.6177,-1.6884,-1.7907,3.2169,-0.8408,-121.2362,1.5308,-2.559,50.0053,5.6062,12.8237,20.4,9.6,24,2399,47,NA,NA,NA,NA,NA,NA,FALSE,-41.9,-2.4,-15.4,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,663647,"Ke'Bryan Hayes","/api/v1/people/663647",NA,NA,NA,NA,NA,NA
718286,"2023-05-06",1,"2023-05-07T00:24:43.165Z","2023-05-07T00:24:47.850Z",TRUE,"pitch","ae282f0d-1e6d-4d59-8086-6cb6d8e0e649",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,0,NA,NA,3.4103,1.6015,NA,75.83,209.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Home Run","home_run","Jack Suwinski homers (7) on a fly ball to right center field.",1,8,2,60,"bottom",7,"2023-05-07T00:24:29.404Z","2023-05-07T00:25:56.175Z",TRUE,TRUE,FALSE,FALSE,38,2,2,0,669261,"Jack Suwinski","/api/v1/people/669261","L","Left",621244,"José Berríos","/api/v1/people/621244","R","Right","vs_RHP","vs_LHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates","Toronto Blue Jays","false",NA,"rgba(50, 50, 50, 1.0)","SV","Slurve",82.9,76.3,14,0.9,0.4554,6.6131,25.2636,-33.978,8.5019,-1.232,1.0801,1.0668,5.5195,-120.6554,-3.163,-2.3483,50.0046,5.4141,12.4322,21.6,10.8,24,2442,39,NA,NA,NA,NA,NA,NA,FALSE,-42.8,-2.8,-16.8,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,663647,"Ke'Bryan Hayes","/api/v1/people/663647",NA,NA,NA,NA,NA,NA
718286,"2023-05-06",0,"2023-05-07T00:24:29.404Z","2023-05-07T00:24:34.018Z",TRUE,"pitch","105132a0-e1b8-4d08-8b7f-3379cb0f1842",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.4103,1.5501,NA,138.07,152.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Home Run","home_run","Jack Suwinski homers (7) on a fly ball to right center field.",1,8,2,60,"bottom",7,"2023-05-07T00:24:29.404Z","2023-05-07T00:25:56.175Z",TRUE,TRUE,FALSE,FALSE,38,2,2,0,669261,"Jack Suwinski","/api/v1/people/669261","L","Left",621244,"José Berríos","/api/v1/people/621244","R","Right","vs_RHP","vs_LHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates","Toronto Blue Jays","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.6,84.5,1,0.92,0.4069,6.7981,29.7456,-16.4171,-4.5902,8.5926,-0.5529,3.2125,6.2869,-134.6987,-2.7048,-2.3227,50.0054,5.393,-8.4211,22.8,3.6,24,2222,222,NA,NA,NA,NA,NA,NA,FALSE,-16.8,15.1,7,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,663647,"Ke'Bryan Hayes","/api/v1/people/663647",NA,NA,NA,NA,NA,NA
718286,"2023-05-06",1,"2023-05-07T00:22:07.042Z","2023-05-07T00:22:16.122Z",TRUE,"pitch","38f18bcf-2361-40d1-893a-487282f69946",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,2,NA,NA,3.65,1.7,NA,101.98,166.75,"fly_ball","medium","8",162.72,64.04,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Flyout","field_out","Bo Bichette flies out to center fielder Jack Suwinski.",0,8,1,59,"top",7,"2023-05-07T00:22:04.879Z","2023-05-07T00:22:16.122Z",TRUE,FALSE,FALSE,TRUE,0,0,0,3,666182,"Bo Bichette","/api/v1/people/666182","R","Right",675989,"Cody Bolton","/api/v1/people/675989","R","Right","vs_RHP","vs_RHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Pittsburgh Pirates",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",83.8,77.1,6,2,0.4486,6.4226,23.9756,-31.0386,3.7176,0.7492,0.3941,2.6678,4.8965,-122.0725,-0.2157,-2.1203,50.0003,5.4288,5.6107,12,8.4,24,2630,82,97.3,33,348,NA,NA,NA,TRUE,-37.3,1.6,-7.9,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,663647,"Ke'Bryan Hayes","/api/v1/people/663647",NA,NA,NA,NA,NA,NA
718286,"2023-05-06",0,"2023-05-07T00:21:13.205Z","2023-05-07T00:22:07.042Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",8,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"59","atBat","Flyout","field_out","Bo Bichette flies out to center fielder Jack Suwinski.",0,8,1,59,"top",7,"2023-05-07T00:22:04.879Z","2023-05-07T00:22:16.122Z",TRUE,FALSE,FALSE,TRUE,0,0,0,3,666182,"Bo Bichette","/api/v1/people/666182","R","Right",675989,"Cody Bolton","/api/v1/people/675989","R","Right","vs_RHP","vs_RHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Pittsburgh Pirates",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,663647,"Ke'Bryan Hayes","/api/v1/people/663647",NA,NA,NA,NA,NA,NA
718286,"2023-05-06",4,"2023-05-07T00:20:46.894Z","2023-05-07T00:20:53.610Z",TRUE,"pitch","3d72f104-3ca8-4c20-bc68-6ad92a3c8c08",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,1,2,NA,NA,3.4703,1.5758,NA,69.28,202.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Walk","walk","George Springer walks.",0,8,1,58,"top",7,"2023-05-07T00:19:42.184Z","2023-05-07T00:20:53.610Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,543807,"George Springer","/api/v1/people/543807","R","Right",675989,"Cody Bolton","/api/v1/people/675989","R","Right","vs_RHP","vs_RHB","RISP",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Pittsburgh Pirates","true",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",82.8,76.3,14,2,0.4551,6.4876,23.9482,-31.3164,5.1506,0.5798,1.2518,1.3491,6.4969,-120.478,-2.8346,-2.1512,50.0001,5.3156,7.5495,15.6,9.6,24,2607,69,NA,NA,NA,NA,NA,NA,FALSE,-39.4,0.6,-10.9,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,543807,"George Springer","/api/v1/people/543807",NA,NA,NA,672386,"Alejandro Kirk","/api/v1/people/672386"
718286,"2023-05-06",3,"2023-05-07T00:20:28.511Z","2023-05-07T00:20:32.651Z",TRUE,"pitch","d698cace-daba-4abe-8335-429f764e1882",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,2,NA,NA,3.4703,1.6272,NA,59.27,183.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Walk","walk","George Springer walks.",0,8,1,58,"top",7,"2023-05-07T00:19:42.184Z","2023-05-07T00:20:53.610Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,543807,"George Springer","/api/v1/people/543807","R","Right",675989,"Cody Bolton","/api/v1/people/675989","R","Right","vs_RHP","vs_RHB","RISP",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Pittsburgh Pirates","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.6,87.4,14,2,0.395,6.857,30.9182,-16.1786,-4.6826,8.2115,1.5145,2.0379,10.9761,-138.6651,-6.0211,-1.8861,50.0023,5.3162,-9.1217,21.6,3.6,24,2427,217,NA,NA,NA,NA,NA,NA,FALSE,-16.3,13.8,6.2,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,543807,"George Springer","/api/v1/people/543807",NA,NA,NA,NA,NA,NA
718286,"2023-05-06",2,"2023-05-07T00:20:11.520Z","2023-05-07T00:20:15.221Z",TRUE,"pitch","ba64e967-d56a-4185-a69f-461b8b41d1b6",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.5446,1.6015,NA,132.29,118.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Walk","walk","George Springer walks.",0,8,1,58,"top",7,"2023-05-07T00:19:42.184Z","2023-05-07T00:20:53.610Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,543807,"George Springer","/api/v1/people/543807","R","Right",675989,"Cody Bolton","/api/v1/people/675989","R","Right","vs_RHP","vs_RHB","RISP",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Pittsburgh Pirates","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.8,85.6,11,2,0.4012,6.2605,29.9808,-19.2506,-3.6038,6.8479,-0.4011,4.4426,6.1655,-136.5067,0.6357,-2.2205,50.0056,5.5318,-6.805,15.6,4.8,24,2336,207,NA,NA,NA,NA,NA,NA,FALSE,-18.4,12.7,5.3,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,543807,"George Springer","/api/v1/people/543807",NA,NA,NA,NA,NA,NA
718286,"2023-05-06",1,"2023-05-07T00:19:56.868Z","2023-05-07T00:20:01.054Z",TRUE,"pitch","eeed9967-e355-47a9-8dfb-0c0f1130c902",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,2,NA,NA,3.6216,1.6272,NA,142.51,158.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Walk","walk","George Springer walks.",0,8,1,58,"top",7,"2023-05-07T00:19:42.184Z","2023-05-07T00:20:53.610Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,543807,"George Springer","/api/v1/people/543807","R","Right",675989,"Cody Bolton","/api/v1/people/675989","R","Right","vs_RHP","vs_RHB","RISP",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Pittsburgh Pirates","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.4,86.5,4,2,0.3981,6.3168,29.7015,-18.7815,-3.7244,6.9844,-0.6691,2.9677,5.2116,-137.4299,-2.9992,-2.1039,50.0036,5.3448,-7.1433,16.8,4.8,24,2320,210,NA,NA,NA,NA,NA,NA,FALSE,-18.4,12.2,5.6,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,543807,"George Springer","/api/v1/people/543807",NA,NA,NA,NA,NA,NA
718286,"2023-05-06",0,"2023-05-07T00:19:42.184Z","2023-05-07T00:19:45.666Z",TRUE,"pitch","dd4126a6-27eb-4d78-ad1f-c44529d3a993",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.6216,1.6272,NA,66.94,172.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Walk","walk","George Springer walks.",0,8,1,58,"top",7,"2023-05-07T00:19:42.184Z","2023-05-07T00:20:53.610Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,543807,"George Springer","/api/v1/people/543807","R","Right",675989,"Cody Bolton","/api/v1/people/675989","R","Right","vs_RHP","vs_RHB","RISP",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Pittsburgh Pirates","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",83.7,77.2,14,2,0.4493,6.39,23.5219,-30.532,3.8545,1.0897,1.3132,2.4574,6.8408,-121.8198,-0.62,-2.0301,50.0032,5.3505,5.8015,13.2,8.4,24,2595,85,NA,NA,NA,NA,NA,NA,FALSE,-36.8,2,-8.5,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,543807,"George Springer","/api/v1/people/543807",NA,NA,NA,NA,NA,NA
718286,"2023-05-06",0,"2023-05-07T00:19:08.178Z","2023-05-07T00:19:16.054Z",TRUE,"pitch","09b2414e-3a4b-4d4b-89c8-0b0a2d3d9967",1,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",0,0,0,NA,NA,3.39,1.62,NA,84.09,185.35,"ground_ball","medium","4",138.12,150.86,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Grounded Into DP","grounded_into_double_play","Kevin Kiermaier grounds into a double play, second baseman Rodolfo Castro to first baseman Connor Joe. Brandon Belt scores. Alejandro Kirk to 3rd. Cavan Biggio out at 2nd. Kevin Kiermaier out at 1st.",0,8,1,57,"top",7,"2023-05-07T00:18:54.882Z","2023-05-07T00:19:16.054Z",TRUE,TRUE,FALSE,TRUE,24,0,0,2,595281,"Kevin Kiermaier","/api/v1/people/595281","L","Left",675989,"Cody Bolton","/api/v1/people/675989","R","Right","vs_RHP","vs_LHB","RISP",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Pittsburgh Pirates","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.1,88.1,14,2,0.3918,6.8011,30.4196,-15.0041,-5.597,8.6688,0.8634,1.9788,9.4216,-139.6098,-6.4821,-1.8226,50.0034,5.3121,-11.0874,28.8,3.6,24,2381,214,82.2,-1,31,NA,NA,NA,TRUE,-15.1,14.5,8.3,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,543807,"George Springer","/api/v1/people/543807",NA,NA,NA,672386,"Alejandro Kirk","/api/v1/people/672386"
718286,"2023-05-06",3,"2023-05-07T00:18:29.639Z","2023-05-07T00:18:38.871Z",TRUE,"pitch","66550dd3-aa26-47c0-9d86-c06743bf876e",4,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",2,1,0,NA,NA,3.35,1.62,NA,138.07,157.65,"ground_ball","medium","4",163.57,145.41,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Single","single","Cavan Biggio singles on a ground ball to second baseman Rodolfo Castro. Brandon Belt to 3rd. Alejandro Kirk to 2nd.",0,7,1,56,"top",7,"2023-05-07T00:17:27.953Z","2023-05-07T00:18:38.871Z",TRUE,FALSE,FALSE,FALSE,33,2,1,0,624415,"Cavan Biggio","/api/v1/people/624415","L","Left",675989,"Cody Bolton","/api/v1/people/675989","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Pittsburgh Pirates","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94,86.5,1,2,0.3991,6.5718,28.1782,-16.5483,-2.8821,8.1795,-0.5528,3.0049,5.4822,-136.8528,-3.6112,-2.2011,50.0018,5.4644,-5.5057,14.4,3.6,24,2390,220,93,-13,13,NA,NA,NA,FALSE,-16.4,14.3,4.2,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,624415,"Cavan Biggio","/api/v1/people/624415",672386,"Alejandro Kirk","/api/v1/people/672386",474832,"Brandon Belt","/api/v1/people/474832"
718286,"2023-05-06",2,"2023-05-07T00:18:14.576Z","2023-05-07T00:18:18.273Z",TRUE,"pitch","4da337c2-3353-4370-97bf-809284392430",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,0,NA,NA,3.339,1.5758,NA,90.69,203.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Single","single","Cavan Biggio singles on a ground ball to second baseman Rodolfo Castro. Brandon Belt to 3rd. Alejandro Kirk to 2nd.",0,7,1,56,"top",7,"2023-05-07T00:17:27.953Z","2023-05-07T00:18:38.871Z",TRUE,FALSE,FALSE,FALSE,33,2,1,0,624415,"Cavan Biggio","/api/v1/people/624415","L","Left",675989,"Cody Bolton","/api/v1/people/675989","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Pittsburgh Pirates","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",92.1,85,14,2,0.4085,6.3905,27.1593,-29.4577,-6.9666,1.4868,0.6903,1.2883,10.3502,-133.7704,-4.5525,-2.3127,50.0017,5.1086,-12.7058,19.2,7.2,24,2153,241,NA,NA,NA,NA,NA,NA,FALSE,-30.2,1.9,10.6,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,624415,"Cavan Biggio","/api/v1/people/624415",NA,NA,NA,NA,NA,NA
718286,"2023-05-06",1,"2023-05-07T00:17:57.892Z","2023-05-07T00:18:01.503Z",TRUE,"pitch","f1c88460-2a98-45b3-a288-252078e504f2",2,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",1,1,0,NA,NA,3.3503,1.6015,NA,130.31,241.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Single","single","Cavan Biggio singles on a ground ball to second baseman Rodolfo Castro. Brandon Belt to 3rd. Alejandro Kirk to 2nd.",0,7,1,56,"top",7,"2023-05-07T00:17:27.953Z","2023-05-07T00:18:38.871Z",TRUE,FALSE,FALSE,FALSE,33,2,1,0,624415,"Cavan Biggio","/api/v1/people/624415","L","Left",675989,"Cody Bolton","/api/v1/people/675989","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Pittsburgh Pirates","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",91.2,83.7,13,2,0.4144,6.3409,29.1931,-31.7917,-10.351,0.2176,-0.3492,-0.084,8.5972,-132.3503,-7.1367,-2.3006,50.003,4.9867,-18.2976,26.4,8.4,24,1852,239,NA,NA,NA,NA,NA,NA,FALSE,-34.2,-1.1,16.8,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,624415,"Cavan Biggio","/api/v1/people/624415",NA,NA,NA,NA,NA,NA
718286,"2023-05-06",0,"2023-05-07T00:17:44.017Z","2023-05-07T00:17:48.182Z",TRUE,"pitch","5ae924e5-a0cf-46db-a817-305489a1cbab",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.2623,1.5245,NA,153.41,185.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Single","single","Cavan Biggio singles on a ground ball to second baseman Rodolfo Castro. Brandon Belt to 3rd. Alejandro Kirk to 2nd.",0,7,1,56,"top",7,"2023-05-07T00:17:27.953Z","2023-05-07T00:18:38.871Z",TRUE,FALSE,FALSE,FALSE,33,2,1,0,624415,"Cavan Biggio","/api/v1/people/624415","L","Left",675989,"Cody Bolton","/api/v1/people/675989","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Pittsburgh Pirates","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.5,87.4,13,2,0.3943,6.6449,30.8211,-16.0097,-4.8609,8.268,-0.9553,1.964,5.1913,-138.8606,-6.3244,-2.2167,50.0019,5.3345,-9.5015,25.2,3.6,24,2344,213,NA,NA,NA,NA,NA,NA,FALSE,-16.2,13.8,7.7,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,624415,"Cavan Biggio","/api/v1/people/624415",NA,NA,NA,NA,NA,NA
