"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
718481,"2023-04-22",0,"2023-04-22T04:23:29.950Z","2023-04-22T04:23:37.917Z",TRUE,"pitch","ae5a88d1-2e8c-49ba-b98c-db27a0b554d6",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,2,NA,NA,3.35,1.67,NA,116.3,179.96,"ground_ball","medium","6",102.84,151.58,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Groundout","field_out","Nolan Arenado grounds out, shortstop J. P. Crawford to first baseman Ty France.",0,2,5,63,"top",9,"2023-04-22T04:23:13.265Z","2023-04-22T04:23:37.917Z",TRUE,FALSE,FALSE,TRUE,0,0,0,3,571448,"Nolan Arenado","/api/v1/people/571448","R","Right",623149,"Paul Sewald","/api/v1/people/623149","R","Right","vs_RHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Seattle Mariners","true",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",83.5,76.5,8,0.9,0.4517,6.6518,24.4313,-24.6774,5.4627,5.0395,0.0184,2.1784,6.6586,-121.4001,-0.3501,-3.4729,50.0048,4.4781,8.1288,20.4,7.2,24,2512,85,92.6,-5,22,NA,NA,NA,TRUE,-30.1,9.4,-11.5,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718481,"2023-04-22",8,"2023-04-22T04:22:53.431Z","2023-04-22T04:23:03.116Z",TRUE,"pitch","870ed69b-2303-4a33-bac8-69d956691d3f",9,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,1,NA,NA,3.41,1.63,NA,134.83,147.2,"popup","medium","2",126.69,209.45,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Pop Out","field_out","Paul Goldschmidt pops out to catcher Tom Murphy in foul territory.",0,2,5,62,"top",9,"2023-04-22T04:20:20.135Z","2023-04-22T04:23:03.116Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,502671,"Paul Goldschmidt","/api/v1/people/502671","R","Right",623149,"Paul Sewald","/api/v1/people/623149","R","Right","vs_RHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Seattle Mariners","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.7,84.4,1,0.9,0.407,6.5705,29.3373,-17.4636,-8.2167,8.0197,-0.4677,3.3918,10.7575,-134.6003,0.6026,-3.4493,50.0012,4.4021,-15.0699,36,4.8,24,2510,232,87.5,83,12,NA,NA,NA,TRUE,-17,14.9,12.6,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718481,"2023-04-22",7,"2023-04-22T04:22:25.751Z","2023-04-22T04:22:28.751Z",TRUE,"pitch","d33a9703-5266-44d4-a444-9a3b376d1b5f",8,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,1,NA,NA,3.41,1.63,NA,110.81,163.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Pop Out","field_out","Paul Goldschmidt pops out to catcher Tom Murphy in foul territory.",0,2,5,62,"top",9,"2023-04-22T04:20:20.135Z","2023-04-22T04:23:03.116Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,502671,"Paul Goldschmidt","/api/v1/people/502671","R","Right",623149,"Paul Sewald","/api/v1/people/623149","R","Right","vs_RHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Seattle Mariners","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",84.2,77.2,5,0.9,0.4473,6.5871,24.2501,-19.6818,5.7373,8.2274,0.1623,2.7754,7.1473,-122.4742,0.1028,-3.5396,50.0042,4.4165,8.714,27.6,6,24,2465,91,NA,NA,NA,NA,NA,NA,FALSE,-23.4,15.2,-12.1,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718481,"2023-04-22",6,"2023-04-22T04:22:05.912Z","2023-04-22T04:22:09.542Z",TRUE,"pitch","73fb883f-1812-410f-bb9a-37a320ea39ff",7,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,1,NA,NA,3.41,1.63,NA,181.57,154.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Pop Out","field_out","Paul Goldschmidt pops out to catcher Tom Murphy in foul territory.",0,2,5,62,"top",9,"2023-04-22T04:20:20.135Z","2023-04-22T04:23:03.116Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,502671,"Paul Goldschmidt","/api/v1/people/502671","R","Right",623149,"Paul Sewald","/api/v1/people/623149","R","Right","vs_RHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Seattle Mariners","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.1,84.2,11,0.9,0.4085,6.4867,28.3085,-20.0738,-7.879,6.6431,-1.6941,3.113,7.5973,-133.9508,0.6044,-3.5403,50.002,4.3171,-14.3506,32.4,4.8,24,2418,239,NA,NA,NA,NA,NA,NA,FALSE,-19.8,12.4,12.7,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718481,"2023-04-22",5,"2023-04-22T04:21:46.034Z","2023-04-22T04:21:51.024Z",TRUE,"pitch","b7595c0b-7add-4741-b866-3e138f7c8ed9",6,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,1,NA,NA,3.41,1.63,NA,138.64,162.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Pop Out","field_out","Paul Goldschmidt pops out to catcher Tom Murphy in foul territory.",0,2,5,62,"top",9,"2023-04-22T04:20:20.135Z","2023-04-22T04:23:03.116Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,502671,"Paul Goldschmidt","/api/v1/people/502671","R","Right",623149,"Paul Sewald","/api/v1/people/623149","R","Right","vs_RHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Seattle Mariners","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.5,83.7,4,0.9,0.4091,6.5825,31.4046,-15.4102,-7.3315,9.2547,-0.5677,2.8273,10.0609,-134.3116,-1.1025,-3.4245,50.003,4.3482,-13.2816,34.8,4.8,24,2430,235,NA,NA,NA,NA,NA,NA,FALSE,-15.6,16.7,10.9,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718481,"2023-04-22",4,"2023-04-22T04:21:26.421Z","2023-04-22T04:21:29.655Z",TRUE,"pitch","0e8c704b-b1e1-46ec-98ce-5717b1ac5a50",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,1,NA,NA,3.41,1.63,NA,144.32,161.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Pop Out","field_out","Paul Goldschmidt pops out to catcher Tom Murphy in foul territory.",0,2,5,62,"top",9,"2023-04-22T04:20:20.135Z","2023-04-22T04:23:03.116Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,502671,"Paul Goldschmidt","/api/v1/people/502671","R","Right",623149,"Paul Sewald","/api/v1/people/623149","R","Right","vs_RHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Seattle Mariners","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.5,84.8,1,0.9,0.4065,6.5496,27.8431,-17.8704,-7.9064,7.7747,-0.7168,2.8604,9.9048,-134.4801,-0.569,-3.4122,50.0064,4.3369,-14.5546,34.8,4.8,24,2605,230,NA,NA,NA,NA,NA,NA,FALSE,-17.8,14.2,12.4,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718481,"2023-04-22",3,"2023-04-22T04:21:07.210Z","2023-04-22T04:21:13.415Z",TRUE,"pitch","40a77a24-a1e0-4354-99bf-51b54ada7105",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,1,NA,NA,3.41,1.63,NA,153.55,166.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Pop Out","field_out","Paul Goldschmidt pops out to catcher Tom Murphy in foul territory.",0,2,5,62,"top",9,"2023-04-22T04:20:20.135Z","2023-04-22T04:23:03.116Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,502671,"Paul Goldschmidt","/api/v1/people/502671","R","Right",623149,"Paul Sewald","/api/v1/people/623149","R","Right","vs_RHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Seattle Mariners","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.6,84.7,11,0.9,0.4065,6.5783,28.1129,-18.7286,-8.8845,7.3051,-0.9588,2.6829,9.5981,-134.5388,-0.8672,-3.4116,50.0028,4.3319,-16.3523,37.2,4.8,24,2475,259,NA,NA,NA,NA,NA,NA,FALSE,-18.6,13.3,14.2,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718481,"2023-04-22",2,"2023-04-22T04:20:53.438Z","2023-04-22T04:20:57.554Z",TRUE,"pitch","82abb3c2-df7c-438f-a8d6-8c9b1eece7c1",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,1,NA,NA,3.5841,1.7035,NA,68.22,194.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Pop Out","field_out","Paul Goldschmidt pops out to catcher Tom Murphy in foul territory.",0,2,5,62,"top",9,"2023-04-22T04:20:20.135Z","2023-04-22T04:23:03.116Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,502671,"Paul Goldschmidt","/api/v1/people/502671","R","Right",623149,"Paul Sewald","/api/v1/people/623149","R","Right","vs_RHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Seattle Mariners","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",84.4,78.2,14,0.89,0.4452,6.5089,22.3502,-22.6457,2.8496,6.1988,1.2798,1.6224,10.5103,-122.6499,-1.9209,-3.4163,50,4.3308,4.3745,14.4,6,24,2650,103,NA,NA,NA,NA,NA,NA,FALSE,-27.2,11,-7.4,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718481,"2023-04-22",1,"2023-04-22T04:20:41.135Z","2023-04-22T04:20:44.465Z",TRUE,"pitch","41eb107e-2b21-454e-9b6a-25aa9729878f",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.5549,1.7509,NA,70.36,185.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Pop Out","field_out","Paul Goldschmidt pops out to catcher Tom Murphy in foul territory.",0,2,5,62,"top",9,"2023-04-22T04:20:20.135Z","2023-04-22T04:23:03.116Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,502671,"Paul Goldschmidt","/api/v1/people/502671","R","Right",623149,"Paul Sewald","/api/v1/people/623149","R","Right","vs_RHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Seattle Mariners","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",83.5,77.3,14,0.89,0.4501,6.4641,22.0236,-23.3255,3.6082,5.8881,1.2236,1.9827,10.0123,-121.3455,-0.8999,-3.4119,50.0025,4.3762,5.4218,16.8,7.2,24,2441,81,NA,NA,NA,NA,NA,NA,FALSE,-28.3,10.7,-8.8,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718481,"2023-04-22",0,"2023-04-22T04:20:28.970Z","2023-04-22T04:20:32.636Z",TRUE,"pitch","590f4bc2-2e62-4b26-a35b-c0a76060b56f",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.5408,1.6953,NA,146.32,171.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Pop Out","field_out","Paul Goldschmidt pops out to catcher Tom Murphy in foul territory.",0,2,5,62,"top",9,"2023-04-22T04:20:20.135Z","2023-04-22T04:23:03.116Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,502671,"Paul Goldschmidt","/api/v1/people/502671","R","Right",623149,"Paul Sewald","/api/v1/people/623149","R","Right","vs_RHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Seattle Mariners","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.6,83.9,4,0.9,0.4108,6.5481,27.4992,-16.6661,-6.6554,8.6023,-0.7693,2.4865,9.1046,-133.1341,-1.7124,-3.3622,50.0006,4.3392,-11.9955,31.2,4.8,24,2406,235,NA,NA,NA,NA,NA,NA,FALSE,-17.2,15.5,10.2,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
