"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isSubstitution","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
716669,"2023-09-09",3,"2023-09-09T03:10:14.364Z","2023-09-09T03:10:25.527Z",TRUE,"pitch","af555d09-d802-4789-81d6-f976892a1390",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,1,2,NA,NA,3.1,1.46,NA,105.9,190.64,"fly_ball","medium","9",174.91,63.33,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Flyout","field_out","Martin Maldonado flies out to right fielder Fernando Tatis Jr.",0,11,2,77,"bottom",9,"2023-09-09T03:09:17.594Z","2023-09-09T03:10:25.527Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,455117,"Martín Maldonado","/api/v1/people/455117","R","Right",678061,"Ray Kerr","/api/v1/people/678061","L","Left","vs_LHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Houston Astros","San Diego Padres","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.6,86.2,9,2,0.3993,6.4336,31.3057,-10.5063,5.4952,11.3754,0.2913,1.7828,-7.0269,-137.344,-8.2273,2.1727,50.0006,5.5374,10.4651,36,3.6,24,2207,138,97.6,36,358,NA,NA,NA,TRUE,-11.8,19,-8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716669,"2023-09-09",2,"2023-09-09T03:09:54.733Z","2023-09-09T03:09:58.595Z",TRUE,"pitch","8c3919a7-8e6a-4985-8c69-270ccae01ee3",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.1146,1.4037,NA,147.08,192.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Flyout","field_out","Martin Maldonado flies out to right fielder Fernando Tatis Jr.",0,11,2,77,"bottom",9,"2023-09-09T03:09:17.594Z","2023-09-09T03:10:25.527Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,455117,"Martín Maldonado","/api/v1/people/455117","R","Right",678061,"Ray Kerr","/api/v1/people/678061","L","Left","vs_LHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Houston Astros","San Diego Padres","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",83.1,76.5,7,2,0.4536,6.5163,23.5154,-32.6895,2.0668,-0.3503,-0.7891,1.7055,-8.0505,-120.7452,-2.3924,2.3198,50.0026,5.5857,3.053,2.4,9.6,24,2052,342,NA,NA,NA,NA,NA,NA,FALSE,-40.7,-1,-1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716669,"2023-09-09",1,"2023-09-09T03:09:37.121Z","2023-09-09T03:09:41.095Z",TRUE,"pitch","0cdd6a09-8722-429b-ae9a-cc388d436418",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,2,NA,NA,3.1991,1.4902,NA,87.65,169.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Flyout","field_out","Martin Maldonado flies out to right fielder Fernando Tatis Jr.",0,11,2,77,"bottom",9,"2023-09-09T03:09:17.594Z","2023-09-09T03:10:25.527Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,455117,"Martín Maldonado","/api/v1/people/455117","R","Right",678061,"Ray Kerr","/api/v1/people/678061","L","Left","vs_LHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Houston Astros","San Diego Padres","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.9,86.4,6,2,0.3975,6.1402,31.9579,-12.551,5.6218,10.2179,0.77,2.5738,-6.5342,-138.0093,-5.6388,2.4428,50.0057,5.4958,10.7997,33.6,3.6,24,2326,139,NA,NA,NA,NA,NA,NA,FALSE,-13.1,17.4,-8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716669,"2023-09-09",0,"2023-09-09T03:09:17.594Z","2023-09-09T03:09:21.638Z",TRUE,"pitch","8b9b79a8-02a5-4a85-92af-9a129cfea632",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.1427,1.4593,NA,147.52,214.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Flyout","field_out","Martin Maldonado flies out to right fielder Fernando Tatis Jr.",0,11,2,77,"bottom",9,"2023-09-09T03:09:17.594Z","2023-09-09T03:10:25.527Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,455117,"Martín Maldonado","/api/v1/people/455117","R","Right",678061,"Ray Kerr","/api/v1/people/678061","L","Left","vs_LHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Houston Astros","San Diego Padres","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",81.6,75,13,2,0.4629,6.2625,23.9586,-32.3175,-0.4435,-0.1009,-0.8006,0.9018,-6.6285,-118.6093,-4.1866,2.0949,50.0035,5.6561,-0.6272,3.6,9.6,24,1914,338,NA,NA,NA,NA,NA,NA,FALSE,-42.4,-1,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716669,"2023-09-09",0,"2023-09-09T03:08:28.924Z","2023-09-09T03:08:45.071Z",TRUE,"pitch","f6bc07e4-fd66-4e46-98e9-349425badd54",1,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",0,0,2,NA,NA,3.19,1.47,NA,141.44,180.61,"fly_ball","hard","8",110.59,34.27,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Double","double","Yainer Diaz doubles (19) on a sharp fly ball to center fielder Trent Grisham.",0,11,2,76,"bottom",9,"2023-09-09T03:08:23.858Z","2023-09-09T03:08:45.071Z",TRUE,FALSE,FALSE,FALSE,34,0,0,2,673237,"Yainer Diaz","/api/v1/people/673237","R","Right",678061,"Ray Kerr","/api/v1/people/678061","L","Left","vs_LHP","vs_RHB","RISP",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Houston Astros","San Diego Padres","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.9,86.7,4,2,0.3956,6.2273,34.6551,-13.1201,6.6107,9.8382,-0.6411,2.1546,-9.8643,-139.106,-7.0907,2.1116,50.0016,5.6279,12.802,34.8,3.6,24,2475,147,102.4,25,390,NA,NA,NA,FALSE,-13.9,16.2,-9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,673237,"Yainer Diaz","/api/v1/people/673237",NA,NA,NA,NA,NA,NA
716669,"2023-09-09",3,"2023-09-09T03:07:54.173Z","2023-09-09T03:08:00.248Z",TRUE,"pitch","92dd781e-9c32-4aaf-9b36-45b3bc3761c6",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,1,1,NA,NA,3.27,1.54,NA,151.94,161.95,"ground_ball","medium","6",98.04,140.71,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Groundout","field_out","Chas McCormick grounds out, shortstop Xander Bogaerts to first baseman Matt Carpenter.",0,11,2,75,"bottom",9,"2023-09-09T03:07:02.172Z","2023-09-09T03:08:00.248Z",TRUE,FALSE,FALSE,TRUE,0,2,1,2,676801,"Chas McCormick","/api/v1/people/676801","R","Right",678061,"Ray Kerr","/api/v1/people/678061","L","Left","vs_LHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Houston Astros","San Diego Padres","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97,87.7,11,2,0.3907,6.2393,34.8649,-13.8834,6.8852,9.2069,-0.9167,2.8456,-10.4199,-140.7411,-5.3046,1.9559,50.0026,5.6692,13.6785,36,3.6,24,2337,143,75.3,11,111,NA,NA,NA,TRUE,-13.9,15.6,-10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716669,"2023-09-09",2,"2023-09-09T03:07:36.190Z","2023-09-09T03:07:39.225Z",TRUE,"pitch","2039b07a-ddc2-404c-be45-a3b5cea97673",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,1,NA,NA,3.2703,1.5473,NA,67.59,148.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Groundout","field_out","Chas McCormick grounds out, shortstop Xander Bogaerts to first baseman Matt Carpenter.",0,11,2,75,"bottom",9,"2023-09-09T03:07:02.172Z","2023-09-09T03:08:00.248Z",TRUE,FALSE,FALSE,TRUE,0,2,1,2,676801,"Chas McCormick","/api/v1/people/676801","R","Right",678061,"Ray Kerr","/api/v1/people/678061","L","Left","vs_LHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Houston Astros","San Diego Padres","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.5,86.9,12,2,0.3928,6.1738,36.3064,-15.9575,7.3366,8.264,1.2964,3.3582,-5.4366,-140.2757,-3.7681,2.3217,50,5.7816,14.3928,37.2,4.8,24,2284,140,NA,NA,NA,NA,NA,NA,FALSE,-15.6,14.2,-11.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716669,"2023-09-09",1,"2023-09-09T03:07:19.865Z","2023-09-09T03:07:26.359Z",TRUE,"pitch","cd53ac80-bf5f-4d3f-9f6f-02c6f0fb332b",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,1,1,NA,NA,3.27,1.54,NA,140.06,199.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Groundout","field_out","Chas McCormick grounds out, shortstop Xander Bogaerts to first baseman Matt Carpenter.",0,11,2,75,"bottom",9,"2023-09-09T03:07:02.172Z","2023-09-09T03:08:00.248Z",TRUE,FALSE,FALSE,TRUE,0,2,1,2,676801,"Chas McCormick","/api/v1/people/676801","R","Right",678061,"Ray Kerr","/api/v1/people/678061","L","Left","vs_LHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Houston Astros","San Diego Padres","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",82,75.1,7,2,0.4609,6.0858,24.6928,-32.0342,0.4356,0.0939,-0.6049,1.4658,-6.6239,-119.2155,-3.1873,2.1627,50.0011,5.7365,0.6233,1.2,9.6,24,1987,340,NA,NA,NA,NA,NA,NA,FALSE,-41.4,-0.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716669,"2023-09-09",0,"2023-09-09T03:07:05.627Z","2023-09-09T03:07:09.633Z",TRUE,"pitch","6b398fc8-806e-4dc4-ae3a-e0dbfa9d9d78",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.3117,1.5758,NA,115.29,138.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Groundout","field_out","Chas McCormick grounds out, shortstop Xander Bogaerts to first baseman Matt Carpenter.",0,11,2,75,"bottom",9,"2023-09-09T03:07:02.172Z","2023-09-09T03:08:00.248Z",TRUE,FALSE,FALSE,TRUE,0,2,1,2,676801,"Chas McCormick","/api/v1/people/676801","R","Right",678061,"Ray Kerr","/api/v1/people/678061","L","Left","vs_LHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Houston Astros","San Diego Padres","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94,85,12,2,0.4025,6.0261,32.9187,-16.7166,7.1346,8.2621,0.0448,3.7138,-8.6473,-136.5975,-2.3059,2.3396,50.0008,5.7315,13.3456,33.6,4.8,24,2292,143,NA,NA,NA,NA,NA,NA,FALSE,-16.7,14.6,-10.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716669,"2023-09-09",5,"2023-09-09T03:06:35.789Z","2023-09-09T03:06:43.931Z",TRUE,"pitch","8a50b8f7-fd7f-4f1e-ac1f-c3b5c38f0054",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,0,NA,NA,3.35,1.53,NA,135.5,156.76,"line_drive","medium","5",107.05,169.96,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Lineout","field_out","Jose Abreu lines out to third baseman Ha-Seong Kim.",0,11,2,74,"bottom",9,"2023-09-09T03:05:21.379Z","2023-09-09T03:06:43.931Z",TRUE,FALSE,FALSE,TRUE,0,2,2,1,547989,"José Abreu","/api/v1/people/547989","R","Right",678061,"Ray Kerr","/api/v1/people/678061","L","Left","vs_LHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Houston Astros","San Diego Padres",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",84.1,76.9,1,2,0.4488,6.1639,25.5338,-33.1019,0.773,-0.6147,-0.4854,3.0379,-6.3755,-122.3366,-0.0625,2.061,50.0031,5.9159,1.1646,0,8.4,24,2005,341,104.7,8,139,NA,NA,NA,TRUE,-39.7,-0.8,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
