"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","details.disengagementNum","base","replacedPlayer.id","replacedPlayer.link","isBaseRunningPlay","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
717907,"2023-06-03",3,"2023-06-03T22:06:28.337Z","2023-06-03T22:06:32.868Z",TRUE,"pitch","ffc13df1-f392-4e8e-999f-44059445fc1a",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,3,0,NA,NA,3.42,1.65,NA,143.52,201.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30","atBat","Strikeout","strikeout","Carlos Santana strikes out swinging.",0,1,0,30,"bottom",5,"2023-06-03T22:05:17.539Z","2023-06-03T22:06:32.868Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,467793,"Carlos Santana","/api/v1/people/467793","R","Right",656756,"Jordan Montgomery","/api/v1/people/656756","L","Left","vs_LHP","vs_RHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","St. Louis Cardinals",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",81.6,76.4,13,0.88,0.4592,6.5959,20.5377,-36.1817,-0.1007,-2.7711,-0.6957,1.372,-5.4476,-118.8211,-4.3541,1.6298,50.0052,6.4796,-0.1447,1.2,10.8,24,2409,322,NA,NA,NA,NA,NA,NA,TRUE,-46.4,-5.8,1.3,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717907,"2023-06-03",1,"2023-06-03T22:05:56.734Z","2023-06-03T22:06:00.457Z",TRUE,"pitch","2e4dafbc-eb0b-44ca-9d83-23fb9569d64c",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,0,NA,NA,3.42,1.65,NA,114.06,178.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30","atBat","Strikeout","strikeout","Carlos Santana strikes out swinging.",0,1,0,30,"bottom",5,"2023-06-03T22:05:17.539Z","2023-06-03T22:06:32.868Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,467793,"Carlos Santana","/api/v1/people/467793","R","Right",656756,"Jordan Montgomery","/api/v1/people/656756","L","Left","vs_LHP","vs_RHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","St. Louis Cardinals",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",79.6,74.4,5,0.89,0.4702,6.3811,19.2149,-34.9451,0.1725,-2.015,0.0771,2.2227,-4.0229,-115.9566,-2.472,1.8031,50.0004,6.5979,0.2384,0,10.8,24,2323,321,NA,NA,NA,NA,NA,NA,FALSE,-46.7,-4,0.6,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717907,"2023-06-03",0,"2023-06-03T22:05:40.914Z","2023-06-03T22:05:44.508Z",TRUE,"pitch","b62a223a-54bf-4562-8db4-cb3e3b7595c4",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.3288,1.4943,NA,126.18,147.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30","atBat","Strikeout","strikeout","Carlos Santana strikes out swinging.",0,1,0,30,"bottom",5,"2023-06-03T22:05:17.539Z","2023-06-03T22:06:32.868Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,467793,"Carlos Santana","/api/v1/people/467793","R","Right",656756,"Jordan Montgomery","/api/v1/people/656756","L","Left","vs_LHP","vs_RHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","St. Louis Cardinals",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.9,86.6,2,2,0.3998,6.2727,27.3974,-18.6137,9.6299,7.1173,-0.2408,3.383,-8.3158,-136.5239,-5.1942,1.5795,50.0046,6.5739,18.3524,40.8,6,24,2197,139,NA,NA,NA,NA,NA,NA,FALSE,-18.7,12.1,-16,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717907,"2023-06-03",2,"2023-06-03T22:06:16.020Z","2023-06-03T22:06:28.337Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",1,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,2,0,467793,"/api/v1/people/467793",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"30","atBat","Strikeout","strikeout","Carlos Santana strikes out swinging.",0,1,0,30,"bottom",5,"2023-06-03T22:05:17.539Z","2023-06-03T22:06:32.868Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,467793,"Carlos Santana","/api/v1/people/467793","R","Right",656756,"Jordan Montgomery","/api/v1/people/656756","L","Left","vs_LHP","vs_RHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","St. Louis Cardinals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717907,"2023-06-03",4,"2023-06-03T22:03:21.092Z","2023-06-03T22:03:27.192Z",TRUE,"pitch","1e21b7bd-f318-490c-afc3-41e16350d5b4",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,2,NA,NA,3.11,1.48,NA,141.01,180.75,"ground_ball","medium","6",126.84,152.16,NA,NA,TRUE,NA,NA,NA,NA,NA,"29","atBat","Forceout","force_out","Tommy Edman grounds into a force out, fielded by shortstop Tucupita Marcano. Jordan Walker out at 2nd.",0,1,0,29,"top",5,"2023-06-03T22:01:43.042Z","2023-06-03T22:03:27.192Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,669242,"Tommy Edman","/api/v1/people/669242","L","Left",660787,"Yerry De Los Santos","/api/v1/people/660787","R","Right","vs_RHP","vs_LHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Pittsburgh Pirates",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",89.2,82.6,4,2,0.4202,6.5689,24.8447,-29.0287,-8.2555,1.824,-0.6299,2.1493,5.6858,-129.9052,-3.8217,-1.7642,50.0042,5.8238,-14.2419,24,7.2,24,1509,245,100.6,-14,9,NA,NA,NA,TRUE,-31.3,2.8,13.8,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717907,"2023-06-03",3,"2023-06-03T22:02:59.027Z","2023-06-03T22:03:02.592Z",TRUE,"pitch","f59ef46d-dddf-4477-8af4-3cda983d4468",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,2,2,NA,NA,3.1216,1.4658,NA,122.99,201.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29","atBat","Forceout","force_out","Tommy Edman grounds into a force out, fielded by shortstop Tucupita Marcano. Jordan Walker out at 2nd.",0,1,0,29,"top",5,"2023-06-03T22:01:43.042Z","2023-06-03T22:03:27.192Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,669242,"Tommy Edman","/api/v1/people/669242","L","Left",660787,"Yerry De Los Santos","/api/v1/people/660787","R","Right","vs_RHP","vs_LHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Pittsburgh Pirates",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.5,87.4,8,2,0.3974,6.2192,27.789,-25.5362,-10.4878,3.44,-0.1573,1.3795,8.3122,-137.3413,-6.9233,-1.8466,50.0018,5.6469,-20.2197,34.8,7.2,24,2112,234,NA,NA,NA,NA,NA,NA,FALSE,-25.4,5,17.5,NA,1,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717907,"2023-06-03",1,"2023-06-03T22:02:16.143Z","2023-06-03T22:02:19.341Z",TRUE,"pitch","bd01b581-1170-4c53-b945-926c25382639",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,2,NA,NA,3.11,1.48,NA,135.91,159.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29","atBat","Forceout","force_out","Tommy Edman grounds into a force out, fielded by shortstop Tucupita Marcano. Jordan Walker out at 2nd.",0,1,0,29,"top",5,"2023-06-03T22:01:43.042Z","2023-06-03T22:03:27.192Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,669242,"Tommy Edman","/api/v1/people/669242","L","Left",660787,"Yerry De Los Santos","/api/v1/people/660787","R","Right","vs_RHP","vs_LHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Pittsburgh Pirates",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",92.7,85.5,1,2,0.4047,6.3562,27.1264,-20.0775,-8.8839,6.51,-0.4962,2.9385,6.7629,-134.9347,-4.1073,-1.8706,50.0062,5.8804,-16.5185,36,6,24,2180,232,NA,NA,NA,NA,NA,NA,FALSE,-20.4,11.2,14.8,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717907,"2023-06-03",0,"2023-06-03T22:02:00.741Z","2023-06-03T22:02:03.741Z",TRUE,"pitch","c6bcd88d-b98e-40c6-85ff-006da3a0a630",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.0573,1.3886,NA,111.38,217.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29","atBat","Forceout","force_out","Tommy Edman grounds into a force out, fielded by shortstop Tucupita Marcano. Jordan Walker out at 2nd.",0,1,0,29,"top",5,"2023-06-03T22:01:43.042Z","2023-06-03T22:03:27.192Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,669242,"Tommy Edman","/api/v1/people/669242","L","Left",660787,"Yerry De Los Santos","/api/v1/people/660787","R","Right","vs_RHP","vs_LHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Pittsburgh Pirates",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",89.6,82.7,14,2,0.42,6.5432,25.9058,-20.9115,-7.8484,6.5258,0.1475,0.774,7.7002,-130.15,-8.5146,-1.8219,50.0008,5.6568,-13.5378,28.8,6,24,1733,242,NA,NA,NA,NA,NA,NA,FALSE,-23.9,10.2,12.6,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717907,"2023-06-03",2,"2023-06-03T22:02:37.879Z","2023-06-03T22:02:42.430Z",FALSE,"pickoff","37c08c2e-6d5b-4648-a262-dce0065900e9",NA,"Pickoff Attempt 1B",NA,NA,NA,NA,FALSE,"1",NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29","atBat","Forceout","force_out","Tommy Edman grounds into a force out, fielded by shortstop Tucupita Marcano. Jordan Walker out at 2nd.",0,1,0,29,"top",5,"2023-06-03T22:01:43.042Z","2023-06-03T22:03:27.192Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,669242,"Tommy Edman","/api/v1/people/669242","L","Left",660787,"Yerry De Los Santos","/api/v1/people/660787","R","Right","vs_RHP","vs_LHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Pittsburgh Pirates",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,1,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717907,"2023-06-03",7,"2023-06-03T22:01:27.784Z","2023-06-03T22:01:31.908Z",TRUE,"pitch","43564c4b-8f7a-495c-954b-9fa29fe185ab",7,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,2,2,NA,NA,3.7059,1.7229,NA,62.16,203.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28","atBat","Walk","walk","Jordan Walker walks.",0,1,0,28,"top",5,"2023-06-03T21:59:14.114Z","2023-06-03T22:01:31.908Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,691023,"Jordan Walker","/api/v1/people/691023","R","Right",660787,"Yerry De Los Santos","/api/v1/people/660787","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Pittsburgh Pirates",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.6,88.3,14,2,0.3934,7.0497,27.6432,-20.7121,-9.791,5.8256,1.4388,1.3048,11.7897,-138.6067,-7.969,-1.5749,50.0042,5.5733,-19.2714,37.2,6,24,2074,233,NA,NA,NA,NA,NA,NA,FALSE,-20.8,9.1,15.6,NA,NA,NA,NA,NA,NA,FALSE,TRUE,691023,"Jordan Walker","/api/v1/people/691023",NA,NA,NA,NA,NA,NA
717907,"2023-06-03",5,"2023-06-03T22:00:59.208Z","2023-06-03T22:01:03.570Z",TRUE,"pitch","318284f9-132d-4559-9c90-b781d4cc42cb",6,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,2,NA,NA,3.5775,1.7229,NA,66.33,179.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28","atBat","Walk","walk","Jordan Walker walks.",0,1,0,28,"top",5,"2023-06-03T21:59:14.114Z","2023-06-03T22:01:31.908Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,691023,"Jordan Walker","/api/v1/people/691023","R","Right",660787,"Yerry De Los Santos","/api/v1/people/660787","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Pittsburgh Pirates",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.9,80.6,14,2,0.4316,6.3015,23.3839,-25.7532,1.248,3.9301,1.3294,2.2013,7.2718,-126.4245,-4.1271,-1.7349,50.0056,5.8985,2.0394,7.2,7.2,24,2065,180,NA,NA,NA,NA,NA,NA,FALSE,-29.5,6.5,-3.7,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717907,"2023-06-03",4,"2023-06-03T22:00:40.797Z","2023-06-03T22:00:43.956Z",TRUE,"pitch","9d884e24-3c73-4096-9b9c-b5857a78b690",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.7059,1.8001,NA,26.14,227.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28","atBat","Walk","walk","Jordan Walker walks.",0,1,0,28,"top",5,"2023-06-03T21:59:14.114Z","2023-06-03T22:01:31.908Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,691023,"Jordan Walker","/api/v1/people/691023","R","Right",660787,"Yerry De Los Santos","/api/v1/people/660787","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Pittsburgh Pirates",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.9,80,14,2,0.4378,6.6378,22.6673,-25.9944,0.3002,3.8886,2.3838,0.4061,9.9161,-124.6261,-7.9061,-1.6687,50.0024,5.7351,0.4761,4.8,7.2,24,2012,192,NA,NA,NA,NA,NA,NA,FALSE,-31.4,5.5,-2.6,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717907,"2023-06-03",3,"2023-06-03T22:00:21.424Z","2023-06-03T22:00:24.784Z",TRUE,"pitch","72e905f6-2863-47cd-a9a6-c76282fc4f21",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,2,NA,NA,3.7059,1.7615,NA,179.51,106.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28","atBat","Walk","walk","Jordan Walker walks.",0,1,0,28,"top",5,"2023-06-03T21:59:14.114Z","2023-06-03T22:01:31.908Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,691023,"Jordan Walker","/api/v1/people/691023","R","Right",660787,"Yerry De Los Santos","/api/v1/people/660787","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Pittsburgh Pirates",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.6,86.3,11,2,0.4002,6.2395,27.1239,-27.3494,-9.246,2.5395,-1.64,4.9048,3.9467,-136.3269,2.0348,-1.897,50.0051,6.024,-17.5818,32.4,7.2,24,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,-25.7,5.2,16.1,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717907,"2023-06-03",2,"2023-06-03T22:00:02.336Z","2023-06-03T22:00:05.562Z",TRUE,"pitch","8dcb357c-bfa8-4c5a-890f-6081da1b9c7e",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.72,1.84,NA,145.84,167.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28","atBat","Walk","walk","Jordan Walker walks.",0,1,0,28,"top",5,"2023-06-03T21:59:14.114Z","2023-06-03T22:01:31.908Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,691023,"Jordan Walker","/api/v1/people/691023","R","Right",660787,"Yerry De Los Santos","/api/v1/people/660787","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Pittsburgh Pirates",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84,78.5,4,2,0.444,6.4356,20.1536,-29.8169,0.353,1.5268,-0.7565,2.6364,2.7024,-122.5329,-1.882,-1.9116,50.0058,5.9191,0.5463,1.2,8.4,24,1964,151,NA,NA,NA,NA,NA,NA,FALSE,-35.4,2.6,-1.2,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717907,"2023-06-03",1,"2023-06-03T21:59:44.747Z","2023-06-03T21:59:47.747Z",TRUE,"pitch","4d3b0799-d9ff-4ed7-aca8-6e0b3c54dff1",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.72,1.84,NA,135.21,181.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28","atBat","Walk","walk","Jordan Walker walks.",0,1,0,28,"top",5,"2023-06-03T21:59:14.114Z","2023-06-03T22:01:31.908Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,691023,"Jordan Walker","/api/v1/people/691023","R","Right",660787,"Yerry De Los Santos","/api/v1/people/660787","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Pittsburgh Pirates",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.3,87,7,2,0.3982,6.3359,28.2062,-20.7201,-9.6831,5.969,-0.4778,2.1391,7.0465,-137.163,-6.2174,-1.8123,50.0052,5.8323,-18.5916,38.4,6,24,2150,234,NA,NA,NA,NA,NA,NA,FALSE,-20.9,9.7,16.2,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717907,"2023-06-03",0,"2023-06-03T21:59:30.302Z","2023-06-03T21:59:34.174Z",TRUE,"pitch","c09251fc-66da-4e5c-a6b1-b75e346aaea0",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,2,NA,NA,3.72,1.84,NA,158.74,169.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28","atBat","Walk","walk","Jordan Walker walks.",0,1,0,28,"top",5,"2023-06-03T21:59:14.114Z","2023-06-03T22:01:31.908Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,691023,"Jordan Walker","/api/v1/people/691023","R","Right",660787,"Yerry De Los Santos","/api/v1/people/660787","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Pittsburgh Pirates",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94,87,13,2,0.3984,6.5493,27.2103,-24.5456,-9.1733,3.9787,-1.0949,2.5645,5.5068,-136.9175,-4.5253,-1.9293,50.0067,5.8964,-17.6062,33.6,6,24,1952,234,NA,NA,NA,NA,NA,NA,FALSE,-24.1,6.5,15.6,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717907,"2023-06-03",6,"2023-06-03T22:01:13.937Z","2023-06-03T22:01:27.784Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",1,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,3,2,2,691023,"/api/v1/people/691023",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"28","atBat","Walk","walk","Jordan Walker walks.",0,1,0,28,"top",5,"2023-06-03T21:59:14.114Z","2023-06-03T22:01:31.908Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,691023,"Jordan Walker","/api/v1/people/691023","R","Right",660787,"Yerry De Los Santos","/api/v1/people/660787","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Pittsburgh Pirates",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
