"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","isBaseRunningPlay","details.disengagementNum","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","base","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
717069,"2023-08-09",1,"2023-08-09T04:13:40.732Z","2023-08-09T04:13:47.779Z",TRUE,"pitch","534109a2-5383-4b92-92af-8bd3bd60c0de",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,2,NA,NA,3.48,1.56,NA,100.41,178.2,"ground_ball","medium","3",162.43,160.56,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Groundout","field_out","Tyler Soderstrom grounds out, first baseman Nathaniel Lowe to pitcher Brock Burke.",0,6,1,74,"bottom",9,"2023-08-09T04:13:01.303Z","2023-08-09T04:13:47.779Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,691016,"Tyler Soderstrom","/api/v1/people/691016","L","Left",656271,"Brock Burke","/api/v1/people/656271","L","Left","vs_LHP","vs_LHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Texas Rangers","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.1,79.5,6,0.9,0.4363,6.6433,24.791,-29.5116,0.0186,1.6628,0.4351,2.2437,-3.3226,-125.4311,-4.0335,1.7731,50.0003,6.2724,0.0304,1.2,7.2,24,2152,161,95.2,-1,39,NA,NA,NA,TRUE,-34.4,2.4,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717069,"2023-08-09",0,"2023-08-09T04:13:26.140Z","2023-08-09T04:13:29.262Z",TRUE,"pitch","931a22f3-2937-48b8-9102-dabeb5940dc9",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,2,NA,NA,3.48,1.56,NA,86.6,147.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Groundout","field_out","Tyler Soderstrom grounds out, first baseman Nathaniel Lowe to pitcher Brock Burke.",0,6,1,74,"bottom",9,"2023-08-09T04:13:01.303Z","2023-08-09T04:13:47.779Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,691016,"Tyler Soderstrom","/api/v1/people/691016","L","Left",656271,"Brock Burke","/api/v1/people/656271","L","Left","vs_LHP","vs_LHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Texas Rangers","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.1,78.6,3,0.9,0.4406,6.7797,23.1918,-29.108,1.2358,1.9562,0.7974,3.385,-2.8471,-124.0009,-1.2155,1.7964,50.0044,6.2948,1.9384,2.4,7.2,24,2065,178,NA,NA,NA,NA,NA,NA,FALSE,-34,3.5,-1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717069,"2023-08-09",3,"2023-08-09T04:12:54.233Z","2023-08-09T04:13:02.850Z",TRUE,"pitch","683ef380-57cd-4d54-9168-b01c07da3e4f",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,2,1,NA,NA,3.14,1.46,NA,87.73,133.27,"fly_ball","medium","9",188.16,91.82,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Flyout","field_out","Jonah Bride flies out to right fielder Adolis Garcia.",0,6,1,73,"bottom",9,"2023-08-09T04:12:16.835Z","2023-08-09T04:13:02.850Z",TRUE,FALSE,FALSE,TRUE,0,0,2,2,681146,"Jonah Bride","/api/v1/people/681146","R","Right",656271,"Brock Burke","/api/v1/people/656271","L","Left","vs_LHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Texas Rangers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.8,86.4,12,0.9,0.3972,6.8093,31.397,-13.9009,6.1225,9.4922,0.7679,3.9076,-4.8606,-138.0195,-3.6023,1.7585,50.0004,6.169,11.7827,36,3.6,24,2269,149,84.5,37,308,NA,NA,NA,TRUE,-13.8,16.6,-10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717069,"2023-08-09",2,"2023-08-09T04:12:34.215Z","2023-08-09T04:12:38.789Z",TRUE,"pitch","e917d56e-ac65-41db-8eda-0dcd78393d43",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,1,NA,NA,3.14,1.46,NA,93.78,183.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Flyout","field_out","Jonah Bride flies out to right fielder Adolis Garcia.",0,6,1,73,"bottom",9,"2023-08-09T04:12:16.835Z","2023-08-09T04:13:02.850Z",TRUE,FALSE,FALSE,TRUE,0,0,2,2,681146,"Jonah Bride","/api/v1/people/681146","R","Right",656271,"Brock Burke","/api/v1/people/656271","L","Left","vs_LHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Texas Rangers",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.5,81.1,6,0.91,0.4282,6.685,24.1837,-27.3059,1.6658,2.9311,0.6092,2.0478,-3.4038,-127.5068,-4.9626,1.74,50.0031,6.1526,2.7662,4.8,7.2,24,2046,151,NA,NA,NA,NA,NA,NA,FALSE,-30.8,4.6,-2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717069,"2023-08-09",1,"2023-08-09T04:12:19.132Z","2023-08-09T04:12:22.460Z",TRUE,"pitch","75022ec2-c5b8-4a86-b1e4-a3aa3e551689",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.0495,1.4575,NA,103.86,175.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Flyout","field_out","Jonah Bride flies out to right fielder Adolis Garcia.",0,6,1,73,"bottom",9,"2023-08-09T04:12:16.835Z","2023-08-09T04:13:02.850Z",TRUE,FALSE,FALSE,TRUE,0,0,2,2,681146,"Jonah Bride","/api/v1/people/681146","R","Right",656271,"Brock Burke","/api/v1/people/656271","L","Left","vs_LHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Texas Rangers",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.4,79.1,6,0.9,0.4391,6.734,23.0334,-28.2928,0.8279,2.4617,0.3448,2.3315,-3.8081,-124.3371,-3.6337,1.7833,50.0049,6.1389,1.3072,1.2,7.2,24,2069,146,NA,NA,NA,NA,NA,NA,FALSE,-33.4,4,-0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717069,"2023-08-09",0,"2023-08-09T04:12:05.682Z","2023-08-09T04:12:19.132Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Jonah Bride replaces Seth Brown.","Offensive Substitution",6,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,681146,"/api/v1/people/681146",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","401","73","atBat","Flyout","field_out","Jonah Bride flies out to right fielder Adolis Garcia.",0,6,1,73,"bottom",9,"2023-08-09T04:12:16.835Z","2023-08-09T04:13:02.850Z",TRUE,FALSE,FALSE,TRUE,0,0,2,2,681146,"Jonah Bride","/api/v1/people/681146","R","Right",656271,"Brock Burke","/api/v1/people/656271","L","Left","vs_LHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Texas Rangers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,664913,"/api/v1/people/664913",TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717069,"2023-08-09",2,"2023-08-09T04:11:45.303Z","2023-08-09T04:11:56.052Z",TRUE,"pitch","6c79ce7e-7cbc-4406-9c98-b8f77b080b9f",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,0,NA,NA,3.34,1.55,NA,147.37,156.93,"fly_ball","medium","8",155.77,67.11,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Flyout","field_out","Zack Gelof flies out to center fielder Leody Taveras.",0,6,1,72,"bottom",9,"2023-08-09T04:11:26.018Z","2023-08-09T04:11:56.052Z",TRUE,FALSE,FALSE,TRUE,0,0,1,1,680869,"Zack Gelof","/api/v1/people/680869","R","Right",656271,"Brock Burke","/api/v1/people/656271","L","Left","vs_LHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Texas Rangers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.2,86.1,1,0.9,0.4001,6.8106,30.1367,-13.7548,5.7568,9.701,-0.7966,3.0317,-8.4472,-136.8879,-5.8719,1.5808,50.0006,6.1457,10.9281,31.2,3.6,24,2228,137,94.2,40,337,NA,NA,NA,TRUE,-14.4,16.4,-8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717069,"2023-08-09",1,"2023-08-09T04:11:28.198Z","2023-08-09T04:11:31.545Z",TRUE,"pitch","804b7375-b4e0-4397-acd7-a1674ebe4644",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,0,NA,NA,3.34,1.55,NA,122.27,166.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Flyout","field_out","Zack Gelof flies out to center fielder Leody Taveras.",0,6,1,72,"bottom",9,"2023-08-09T04:11:26.018Z","2023-08-09T04:11:56.052Z",TRUE,FALSE,FALSE,TRUE,0,0,1,1,680869,"Zack Gelof","/api/v1/people/680869","R","Right",656271,"Brock Burke","/api/v1/people/656271","L","Left","vs_LHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Texas Rangers",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",92.4,84.8,5,0.91,0.4073,6.9289,28.5343,-21.0114,9.2965,6.0915,-0.1382,2.6819,-7.5871,-134.367,-5.1499,1.5113,50.0019,6.1119,17.0342,34.8,6,24,1979,155,NA,NA,NA,NA,NA,NA,FALSE,-21.8,10.1,-15.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717069,"2023-08-09",0,"2023-08-09T04:10:15.486Z","2023-08-09T04:11:28.198Z",FALSE,"action",NA,NA,"Josh H. Smith remains in the game as the third baseman.","Defensive Switch",6,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,669701,"/api/v1/people/669701",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"defensive_switch",NA,"5","Third Base","Infielder","3B","701","72","atBat","Flyout","field_out","Zack Gelof flies out to center fielder Leody Taveras.",0,6,1,72,"bottom",9,"2023-08-09T04:11:26.018Z","2023-08-09T04:11:56.052Z",TRUE,FALSE,FALSE,TRUE,0,0,1,1,680869,"Zack Gelof","/api/v1/people/680869","R","Right",656271,"Brock Burke","/api/v1/people/656271","L","Left","vs_LHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Texas Rangers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,677649,"/api/v1/people/677649",TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717069,"2023-08-09",5,"2023-08-09T04:09:11.622Z","2023-08-09T04:09:20.866Z",TRUE,"pitch","f3d7e971-1248-4dbe-afc2-7e149036b814",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,2,NA,NA,3.18,1.49,NA,148.76,176.69,"fly_ball","medium","9",161.66,87.74,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Flyout","field_out","Josh H. Smith flies out to right fielder JJ Bleday.",0,6,1,71,"top",9,"2023-08-09T04:08:28.629Z","2023-08-09T04:09:20.866Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,669701,"Josh Smith","/api/v1/people/669701","L","Left",594943,"Zach Neal","/api/v1/people/594943","R","Right","vs_RHP","vs_LHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Oakland Athletics",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",83.8,76.2,13,0.67,0.4512,6.9422,26.1699,-29.2647,-11.0645,1.9518,-0.8333,2.2995,6.1825,-121.8546,-1.8981,-1.979,50.0013,5.6413,-16.472,27.6,9.6,24,1431,231,87.3,40,292,NA,NA,NA,TRUE,-36,3.4,18.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
