"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isBaseRunningPlay","details.disengagementNum","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId","isSubstitution","base","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
718237,"2023-05-10",1,"2023-05-10T03:55:43.926Z","2023-05-10T03:55:48.945Z",TRUE,"pitch","ae2701d6-3e2c-44ed-89e3-01261715631e",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,2,NA,NA,3.44,1.66,NA,143.04,178.94,"line_drive","hard","6",108.47,157.79,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Lineout","field_out","Hunter Renfroe lines out sharply to shortstop Jeremy Pena.",0,3,1,68,"bottom",9,"2023-05-10T03:55:08.135Z","2023-05-10T03:55:48.945Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,592669,"Hunter Renfroe","/api/v1/people/592669","R","Right",519151,"Ryan Pressly","/api/v1/people/519151","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Houston Astros","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",89.7,82.6,4,2,0.4188,6.5732,26.9521,-30.2914,-6.426,1.0869,-0.6831,2.2165,1.7358,-130.6806,-2.9425,-0.5201,50.0036,5.6272,-11.1397,19.2,7.2,24,2025,245,101.5,6,170,NA,NA,NA,TRUE,-32.3,1.6,11.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718237,"2023-05-10",0,"2023-05-10T03:55:23.038Z","2023-05-10T03:55:26.738Z",TRUE,"pitch","6578264b-6c6d-4b46-ad53-30d1fcc7a23a",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,2,NA,NA,3.44,1.66,NA,105.12,141.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Lineout","field_out","Hunter Renfroe lines out sharply to shortstop Jeremy Pena.",0,3,1,68,"bottom",9,"2023-05-10T03:55:08.135Z","2023-05-10T03:55:48.945Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,592669,"Hunter Renfroe","/api/v1/people/592669","R","Right",519151,"Ryan Pressly","/api/v1/people/519151","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Houston Astros","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.2,85,12,2,0.4041,6.3736,30.4184,-14.4726,0.1937,9.5195,0.3117,3.614,0.8458,-135.677,-3.055,-0.0296,50.0026,5.7667,0.36,2.4,3.6,24,2497,210,NA,NA,NA,NA,NA,NA,FALSE,-14.8,16.8,-0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718237,"2023-05-10",3,"2023-05-10T03:54:49.740Z","2023-05-10T03:54:55.251Z",TRUE,"pitch","4dff8d08-2357-4455-b4bc-a998a157f6a7",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,3,1,NA,NA,3.2949,1.6058,NA,142.29,168.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Strikeout","strikeout","Anthony Rendon called out on strikes.",0,3,1,67,"bottom",9,"2023-05-10T03:53:40.802Z","2023-05-10T03:54:55.251Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,543685,"Anthony Rendon","/api/v1/people/543685","R","Right",519151,"Ryan Pressly","/api/v1/people/519151","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Houston Astros","true",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",80.1,72.7,4,2,0.4735,6.2059,25.7152,-42.7947,7.637,-7.8712,-0.6635,2.5893,-2.8519,-116.5076,1.4928,-0.4029,50.0041,6.0437,10.3027,13.2,13.2,24,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,-56.6,-13.4,-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718237,"2023-05-10",2,"2023-05-10T03:54:28.204Z","2023-05-10T03:54:32.357Z",TRUE,"pitch","1b61dc7b-27bc-44b6-8c9e-d2d45dac49fe",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,1,NA,NA,3.3,1.59,NA,98.59,168.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Strikeout","strikeout","Anthony Rendon called out on strikes.",0,3,1,67,"bottom",9,"2023-05-10T03:53:40.802Z","2023-05-10T03:54:55.251Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,543685,"Anthony Rendon","/api/v1/people/543685","R","Right",519151,"Ryan Pressly","/api/v1/people/519151","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Houston Astros","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.8,85.8,6,2,0.4012,6.429,29.8231,-12.3899,-1.7477,10.4804,0.4829,2.5906,2.2077,-136.4839,-6.171,-0.1091,50.0049,5.7329,-3.3001,12,3.6,24,2541,206,NA,NA,NA,NA,NA,NA,FALSE,-13.2,17.9,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718237,"2023-05-10",1,"2023-05-10T03:54:10.986Z","2023-05-10T03:54:14.605Z",TRUE,"pitch","cf32c8d7-0c24-4506-b1d5-cbd78eeef5c8",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,1,NA,NA,3.2725,1.6058,NA,89.07,156.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Strikeout","strikeout","Anthony Rendon called out on strikes.",0,3,1,67,"bottom",9,"2023-05-10T03:53:40.802Z","2023-05-10T03:54:55.251Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,543685,"Anthony Rendon","/api/v1/people/543685","R","Right",519151,"Ryan Pressly","/api/v1/people/519151","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Houston Astros","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.8,82.4,3,2,0.4213,6.175,24.0162,-29.7619,2.4338,1.4035,0.7328,3.0423,1.2578,-129.4219,-1.8392,-0.0739,50.0007,6.0157,4.1769,8.4,7.2,24,2763,106,NA,NA,NA,NA,NA,NA,FALSE,-31.9,2.4,-4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718237,"2023-05-10",0,"2023-05-10T03:53:56.748Z","2023-05-10T03:54:00.688Z",TRUE,"pitch","e7695d6f-7bb3-4bce-8b18-201dcc5bcbc8",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.2725,1.6058,NA,101.73,158.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Strikeout","strikeout","Anthony Rendon called out on strikes.",0,3,1,67,"bottom",9,"2023-05-10T03:53:40.802Z","2023-05-10T03:54:55.251Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,543685,"Anthony Rendon","/api/v1/people/543685","R","Right",519151,"Ryan Pressly","/api/v1/people/519151","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Houston Astros","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",80.2,72.5,3,2,0.474,6.0519,26.7458,-42.3412,12.0579,-7.5677,0.4007,2.9635,-1.739,-116.6116,2.1208,-0.3965,50.0003,6.1077,16.2111,20.4,13.2,24,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,-55.9,-12.6,-21.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718237,"2023-05-10",5,"2023-05-10T03:53:26.503Z","2023-05-10T03:53:30.741Z",TRUE,"pitch","bef15bf6-e310-4c1a-b216-346d07d9d153",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,0,NA,NA,3.46,1.6,NA,80.87,200.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Shohei Ohtani strikes out swinging.",0,3,1,66,"bottom",9,"2023-05-10T03:52:21.951Z","2023-05-10T03:53:30.741Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,660271,"Shohei Ohtani","/api/v1/people/660271","L","Left",519151,"Ryan Pressly","/api/v1/people/519151","R","Right","vs_RHP","vs_LHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Houston Astros",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",80.7,72.9,14,2,0.4723,6.202,28.5308,-42.9559,10.8257,-7.9743,0.9479,1.4104,-0.7357,-117.3647,-1.1312,-0.1296,50.0022,6.0102,14.6398,18,13.2,24,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,-57.4,-14.3,-19.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718237,"2023-05-10",4,"2023-05-10T03:53:07.043Z","2023-05-10T03:53:10.996Z",TRUE,"pitch","9f66db22-2a33-4902-b91b-d5e2ed7d56fb",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,0,NA,NA,3.3429,1.6158,NA,68.93,225.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Shohei Ohtani strikes out swinging.",0,3,1,66,"bottom",9,"2023-05-10T03:52:21.951Z","2023-05-10T03:53:30.741Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,660271,"Shohei Ohtani","/api/v1/people/660271","L","Left",519151,"Ryan Pressly","/api/v1/people/519151","R","Right","vs_RHP","vs_LHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Houston Astros",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",90.9,83.5,14,2,0.4152,6.1969,29.0917,-26.2574,3.3966,3.3637,1.261,0.4986,2.2639,-132.0934,-8.7681,-0.0496,50.0056,5.8025,5.9815,13.2,7.2,24,2733,24,NA,NA,NA,NA,NA,NA,FALSE,-28.9,4.3,-6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718237,"2023-05-10",2,"2023-05-10T03:52:42.513Z","2023-05-10T03:52:46.541Z",TRUE,"pitch","f03a447f-3fd6-485f-9df2-eba24b59915f",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,0,NA,NA,3.46,1.6,NA,76.72,176.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Shohei Ohtani strikes out swinging.",0,3,1,66,"bottom",9,"2023-05-10T03:52:21.951Z","2023-05-10T03:53:30.741Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,660271,"Shohei Ohtani","/api/v1/people/660271","L","Left",519151,"Ryan Pressly","/api/v1/people/519151","R","Right","vs_RHP","vs_LHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Houston Astros",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89.1,81.8,14,2,0.4224,6.1741,27.5556,-28.658,3.2251,2.0627,1.0568,2.2959,1.8378,-129.7512,-3.9168,-0.0799,50.0004,6.0126,5.4889,10.8,7.2,24,2689,130,NA,NA,NA,NA,NA,NA,FALSE,-31.3,3.1,-6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718237,"2023-05-10",1,"2023-05-10T03:52:23.948Z","2023-05-10T03:52:28.389Z",TRUE,"pitch","51a88be2-1ec5-4e2e-acb9-23683a68f3f9",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,0,NA,NA,3.46,1.6,NA,90.18,166.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Shohei Ohtani strikes out swinging.",0,3,1,66,"bottom",9,"2023-05-10T03:52:21.951Z","2023-05-10T03:53:30.741Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,660271,"Shohei Ohtani","/api/v1/people/660271","L","Left",519151,"Ryan Pressly","/api/v1/people/519151","R","Right","vs_RHP","vs_LHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Houston Astros",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.4,81.2,6,2,0.4252,6.0573,26.8749,-28.2328,3.2826,2.347,0.7036,2.6758,1.5064,-128.8255,-3.0831,-0.3153,50.0041,6.0716,5.515,10.8,7.2,24,2513,26,NA,NA,NA,NA,NA,NA,FALSE,-31.1,3.8,-6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
