"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
716609,"2023-09-13",4,"2023-09-13T03:36:00.003Z","2023-09-13T03:36:05.118Z",TRUE,"pitch","83aaa364-9531-466f-9168-70e5858c5cc3",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,3,2,NA,NA,3.114,1.4124,NA,124.42,193.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Strikeout","strikeout","Nico Hoerner called out on strikes.",0,4,6,77,"top",9,"2023-09-13T03:34:03.819Z","2023-09-13T03:36:05.118Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,663538,"Nico Hoerner","/api/v1/people/663538","R","Right",664875,"Justin Lawrence","/api/v1/people/664875","R","Right","vs_RHP","vs_RHB","Empty",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Colorado Rockies",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",84.2,78.5,8,0.9,0.444,6.0006,21.3575,-30.2919,8.6618,1.2152,-0.1947,1.6772,3.6771,-122.7628,-0.7301,-2.8315,50.002,4.528,13.389,25.2,8.4,24,3140,75,NA,NA,NA,NA,NA,NA,TRUE,-35.8,2.3,-16.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716609,"2023-09-13",3,"2023-09-13T03:35:38.763Z","2023-09-13T03:35:42.402Z",TRUE,"pitch","5c982b45-1164-4687-ad49-bc1f534cfa43",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,2,NA,NA,3.0904,1.436,NA,43.49,211.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Strikeout","strikeout","Nico Hoerner called out on strikes.",0,4,6,77,"top",9,"2023-09-13T03:34:03.819Z","2023-09-13T03:36:05.118Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,663538,"Nico Hoerner","/api/v1/people/663538","R","Right",664875,"Justin Lawrence","/api/v1/people/664875","R","Right","vs_RHP","vs_RHB","Empty",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Colorado Rockies",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",85.7,79.5,14,0.9,0.4387,6.1349,24.2188,-32.88,7.4186,-0.4503,1.9286,0.9954,8.3134,-124.6733,-2.3687,-2.4082,50.001,4.662,11.7167,21.6,9.6,24,3167,65,NA,NA,NA,NA,NA,NA,FALSE,-38.3,-1.1,-15.2,1,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716609,"2023-09-13",2,"2023-09-13T03:35:11.194Z","2023-09-13T03:35:15.265Z",TRUE,"pitch","e0d31bc7-6e7a-40ad-8636-8dff7ede6e75",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.12,1.49,NA,112.7,171.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Strikeout","strikeout","Nico Hoerner called out on strikes.",0,4,6,77,"top",9,"2023-09-13T03:34:03.819Z","2023-09-13T03:36:05.118Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,663538,"Nico Hoerner","/api/v1/people/663538","R","Right",664875,"Justin Lawrence","/api/v1/people/664875","R","Right","vs_RHP","vs_RHB","Empty",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Colorado Rockies",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.7,89.6,5,0.91,0.3853,6.0849,31.3822,-37.4694,-9.3409,-2.5859,0.1128,2.498,10.2151,-141.9599,0.999,-2.3123,50.0028,4.5201,-19.1359,24,8.4,24,2509,253,NA,NA,NA,NA,NA,NA,FALSE,-32.9,-4.3,14.9,1,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716609,"2023-09-13",0,"2023-09-13T03:34:25.651Z","2023-09-13T03:34:29.522Z",TRUE,"pitch","6c1526ab-3cae-4f48-9036-44e99cf1b789",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.2553,1.4833,NA,125.37,184.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Strikeout","strikeout","Nico Hoerner called out on strikes.",0,4,6,77,"top",9,"2023-09-13T03:34:03.819Z","2023-09-13T03:36:05.118Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,663538,"Nico Hoerner","/api/v1/people/663538","R","Right",664875,"Justin Lawrence","/api/v1/people/664875","R","Right","vs_RHP","vs_RHB","Empty",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Colorado Rockies",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",84.8,78.1,8,0.9,0.4433,6.086,24.0671,-28.3729,7.3927,2.4573,-0.2196,2.0237,3.9728,-123.4444,-0.5637,-2.8091,50.0031,4.639,11.4331,22.8,8.4,24,3274,68,NA,NA,NA,NA,NA,NA,FALSE,-33.4,4.6,-14.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716609,"2023-09-13",1,"2023-09-13T03:34:45.129Z","2023-09-13T03:34:50.129Z",FALSE,"stepoff","bb602465-8a16-47fa-ba23-d31c11bd8273",NA,"Pitcher Step Off",NA,NA,NA,NA,FALSE,"PSO",NA,NA,NA,NA,NA,NA,0,1,2,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Strikeout","strikeout","Nico Hoerner called out on strikes.",0,4,6,77,"top",9,"2023-09-13T03:34:03.819Z","2023-09-13T03:36:05.118Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,663538,"Nico Hoerner","/api/v1/people/663538","R","Right",664875,"Justin Lawrence","/api/v1/people/664875","R","Right","vs_RHP","vs_RHB","Empty",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Colorado Rockies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716609,"2023-09-13",8,"2023-09-13T03:33:42.515Z","2023-09-13T03:33:48.250Z",TRUE,"pitch","5f08e5bb-0ad2-4d48-ba16-e64f3ad08bd7",7,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,2,2,NA,NA,3.4501,1.5861,NA,79.93,166.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Walk","walk","Christopher Morel walks.",0,4,6,76,"top",9,"2023-09-13T03:30:59.293Z","2023-09-13T03:33:48.250Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,666624,"Christopher Morel","/api/v1/people/666624","R","Right",664875,"Justin Lawrence","/api/v1/people/664875","R","Right","vs_RHP","vs_RHB","RISP",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Colorado Rockies",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.3,88.6,12,0.91,0.3907,6.121,29.313,-36.11,-7.8475,-1.9724,0.9725,2.6673,12.3039,-139.8016,1.3277,-2.451,50.0043,4.5432,-15.6524,20.4,7.2,24,2406,251,NA,NA,NA,NA,NA,NA,FALSE,-32.5,-3.1,11.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,666624,"Christopher Morel","/api/v1/people/666624",NA,NA,NA,663611,"Nick Madrigal","/api/v1/people/663611",NA,NA,NA,NA
716609,"2023-09-13",7,"2023-09-13T03:33:19.612Z","2023-09-13T03:33:24.997Z",TRUE,"pitch","37b5e069-56df-4b8f-ac88-6131aecc0397",6,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,2,NA,NA,3.55,1.64,NA,109.62,181.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Walk","walk","Christopher Morel walks.",0,4,6,76,"top",9,"2023-09-13T03:30:59.293Z","2023-09-13T03:33:48.250Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,666624,"Christopher Morel","/api/v1/people/666624","R","Right",664875,"Justin Lawrence","/api/v1/people/664875","R","Right","vs_RHP","vs_RHB","RISP",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Colorado Rockies",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",84.6,78,8,0.9,0.4444,6.0025,24.0943,-30.1033,8.8593,1.3437,0.1937,2.1286,4.1725,-123.1674,-0.0348,-2.6722,50.0008,4.6851,13.6313,25.2,8.4,24,3171,61,NA,NA,NA,NA,NA,NA,FALSE,-35.4,2.6,-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716609,"2023-09-13",6,"2023-09-13T03:32:54.619Z","2023-09-13T03:33:00.181Z",TRUE,"pitch","e5a814e7-03fa-4270-bc77-3db4f1c51401",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,2,NA,NA,3.3325,1.4679,NA,72.8,165.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Walk","walk","Christopher Morel walks.",0,4,6,76,"top",9,"2023-09-13T03:30:59.293Z","2023-09-13T03:33:48.250Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,666624,"Christopher Morel","/api/v1/people/666624","R","Right",664875,"Justin Lawrence","/api/v1/people/664875","R","Right","vs_RHP","vs_RHB","RISP",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Colorado Rockies",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",84.5,78.2,12,0.9,0.4445,6.111,22.9093,-31.375,8.37,0.5195,1.1595,2.7172,6.2503,-122.9292,1.5281,-2.4977,50.0026,4.7385,12.8919,24,8.4,24,3207,67,NA,NA,NA,NA,NA,NA,FALSE,-36.6,1.6,-16.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716609,"2023-09-13",4,"2023-09-13T03:32:28.027Z","2023-09-13T03:32:34.418Z",TRUE,"pitch","b25b6cf6-15c6-492d-8e8a-03b037e76e19",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.356,1.4916,NA,180.02,170.39,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"76","atBat","Walk","walk","Christopher Morel walks.",0,4,6,76,"top",9,"2023-09-13T03:30:59.293Z","2023-09-13T03:33:48.250Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,666624,"Christopher Morel","/api/v1/people/666624","R","Right",664875,"Justin Lawrence","/api/v1/people/664875","R","Right","vs_RHP","vs_RHB","RISP",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Colorado Rockies",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",84.6,78.3,11,0.9,0.4427,5.8783,22.4338,-31.88,8.2017,0.192,-1.6533,2.5329,0.2812,-123.3003,1.2587,-2.8357,50.0042,4.6875,12.744,21.6,8.4,24,3163,78,NA,NA,NA,NA,NA,NA,FALSE,-37,0.8,-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716609,"2023-09-13",3,"2023-09-13T03:32:07.153Z","2023-09-13T03:32:11.435Z",TRUE,"pitch","6daba8d6-18f7-4259-9d65-8e816e1b0a83",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,2,NA,NA,3.3325,1.4916,NA,109.72,207.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Walk","walk","Christopher Morel walks.",0,4,6,76,"top",9,"2023-09-13T03:30:59.293Z","2023-09-13T03:33:48.250Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,666624,"Christopher Morel","/api/v1/people/666624","R","Right",664875,"Justin Lawrence","/api/v1/people/664875","R","Right","vs_RHP","vs_RHB","RISP",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Colorado Rockies",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",84.5,78.3,14,0.9,0.4442,5.8956,23.4722,-30.4394,9.2854,1.1256,0.1911,1.1684,3.884,-123.1193,-2.0217,-2.6113,50.0034,4.5657,14.3149,26.4,8.4,24,3178,68,NA,NA,NA,NA,NA,NA,FALSE,-36.2,1.8,-17.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
