"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","isBaseRunningPlay","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
718324,"2023-05-03",7,"2023-05-04T01:11:56.290Z","2023-05-04T01:12:04.706Z",TRUE,"pitch","612ef1cc-3b0d-4d18-9b5c-9935dc179db6",3,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",1,2,2,NA,NA,3.0776,1.4665,NA,88.41,236.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Flyout","field_out","Gleyber Torres flies out to center fielder Myles Straw.",0,2,2,60,"bottom",8,"2023-05-04T01:09:19.930Z","2023-05-04T01:13:19.921Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,650402,"Gleyber Torres","/api/v1/people/650402","R","Right",669456,"Shane Bieber","/api/v1/people/669456","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Cleveland Guardians",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.4,79.8,14,2,0.4385,6.8254,21.5493,-27.5663,0.1734,2.9087,0.75,0.0685,4.7436,-124.2154,-7.4912,-1.1956,50.0032,5.3704,0.275,2.4,7.2,24,2624,70,NA,NA,NA,NA,NA,NA,FALSE,-33.1,4,-1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,660757,"Oscar Gonzalez","/api/v1/people/660757",NA,NA,NA,NA,NA,NA
718324,"2023-05-03",3,"2023-05-04T01:10:29.095Z","2023-05-04T01:10:34.725Z",TRUE,"pitch","6be0b0f2-7a6c-4a65-aa47-f0ea22f07832",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,2,NA,NA,3.1831,1.4665,NA,95.11,178.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Flyout","field_out","Gleyber Torres flies out to center fielder Myles Straw.",0,2,2,60,"bottom",8,"2023-05-04T01:09:19.930Z","2023-05-04T01:13:19.921Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,650402,"Gleyber Torres","/api/v1/people/650402","R","Right",669456,"Shane Bieber","/api/v1/people/669456","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Cleveland Guardians",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.6,83.6,6,2,0.4115,6.6647,28.9205,-13.1028,-6.2499,10.6316,0.5744,2.2426,6.4013,-133.1761,-6.0428,-1.0498,50.006,5.491,-11.2153,34.8,3.6,24,2229,213,NA,NA,NA,NA,NA,NA,FALSE,-14.6,18.1,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,660757,"Oscar Gonzalez","/api/v1/people/660757",NA,NA,NA,NA,NA,NA
718324,"2023-05-03",2,"2023-05-04T01:10:06.525Z","2023-05-04T01:10:10.800Z",TRUE,"pitch","9b757fd2-ecbf-4720-9da3-09e38ad8a42b",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.1567,1.5191,NA,135.21,182.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Flyout","field_out","Gleyber Torres flies out to center fielder Myles Straw.",0,2,2,60,"bottom",8,"2023-05-04T01:09:19.930Z","2023-05-04T01:13:19.921Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,650402,"Gleyber Torres","/api/v1/people/650402","R","Right",669456,"Shane Bieber","/api/v1/people/669456","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Cleveland Guardians",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.6,77.9,4,2,0.4443,6.6695,24.3891,-31.367,1.3486,0.5253,-0.4778,2.0813,1.8717,-123.2538,-2.0646,-1.4221,50.0045,5.5775,2.0755,4.8,8.4,24,2649,84,NA,NA,NA,NA,NA,NA,FALSE,-37.4,0.7,-2.9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,660757,"Oscar Gonzalez","/api/v1/people/660757",NA,NA,NA,NA,NA,NA
718324,"2023-05-03",0,"2023-05-04T01:09:19.930Z","2023-05-04T01:09:24.930Z",FALSE,"stepoff","53262700-b7c8-46df-9da3-b27683f9c93d",NA,"Pitcher Step Off",NA,NA,NA,NA,FALSE,"PSO",NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Flyout","field_out","Gleyber Torres flies out to center fielder Myles Straw.",0,2,2,60,"bottom",8,"2023-05-04T01:09:19.930Z","2023-05-04T01:13:19.921Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,650402,"Gleyber Torres","/api/v1/people/650402","R","Right",669456,"Shane Bieber","/api/v1/people/669456","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Cleveland Guardians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,660757,"Oscar Gonzalez","/api/v1/people/660757",NA,NA,NA,NA,NA,NA
718324,"2023-05-03",1,"2023-05-04T01:09:46.512Z","2023-05-04T01:09:51.028Z",FALSE,"pickoff","6ecd379f-3013-40a1-84e9-c43e2862a34f",NA,"Pickoff Attempt 1B",NA,NA,NA,NA,FALSE,"1",NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Flyout","field_out","Gleyber Torres flies out to center fielder Myles Straw.",0,2,2,60,"bottom",8,"2023-05-04T01:09:19.930Z","2023-05-04T01:13:19.921Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,650402,"Gleyber Torres","/api/v1/people/650402","R","Right",669456,"Shane Bieber","/api/v1/people/669456","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Cleveland Guardians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,660757,"Oscar Gonzalez","/api/v1/people/660757",NA,NA,NA,NA,NA,NA
718324,"2023-05-03",4,"2023-05-04T01:10:49.315Z","2023-05-04T01:10:53.740Z",FALSE,"pickoff","8ffd961a-c7e2-4a21-9faa-3f5f803eedad",NA,"Pickoff Attempt 1B",NA,NA,NA,NA,FALSE,"1",NA,NA,NA,NA,NA,NA,0,2,2,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Flyout","field_out","Gleyber Torres flies out to center fielder Myles Straw.",0,2,2,60,"bottom",8,"2023-05-04T01:09:19.930Z","2023-05-04T01:13:19.921Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,650402,"Gleyber Torres","/api/v1/people/650402","R","Right",669456,"Shane Bieber","/api/v1/people/669456","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Cleveland Guardians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,660757,"Oscar Gonzalez","/api/v1/people/660757",NA,NA,NA,NA,NA,NA
718324,"2023-05-03",5,"2023-05-04T01:11:12.470Z","2023-05-04T01:11:45.938Z",FALSE,"action",NA,NA,"With Gleyber Torres batting, Anthony Volpe advances to 2nd on a disengagement violation.","Disengagement Violation",2,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,2,2,669456,"/api/v1/people/669456",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8ffd961a-c7e2-4a21-9faa-3f5f803eedad","forced_balk",NA,NA,NA,NA,NA,NA,"60","atBat","Flyout","field_out","Gleyber Torres flies out to center fielder Myles Straw.",0,2,2,60,"bottom",8,"2023-05-04T01:09:19.930Z","2023-05-04T01:13:19.921Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,650402,"Gleyber Torres","/api/v1/people/650402","R","Right",669456,"Shane Bieber","/api/v1/people/669456","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Cleveland Guardians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,"pitcher_disengagement","Pitcher Disengagement Violation",669456,"Shane Bieber",NA,NA,NA,TRUE,FALSE,660757,"Oscar Gonzalez","/api/v1/people/660757",NA,NA,NA,NA,NA,NA
718324,"2023-05-03",6,"2023-05-04T01:11:45.938Z","2023-05-04T01:11:56.290Z",FALSE,"action",NA,NA,"On-field Delay.","Game Advisory",2,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,2,2,650402,"/api/v1/people/650402",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"game_advisory",NA,NA,NA,NA,NA,NA,"60","atBat","Flyout","field_out","Gleyber Torres flies out to center fielder Myles Straw.",0,2,2,60,"bottom",8,"2023-05-04T01:09:19.930Z","2023-05-04T01:13:19.921Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,650402,"Gleyber Torres","/api/v1/people/650402","R","Right",669456,"Shane Bieber","/api/v1/people/669456","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Cleveland Guardians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,660757,"Oscar Gonzalez","/api/v1/people/660757",NA,NA,NA,NA,NA,NA
718324,"2023-05-03",2,"2023-05-04T01:08:27.922Z","2023-05-04T01:08:37.953Z",TRUE,"pitch","fda8c2d1-bd78-47b7-b615-43bd2fa11039",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,0,1,NA,NA,3.09,1.46,NA,121.84,186.93,"ground_ball","medium","5",104.18,171.47,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Fielders Choice Out","fielders_choice_out","Anthony Volpe reaches on a fielder's choice out, third baseman Jose Ramirez to catcher Cam Gallagher. Isiah Kiner-Falefa out at home.",0,2,2,59,"bottom",8,"2023-05-04T01:08:03.409Z","2023-05-04T01:08:37.953Z",TRUE,FALSE,FALSE,TRUE,8,1,0,2,683011,"Anthony Volpe","/api/v1/people/683011","R","Right",669456,"Shane Bieber","/api/v1/people/669456","R","Right","vs_RHP","vs_RHB","Men_On",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Cleveland Guardians",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.3,77.9,8,2,0.4454,6.613,23.6688,-32.6732,2.536,-0.3214,-0.1269,1.9202,2.1152,-122.8388,-2.1562,-1.3278,50.0054,5.5793,3.8874,7.2,8.4,24,2531,85,97.1,-1,41,NA,NA,NA,TRUE,-39.1,-0.8,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,683011,"Anthony Volpe","/api/v1/people/683011",NA,NA,NA,NA,NA,NA
718324,"2023-05-03",1,"2023-05-04T01:08:05.721Z","2023-05-04T01:08:10.028Z",TRUE,"pitch","e0a5a3ce-e59d-4457-95f1-86f2f9137ef4",1,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",1,0,1,NA,NA,3.0112,1.4865,NA,106.19,222.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Fielders Choice Out","fielders_choice_out","Anthony Volpe reaches on a fielder's choice out, third baseman Jose Ramirez to catcher Cam Gallagher. Isiah Kiner-Falefa out at home.",0,2,2,59,"bottom",8,"2023-05-04T01:08:03.409Z","2023-05-04T01:08:37.953Z",TRUE,FALSE,FALSE,TRUE,8,1,0,2,683011,"Anthony Volpe","/api/v1/people/683011","R","Right",669456,"Shane Bieber","/api/v1/people/669456","R","Right","vs_RHP","vs_RHB","Men_On",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Cleveland Guardians",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85,78,14,2,0.4442,6.8505,26.4996,-33.2717,0.4459,-0.7185,0.2836,0.6184,3.8562,-123.6797,-4.9947,-1.3588,50.0013,5.4799,0.6842,2.4,9.6,24,2547,41,NA,NA,NA,NA,NA,NA,FALSE,-40.4,-2.3,-1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,683011,"Anthony Volpe","/api/v1/people/683011",NA,NA,NA,NA,NA,NA
718324,"2023-05-03",0,"2023-05-04T01:07:34.942Z","2023-05-04T01:08:05.721Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",2,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"59","atBat","Fielders Choice Out","fielders_choice_out","Anthony Volpe reaches on a fielder's choice out, third baseman Jose Ramirez to catcher Cam Gallagher. Isiah Kiner-Falefa out at home.",0,2,2,59,"bottom",8,"2023-05-04T01:08:03.409Z","2023-05-04T01:08:37.953Z",TRUE,FALSE,FALSE,TRUE,8,1,0,2,683011,"Anthony Volpe","/api/v1/people/683011","R","Right",669456,"Shane Bieber","/api/v1/people/669456","R","Right","vs_RHP","vs_RHB","Men_On",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Cleveland Guardians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,683011,"Anthony Volpe","/api/v1/people/683011",NA,NA,NA,NA,NA,NA
718324,"2023-05-03",4,"2023-05-04T01:07:00.584Z","2023-05-04T01:07:15.120Z",TRUE,"pitch","0069e943-8ad9-4ec7-8e10-a9f0ccb72b4e",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,0,NA,NA,3.38,1.55,NA,122.55,186.42,"fly_ball","medium","7",84.15,59.6,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Flyout","field_out","Kyle Higashioka flies out to left fielder Steven Kwan. Isiah Kiner-Falefa to 3rd.",0,2,2,58,"bottom",8,"2023-05-04T01:05:23.046Z","2023-05-04T01:07:15.120Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,543309,"Kyle Higashioka","/api/v1/people/543309","R","Right",669456,"Shane Bieber","/api/v1/people/669456","R","Right","vs_RHP","vs_RHB","RISP",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Cleveland Guardians",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83.6,77.8,8,2,0.4476,6.7599,21.398,-34.0749,1.6718,-1.2485,-0.1457,1.9394,2.2291,-121.8337,-1.8875,-1.2857,50.0034,5.6379,2.5417,4.8,9.6,24,2518,71,97,33,361,NA,NA,NA,TRUE,-41.2,-2.4,-3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,683011,"Anthony Volpe","/api/v1/people/683011",NA,NA,NA,643396,"Isiah Kiner-Falefa","/api/v1/people/643396"
718324,"2023-05-03",3,"2023-05-04T01:06:29.645Z","2023-05-04T01:06:38.251Z",TRUE,"pitch","91b9257c-989b-4039-9ab3-c72d08e1b287",3,"Foul Bunt",NA,NA,NA,NA,FALSE,"L","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"L","Foul Bunt",1,2,0,NA,NA,3.38,1.55,NA,139.19,191.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Flyout","field_out","Kyle Higashioka flies out to left fielder Steven Kwan. Isiah Kiner-Falefa to 3rd.",0,2,2,58,"bottom",8,"2023-05-04T01:05:23.046Z","2023-05-04T01:07:15.120Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,543309,"Kyle Higashioka","/api/v1/people/543309","R","Right",669456,"Shane Bieber","/api/v1/people/669456","R","Right","vs_RHP","vs_RHB","RISP",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Cleveland Guardians",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83,76.8,7,2,0.452,6.5724,22.8282,-35.3425,1.1514,-2.1247,-0.5821,1.7619,1.7243,-121.0106,-1.7372,-1.4526,50.0053,5.575,1.7138,3.6,9.6,24,2546,58,NA,NA,NA,NA,NA,NA,FALSE,-43.4,-4,-2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,683011,"Anthony Volpe","/api/v1/people/683011",NA,NA,NA,NA,NA,NA
718324,"2023-05-03",2,"2023-05-04T01:06:05.133Z","2023-05-04T01:06:11.480Z",TRUE,"pitch","146bda73-96bc-4981-83c8-594201225dcb",2,"Foul Bunt",NA,NA,NA,NA,FALSE,"L","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"L","Foul Bunt",1,1,0,NA,NA,3.38,1.55,NA,134.4,180.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Flyout","field_out","Kyle Higashioka flies out to left fielder Steven Kwan. Isiah Kiner-Falefa to 3rd.",0,2,2,58,"bottom",8,"2023-05-04T01:05:23.046Z","2023-05-04T01:07:15.120Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,543309,"Kyle Higashioka","/api/v1/people/543309","R","Right",669456,"Shane Bieber","/api/v1/people/669456","R","Right","vs_RHP","vs_RHB","RISP",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Cleveland Guardians",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83.4,77,4,2,0.4502,6.6852,23.3857,-36.8973,0.5804,-3.1442,-0.4564,2.1743,2.1643,-121.5746,-0.5299,-1.4329,50.0055,5.592,0.8707,2.4,9.6,24,2551,63,NA,NA,NA,NA,NA,NA,FALSE,-44.6,-5.5,-1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,683011,"Anthony Volpe","/api/v1/people/683011",NA,NA,NA,NA,NA,NA
718324,"2023-05-03",0,"2023-05-04T01:05:34.030Z","2023-05-04T01:05:42.048Z",TRUE,"pitch","209d7075-c04c-48d7-b8fd-3fb14c8705cb",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,3.354,1.5765,NA,81.79,213.6,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"58","atBat","Flyout","field_out","Kyle Higashioka flies out to left fielder Steven Kwan. Isiah Kiner-Falefa to 3rd.",0,2,2,58,"bottom",8,"2023-05-04T01:05:23.046Z","2023-05-04T01:07:15.120Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,543309,"Kyle Higashioka","/api/v1/people/543309","R","Right",669456,"Shane Bieber","/api/v1/people/669456","R","Right","vs_RHP","vs_RHB","RISP",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Cleveland Guardians",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.1,77.7,14,2,0.4475,6.7149,24.1319,-31.9023,0.5527,0.1789,0.9238,0.9325,5.2713,-122.3822,-4.4557,-1.3297,50.0028,5.509,0.838,3.6,8.4,24,2587,27,NA,NA,NA,NA,NA,NA,FALSE,-39.1,-0.5,-2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,683011,"Anthony Volpe","/api/v1/people/683011",NA,NA,NA,NA,NA,NA
718324,"2023-05-03",1,"2023-05-04T01:05:45.698Z","2023-05-04T01:06:05.133Z",FALSE,"action",NA,NA,"Isiah Kiner-Falefa steals (4) 2nd base.","Stolen Base 2B",2,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,0,0,643396,"/api/v1/people/643396",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"209d7075-c04c-48d7-b8fd-3fb14c8705cb","stolen_base_2b",NA,NA,NA,NA,NA,NA,"58","atBat","Flyout","field_out","Kyle Higashioka flies out to left fielder Steven Kwan. Isiah Kiner-Falefa to 3rd.",0,2,2,58,"bottom",8,"2023-05-04T01:05:23.046Z","2023-05-04T01:07:15.120Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,543309,"Kyle Higashioka","/api/v1/people/543309","R","Right",669456,"Shane Bieber","/api/v1/people/669456","R","Right","vs_RHP","vs_RHB","RISP",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Cleveland Guardians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,683011,"Anthony Volpe","/api/v1/people/683011",NA,NA,NA,NA,NA,NA
