"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
718428,"2023-04-25",1,"2023-04-26T02:22:03.548Z","2023-04-26T02:22:10.732Z",TRUE,"pitch","02315bf4-af7f-410f-aee4-ea5c7195b18a",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,2,NA,NA,3.15,1.4,NA,166.54,152.15,"ground_ball","medium","5",108.52,162.51,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Groundout","field_out","Owen Miller grounds out, third baseman Nick Maton to first baseman Spencer Torkelson.",0,4,3,75,"bottom",9,"2023-04-26T02:21:24.382Z","2023-04-26T02:22:10.732Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,680911,"Owen Miller","/api/v1/people/680911","R","Right",671345,"Jason Foley","/api/v1/people/671345","R","Right","vs_RHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers","Detroit Tigers","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.4,89.5,11,0.91,0.3855,6.6506,30.9066,-27.3694,-9.3472,2.3478,-1.2996,3.2083,4.6463,-141.7956,-1.8913,-1.7406,50.0024,5.6216,-19.1282,33.6,6,24,1924,232,58.4,-9,18,NA,NA,NA,TRUE,-24.6,4.1,16.1,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718428,"2023-04-25",0,"2023-04-26T02:21:43.646Z","2023-04-26T02:21:47.507Z",TRUE,"pitch","5d8a3730-f976-4b19-b538-b22fff305455",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,2,NA,NA,3.15,1.4,NA,129.53,170.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Groundout","field_out","Owen Miller grounds out, third baseman Nick Maton to first baseman Spencer Torkelson.",0,4,3,75,"bottom",9,"2023-04-26T02:21:24.382Z","2023-04-26T02:22:10.732Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,680911,"Owen Miller","/api/v1/people/680911","R","Right",671345,"Jason Foley","/api/v1/people/671345","R","Right","vs_RHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers","Detroit Tigers","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.8,89.6,4,0.91,0.385,6.7683,32.1008,-25.7979,-11.3749,3.1106,-0.3288,2.5154,8.1133,-142.1758,-3.7974,-1.7392,50.0036,5.5025,-23.3261,38.4,7.2,24,2021,233,NA,NA,NA,NA,NA,NA,FALSE,-23.5,5,19,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718428,"2023-04-25",3,"2023-04-26T02:21:14.059Z","2023-04-26T02:21:19.563Z",TRUE,"pitch","0d881fbe-edc9-41ff-ad88-907f1ef3a572",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,1,NA,NA,3.3,1.53,NA,153.62,175.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Strikeout","strikeout","Brice Turang strikes out swinging.",0,4,3,74,"bottom",9,"2023-04-26T02:20:09.462Z","2023-04-26T02:21:19.563Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,668930,"Brice Turang","/api/v1/people/668930","L","Left",671345,"Jason Foley","/api/v1/people/671345","R","Right","vs_RHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers","Detroit Tigers","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.3,89.3,13,0.91,0.3865,6.7856,31.9655,-29.3191,-11.2067,1.4072,-0.9606,2.3287,6.6878,-141.6295,-3.5339,-1.8949,50.0057,5.4651,-22.7994,34.8,7.2,24,2001,240,NA,NA,NA,NA,NA,NA,TRUE,-26.9,2,19,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718428,"2023-04-25",2,"2023-04-26T02:20:52.369Z","2023-04-26T02:20:55.547Z",TRUE,"pitch","d2d32d26-5457-4c67-9712-0540c1efe417",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,1,NA,NA,3.3107,1.5014,NA,154.56,226.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Strikeout","strikeout","Brice Turang strikes out swinging.",0,4,3,74,"bottom",9,"2023-04-26T02:20:09.462Z","2023-04-26T02:21:19.563Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,668930,"Brice Turang","/api/v1/people/668930","L","Left",671345,"Jason Foley","/api/v1/people/671345","R","Right","vs_RHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers","Detroit Tigers","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",92.9,85.1,13,0.91,0.4064,6.7639,30.9545,-31.2539,-8.4029,0.4992,-0.9853,0.4676,5.733,-135.0549,-6.7522,-2.0499,50.0008,5.2143,-15.4339,24,8.4,24,1592,250,NA,NA,NA,NA,NA,NA,FALSE,-32.3,-0.5,13.9,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718428,"2023-04-25",1,"2023-04-26T02:20:34.244Z","2023-04-26T02:20:41.158Z",TRUE,"pitch","4b8db023-607a-481e-a4b4-1a1db62e5c3b",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,1,NA,NA,3.3,1.53,NA,158.79,182.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Strikeout","strikeout","Brice Turang strikes out swinging.",0,4,3,74,"bottom",9,"2023-04-26T02:20:09.462Z","2023-04-26T02:21:19.563Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,668930,"Brice Turang","/api/v1/people/668930","L","Left",671345,"Jason Foley","/api/v1/people/671345","R","Right","vs_RHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers","Detroit Tigers","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.8,88.7,13,0.91,0.3889,6.7404,31.7998,-24.8641,-9.8111,3.6357,-1.0964,2.0941,5.941,-140.808,-4.6132,-1.9584,50.0013,5.3614,-19.7103,36,6,24,2056,239,NA,NA,NA,NA,NA,NA,FALSE,-23.4,5.9,16.6,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718428,"2023-04-25",0,"2023-04-26T02:20:15.557Z","2023-04-26T02:20:18.658Z",TRUE,"pitch","3ba91076-4bac-4b00-91d6-65dae7496f4d",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,1,NA,NA,3.3,1.53,NA,119.09,176.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Strikeout","strikeout","Brice Turang strikes out swinging.",0,4,3,74,"bottom",9,"2023-04-26T02:20:09.462Z","2023-04-26T02:21:19.563Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,668930,"Brice Turang","/api/v1/people/668930","L","Left",671345,"Jason Foley","/api/v1/people/671345","R","Right","vs_RHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers","Detroit Tigers","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.6,88.4,5,0.91,0.3902,6.7562,31.6179,-23.8247,-10.4491,4.1796,-0.0549,2.3129,8.6646,-140.3614,-4.3577,-1.8235,50.0007,5.4359,-20.8579,37.2,6,24,1999,234,NA,NA,NA,NA,NA,NA,FALSE,-22.6,6.8,17.2,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718428,"2023-04-25",1,"2023-04-26T02:19:43.654Z","2023-04-26T02:19:51.290Z",TRUE,"pitch","c87179cc-3301-4802-ab04-0f70caac9739",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,0,0,NA,NA,3.33,1.59,NA,128.87,169.38,"ground_ball","medium","6",111.67,159.04,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Groundout","field_out","Brian Anderson grounds out, shortstop Javier Baez to first baseman Spencer Torkelson.",0,4,3,73,"bottom",9,"2023-04-26T02:18:39.474Z","2023-04-26T02:19:51.290Z",TRUE,FALSE,FALSE,TRUE,0,1,0,1,605119,"Brian Anderson","/api/v1/people/605119","R","Right",671345,"Jason Foley","/api/v1/people/671345","R","Right","vs_RHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers","Detroit Tigers","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.8,88.5,4,0.91,0.389,6.7064,31.9222,-23.5522,-11.4026,4.2935,-0.3115,2.5705,8.3121,-140.782,-3.7063,-1.8207,50.0011,5.4282,-22.8891,40.8,6,24,2117,234,83.4,-24,7,NA,NA,NA,TRUE,-22.1,7.2,19,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718428,"2023-04-25",0,"2023-04-26T02:19:27.537Z","2023-04-26T02:19:32.205Z",TRUE,"pitch","893f4e6b-f899-4fd5-8eb5-7f4eb830972a",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,3.3692,1.4794,NA,149.57,172.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Groundout","field_out","Brian Anderson grounds out, shortstop Javier Baez to first baseman Spencer Torkelson.",0,4,3,73,"bottom",9,"2023-04-26T02:18:39.474Z","2023-04-26T02:19:51.290Z",TRUE,FALSE,FALSE,TRUE,0,1,0,1,605119,"Brian Anderson","/api/v1/people/605119","R","Right",671345,"Jason Foley","/api/v1/people/671345","R","Right","vs_RHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers","Detroit Tigers","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.2,88.3,11,0.91,0.3908,6.6393,30.6892,-24.3049,-10.5034,3.9519,-0.8543,2.4584,6.5941,-140.0065,-3.8511,-1.8717,50.0043,5.4366,-20.9181,38.4,6,24,2036,239,NA,NA,NA,NA,NA,NA,FALSE,-22.9,6.6,17.8,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718428,"2023-04-25",2,"2023-04-26T02:16:48.437Z","2023-04-26T02:16:58.211Z",TRUE,"pitch","845df69c-8618-4a6b-b2dc-8527f962d88d",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,2,2,NA,NA,3.08,1.49,NA,119.16,165.32,"fly_ball","medium","8",90.51,73.82,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Flyout","field_out","Nick Maton flies out to center fielder Joey Wiemer.",0,4,3,72,"top",9,"2023-04-26T02:15:49.527Z","2023-04-26T02:16:58.211Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,665155,"Nick Maton","/api/v1/people/665155","L","Left",657265,"Peter Strzelecki","/api/v1/people/657265","R","Right","vs_RHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Milwaukee Brewers","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.8,85.5,2,2,0.4021,6.4211,30.5015,-16.5996,-6.4867,8.2894,-0.0566,2.7209,7.4712,-136.3292,-3.455,-1.9923,50.0035,5.1533,-12.1883,31.2,4.8,24,2476,225,95.7,42,324,NA,NA,NA,TRUE,-16.8,14.4,10.1,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718428,"2023-04-25",1,"2023-04-26T02:16:29.040Z","2023-04-26T02:16:32.922Z",TRUE,"pitch","5806d9dd-d34c-4f0b-ac61-3b8e53d6c1a0",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.08,1.49,NA,116.09,178.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Flyout","field_out","Nick Maton flies out to center fielder Joey Wiemer.",0,4,3,72,"top",9,"2023-04-26T02:15:49.527Z","2023-04-26T02:16:58.211Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,665155,"Nick Maton","/api/v1/people/665155","L","Left",657265,"Peter Strzelecki","/api/v1/people/657265","R","Right","vs_RHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Milwaukee Brewers","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.8,84.1,5,2,0.4099,6.649,28.1438,-17.9194,-6.7772,7.8783,0.0238,2.2397,7.8535,-133.5049,-3.8441,-2.0724,50.0021,4.9842,-12.2613,30,4.8,24,2316,229,NA,NA,NA,NA,NA,NA,FALSE,-18.8,13.7,10.7,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
