"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
745098,"2024-05-06",4,"2024-05-07T01:23:05.708Z","2024-05-07T01:23:08.708Z",TRUE,"pitch","8119c389-9a15-46d8-bd0c-127709cc2bb9",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,3,2,NA,NA,3.5,1.53,NA,88.15,144.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Paul DeJong strikes out swinging.",0,2,8,75,"top",9,"2024-05-07T01:22:23.421Z","2024-05-07T01:23:08.708Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,657557,"Paul DeJong","/api/v1/people/657557","R","Right",670955,"Edwin Uceta","/api/v1/people/670955","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Tampa Bay Rays",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",88.6,81.1,3,2,0.4246,6.5137,26.497,-22.9373,1.5718,5.4838,0.7569,3.4835,5.7859,-128.93,0.9384,-1.7196,50.0063,4.8832,2.6504,9.6,6,24,2607,195,NA,NA,NA,NA,NA,NA,TRUE,-24.5,10.3,-4.1,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745098,"2024-05-06",1,"2024-05-07T01:22:45.326Z","2024-05-07T01:22:51.045Z",TRUE,"pitch","1dc5e4da-e2c8-4d7e-a0c8-2299a4f6a2e0",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,2,NA,NA,3.5,1.53,NA,140.18,138.48,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Paul DeJong strikes out swinging.",0,2,8,75,"top",9,"2024-05-07T01:22:23.421Z","2024-05-07T01:23:08.708Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,657557,"Paul DeJong","/api/v1/people/657557","R","Right",670955,"Edwin Uceta","/api/v1/people/670955","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Tampa Bay Rays",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",89.3,82,11,2,0.4203,6.5615,25.896,-21.5544,1.2167,6.1665,-0.6082,3.715,3.0578,-130.0602,1.2072,-1.9547,50.0043,4.8732,2.095,7.2,4.8,24,2541,194,NA,NA,NA,NA,NA,NA,FALSE,-22.4,11.6,-2.9,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745098,"2024-05-06",0,"2024-05-07T01:22:26.289Z","2024-05-07T01:22:29.591Z",TRUE,"pitch","fc3bd77f-21db-4a06-9518-1f0c248c5055",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,2,NA,NA,3.5,1.53,NA,116.38,140.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Paul DeJong strikes out swinging.",0,2,8,75,"top",9,"2024-05-07T01:22:23.421Z","2024-05-07T01:23:08.708Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,657557,"Paul DeJong","/api/v1/people/657557","R","Right",670955,"Edwin Uceta","/api/v1/people/670955","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Tampa Bay Rays",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",87.9,79.8,12,2,0.4293,6.6221,28.1053,-18.9096,-2.2698,8.0604,0.0163,3.6269,5.5395,-127.9332,0.7377,-1.8889,50.0058,4.8248,-3.7377,7.2,4.8,24,2573,207,NA,NA,NA,NA,NA,NA,FALSE,-20.5,15,2.8,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745098,"2024-05-06",2,"2024-05-07T01:22:56.715Z","2024-05-07T01:23:00.485Z",FALSE,"action",NA,NA,"Korey Lee advances to 2nd on defensive indifference.","Defensive Indiff",2,8,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,2,2,686676,"/api/v1/people/686676",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1dc5e4da-e2c8-4d7e-a0c8-2299a4f6a2e0","defensive_indiff",NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Paul DeJong strikes out swinging.",0,2,8,75,"top",9,"2024-05-07T01:22:23.421Z","2024-05-07T01:23:08.708Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,657557,"Paul DeJong","/api/v1/people/657557","R","Right",670955,"Edwin Uceta","/api/v1/people/670955","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Tampa Bay Rays",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745098,"2024-05-06",3,"2024-05-07T01:23:00.485Z","2024-05-07T01:23:05.708Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",2,8,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,2,2,657557,"/api/v1/people/657557",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Paul DeJong strikes out swinging.",0,2,8,75,"top",9,"2024-05-07T01:22:23.421Z","2024-05-07T01:23:08.708Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,657557,"Paul DeJong","/api/v1/people/657557","R","Right",670955,"Edwin Uceta","/api/v1/people/670955","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Tampa Bay Rays",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745098,"2024-05-06",7,"2024-05-07T01:21:33.772Z","2024-05-07T01:21:36.989Z",TRUE,"pitch","5ae2db96-d951-4348-9923-2f033184fe8b",7,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,2,NA,NA,3.55,1.61,NA,110.17,201.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Walk","walk","Korey Lee walks.",0,2,8,74,"top",9,"2024-05-07T01:19:37.430Z","2024-05-07T01:21:57.664Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,686676,"Korey Lee","/api/v1/people/686676","R","Right",670955,"Edwin Uceta","/api/v1/people/670955","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Tampa Bay Rays",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",89.7,81.9,14,2,0.4207,6.2802,28.7002,-24.8184,-1.3026,4.2906,0.1791,1.3785,5.3909,-130.4496,-3.4396,-1.7495,50.0042,4.5955,-2.2344,2.4,6,24,2651,203,NA,NA,NA,NA,NA,NA,FALSE,-27,7.2,1.1,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745098,"2024-05-06",8,"2024-05-07T01:21:52.664Z","2024-05-07T01:21:57.664Z",FALSE,"no_pitch","c8932798-cef4-45f5-95a4-8334c776dedc",7,"Automatic Ball - Pitcher Pitch Timer Violation",NA,NA,NA,NA,FALSE,"VP",NA,FALSE,FALSE,TRUE,"VP","Automatic Ball - Pitcher Pitch Timer Violation",4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Walk","walk","Korey Lee walks.",0,2,8,74,"top",9,"2024-05-07T01:19:37.430Z","2024-05-07T01:21:57.664Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,686676,"Korey Lee","/api/v1/people/686676","R","Right",670955,"Edwin Uceta","/api/v1/people/670955","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Tampa Bay Rays",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,"pitcher_pitch_timer","Pitcher Pitch Timer Violation",670955,"Edwin Uceta",FALSE,TRUE,686676,"Korey Lee","/api/v1/people/686676",NA,NA,NA,NA,NA,NA
745098,"2024-05-06",6,"2024-05-07T01:21:14.835Z","2024-05-07T01:21:17.835Z",TRUE,"pitch","cafd53cd-cc19-4471-aec8-d21f746dbf4f",6,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,2,NA,NA,3.4557,1.524,NA,49.51,220.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Walk","walk","Korey Lee walks.",0,2,8,74,"top",9,"2024-05-07T01:19:37.430Z","2024-05-07T01:21:57.664Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,686676,"Korey Lee","/api/v1/people/686676","R","Right",670955,"Edwin Uceta","/api/v1/people/670955","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Tampa Bay Rays",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",81.5,75,14,2,0.4633,6.1994,24.2001,-36.8429,2.2526,-3.3001,1.7705,0.6595,7.0988,-118.5554,-1.7989,-1.5642,50.0054,4.8136,3.1828,7.2,10.8,24,2577,67,NA,NA,NA,NA,NA,NA,FALSE,-47.6,-6.1,-5.9,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745098,"2024-05-06",5,"2024-05-07T01:20:55.864Z","2024-05-07T01:20:59.034Z",TRUE,"pitch","98700bbd-d99a-4260-a549-ac1b1eeda69d",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.55,1.61,NA,152.04,168.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Walk","walk","Korey Lee walks.",0,2,8,74,"top",9,"2024-05-07T01:19:37.430Z","2024-05-07T01:21:57.664Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,686676,"Korey Lee","/api/v1/people/686676","R","Right",670955,"Edwin Uceta","/api/v1/people/670955","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Tampa Bay Rays",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",86.4,78.5,11,2,0.4373,6.028,27.272,-28.7966,-8.6118,2.1311,-0.9193,2.5994,5.3424,-125.6235,0.4866,-1.963,50.0044,4.7584,-13.6599,24,8.4,24,2245,242,NA,NA,NA,NA,NA,NA,FALSE,-32.6,4.2,14.3,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745098,"2024-05-06",4,"2024-05-07T01:20:40.400Z","2024-05-07T01:20:43.400Z",TRUE,"pitch","35c6f847-c8d0-4229-84b2-4bcec9220a53",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.4433,1.6529,NA,46.21,182.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Walk","walk","Korey Lee walks.",0,2,8,74,"top",9,"2024-05-07T01:19:37.430Z","2024-05-07T01:21:57.664Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,686676,"Korey Lee","/api/v1/people/686676","R","Right",670955,"Edwin Uceta","/api/v1/people/670955","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Tampa Bay Rays",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",87.9,80,14,2,0.4301,6.2566,28.4569,-22.1541,1.4245,6.1128,1.8571,2.0904,8.3953,-127.7827,-1.8745,-1.6679,50.0045,4.5894,2.3336,10.8,6,24,2582,197,NA,NA,NA,NA,NA,NA,FALSE,-24.8,10.8,-4.7,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
