"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","base","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
717833,"2023-06-09",0,"2023-06-10T03:14:13.084Z","2023-06-10T03:14:23.267Z",TRUE,"pitch","b8543432-fc8f-49fb-8e3e-2a9e41a97aca",1,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",0,0,1,NA,NA,3.35,1.57,NA,136.51,159.71,"line_drive","medium","7",50.27,82.21,NA,NA,NA,NA,NA,NA,NA,NA,"120","atBat","Double","double","Will Brennan doubles (9) on a line drive to left fielder Chas McCormick. Tyler Freeman scores.",1,9,10,120,"bottom",14,"2023-06-10T03:14:03.055Z","2023-06-10T03:14:23.267Z",TRUE,TRUE,FALSE,FALSE,61,0,0,1,686823,"Will Brennan","/api/v1/people/686823","L","Left",661527,"Seth Martinez","/api/v1/people/661527","R","Right","vs_RHP","vs_LHB","RISP",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Houston Astros","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",90.2,82.9,1,0.9,0.4162,6.9283,25.7934,-19.604,-7.129,7.1557,-0.5118,2.9286,7.1079,-131.2236,-0.243,-2.3196,50.0062,4.4735,-12.5303,30,4.8,24,2129,239,98.3,21,344,NA,NA,NA,FALSE,-20.3,13.2,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,686823,"Will Brennan","/api/v1/people/686823",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717833,"2023-06-09",4,"2023-06-10T03:13:36.347Z","2023-06-10T03:13:46.912Z",TRUE,"pitch","ab31795c-2c93-4ac1-bc59-f5c60e07c51e",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,0,NA,NA,3.16,1.49,NA,103.36,162.34,"popup","medium","5",106,199.35,NA,NA,NA,NA,NA,NA,NA,NA,"119","atBat","Pop Out","field_out","Andres Gimenez pops out to third baseman Alex Bregman in foul territory.",0,9,9,119,"bottom",14,"2023-06-10T03:12:01.415Z","2023-06-10T03:13:46.912Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,665926,"Andrés Giménez","/api/v1/people/665926","L","Left",661527,"Seth Martinez","/api/v1/people/661527","R","Right","vs_RHP","vs_LHB","RISP",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Houston Astros","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",90.4,83.3,3,0.91,0.4149,6.9742,25.0889,-19.1938,-5.3671,7.3399,0.3577,2.8312,8.5135,-131.4737,-0.588,-2.2095,50.0063,4.4686,-9.4976,22.8,4.8,24,2170,228,72,82,32,NA,NA,NA,TRUE,-19.8,13.4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,671289,"Tyler Freeman","/api/v1/people/671289",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717833,"2023-06-09",3,"2023-06-10T03:13:13.881Z","2023-06-10T03:13:17.569Z",TRUE,"pitch","e2c2b794-bb7a-42cd-be3e-4ac46e57ca9a",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,0,NA,NA,3.16,1.49,NA,131.06,158.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"119","atBat","Pop Out","field_out","Andres Gimenez pops out to third baseman Alex Bregman in foul territory.",0,9,9,119,"bottom",14,"2023-06-10T03:12:01.415Z","2023-06-10T03:13:46.912Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,665926,"Andrés Giménez","/api/v1/people/665926","L","Left",661527,"Seth Martinez","/api/v1/people/661527","R","Right","vs_RHP","vs_LHB","RISP",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Houston Astros","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.3,84.3,1,2,0.4101,6.9175,25.3908,-21.9052,-4.9018,5.6699,-0.3688,2.9737,6.8258,-132.9729,-0.0388,-2.3184,50.0059,4.5625,-8.8833,19.2,4.8,24,1982,232,NA,NA,NA,NA,NA,NA,FALSE,-22,10.4,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,671289,"Tyler Freeman","/api/v1/people/671289",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717833,"2023-06-09",2,"2023-06-10T03:12:51.224Z","2023-06-10T03:12:54.604Z",TRUE,"pitch","4bbb0a28-db4d-4237-8472-25453b056662",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,0,NA,NA,3.16,1.49,NA,88.53,201.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"119","atBat","Pop Out","field_out","Andres Gimenez pops out to third baseman Alex Bregman in foul territory.",0,9,9,119,"bottom",14,"2023-06-10T03:12:01.415Z","2023-06-10T03:13:46.912Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,665926,"Andrés Giménez","/api/v1/people/665926","L","Left",661527,"Seth Martinez","/api/v1/people/661527","R","Right","vs_RHP","vs_LHB","RISP",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Houston Astros","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",78.8,72.5,9,0.9,0.4779,6.615,21.5843,-27.408,6.1989,3.5824,0.747,1.394,5.1704,-114.7014,-0.9658,-2.3431,50.0016,4.4974,8.2432,18,8.4,24,2500,91,NA,NA,NA,NA,NA,NA,FALSE,-37.6,6.5,-12.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,671289,"Tyler Freeman","/api/v1/people/671289",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717833,"2023-06-09",1,"2023-06-10T03:12:35.070Z","2023-06-10T03:12:38.978Z",TRUE,"pitch","a0842140-7389-43e9-8b95-acd953130b45",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,0,NA,NA,2.9638,1.4901,NA,170.17,192.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"119","atBat","Pop Out","field_out","Andres Gimenez pops out to third baseman Alex Bregman in foul territory.",0,9,9,119,"bottom",14,"2023-06-10T03:12:01.415Z","2023-06-10T03:13:46.912Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,665926,"Andrés Giménez","/api/v1/people/665926","L","Left",661527,"Seth Martinez","/api/v1/people/661527","R","Right","vs_RHP","vs_LHB","RISP",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Houston Astros","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",85.7,78.8,13,0.9,0.4385,6.9801,24.5294,-30.5257,-9.7472,1.0424,-1.3949,1.705,5.0595,-124.8017,-0.9941,-2.1794,50.0023,4.6169,-15.4138,25.2,8.4,24,1461,246,NA,NA,NA,NA,NA,NA,FALSE,-35.2,1.9,16.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,671289,"Tyler Freeman","/api/v1/people/671289",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717833,"2023-06-09",0,"2023-06-10T03:12:13.357Z","2023-06-10T03:12:17.625Z",TRUE,"pitch","4adf2892-0f3d-44d7-97f8-ae773c1a27d0",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,0,NA,NA,3.16,1.49,NA,112.75,213.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"119","atBat","Pop Out","field_out","Andres Gimenez pops out to third baseman Alex Bregman in foul territory.",0,9,9,119,"bottom",14,"2023-06-10T03:12:01.415Z","2023-06-10T03:13:46.912Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,665926,"Andrés Giménez","/api/v1/people/665926","L","Left",661527,"Seth Martinez","/api/v1/people/661527","R","Right","vs_RHP","vs_LHB","RISP",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Houston Astros","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",77.8,71.6,14,0.9,0.4843,6.6888,21.3105,-29.8867,6.2935,1.7685,0.1115,0.9496,4.058,-113.235,-1.2056,-2.5235,50.0034,4.4879,8.1458,16.8,9.6,24,2460,81,NA,NA,NA,NA,NA,NA,FALSE,-42.1,3.2,-12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,671289,"Tyler Freeman","/api/v1/people/671289",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717833,"2023-06-09",4,"2023-06-10T03:11:28.357Z","2023-06-10T03:11:42.200Z",TRUE,"pitch","22da816f-fbbd-4297-ad2b-b407d313c2e6",3,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",1,1,0,NA,NA,3.22,1.43,NA,138.72,200.55,"line_drive","medium","7",56.31,114.5,NA,NA,NA,NA,NA,NA,NA,NA,"118","atBat","Double","double","Tyler Freeman doubles (3) on a line drive to left fielder Chas McCormick. Josh Naylor scores.",1,9,9,118,"bottom",14,"2023-06-10T03:10:39.147Z","2023-06-10T03:11:42.200Z",TRUE,TRUE,FALSE,FALSE,71,1,1,0,671289,"Tyler Freeman","/api/v1/people/671289","R","Right",661527,"Seth Martinez","/api/v1/people/661527","R","Right","vs_RHP","vs_RHB","RISP",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Houston Astros",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",88.1,81.5,7,0.59,0.4258,6.6991,24.1372,-32.6862,-8.0342,-0.307,-0.5698,1.4161,6.8296,-128.1721,-1.4934,-2.2129,50.0018,4.5365,-13.4939,20.4,8.4,24,2226,231,108.4,12,237,NA,NA,NA,FALSE,-35.6,-0.6,13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,671289,"Tyler Freeman","/api/v1/people/671289",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717833,"2023-06-09",3,"2023-06-10T03:11:10.489Z","2023-06-10T03:11:14.032Z",TRUE,"pitch","35ed876e-6e93-4d10-b3b8-6521704281fd",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,0,NA,NA,3.1464,1.4301,NA,83.96,145.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"118","atBat","Double","double","Tyler Freeman doubles (3) on a line drive to left fielder Chas McCormick. Josh Naylor scores.",1,9,9,118,"bottom",14,"2023-06-10T03:10:39.147Z","2023-06-10T03:11:42.200Z",TRUE,TRUE,FALSE,FALSE,71,1,1,0,671289,"Tyler Freeman","/api/v1/people/671289","R","Right",661527,"Seth Martinez","/api/v1/people/661527","R","Right","vs_RHP","vs_RHB","RISP",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Houston Astros",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",90.3,82.5,12,0.91,0.4172,6.8275,26.9272,-17.7624,-6.1337,8.2479,0.8667,3.4675,9.8434,-131.149,0.648,-2.1329,50.0033,4.5389,-10.7197,26.4,4.8,24,2399,234,NA,NA,NA,NA,NA,NA,FALSE,-18.2,15.4,9,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,671289,"Tyler Freeman","/api/v1/people/671289",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717833,"2023-06-09",2,"2023-06-10T03:10:55.184Z","2023-06-10T03:10:58.992Z",TRUE,"pitch","5304756c-1dda-46c2-8bfd-fb1c8aeecc3e",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.1464,1.4301,NA,105.23,174.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"118","atBat","Double","double","Tyler Freeman doubles (3) on a line drive to left fielder Chas McCormick. Josh Naylor scores.",1,9,9,118,"bottom",14,"2023-06-10T03:10:39.147Z","2023-06-10T03:11:42.200Z",TRUE,TRUE,FALSE,FALSE,71,1,1,0,671289,"Tyler Freeman","/api/v1/people/671289","R","Right",661527,"Seth Martinez","/api/v1/people/661527","R","Right","vs_RHP","vs_RHB","RISP",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Houston Astros",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",89.6,82.4,6,0.9,0.4192,6.855,26.0002,-21.1137,-3.1045,6.3903,0.3088,2.382,7.6989,-130.3928,-1.4855,-2.2716,50.0062,4.5436,-5.3774,10.8,4.8,24,1967,229,NA,NA,NA,NA,NA,NA,FALSE,-22.4,11.5,4.1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,671289,"Tyler Freeman","/api/v1/people/671289",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717833,"2023-06-09",0,"2023-06-10T03:10:53.852Z","2023-06-10T03:10:54.852Z",FALSE,"action",NA,NA,"Josh Naylor starts inning at 2nd base.","Runner Placed On Base",9,8,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,647304,"/api/v1/people/647304",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"runner_placed",NA,NA,NA,NA,NA,NA,"118","atBat","Double","double","Tyler Freeman doubles (3) on a line drive to left fielder Chas McCormick. Josh Naylor scores.",1,9,9,118,"bottom",14,"2023-06-10T03:10:39.147Z","2023-06-10T03:11:42.200Z",TRUE,TRUE,FALSE,FALSE,71,1,1,0,671289,"Tyler Freeman","/api/v1/people/671289","R","Right",661527,"Seth Martinez","/api/v1/people/661527","R","Right","vs_RHP","vs_RHB","RISP",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Houston Astros",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,FALSE,FALSE,671289,"Tyler Freeman","/api/v1/people/671289",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
