"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType"
718581,"2023-04-15",0,"2023-04-15T02:56:28.996Z","2023-04-15T02:56:37.208Z",TRUE,"pitch","d150bde5-0722-4d9a-8d3c-0f947ca24e3e",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,2,NA,NA,3.2,1.47,NA,114.78,141.06,"line_drive","medium","5",99.94,162.33,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Lineout","field_out","Martin Maldonado lines out to third baseman Josh Jung.",0,6,2,77,"bottom",9,"2023-04-15T02:56:21.596Z","2023-04-15T02:56:37.208Z",TRUE,FALSE,FALSE,TRUE,0,0,0,3,455117,"Martín Maldonado","/api/v1/people/455117","R","Right",600917,"José Leclerc","/api/v1/people/600917","R","Right","vs_RHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Texas Rangers","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.3,84.3,12,0.84,0.4055,5.7197,33.0276,-12.8147,-2.0262,10.5072,0.0581,3.6194,4.1735,-135.7096,-4.3364,-1.2448,50.0059,6.1478,-3.7347,10.8,3.6,24,2432,198,103.8,7,136,NA,NA,NA,TRUE,-13.6,18.1,2.6,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718581,"2023-04-15",6,"2023-04-15T02:55:57.137Z","2023-04-15T02:56:06.167Z",TRUE,"pitch","0c622324-d880-4f18-addf-eaef27242134",7,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,1,NA,NA,3.4104,1.6293,NA,81.96,166.65,"popup","medium","2",143.86,206.63,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Pop Out","field_out","Mauricio Dubon pops out to catcher Jonah Heim in foul territory.",0,6,2,76,"bottom",9,"2023-04-15T02:53:57.045Z","2023-04-15T02:56:06.167Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,643289,"Mauricio Dubón","/api/v1/people/643289","R","Right",600917,"José Leclerc","/api/v1/people/600917","R","Right","vs_RHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Texas Rangers","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",81,74.4,12,0.9,0.4652,5.5699,23.2208,-28.0725,5.2638,2.926,0.9191,2.6715,4.3728,-117.9252,-1.7325,-1.6458,50.0048,6.0147,7.3856,15.6,8.4,24,2522,87,68.4,82,43,NA,NA,NA,TRUE,-36.6,5.2,-10.7,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718581,"2023-04-15",5,"2023-04-15T02:55:36.481Z","2023-04-15T02:55:39.872Z",TRUE,"pitch","2f14f4a3-4f82-4a33-9544-d91acb3fa023",6,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,1,NA,NA,3.3117,1.6293,NA,66.21,232.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Pop Out","field_out","Mauricio Dubon pops out to catcher Jonah Heim in foul territory.",0,6,2,76,"bottom",9,"2023-04-15T02:53:57.045Z","2023-04-15T02:56:06.167Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,643289,"Mauricio Dubón","/api/v1/people/643289","R","Right",600917,"José Leclerc","/api/v1/people/600917","R","Right","vs_RHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Texas Rangers","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",79.3,72.8,14,0.9,0.4772,5.873,23.2634,-26.6202,5.2683,4.1687,1.3326,0.2449,4.9479,-115.1875,-6.6547,-1.535,50.0013,5.7768,7.0112,15.6,8.4,24,2551,57,NA,NA,NA,NA,NA,NA,FALSE,-37.9,6,-10.9,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718581,"2023-04-15",4,"2023-04-15T02:55:13.524Z","2023-04-15T02:55:16.524Z",TRUE,"pitch","30acd198-b848-44b0-8f46-93b00662f1e6",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.41,1.63,NA,124.74,126.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Pop Out","field_out","Mauricio Dubon pops out to catcher Jonah Heim in foul territory.",0,6,2,76,"bottom",9,"2023-04-15T02:53:57.045Z","2023-04-15T02:56:06.167Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,643289,"Mauricio Dubón","/api/v1/people/643289","R","Right",600917,"José Leclerc","/api/v1/people/600917","R","Right","vs_RHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Texas Rangers","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.8,84.7,11,0.81,0.4055,5.275,29.7862,-15.1844,-1.4284,9.1995,-0.2029,4.1675,3.8621,-135.1375,-2.5395,-1.4659,50.0059,6.1876,-2.6392,6,3.6,24,2470,188,NA,NA,NA,NA,NA,NA,FALSE,-15.5,16.3,1.8,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718581,"2023-04-15",3,"2023-04-15T02:54:55.144Z","2023-04-15T02:54:58.441Z",TRUE,"pitch","0d55987e-c64f-492e-9832-d58e5070aadd",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,1,NA,NA,3.3399,1.6613,NA,39.45,229.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Pop Out","field_out","Mauricio Dubon pops out to catcher Jonah Heim in foul territory.",0,6,2,76,"bottom",9,"2023-04-15T02:53:57.045Z","2023-04-15T02:56:06.167Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,643289,"Mauricio Dubón","/api/v1/people/643289","R","Right",600917,"José Leclerc","/api/v1/people/600917","R","Right","vs_RHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Texas Rangers","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",87.9,80.8,14,0.88,0.4303,5.6281,27.0533,-24.3002,-0.0217,4.8015,2.0346,0.348,8.0907,-127.4697,-8.9416,-1.1823,50.0018,5.8304,-0.0355,3.6,6,24,2679,169,NA,NA,NA,NA,NA,NA,FALSE,-28.9,6.7,-1.8,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718581,"2023-04-15",2,"2023-04-15T02:54:34.350Z","2023-04-15T02:54:37.351Z",TRUE,"pitch","e5c79848-41f2-4b6f-8865-4dc2688450b3",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,1,NA,NA,3.41,1.63,NA,94.37,179.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Pop Out","field_out","Mauricio Dubon pops out to catcher Jonah Heim in foul territory.",0,6,2,76,"bottom",9,"2023-04-15T02:53:57.045Z","2023-04-15T02:56:06.167Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,643289,"Mauricio Dubón","/api/v1/people/643289","R","Right",600917,"José Leclerc","/api/v1/people/600917","R","Right","vs_RHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Texas Rangers","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.6,84.9,6,0.83,0.4043,5.5576,32.5435,-9.9143,-2.0707,12.0028,0.5938,2.2087,5.3575,-135.9907,-8.3492,-1.1414,50.0042,6.0249,-3.841,12,2.4,24,2432,197,NA,NA,NA,NA,NA,NA,FALSE,-11.6,19.9,2.5,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718581,"2023-04-15",1,"2023-04-15T02:54:18.256Z","2023-04-15T02:54:21.256Z",TRUE,"pitch","9a754bb8-aaf7-4bfd-acc3-666c1f46c8e8",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,1,NA,NA,3.41,1.63,NA,122.16,182.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Pop Out","field_out","Mauricio Dubon pops out to catcher Jonah Heim in foul territory.",0,6,2,76,"bottom",9,"2023-04-15T02:53:57.045Z","2023-04-15T02:56:06.167Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,643289,"Mauricio Dubón","/api/v1/people/643289","R","Right",600917,"José Leclerc","/api/v1/people/600917","R","Right","vs_RHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Texas Rangers","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.5,84.7,8,0.8,0.405,5.441,32.5412,-10.5028,-2.8059,11.7281,-0.1354,2.0992,4.6155,-135.7665,-8.2946,-1.5009,50.0046,5.9445,-5.1859,18,2.4,24,2479,199,NA,NA,NA,NA,NA,NA,FALSE,-12.2,19.4,4,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718581,"2023-04-15",0,"2023-04-15T02:54:01.797Z","2023-04-15T02:54:05.347Z",TRUE,"pitch","57ac6f0f-cb50-471b-b80e-6b2ef1ca37e8",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.4104,1.6328,NA,111.6,186.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Pop Out","field_out","Mauricio Dubon pops out to catcher Jonah Heim in foul territory.",0,6,2,76,"bottom",9,"2023-04-15T02:53:57.045Z","2023-04-15T02:56:06.167Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,643289,"Mauricio Dubón","/api/v1/people/643289","R","Right",600917,"José Leclerc","/api/v1/people/600917","R","Right","vs_RHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Texas Rangers","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94,85.1,8,0.82,0.4028,5.6063,33.1052,-9.5419,-3.7396,12.1157,0.1416,1.9428,4.9261,-136.5474,-8.8075,-1.2091,50.0027,5.8875,-6.9856,26.4,2.4,24,2436,204,NA,NA,NA,NA,NA,NA,FALSE,-11.3,20,5.6,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718581,"2023-04-15",1,"2023-04-15T02:53:32.224Z","2023-04-15T02:53:41.021Z",TRUE,"pitch","672ac16e-f4d1-49e3-8d06-d47031946e66",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,0,NA,NA,3.54,1.71,NA,121.7,163.71,"line_drive","medium","7",75.08,125.21,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Lineout","field_out","Jeremy Pena lines out to left fielder Travis Jankowski.",0,6,2,75,"bottom",9,"2023-04-15T02:53:32.224Z","2023-04-15T02:53:41.021Z",TRUE,FALSE,FALSE,TRUE,0,0,0,1,665161,"Jeremy Peña","/api/v1/people/665161","R","Right",600917,"José Leclerc","/api/v1/people/600917","R","Right","vs_RHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Texas Rangers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.8,84.7,2,0.87,0.4037,5.5572,33.7756,-8.988,-1.4134,12.4768,0.1826,3.2247,4.0543,-136.3878,-5.9291,-1.1485,50.006,6.0664,-2.6277,8.4,2.4,24,2562,196,80.2,30,287,NA,NA,NA,TRUE,-10.2,21.2,1.6,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718581,"2023-04-15",0,"2023-04-15T02:53:14.810Z","2023-04-15T02:53:32.224Z",FALSE,"action",NA,NA,"Pitching Change: Jose Leclerc replaces Will Smith.","Pitching Substitution",6,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,600917,"/api/v1/people/600917",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"75","atBat","Lineout","field_out","Jeremy Pena lines out to left fielder Travis Jankowski.",0,6,2,75,"bottom",9,"2023-04-15T02:53:32.224Z","2023-04-15T02:53:41.021Z",TRUE,FALSE,FALSE,TRUE,0,0,0,1,665161,"Jeremy Peña","/api/v1/people/665161","R","Right",600917,"José Leclerc","/api/v1/people/600917","R","Right","vs_RHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Texas Rangers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
