"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isSubstitution","replacedPlayer.id","replacedPlayer.link","isBaseRunningPlay","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
717153,"2023-08-03",2,"2023-08-03T03:00:18.585Z","2023-08-03T03:00:26.418Z",TRUE,"pitch","b53b8c23-abbf-4293-9d31-38b3eff3a5b0",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,2,NA,NA,3.32,1.58,NA,143.32,180.34,"ground_ball","hard","4",153.19,156.88,NA,NA,NA,NA,NA,NA,NA,NA,"82","atBat","Groundout","field_out","Jake Fraley grounds out sharply, second baseman Nico Hoerner to first baseman Cody Bellinger.",0,6,16,82,"top",9,"2023-08-03T02:59:31.881Z","2023-08-03T03:00:26.418Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,641584,"Jake Fraley","/api/v1/people/641584","L","Left",621016,"Jose Cuas","/api/v1/people/621016","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Chicago Cubs","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.6,85.6,4,0.91,0.403,6.3617,28.7018,-31.2676,-11.4209,0.4838,-0.6905,2.1645,12.8651,-135.7315,1.0444,-3.9998,50.0019,3.946,-21.386,31.2,8.4,24,2597,255,100.3,-10,13,NA,NA,NA,TRUE,-30,1.3,18.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717153,"2023-08-03",1,"2023-08-03T03:00:00.511Z","2023-08-03T03:00:04.301Z",TRUE,"pitch","c5303f54-9700-470c-ba49-914e1eaa0671",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.2281,1.4542,NA,80.33,201.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82","atBat","Groundout","field_out","Jake Fraley grounds out sharply, second baseman Nico Hoerner to first baseman Cody Bellinger.",0,6,16,82,"top",9,"2023-08-03T02:59:31.881Z","2023-08-03T03:00:26.418Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,641584,"Jake Fraley","/api/v1/people/641584","L","Left",621016,"Jose Cuas","/api/v1/people/621016","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Chicago Cubs","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",81.7,75.9,14,0.9,0.4604,5.8696,21.2235,-36.0259,3.4597,-2.6799,0.962,1.3906,10.4907,-118.6571,1.1924,-3.9537,50.0044,4.1466,4.9671,10.8,10.8,24,2742,55,NA,NA,NA,NA,NA,NA,FALSE,-45.2,-4.3,-8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717153,"2023-08-03",0,"2023-08-03T02:59:44.864Z","2023-08-03T02:59:48.697Z",TRUE,"pitch","53c426af-9f89-4347-b12f-15f578001a7e",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.3404,1.542,NA,108.98,201.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82","atBat","Groundout","field_out","Jake Fraley grounds out sharply, second baseman Nico Hoerner to first baseman Cody Bellinger.",0,6,16,82,"top",9,"2023-08-03T02:59:31.881Z","2023-08-03T03:00:26.418Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,641584,"Jake Fraley","/api/v1/people/641584","L","Left",621016,"Jose Cuas","/api/v1/people/621016","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Chicago Cubs","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.5,85.5,14,0.88,0.4046,6.3252,29.0887,-35.9836,-11.8556,-2.0473,0.2104,1.3642,15.2623,-135.3071,-0.0972,-3.9589,50.0059,3.9187,-22.0219,27.6,8.4,24,2490,251,NA,NA,NA,NA,NA,NA,FALSE,-35,-3.5,18.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717153,"2023-08-03",3,"2023-08-03T02:59:17.463Z","2023-08-03T02:59:24.318Z",TRUE,"pitch","98d15a35-9a0c-44e2-8488-c166c75a156f",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,0,2,NA,NA,3.3391,1.6757,NA,117.13,211.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81","atBat","Walk","walk","Will Benson walks. TJ Friedl to 2nd.",0,6,16,81,"top",9,"2023-08-03T02:58:20.072Z","2023-08-03T02:59:24.318Z",TRUE,FALSE,FALSE,FALSE,0,4,0,2,666181,"Will Benson","/api/v1/people/666181","L","Left",621016,"Jose Cuas","/api/v1/people/621016","R","Right","vs_RHP","vs_LHB","RISP",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Chicago Cubs","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94,86.2,13,0.89,0.4014,6.4752,28.8567,-34.6904,-11.3205,-1.3323,-0.0035,1.0033,14.3308,-136.2452,-1.3095,-3.8513,50.005,3.8793,-21.3691,27.6,8.4,24,2506,251,NA,NA,NA,NA,NA,NA,FALSE,-33.6,-2.5,17.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,666181,"Will Benson","/api/v1/people/666181",670770,"TJ Friedl","/api/v1/people/670770",NA,NA,NA
717153,"2023-08-03",2,"2023-08-03T02:58:59.324Z","2023-08-03T02:59:05.578Z",TRUE,"pitch","955a77ec-643d-42e1-bf63-8db631b29288",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,0,2,NA,NA,3.3391,1.6536,NA,147.16,205.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81","atBat","Walk","walk","Will Benson walks. TJ Friedl to 2nd.",0,6,16,81,"top",9,"2023-08-03T02:58:20.072Z","2023-08-03T02:59:24.318Z",TRUE,FALSE,FALSE,FALSE,0,4,0,2,666181,"Will Benson","/api/v1/people/666181","L","Left",621016,"Jose Cuas","/api/v1/people/621016","R","Right","vs_RHP","vs_LHB","RISP",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Chicago Cubs","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.2,85.8,13,0.92,0.4037,6.6276,27.188,-30.6955,-11.1245,0.7937,-0.7914,1.231,12.3572,-135.2334,-1.4885,-3.9568,50.0037,3.9249,-20.7774,31.2,8.4,24,2403,249,NA,NA,NA,NA,NA,NA,FALSE,-30.1,1.3,17.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,666181,"Will Benson","/api/v1/people/666181",NA,NA,NA,NA,NA,NA
717153,"2023-08-03",1,"2023-08-03T02:58:41.821Z","2023-08-03T02:58:46.135Z",TRUE,"pitch","66385ca1-0d5e-4c54-8c15-6e1a38f3cf68",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,2,NA,NA,3.3391,1.7201,NA,127.62,203.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81","atBat","Walk","walk","Will Benson walks. TJ Friedl to 2nd.",0,6,16,81,"top",9,"2023-08-03T02:58:20.072Z","2023-08-03T02:59:24.318Z",TRUE,FALSE,FALSE,FALSE,0,4,0,2,666181,"Will Benson","/api/v1/people/666181","L","Left",621016,"Jose Cuas","/api/v1/people/621016","R","Right","vs_RHP","vs_LHB","RISP",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Chicago Cubs","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.7,85.9,13,0.9,0.4028,6.1597,28.276,-32.8195,-11.5431,-0.3445,-0.2786,1.3241,13.9467,-135.7172,-0.8063,-3.972,50.0022,3.9004,-21.6432,30,8.4,24,2531,257,NA,NA,NA,NA,NA,NA,FALSE,-31.9,-0.6,18.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,666181,"Will Benson","/api/v1/people/666181",NA,NA,NA,NA,NA,NA
717153,"2023-08-03",0,"2023-08-03T02:58:27.820Z","2023-08-03T02:58:31.601Z",TRUE,"pitch","519f6573-f590-4485-a4d9-aef5c5b158c6",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.3391,1.6314,NA,130.86,211.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81","atBat","Walk","walk","Will Benson walks. TJ Friedl to 2nd.",0,6,16,81,"top",9,"2023-08-03T02:58:20.072Z","2023-08-03T02:59:24.318Z",TRUE,FALSE,FALSE,FALSE,0,4,0,2,666181,"Will Benson","/api/v1/people/666181","L","Left",621016,"Jose Cuas","/api/v1/people/621016","R","Right","vs_RHP","vs_LHB","RISP",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Chicago Cubs","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",81.8,75.5,13,0.9,0.4604,5.9145,22.7548,-36.4045,3.4686,-2.9474,-0.3636,1.0038,7.7922,-118.9461,0.63,-4.1324,50.0047,4.0355,4.9723,9.6,10.8,24,2724,63,NA,NA,NA,NA,NA,NA,FALSE,-45.8,-4.9,-8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,666181,"Will Benson","/api/v1/people/666181",NA,NA,NA,NA,NA,NA
717153,"2023-08-03",2,"2023-08-03T02:57:53.496Z","2023-08-03T02:58:05.166Z",TRUE,"pitch","7e6d84ed-2f27-46fe-9cb2-e73edd0b1b6b",3,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",2,0,2,NA,NA,3.07,1.42,NA,159.66,183.06,"ground_ball","medium","7",99.88,102.97,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Single","single","TJ Friedl singles on a ground ball to left fielder Ian Happ.",0,6,16,80,"top",9,"2023-08-03T02:57:09.876Z","2023-08-03T02:58:05.166Z",TRUE,FALSE,FALSE,FALSE,33,2,0,2,670770,"TJ Friedl","/api/v1/people/670770","L","Left",621016,"Jose Cuas","/api/v1/people/621016","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Chicago Cubs","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",92.4,83.8,13,0.93,0.4096,6.3213,30.299,-27.8767,-11.473,2.3749,-1.1193,2.0638,11.6231,-133.9728,0.6209,-4.0338,50.0009,3.8293,-20.749,33.6,7.2,24,2597,254,89,5,115,NA,NA,NA,FALSE,-27.7,4.7,18.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,670770,"TJ Friedl","/api/v1/people/670770",NA,NA,NA,NA,NA,NA
717153,"2023-08-03",1,"2023-08-03T02:57:37.441Z","2023-08-03T02:57:41.930Z",TRUE,"pitch","b4341b8b-6ae1-4da5-8ebe-16d62678b5bd",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,2,NA,NA,3.0691,1.4985,NA,168.52,179.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Single","single","TJ Friedl singles on a ground ball to left fielder Ian Happ.",0,6,16,80,"top",9,"2023-08-03T02:57:09.876Z","2023-08-03T02:58:05.166Z",TRUE,FALSE,FALSE,FALSE,33,2,0,2,670770,"TJ Friedl","/api/v1/people/670770","L","Left",621016,"Jose Cuas","/api/v1/people/621016","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Chicago Cubs","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.6,85.1,13,0.88,0.4041,6.3815,31.1102,-36.1687,-10.9117,-2.1446,-1.3515,2.2004,11.072,-135.791,1.9316,-4.0738,50.0061,4.0049,-20.2803,26.4,8.4,24,2457,253,NA,NA,NA,NA,NA,NA,FALSE,-34.7,-3.2,17.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,670770,"TJ Friedl","/api/v1/people/670770",NA,NA,NA,NA,NA,NA
717153,"2023-08-03",0,"2023-08-03T02:57:23.188Z","2023-08-03T02:57:27.360Z",TRUE,"pitch","2880e72f-3876-4b1d-bc1b-c5dd057405de",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.1836,1.5428,NA,158.53,186.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Single","single","TJ Friedl singles on a ground ball to left fielder Ian Happ.",0,6,16,80,"top",9,"2023-08-03T02:57:09.876Z","2023-08-03T02:58:05.166Z",TRUE,FALSE,FALSE,FALSE,33,2,0,2,670770,"TJ Friedl","/api/v1/people/670770","L","Left",621016,"Jose Cuas","/api/v1/people/621016","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Chicago Cubs","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.4,85.4,13,0.9,0.4037,6.4161,29.2678,-33.4233,-10.9085,-0.6672,-1.0895,1.9494,11.613,-135.5982,1.0903,-4.0076,50.0048,3.8715,-20.3443,28.8,8.4,24,2539,258,NA,NA,NA,NA,NA,NA,FALSE,-32.2,-0.7,17.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,670770,"TJ Friedl","/api/v1/people/670770",NA,NA,NA,NA,NA,NA
