"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","isBaseRunningPlay","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
717306,"2023-07-22",1,"2023-07-22T19:46:00.343Z","2023-07-22T19:46:10.402Z",TRUE,"pitch","0f5864c8-138b-4f09-86d2-6475c2fa0f0d",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,1,NA,NA,3.34,1.54,NA,138.36,170.89,"ground_ball","medium","6",108.62,161.07,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Grounded Into DP","grounded_into_double_play","Jon Berti grounds into a double play, shortstop Ezequiel Tovar to second baseman Alan Trejo to first baseman Michael Toglia. Garrett Hampson out at 2nd. Jon Berti out at 1st.",0,4,3,70,"bottom",9,"2023-07-22T19:45:58.059Z","2023-07-22T19:46:10.402Z",TRUE,FALSE,FALSE,TRUE,24,0,0,3,542932,"Jon Berti","/api/v1/people/542932","R","Right",664875,"Justin Lawrence","/api/v1/people/664875","R","Right","vs_RHP","vs_RHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Colorado Rockies",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.6,86.3,4,0.87,0.3964,6.4213,34.6038,-31.303,-12.2578,0.4502,-0.5604,2.5143,9.9349,-138.8402,0.9217,-2.6142,50.0024,4.2808,-23.6406,34.8,8.4,24,2267,250,79.4,-22,7,NA,NA,NA,TRUE,-29,1.3,19.8,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717306,"2023-07-22",0,"2023-07-22T19:45:40.941Z","2023-07-22T19:46:00.343Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-runner Garrett Hampson replaces Yuli Gurriel.","Offensive Substitution",4,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,641658,"/api/v1/people/641658",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"12","Pinch Runner","Runner","PR","802","70","atBat","Grounded Into DP","grounded_into_double_play","Jon Berti grounds into a double play, shortstop Ezequiel Tovar to second baseman Alan Trejo to first baseman Michael Toglia. Garrett Hampson out at 2nd. Jon Berti out at 1st.",0,4,3,70,"bottom",9,"2023-07-22T19:45:58.059Z","2023-07-22T19:46:10.402Z",TRUE,FALSE,FALSE,TRUE,24,0,0,3,542932,"Jon Berti","/api/v1/people/542932","R","Right",664875,"Justin Lawrence","/api/v1/people/664875","R","Right","vs_RHP","vs_RHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Colorado Rockies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,493329,"/api/v1/people/493329",NA,1,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717306,"2023-07-22",5,"2023-07-22T19:45:12.380Z","2023-07-22T19:45:17.114Z",TRUE,"pitch","726cc722-20cf-4551-a29d-a8cf2b72352e",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,1,1,NA,NA,3.4002,1.6094,NA,64.98,205.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Walk","walk","Yuli Gurriel walks.",0,4,3,69,"bottom",9,"2023-07-22T19:43:57.550Z","2023-07-22T19:45:17.114Z",TRUE,FALSE,FALSE,FALSE,0,4,1,1,493329,"Yuli Gurriel","/api/v1/people/493329","R","Right",664875,"Justin Lawrence","/api/v1/people/664875","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Colorado Rockies",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.8,86.9,14,0.88,0.396,6.3227,33.0773,-30.6946,-12.1791,0.7611,1.3648,1.2489,14.5281,-138.6869,-2.3586,-2.3768,50.0001,4.1724,-23.5541,32.4,8.4,24,2323,251,NA,NA,NA,NA,NA,NA,FALSE,-29.3,1.1,18.7,NA,NA,NA,NA,NA,NA,FALSE,FALSE,493329,"Yuli Gurriel","/api/v1/people/493329",NA,NA,NA,NA,NA,NA
717306,"2023-07-22",4,"2023-07-22T19:44:53.524Z","2023-07-22T19:45:01.661Z",TRUE,"pitch","d277e4a0-a2fc-41be-986a-791f98712269",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,1,NA,NA,3.2992,1.5683,NA,35.56,184.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Walk","walk","Yuli Gurriel walks.",0,4,3,69,"bottom",9,"2023-07-22T19:43:57.550Z","2023-07-22T19:45:17.114Z",TRUE,FALSE,FALSE,FALSE,0,4,1,1,493329,"Yuli Gurriel","/api/v1/people/493329","R","Right",664875,"Justin Lawrence","/api/v1/people/664875","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Colorado Rockies",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",85,77.1,14,0.9,0.4466,6.3531,27.7804,-25.2706,4.7351,4.5455,2.1366,2.0008,9.9887,-123.3118,-0.6375,-2.6045,50.0003,4.4217,7.1866,20.4,7.2,24,2853,74,NA,NA,NA,NA,NA,NA,FALSE,-30.2,8.3,-11.2,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717306,"2023-07-22",3,"2023-07-22T19:44:33.936Z","2023-07-22T19:44:37.486Z",TRUE,"pitch","95eee63f-e2b5-4cda-9fd3-28bf2a498676",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,1,NA,NA,3.4002,1.6094,NA,59.87,200.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Walk","walk","Yuli Gurriel walks.",0,4,3,69,"bottom",9,"2023-07-22T19:43:57.550Z","2023-07-22T19:45:17.114Z",TRUE,FALSE,FALSE,FALSE,0,4,1,1,493329,"Yuli Gurriel","/api/v1/people/493329","R","Right",664875,"Justin Lawrence","/api/v1/people/664875","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Colorado Rockies",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97,87.9,14,0.89,0.3913,6.2886,34.2515,-32.8605,-11.7461,-0.3442,1.4988,1.4162,14.6606,-140.4189,-1.7915,-2.2843,50.0045,4.2175,-23.2648,31.2,8.4,24,2346,254,NA,NA,NA,NA,NA,NA,FALSE,-30.4,-0.8,18,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717306,"2023-07-22",2,"2023-07-22T19:44:15.723Z","2023-07-22T19:44:19.303Z",TRUE,"pitch","080b1e59-e012-4eb4-ade5-cf521b2de592",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,1,NA,NA,3.2992,1.6094,NA,131.23,178.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Walk","walk","Yuli Gurriel walks.",0,4,3,69,"bottom",9,"2023-07-22T19:43:57.550Z","2023-07-22T19:45:17.114Z",TRUE,FALSE,FALSE,FALSE,0,4,1,1,493329,"Yuli Gurriel","/api/v1/people/493329","R","Right",664875,"Justin Lawrence","/api/v1/people/664875","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Colorado Rockies",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.8,87.1,4,0.88,0.3944,6.0825,32.934,-32.8061,-10.9887,-0.3205,-0.3732,2.2186,9.9691,-139.172,0.4277,-2.5842,50.0061,4.246,-21.4347,30,8.4,24,2271,255,NA,NA,NA,NA,NA,NA,FALSE,-30.2,-0.2,17.6,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717306,"2023-07-22",1,"2023-07-22T19:43:59.830Z","2023-07-22T19:44:09.324Z",TRUE,"pitch","f19dd8d8-7889-4457-9ee8-41855459df50",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.4002,1.6299,NA,63.9,189.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Walk","walk","Yuli Gurriel walks.",0,4,3,69,"bottom",9,"2023-07-22T19:43:57.550Z","2023-07-22T19:45:17.114Z",TRUE,FALSE,FALSE,FALSE,0,4,1,1,493329,"Yuli Gurriel","/api/v1/people/493329","R","Right",664875,"Justin Lawrence","/api/v1/people/664875","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Colorado Rockies",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97,87.9,14,0.9,0.3911,6.2389,34.3565,-35.3446,-12.0715,-1.6001,1.3931,1.8425,14.6182,-140.4866,-0.4267,-2.3304,50.0017,4.3105,-23.9225,30,8.4,24,2351,251,NA,NA,NA,NA,NA,NA,FALSE,-32.3,-2.8,18.6,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717306,"2023-07-22",0,"2023-07-22T19:43:16.512Z","2023-07-22T19:43:59.830Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Yuli Gurriel replaces Jacob Stallings.","Offensive Substitution",4,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,493329,"/api/v1/people/493329",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","801","69","atBat","Walk","walk","Yuli Gurriel walks.",0,4,3,69,"bottom",9,"2023-07-22T19:43:57.550Z","2023-07-22T19:45:17.114Z",TRUE,FALSE,FALSE,FALSE,0,4,1,1,493329,"Yuli Gurriel","/api/v1/people/493329","R","Right",664875,"Justin Lawrence","/api/v1/people/664875","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Colorado Rockies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,607732,"/api/v1/people/607732",NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717306,"2023-07-22",7,"2023-07-22T19:42:56.270Z","2023-07-22T19:43:06.598Z",TRUE,"pitch","1892227e-a38e-4a49-8cdb-4a55d806709e",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,0,NA,NA,3.27,1.57,NA,111.82,185.92,"ground_ball","medium","3",146.69,167.17,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Groundout","field_out","Joey Wendle grounds out, first baseman Michael Toglia to pitcher Justin Lawrence.",0,4,3,68,"bottom",9,"2023-07-22T19:41:30.492Z","2023-07-22T19:43:06.598Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,621563,"Joey Wendle","/api/v1/people/621563","L","Left",664875,"Justin Lawrence","/api/v1/people/664875","R","Right","vs_RHP","vs_LHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Colorado Rockies",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",83.3,75.7,8,0.9,0.4543,5.787,26.997,-26.6751,10.2703,3.7472,0.1359,1.9577,4.0314,-121.2671,0.1148,-2.8894,50.0015,4.2655,15.0682,31.2,8.4,24,3057,73,86.7,-10,12,NA,NA,NA,TRUE,-32.8,7.1,-19.6,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717306,"2023-07-22",6,"2023-07-22T19:42:31.670Z","2023-07-22T19:42:34.919Z",TRUE,"pitch","ad087705-95e6-4c76-bb07-dc43df68e814",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,0,NA,NA,3.27,1.57,NA,106.22,187.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Groundout","field_out","Joey Wendle grounds out, first baseman Michael Toglia to pitcher Justin Lawrence.",0,4,3,68,"bottom",9,"2023-07-22T19:41:30.492Z","2023-07-22T19:43:06.598Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,621563,"Joey Wendle","/api/v1/people/621563","L","Left",664875,"Justin Lawrence","/api/v1/people/664875","R","Right","vs_RHP","vs_LHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Colorado Rockies",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",83.4,75.4,9,0.9,0.4553,5.847,28.3456,-27.5894,12.3045,3.1476,0.2829,1.8818,4.0662,-121.277,0.2688,-3.0238,50.0059,4.2176,17.9479,34.8,9.6,24,3145,74,NA,NA,NA,NA,NA,NA,FALSE,-34,6,-23.3,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
