"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","isSubstitution","replacedPlayer.id","replacedPlayer.link","details.disengagementNum","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
745438,"2024-03-31",7,"2024-03-31T22:53:48.309Z","2024-03-31T22:53:55.783Z",TRUE,"pitch","795e7209-c6cd-4c32-a3b0-f05f48ef968c",7,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,2,1,NA,NA,3.43,1.7,NA,97.09,154.88,"ground_ball","medium","4",146.56,150.38,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Grounded Into DP","grounded_into_double_play","Austin Slater grounds into a double play, second baseman Tyler Wade to first baseman Graham Pauley. LaMonte Wade Jr. out at 2nd. Austin Slater out at 1st.",0,4,13,83,"top",9,"2024-03-31T22:52:03.278Z","2024-03-31T22:53:55.783Z",TRUE,FALSE,FALSE,TRUE,24,3,2,3,596103,"Austin Slater","/api/v1/people/596103","R","Right",593974,"Wandy Peralta","/api/v1/people/593974","L","Left","vs_LHP","vs_RHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","San Diego Padres",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.6,86.6,3,0.9,0.3978,5.9781,31.2691,-24.1736,9.5221,4.1715,0.5224,3.1073,-2.4517,-137.8186,-3.1955,0.1875,50.0064,5.9187,18.28,36,6,24,2062,127,93.2,-16,11,NA,NA,NA,TRUE,-23.5,7.1,-16.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745438,"2024-03-31",6,"2024-03-31T22:53:26.190Z","2024-03-31T22:53:30.750Z",TRUE,"pitch","5a8d02e0-cbd3-4bea-be7a-4edd591d44af",6,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,1,NA,NA,3.43,1.7,NA,74.48,179.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Grounded Into DP","grounded_into_double_play","Austin Slater grounds into a double play, second baseman Tyler Wade to first baseman Graham Pauley. LaMonte Wade Jr. out at 2nd. Austin Slater out at 1st.",0,4,13,83,"top",9,"2024-03-31T22:52:03.278Z","2024-03-31T22:53:55.783Z",TRUE,FALSE,FALSE,TRUE,24,3,2,3,596103,"Austin Slater","/api/v1/people/596103","R","Right",593974,"Wandy Peralta","/api/v1/people/593974","L","Left","vs_LHP","vs_RHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","San Diego Padres",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",88.5,81.1,14,0.91,0.4257,5.7106,27.6535,-28.6059,10.5214,2.1299,1.1155,2.1803,-1.5711,-128.8331,-3.2654,0.368,50.0031,5.6836,17.6232,30,8.4,24,2005,120,NA,NA,NA,NA,NA,NA,FALSE,-31.7,3.4,-18.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745438,"2024-03-31",5,"2024-03-31T22:53:11.573Z","2024-03-31T22:53:14.942Z",TRUE,"pitch","915aa463-8109-40da-966a-703a891b3459",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",3,2,1,NA,NA,3.43,1.7,NA,107.52,178.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Grounded Into DP","grounded_into_double_play","Austin Slater grounds into a double play, second baseman Tyler Wade to first baseman Graham Pauley. LaMonte Wade Jr. out at 2nd. Austin Slater out at 1st.",0,4,13,83,"top",9,"2024-03-31T22:52:03.278Z","2024-03-31T22:53:55.783Z",TRUE,FALSE,FALSE,TRUE,24,3,2,3,596103,"Austin Slater","/api/v1/people/596103","R","Right",593974,"Wandy Peralta","/api/v1/people/593974","L","Left","vs_LHP","vs_RHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","San Diego Padres",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",87.9,80.4,8,0.91,0.429,5.8545,27.4067,-27.8962,11.5262,2.5918,0.2487,2.2363,-4.027,-127.8786,-3.0545,0.3503,50.0017,5.6445,19.0074,32.4,8.4,24,2249,126,NA,NA,NA,NA,NA,NA,FALSE,-31.3,4.2,-19.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745438,"2024-03-31",4,"2024-03-31T22:52:57.019Z","2024-03-31T22:53:01.058Z",TRUE,"pitch","c4a261ef-7140-4e9c-b26c-7b220640e5e9",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,1,1,NA,NA,3.4898,1.6783,NA,85.27,164.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Grounded Into DP","grounded_into_double_play","Austin Slater grounds into a double play, second baseman Tyler Wade to first baseman Graham Pauley. LaMonte Wade Jr. out at 2nd. Austin Slater out at 1st.",0,4,13,83,"top",9,"2024-03-31T22:52:03.278Z","2024-03-31T22:53:55.783Z",TRUE,FALSE,FALSE,TRUE,24,3,2,3,596103,"Austin Slater","/api/v1/people/596103","R","Right",593974,"Wandy Peralta","/api/v1/people/593974","L","Left","vs_LHP","vs_RHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","San Diego Padres",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.9,85.3,12,0.87,0.4023,5.9506,33.1351,-21.7479,10.2345,5.5687,0.8324,2.7393,-2.379,-136.7115,-4.204,0.3904,50.0043,5.8101,19.1679,39.6,6,24,2140,127,NA,NA,NA,NA,NA,NA,FALSE,-22,9.2,-17.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745438,"2024-03-31",3,"2024-03-31T22:52:41.995Z","2024-03-31T22:52:46.060Z",TRUE,"pitch","12069269-0da0-4b43-9c80-1c23404a7680",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,0,1,NA,NA,3.5369,1.725,NA,74.24,183.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Grounded Into DP","grounded_into_double_play","Austin Slater grounds into a double play, second baseman Tyler Wade to first baseman Graham Pauley. LaMonte Wade Jr. out at 2nd. Austin Slater out at 1st.",0,4,13,83,"top",9,"2024-03-31T22:52:03.278Z","2024-03-31T22:53:55.783Z",TRUE,FALSE,FALSE,TRUE,24,3,2,3,596103,"Austin Slater","/api/v1/people/596103","R","Right",593974,"Wandy Peralta","/api/v1/people/593974","L","Left","vs_LHP","vs_RHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","San Diego Padres",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",87.5,79.7,14,0.91,0.4319,5.6777,28.7373,-27.916,10.7141,2.6238,1.1217,2.0346,-1.6533,-127.3302,-3.3989,0.3927,50.0063,5.6215,17.4085,31.2,8.4,24,2233,128,NA,NA,NA,NA,NA,NA,FALSE,-31.9,4.1,-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745438,"2024-03-31",2,"2024-03-31T22:52:21.365Z","2024-03-31T22:52:24.869Z",TRUE,"pitch","d295689c-e5fa-49d0-af1f-861487c17f23",2,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",2,0,1,NA,NA,3.4912,1.7022,NA,162.39,204.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Grounded Into DP","grounded_into_double_play","Austin Slater grounds into a double play, second baseman Tyler Wade to first baseman Graham Pauley. LaMonte Wade Jr. out at 2nd. Austin Slater out at 1st.",0,4,13,83,"top",9,"2024-03-31T22:52:03.278Z","2024-03-31T22:53:55.783Z",TRUE,FALSE,FALSE,TRUE,24,3,2,3,596103,"Austin Slater","/api/v1/people/596103","R","Right",593974,"Wandy Peralta","/api/v1/people/593974","L","Left","vs_LHP","vs_RHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","San Diego Padres",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.4,86.7,13,0.83,0.399,5.976,29.2604,-18.0742,10.0972,7.3774,-1.1908,1.2542,-7.0874,-137.0837,-8.7594,0.1116,50,5.7161,19.2848,42,6,24,2222,126,NA,NA,NA,NA,NA,NA,FALSE,-19,11.8,-16.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745438,"2024-03-31",1,"2024-03-31T22:52:05.648Z","2024-03-31T22:52:11.749Z",TRUE,"pitch","c831a370-7cfb-4762-8da7-543d39588535",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.5629,1.7511,NA,173.14,169.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Grounded Into DP","grounded_into_double_play","Austin Slater grounds into a double play, second baseman Tyler Wade to first baseman Graham Pauley. LaMonte Wade Jr. out at 2nd. Austin Slater out at 1st.",0,4,13,83,"top",9,"2024-03-31T22:52:03.278Z","2024-03-31T22:53:55.783Z",TRUE,FALSE,FALSE,TRUE,24,3,2,3,596103,"Austin Slater","/api/v1/people/596103","R","Right",593974,"Wandy Peralta","/api/v1/people/593974","L","Left","vs_LHP","vs_RHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","San Diego Padres",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.1,87.3,13,0.86,0.3955,5.6232,29.6716,-17.7549,9.4648,7.4123,-1.4729,2.578,-7.5934,-138.2867,-5.9777,0.0735,50.0005,5.951,18.403,42,4.8,24,2201,129,NA,NA,NA,NA,NA,NA,FALSE,-17.8,12.4,-15.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745438,"2024-03-31",0,"2024-03-31T22:51:58.128Z","2024-03-31T22:52:05.648Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Austin Slater replaces Matt Chapman.","Offensive Substitution",4,13,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,596103,"/api/v1/people/596103",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","401","83","atBat","Grounded Into DP","grounded_into_double_play","Austin Slater grounds into a double play, second baseman Tyler Wade to first baseman Graham Pauley. LaMonte Wade Jr. out at 2nd. Austin Slater out at 1st.",0,4,13,83,"top",9,"2024-03-31T22:52:03.278Z","2024-03-31T22:53:55.783Z",TRUE,FALSE,FALSE,TRUE,24,3,2,3,596103,"Austin Slater","/api/v1/people/596103","R","Right",593974,"Wandy Peralta","/api/v1/people/593974","L","Left","vs_LHP","vs_RHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","San Diego Padres",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,656305,"/api/v1/people/656305",NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745438,"2024-03-31",0,"2024-03-31T22:51:33.999Z","2024-03-31T22:51:45.024Z",TRUE,"pitch","756ac259-cf1d-4792-99c8-5cc6eb8cfbb1",1,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",0,0,1,NA,NA,3.21,1.56,NA,111.18,190.59,"line_drive","medium","7",83.35,117.6,NA,NA,NA,NA,NA,NA,NA,NA,"82","atBat","Single","single","LaMonte Wade Jr. singles on a line drive to left fielder Jurickson Profar.",0,4,13,82,"top",9,"2024-03-31T22:51:27.907Z","2024-03-31T22:51:45.024Z",TRUE,FALSE,FALSE,FALSE,33,0,0,1,664774,"LaMonte Wade Jr.","/api/v1/people/664774","L","Left",593974,"Wandy Peralta","/api/v1/people/593974","L","Left","vs_LHP","vs_LHB","Men_On",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","San Diego Padres","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.5,87,8,0.86,0.3978,6.1115,29.2419,-19.102,9.0636,6.8015,0.1526,1.7848,-6.1707,-137.452,-7.5878,1.2442,50.0036,5.8687,17.4181,38.4,6,24,2206,141,97.4,13,232,NA,NA,NA,FALSE,-19.6,10.9,-15.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,664774,"LaMonte Wade Jr.","/api/v1/people/664774",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745438,"2024-03-31",5,"2024-03-31T22:51:01.641Z","2024-03-31T22:51:12.449Z",TRUE,"pitch","e168ba13-87d2-4a36-bdd7-b39bf8c8884e",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,1,0,NA,NA,3.67,1.81,NA,123.41,152.35,"fly_ball","medium","8",126.01,72.41,NA,NA,NA,NA,NA,NA,NA,NA,"81","atBat","Flyout","field_out","Nick Ahmed flies out to center fielder Jackson Merrill.",0,4,13,81,"top",9,"2024-03-31T22:49:58.124Z","2024-03-31T22:51:12.449Z",TRUE,FALSE,FALSE,TRUE,0,3,1,1,605113,"Nick Ahmed","/api/v1/people/605113","R","Right",593974,"Wandy Peralta","/api/v1/people/593974","L","Left","vs_LHP","vs_RHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","San Diego Padres",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.9,86,2,0.87,0.4005,5.6756,30.1767,-22.4126,10.4835,5.1549,-0.1681,3.201,-4.8541,-136.7508,-3.209,0.268,50.0035,5.9273,19.8548,39.6,6,24,2093,126,101.1,46,314,NA,NA,NA,TRUE,-22.1,8.9,-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,664774,"LaMonte Wade Jr.","/api/v1/people/664774",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
