"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isBaseRunningPlay","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
717016,"2023-08-13",2,"2023-08-13T20:14:25.799Z","2023-08-13T20:14:32.127Z",TRUE,"pitch","c135a6a7-8892-4c20-9e52-c75cd81be605",3,"Swinging Strike (Blocked)",NA,NA,NA,NA,FALSE,"W","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"W","Swinging Strike (Blocked)",1,2,1,NA,NA,3.57,1.7,NA,126.35,212.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Fielders Choice","fielders_choice","Brent Rooker reaches on a fielder's choice, fielded by third baseman Ildemaro Vargas. Tyler Soderstrom to 3rd. Zack Gelof to 2nd. Fielding error by third baseman Ildemaro Vargas.",0,7,2,74,"top",9,"2023-08-13T20:13:29.315Z","2023-08-13T20:15:14.262Z",TRUE,FALSE,FALSE,FALSE,9,2,2,1,667670,"Brent Rooker","/api/v1/people/667670","R","Right",686747,"Joe La Sorsa","/api/v1/people/686747","L","Left","vs_LHP","vs_RHB","Loaded",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Washington Nationals","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",74.3,69,13,2,0.5054,6.5697,18.3773,-30.4203,-6.3753,1.4699,-0.2453,0.9884,-3.9159,-108.252,-1.4194,2.4134,50.0013,4.9739,-7.5867,14.4,10.8,24,2084,274,NA,NA,NA,NA,NA,NA,FALSE,-46.7,2.6,12.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717016,"2023-08-13",1,"2023-08-13T20:14:07.282Z","2023-08-13T20:14:11.508Z",TRUE,"pitch","ffd8e4c4-7b81-4384-9011-ebbe88f5c599",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.6495,1.696,NA,161.21,200.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Fielders Choice","fielders_choice","Brent Rooker reaches on a fielder's choice, fielded by third baseman Ildemaro Vargas. Tyler Soderstrom to 3rd. Zack Gelof to 2nd. Fielding error by third baseman Ildemaro Vargas.",0,7,2,74,"top",9,"2023-08-13T20:13:29.315Z","2023-08-13T20:15:14.262Z",TRUE,FALSE,FALSE,FALSE,9,2,2,1,667670,"Brent Rooker","/api/v1/people/667670","R","Right",686747,"Joe La Sorsa","/api/v1/people/686747","L","Left","vs_LHP","vs_RHB","Loaded",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Washington Nationals","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",87.8,81.4,13,2,0.4279,6.7174,23.1293,-29.7119,10.2487,1.4827,-1.16,1.4288,-11.6841,-127.402,-3.7625,2.1276,50.0057,5.2415,17.0602,26.4,8.4,24,2019,115,NA,NA,NA,NA,NA,NA,FALSE,-33.2,2,-16.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717016,"2023-08-13",0,"2023-08-13T20:13:50.108Z","2023-08-13T20:13:54.650Z",TRUE,"pitch","9378d274-c556-477f-92ad-8f0ad17e42dd",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.6756,1.696,NA,125,181.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Fielders Choice","fielders_choice","Brent Rooker reaches on a fielder's choice, fielded by third baseman Ildemaro Vargas. Tyler Soderstrom to 3rd. Zack Gelof to 2nd. Fielding error by third baseman Ildemaro Vargas.",0,7,2,74,"top",9,"2023-08-13T20:13:29.315Z","2023-08-13T20:15:14.262Z",TRUE,FALSE,FALSE,FALSE,9,2,2,1,667670,"Brent Rooker","/api/v1/people/667670","R","Right",686747,"Joe La Sorsa","/api/v1/people/686747","L","Left","vs_LHP","vs_RHB","Loaded",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Washington Nationals","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",89.3,82.9,8,2,0.4193,6.5807,23.7316,-30.1145,9.561,1.1899,-0.2098,2.1115,-8.8837,-129.9376,-2.8274,1.9888,50.0036,5.4698,16.5737,26.4,8.4,24,1498,36,NA,NA,NA,NA,NA,NA,FALSE,-32.2,1.8,-15.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717016,"2023-08-13",3,"2023-08-13T20:13:13.896Z","2023-08-13T20:13:21.502Z",TRUE,"pitch","5613e079-e711-4f97-9861-9ceb2acb3c52",4,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",1,2,1,NA,NA,3.36,1.52,NA,129.01,179.51,"line_drive","hard","9",179.27,96.08,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Single","single","Zack Gelof singles on a sharp line drive to right fielder Lane Thomas. Tyler Soderstrom to 2nd.",0,7,2,73,"top",9,"2023-08-13T20:12:00.749Z","2023-08-13T20:13:21.502Z",TRUE,FALSE,FALSE,FALSE,33,1,2,1,680869,"Zack Gelof","/api/v1/people/680869","R","Right",686747,"Joe La Sorsa","/api/v1/people/686747","L","Left","vs_LHP","vs_RHB","RISP",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Washington Nationals","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",90.5,83.9,4,2,0.4141,6.5678,24.3294,-27.3866,10.6859,2.6948,-0.3151,2.1952,-9.0751,-131.5793,-3.4236,1.7673,50.0046,5.5122,18.9966,32.4,7.2,24,2115,116,100.2,13,244,NA,NA,NA,FALSE,-28.7,4.4,-17.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,680869,"Zack Gelof","/api/v1/people/680869",691016,"Tyler Soderstrom","/api/v1/people/691016",NA,NA,NA
717016,"2023-08-13",2,"2023-08-13T20:12:53.425Z","2023-08-13T20:12:57.665Z",TRUE,"pitch","19a87398-8913-4393-ae53-9fb769eb903a",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,1,NA,NA,3.36,1.52,NA,145.72,191.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Single","single","Zack Gelof singles on a sharp line drive to right fielder Lane Thomas. Tyler Soderstrom to 2nd.",0,7,2,73,"top",9,"2023-08-13T20:12:00.749Z","2023-08-13T20:13:21.502Z",TRUE,FALSE,FALSE,FALSE,33,1,2,1,680869,"Zack Gelof","/api/v1/people/680869","R","Right",686747,"Joe La Sorsa","/api/v1/people/686747","L","Left","vs_LHP","vs_RHB","RISP",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Washington Nationals","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",75.1,70.2,7,2,0.4979,6.9983,16.6249,-27.1282,-5.5315,4.1053,-0.7535,1.7372,-5.0873,-109.3875,-0.7554,2.3086,50.0044,4.9581,-6.8021,15.6,9.6,24,2046,278,NA,NA,NA,NA,NA,NA,FALSE,-40.3,7.6,11.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717016,"2023-08-13",1,"2023-08-13T20:12:32.972Z","2023-08-13T20:12:36.704Z",TRUE,"pitch","cf21c5a7-d212-4249-9fe4-ed084dc774d7",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,1,1,NA,NA,3.36,1.52,NA,171.69,185.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Single","single","Zack Gelof singles on a sharp line drive to right fielder Lane Thomas. Tyler Soderstrom to 2nd.",0,7,2,73,"top",9,"2023-08-13T20:12:00.749Z","2023-08-13T20:13:21.502Z",TRUE,FALSE,FALSE,FALSE,33,1,2,1,680869,"Zack Gelof","/api/v1/people/680869","R","Right",686747,"Joe La Sorsa","/api/v1/people/686747","L","Left","vs_LHP","vs_RHB","RISP",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Washington Nationals","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",75,69.7,13,2,0.5004,6.889,18.2046,-31.4004,-8.1441,0.636,-1.4348,1.9776,-5.7297,-109.2224,0.4898,2.2752,50.0026,5.1116,-9.8946,19.2,10.8,24,2068,285,NA,NA,NA,NA,NA,NA,FALSE,-46.8,1.6,16.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717016,"2023-08-13",0,"2023-08-13T20:12:12.257Z","2023-08-13T20:12:17.381Z",TRUE,"pitch","507dcbf8-8a55-428d-9f3a-a40039cd8305",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.3882,1.5161,NA,61.72,187.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Single","single","Zack Gelof singles on a sharp line drive to right fielder Lane Thomas. Tyler Soderstrom to 2nd.",0,7,2,73,"top",9,"2023-08-13T20:12:00.749Z","2023-08-13T20:13:21.502Z",TRUE,FALSE,FALSE,FALSE,33,1,2,1,680869,"Zack Gelof","/api/v1/people/680869","R","Right",686747,"Joe La Sorsa","/api/v1/people/686747","L","Left","vs_LHP","vs_RHB","RISP",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Washington Nationals","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",73.5,68.5,14,2,0.5093,6.8624,16.4941,-35.1396,-6.0756,-2.5207,1.4503,1.8978,-0.5222,-107.0702,1.4734,2.4871,50.0051,5.099,-7.1359,12,12,24,2034,277,NA,NA,NA,NA,NA,NA,FALSE,-54,-4,11.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717016,"2023-08-13",4,"2023-08-13T20:11:41.331Z","2023-08-13T20:11:50.590Z",TRUE,"pitch","b1063b28-b45f-4758-acd6-45cb5eed6a7a",5,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,3,0,NA,NA,3.4404,1.736,NA,77.76,171.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","JJ Bleday called out on strikes.",0,7,2,72,"top",9,"2023-08-13T20:10:05.313Z","2023-08-13T20:11:50.590Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,668709,"JJ Bleday","/api/v1/people/668709","L","Left",686747,"Joe La Sorsa","/api/v1/people/686747","L","Left","vs_LHP","vs_LHB","Men_On",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Washington Nationals","true",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",74.2,69.3,14,2,0.5037,6.8599,16.572,-34.8407,-6.7324,-2.2183,1.0294,2.4908,-1.2915,-108.2032,2.1725,2.5074,50.0044,5.2559,-8.0869,13.2,12,24,2001,284,NA,NA,NA,NA,NA,NA,TRUE,-52.2,-3.2,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,691016,"Tyler Soderstrom","/api/v1/people/691016",NA,NA,NA,NA,NA,NA
717016,"2023-08-13",3,"2023-08-13T20:11:20.499Z","2023-08-13T20:11:26.131Z",TRUE,"pitch","39a79690-4e9b-4333-809b-d9d3ef59e444",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,0,NA,NA,3.5188,1.736,NA,158.02,176.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","JJ Bleday called out on strikes.",0,7,2,72,"top",9,"2023-08-13T20:10:05.313Z","2023-08-13T20:11:50.590Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,668709,"JJ Bleday","/api/v1/people/668709","L","Left",686747,"Joe La Sorsa","/api/v1/people/686747","L","Left","vs_LHP","vs_LHB","Men_On",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Washington Nationals","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",76.1,70.5,13,2,0.4936,6.9734,18.7309,-30.6424,-6.3496,1.2255,-1.076,2.3041,-5.0691,-110.7262,0.6552,2.0631,50.0013,5.1963,-7.9278,15.6,10.8,24,2099,280,NA,NA,NA,NA,NA,NA,FALSE,-44.4,2.6,12.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717016,"2023-08-13",2,"2023-08-13T20:11:01.020Z","2023-08-13T20:11:05.012Z",TRUE,"pitch","5bcb7a12-b597-4cdd-8795-2fac3a692941",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,0,NA,NA,3.48,1.74,NA,107.06,159.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","JJ Bleday called out on strikes.",0,7,2,72,"top",9,"2023-08-13T20:10:05.313Z","2023-08-13T20:11:50.590Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,668709,"JJ Bleday","/api/v1/people/668709","L","Left",686747,"Joe La Sorsa","/api/v1/people/686747","L","Left","vs_LHP","vs_LHB","Men_On",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Washington Nationals","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",86.4,80.5,5,2,0.4321,6.4395,21.0857,-31.1847,8.2573,0.603,0.2609,2.9391,-7.0311,-125.853,-0.0815,1.9931,50.0004,5.4589,13.4907,21.6,8.4,24,1997,125,NA,NA,NA,NA,NA,NA,FALSE,-34.8,1.3,-13.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717016,"2023-08-13",1,"2023-08-13T20:10:42.048Z","2023-08-13T20:10:48.896Z",TRUE,"pitch","355d816d-5e75-4075-bc1d-6f91c2b1d8ab",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,0,NA,NA,3.3576,1.706,NA,91.36,144.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","JJ Bleday called out on strikes.",0,7,2,72,"top",9,"2023-08-13T20:10:05.313Z","2023-08-13T20:11:50.590Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,668709,"JJ Bleday","/api/v1/people/668709","L","Left",686747,"Joe La Sorsa","/api/v1/people/686747","L","Left","vs_LHP","vs_LHB","Men_On",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Washington Nationals","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",86.4,80.3,12,2,0.4324,6.5784,21.33,-27.2596,7.6979,3.0127,0.6727,3.4876,-5.813,-125.8272,0.2552,1.9929,50.0027,5.5626,12.5601,22.8,7.2,24,1973,126,NA,NA,NA,NA,NA,NA,FALSE,-30.4,5.8,-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717016,"2023-08-13",0,"2023-08-13T20:10:26.657Z","2023-08-13T20:10:31.193Z",TRUE,"pitch","66c34b52-adb0-4901-85a7-7daea56446b6",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.6148,1.8627,NA,138.69,193.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","JJ Bleday called out on strikes.",0,7,2,72,"top",9,"2023-08-13T20:10:05.313Z","2023-08-13T20:11:50.590Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,668709,"JJ Bleday","/api/v1/people/668709","L","Left",686747,"Joe La Sorsa","/api/v1/people/686747","L","Left","vs_LHP","vs_LHB","Men_On",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Washington Nationals","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",87.4,81.5,13,2,0.428,6.4687,21.3634,-28.3362,8.6291,2.3067,-0.5691,1.6601,-9.3702,-127.0456,-3.8608,2.0129,50.0061,5.4045,14.3791,24,7.2,24,2053,120,NA,NA,NA,NA,NA,NA,FALSE,-31.7,3.6,-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717016,"2023-08-13",1,"2023-08-13T20:09:53.836Z","2023-08-13T20:09:59.790Z",TRUE,"pitch","ed536f89-9be0-4935-88b9-6c2202f8d6fa",1,"Hit By Pitch",NA,NA,NA,NA,FALSE,"H","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"H","Hit By Pitch",1,0,0,NA,NA,3.43,1.53,NA,21.98,181.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Hit By Pitch","hit_by_pitch","Tyler Soderstrom hit by pitch.",0,7,2,71,"top",9,"2023-08-13T20:09:51.582Z","2023-08-13T20:09:59.790Z",TRUE,FALSE,FALSE,FALSE,11,1,0,0,691016,"Tyler Soderstrom","/api/v1/people/691016","L","Left",686747,"Joe La Sorsa","/api/v1/people/686747","L","Left","vs_LHP","vs_LHB","Men_On",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Washington Nationals",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",71.3,65.7,14,2,0.5283,6.7456,17.905,-35.8706,-6.1881,-3.3957,2.4927,2.1085,1.27,-103.8004,1.9623,2.6757,50.0047,5.4321,-6.7309,10.8,13.2,24,2004,296,NA,NA,NA,NA,NA,NA,FALSE,-59.2,-5.2,10.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,691016,"Tyler Soderstrom","/api/v1/people/691016",NA,NA,NA,NA,NA,NA
717016,"2023-08-13",0,"2023-08-13T20:09:42.491Z","2023-08-13T20:09:53.836Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",7,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,691016,"/api/v1/people/691016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"71","atBat","Hit By Pitch","hit_by_pitch","Tyler Soderstrom hit by pitch.",0,7,2,71,"top",9,"2023-08-13T20:09:51.582Z","2023-08-13T20:09:59.790Z",TRUE,FALSE,FALSE,FALSE,11,1,0,0,691016,"Tyler Soderstrom","/api/v1/people/691016","L","Left",686747,"Joe La Sorsa","/api/v1/people/686747","L","Left","vs_LHP","vs_LHB","Men_On",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Washington Nationals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717016,"2023-08-13",5,"2023-08-13T20:07:27.743Z","2023-08-13T20:07:36.506Z",TRUE,"pitch","2b4f8750-c3c1-4e17-bc84-90a21d9ebbcd",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,2,NA,NA,3.29,1.59,NA,135.01,174.53,"ground_ball","medium","6",103.69,132.42,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Groundout","field_out","Alex Call grounds out, shortstop Nick Allen to first baseman Aledmys Diaz.",0,7,2,70,"bottom",8,"2023-08-13T20:05:31.434Z","2023-08-13T20:07:36.506Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,669743,"Alex Call","/api/v1/people/669743","R","Right",661309,"Adrián Martínez","/api/v1/people/661309","R","Right","vs_RHP","vs_RHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals","Oakland Athletics",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.8,86.6,4,2,0.4,6.191,27.8592,-27.4798,-10.822,2.4709,-0.4726,2.3798,5.6494,-136.5286,-3.7261,-1.1538,50.0058,5.6368,-20.5935,34.8,7.2,24,2034,246,71.1,13,135,NA,NA,NA,TRUE,-27,4,18.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717016,"2023-08-13",3,"2023-08-13T20:06:56.098Z","2023-08-13T20:07:05.004Z",TRUE,"pitch","f9ed2df1-3d02-4a0f-af98-de8e09233489",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,2,2,NA,NA,3.29,1.59,NA,131.97,194.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Groundout","field_out","Alex Call grounds out, shortstop Nick Allen to first baseman Aledmys Diaz.",0,7,2,70,"bottom",8,"2023-08-13T20:05:31.434Z","2023-08-13T20:07:36.506Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,669743,"Alex Call","/api/v1/people/669743","R","Right",661309,"Adrián Martínez","/api/v1/people/661309","R","Right","vs_RHP","vs_RHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals","Oakland Athletics",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",81.9,76.5,7,0.9,0.4567,5.876,20.1914,-38.7405,-6.7522,-4.4895,-0.3927,1.6239,4.4246,-119.3576,-1.2378,-1.3813,50.0049,5.5979,-9.8696,13.2,10.8,24,2387,309,NA,NA,NA,NA,NA,NA,FALSE,-48.5,-8.2,11.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
