"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","replacedPlayer.id","replacedPlayer.link","reviewDetails.isOverturned.x","reviewDetails.inProgress.x","reviewDetails.reviewType.x","reviewDetails.challengeTeamId.x","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned.y","reviewDetails.inProgress.y","reviewDetails.reviewType.y","reviewDetails.challengeTeamId.y"
747050,"2024-04-26",1,"2024-04-27T01:41:40.716Z","2024-04-27T01:41:43.716Z",TRUE,"pitch","5087903b-c254-4d00-9b65-5ddbd406407b",2,"Foul Tip",NA,NA,NA,NA,FALSE,"T","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"T","Foul Tip",0,2,2,NA,NA,3.38,1.61,NA,99.22,171.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Pop Out","field_out","Ryan Noda pops out to first baseman Ryan Mountcastle.",0,2,2,67,"top",9,"2024-04-27T01:41:16.910Z","2024-04-27T01:42:34.769Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,676116,"Ryan Noda","/api/v1/people/676116","L","Left",669211,"Keegan Akin","/api/v1/people/669211","L","Left","vs_LHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Baltimore Orioles",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.2,85,6,0.91,0.4047,5.7649,29.7815,-11.4637,6.9563,11.1653,0.4664,2.4807,-6.9796,-135.3893,-6.5243,2.1749,50.0041,5.7255,12.9051,42,3.6,24,2361,147,NA,NA,NA,NA,NA,NA,FALSE,-12.6,19,-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
747050,"2024-04-26",0,"2024-04-27T01:41:26.355Z","2024-04-27T01:41:29.940Z",TRUE,"pitch","0306b66d-82f0-405f-9603-c908b22f3cfb",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.4308,1.7055,NA,118.22,172.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Pop Out","field_out","Ryan Noda pops out to first baseman Ryan Mountcastle.",0,2,2,67,"top",9,"2024-04-27T01:41:16.910Z","2024-04-27T01:42:34.769Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,676116,"Ryan Noda","/api/v1/people/676116","L","Left",669211,"Keegan Akin","/api/v1/people/669211","L","Left","vs_LHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Baltimore Orioles",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84,77.3,5,0.9,0.448,5.6921,23.948,-30.6785,-1.8805,0.9852,-0.0321,2.4448,-5.0806,-122.2286,-1.9587,2.3171,50.0004,5.8891,-2.8465,7.2,8.4,24,2491,273,NA,NA,NA,NA,NA,NA,FALSE,-37.2,1.6,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
747050,"2024-04-26",2,"2024-04-27T01:42:04.626Z","2024-04-27T01:42:09.626Z",FALSE,"stepoff","d7833821-ba6a-46fb-8836-d6f3acf88a8f",NA,"Pitcher Step Off",NA,NA,NA,NA,FALSE,"PSO",NA,NA,NA,NA,NA,NA,0,2,2,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Pop Out","field_out","Ryan Noda pops out to first baseman Ryan Mountcastle.",0,2,2,67,"top",9,"2024-04-27T01:41:16.910Z","2024-04-27T01:42:34.769Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,676116,"Ryan Noda","/api/v1/people/676116","L","Left",669211,"Keegan Akin","/api/v1/people/669211","L","Left","vs_LHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Baltimore Orioles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
747050,"2024-04-26",3,"2024-04-27T01:42:10.440Z","2024-04-27T01:42:24.538Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",2,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,2,2,676116,"/api/v1/people/676116",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"67","atBat","Pop Out","field_out","Ryan Noda pops out to first baseman Ryan Mountcastle.",0,2,2,67,"top",9,"2024-04-27T01:41:16.910Z","2024-04-27T01:42:34.769Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,676116,"Ryan Noda","/api/v1/people/676116","L","Left",669211,"Keegan Akin","/api/v1/people/669211","L","Left","vs_LHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Baltimore Orioles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
747050,"2024-04-26",5,"2024-04-27T01:41:00.048Z","2024-04-27T01:41:03.256Z",TRUE,"pitch","9c06648f-753d-4960-aadb-d300ec58b6fe",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,1,NA,NA,3.42,1.66,NA,118.87,167.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Seth Brown strikes out swinging.",0,2,2,66,"top",9,"2024-04-27T01:39:59.735Z","2024-04-27T01:41:03.256Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,664913,"Seth Brown","/api/v1/people/664913","L","Left",669211,"Keegan Akin","/api/v1/people/669211","L","Left","vs_LHP","vs_LHB","Loaded",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Baltimore Orioles",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83.9,77.4,5,0.9,0.4478,5.6364,23.6982,-31.9575,-3.5767,0.1396,-0.049,2.6511,-4.5349,-122.2227,-1.0772,2.2938,50.0012,5.8377,-5.4187,10.8,8.4,24,2495,257,NA,NA,NA,NA,NA,NA,TRUE,-38.4,0.2,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,671732,"Lawrence Butler","/api/v1/people/671732",687231,"Darell Hernaiz","/api/v1/people/687231",647351,"Abraham Toro","/api/v1/people/647351",NA,NA,NA,NA
747050,"2024-04-26",4,"2024-04-27T01:40:42.606Z","2024-04-27T01:40:47.435Z",TRUE,"pitch","7eac5e63-a026-497a-b2a9-dd788ddeb932",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.42,1.66,NA,127.15,188.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Seth Brown strikes out swinging.",0,2,2,66,"top",9,"2024-04-27T01:39:59.735Z","2024-04-27T01:41:03.256Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,664913,"Seth Brown","/api/v1/people/664913","L","Left",669211,"Keegan Akin","/api/v1/people/669211","L","Left","vs_LHP","vs_LHB","Loaded",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Baltimore Orioles",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.3,77.7,8,0.91,0.4463,5.66,24.0415,-28.325,-1.2949,2.5239,-0.2662,1.8571,-5.6755,-122.6668,-3.6507,2.2448,50.0041,5.777,-1.9743,6,7.2,24,2374,221,NA,NA,NA,NA,NA,NA,FALSE,-34.6,4,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
747050,"2024-04-26",3,"2024-04-27T01:40:27.358Z","2024-04-27T01:40:30.431Z",TRUE,"pitch","bdbe5a4a-9d9a-47b9-9fc2-5b08da83404f",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,1,NA,NA,3.42,1.66,NA,121.8,156.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Seth Brown strikes out swinging.",0,2,2,66,"top",9,"2024-04-27T01:39:59.735Z","2024-04-27T01:41:03.256Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,664913,"Seth Brown","/api/v1/people/664913","L","Left",669211,"Keegan Akin","/api/v1/people/669211","L","Left","vs_LHP","vs_LHB","Loaded",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Baltimore Orioles",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.6,84.4,2,0.89,0.4074,5.7961,29.4909,-13.2699,6.8824,10.3302,-0.126,3.0477,-8.3698,-134.5067,-4.9507,2.1336,50.0041,5.8549,12.5973,37.2,3.6,24,2308,143,NA,NA,NA,NA,NA,NA,FALSE,-14.3,17.8,-10.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
747050,"2024-04-26",2,"2024-04-27T01:39:59.735Z","2024-04-27T01:40:04.735Z",FALSE,"no_pitch","65f06f63-6328-4d67-a59e-3a265e35faf9",0,"Automatic Ball - Pitcher Pitch Timer Violation",NA,NA,NA,NA,FALSE,"VP",NA,FALSE,FALSE,TRUE,"VP","Automatic Ball - Pitcher Pitch Timer Violation",1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Seth Brown strikes out swinging.",0,2,2,66,"top",9,"2024-04-27T01:39:59.735Z","2024-04-27T01:41:03.256Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,664913,"Seth Brown","/api/v1/people/664913","L","Left",669211,"Keegan Akin","/api/v1/people/669211","L","Left","vs_LHP","vs_LHB","Loaded",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Baltimore Orioles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitcher_pitch_timer","Pitcher Pitch Timer Violation",669211,"Keegan Akin",NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
747050,"2024-04-26",0,"2024-04-27T01:38:09.066Z","2024-04-27T01:38:58.914Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",2,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Seth Brown strikes out swinging.",0,2,2,66,"top",9,"2024-04-27T01:39:59.735Z","2024-04-27T01:41:03.256Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,664913,"Seth Brown","/api/v1/people/664913","L","Left",669211,"Keegan Akin","/api/v1/people/669211","L","Left","vs_LHP","vs_LHB","Loaded",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Baltimore Orioles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
747050,"2024-04-26",1,"2024-04-27T01:38:58.914Z","2024-04-27T01:39:59.735Z",FALSE,"action",NA,NA,"Pitching Change: Keegan Akin replaces Craig Kimbrel.","Pitching Substitution",2,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,669211,"/api/v1/people/669211",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"66","atBat","Strikeout","strikeout","Seth Brown strikes out swinging.",0,2,2,66,"top",9,"2024-04-27T01:39:59.735Z","2024-04-27T01:41:03.256Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,664913,"Seth Brown","/api/v1/people/664913","L","Left",669211,"Keegan Akin","/api/v1/people/669211","L","Left","vs_LHP","vs_LHB","Loaded",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Baltimore Orioles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
747050,"2024-04-26",4,"2024-04-27T01:37:46.812Z","2024-04-27T01:37:49.812Z",TRUE,"pitch","5603bdc1-e8f9-4ba8-af1b-c21c0272e0e8",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,1,1,NA,NA,3.4312,1.7537,NA,199.5,136.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Walk","walk","Lawrence Butler walks. Darell Hernaiz to 2nd.",0,2,2,65,"top",9,"2024-04-27T01:35:50.393Z","2024-04-27T01:37:49.812Z",TRUE,FALSE,FALSE,FALSE,0,4,1,1,671732,"Lawrence Butler","/api/v1/people/671732","L","Left",518886,"Craig Kimbrel","/api/v1/people/518886","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Baltimore Orioles","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.9,83.5,11,0.9,0.4077,6.7387,33.9192,-14.4215,-7.8031,9.7502,-2.1643,3.7825,4.6358,-135.1798,0.2088,-2.9023,50.0023,4.73,-14.2069,42,4.8,24,2256,220,NA,NA,NA,NA,NA,NA,FALSE,-14.3,17.9,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,671732,"Lawrence Butler","/api/v1/people/671732",687231,"Darell Hernaiz","/api/v1/people/687231",647351,"Abraham Toro","/api/v1/people/647351",NA,NA,NA,NA
747050,"2024-04-26",3,"2024-04-27T01:37:26.680Z","2024-04-27T01:37:30.518Z",TRUE,"pitch","771fdaca-861e-44ee-925f-54c646168a66",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,1,NA,NA,3.5164,1.7721,NA,164.41,158.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Walk","walk","Lawrence Butler walks. Darell Hernaiz to 2nd.",0,2,2,65,"top",9,"2024-04-27T01:35:50.393Z","2024-04-27T01:37:49.812Z",TRUE,FALSE,FALSE,FALSE,0,4,1,1,671732,"Lawrence Butler","/api/v1/people/671732","L","Left",518886,"Craig Kimbrel","/api/v1/people/518886","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Baltimore Orioles","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94,85.5,11,0.89,0.4012,6.7367,31.2587,-17.4385,-6.899,7.8147,-1.2437,2.9719,6.8967,-136.7224,-1.1198,-2.9073,50.0031,4.5882,-13.0099,32.4,4.8,24,2247,227,NA,NA,NA,NA,NA,NA,FALSE,-16.9,14,10.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
747050,"2024-04-26",2,"2024-04-27T01:37:06.530Z","2024-04-27T01:37:09.530Z",TRUE,"pitch","bf963bc1-22e5-48df-8caf-85859cdd7c9f",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,1,1,NA,NA,3.44,1.69,NA,147.8,161.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Walk","walk","Lawrence Butler walks. Darell Hernaiz to 2nd.",0,2,2,65,"top",9,"2024-04-27T01:35:50.393Z","2024-04-27T01:37:49.812Z",TRUE,FALSE,FALSE,FALSE,0,4,1,1,671732,"Lawrence Butler","/api/v1/people/671732","L","Left",518886,"Craig Kimbrel","/api/v1/people/518886","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Baltimore Orioles","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.1,85.4,4,0.9,0.4013,6.8491,32.0235,-15.6938,-6.9529,8.7496,-0.808,2.8579,7.8459,-136.8183,-1.7538,-2.8184,50.0015,4.5903,-13.095,34.8,4.8,24,2265,221,NA,NA,NA,NA,NA,NA,FALSE,-15.5,15.6,10.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
747050,"2024-04-26",1,"2024-04-27T01:36:45.878Z","2024-04-27T01:36:49.346Z",TRUE,"pitch","525de982-0830-48ad-b5f2-e01adcac86df",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,1,NA,NA,3.4426,1.7321,NA,78.7,154.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Walk","walk","Lawrence Butler walks. Darell Hernaiz to 2nd.",0,2,2,65,"top",9,"2024-04-27T01:35:50.393Z","2024-04-27T01:37:49.812Z",TRUE,FALSE,FALSE,FALSE,0,4,1,1,671732,"Lawrence Butler","/api/v1/people/671732","L","Left",518886,"Craig Kimbrel","/api/v1/people/518886","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Baltimore Orioles","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93,84.8,12,0.88,0.4058,6.8307,29.1028,-16.1505,-6.6137,8.6852,1.0048,3.1035,11.7727,-134.9167,-1.1017,-2.5543,50.0048,4.6543,-12.2061,30,3.6,24,2267,226,NA,NA,NA,NA,NA,NA,FALSE,-16.1,15.7,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
747050,"2024-04-26",0,"2024-04-27T01:36:17.296Z","2024-04-27T01:36:20.375Z",TRUE,"pitch","1684ecd6-3bd5-47cf-8cde-1dc829c39856",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.4801,1.7353,NA,83.25,182.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Walk","walk","Lawrence Butler walks. Darell Hernaiz to 2nd.",0,2,2,65,"top",9,"2024-04-27T01:35:50.393Z","2024-04-27T01:37:49.812Z",TRUE,FALSE,FALSE,FALSE,0,4,1,1,671732,"Lawrence Butler","/api/v1/people/671732","L","Left",518886,"Craig Kimbrel","/api/v1/people/518886","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Baltimore Orioles","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.8,84.3,14,0.9,0.4053,6.8924,34.0392,-13.979,-8.4612,9.8739,0.8854,2.0703,12.2834,-135.9265,-4.1318,-2.6251,50.0003,4.6029,-15.5887,39.6,4.8,24,2384,226,NA,NA,NA,NA,NA,NA,FALSE,-14.8,16.9,12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
747050,"2024-04-26",6,"2024-04-27T01:35:34.064Z","2024-04-27T01:35:37.676Z",TRUE,"pitch","9f6c7317-ef5a-41e2-bbc2-32357d10d427",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,0,1,NA,NA,3.4835,1.6988,NA,100.38,139.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Walk","walk","Darell Hernaiz walks.",0,2,2,64,"top",9,"2024-04-27T01:31:25.133Z","2024-04-27T01:35:37.676Z",TRUE,FALSE,FALSE,TRUE,0,4,0,1,687231,"Darell Hernaiz","/api/v1/people/687231","R","Right",518886,"Craig Kimbrel","/api/v1/people/518886","R","Right","vs_RHP","vs_RHB","RISP",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Baltimore Orioles",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.3,83.9,12,0.89,0.4068,6.8593,33.7892,-15.816,-6.6096,8.9395,0.4361,3.6912,10.5143,-135.4478,0.3326,-2.6646,50.0013,4.6861,-12.0939,31.2,3.6,24,2343,229,NA,NA,NA,NA,NA,NA,FALSE,-15.5,16.4,9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,687231,"Darell Hernaiz","/api/v1/people/687231",NA,NA,NA,647351,"Abraham Toro","/api/v1/people/647351",NA,NA,NA,NA
