"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","replacedPlayer.id","replacedPlayer.link","reviewDetails.isOverturned.x","reviewDetails.inProgress.x","reviewDetails.reviewType.x","reviewDetails.challengeTeamId.x","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned.y","reviewDetails.inProgress.y","reviewDetails.reviewType.y","reviewDetails.challengeTeamId.y"
747050,"2024-04-26",8,"2024-04-27T00:43:27.061Z","2024-04-27T00:43:34.920Z",TRUE,"pitch","be3ccf78-7ec9-4b38-a26a-5c8d24e7b1f9",7,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,2,1,NA,NA,3.69,1.83,NA,119.07,194.82,"ground_ball","medium","5",109.64,177.35,NA,NA,NA,NA,NA,NA,NA,NA,"45","atBat","Groundout","field_out","Ryan Mountcastle grounds out, third baseman Abraham Toro to first baseman Tyler Nevin.",0,1,2,45,"bottom",6,"2024-04-27T00:40:51.821Z","2024-04-27T00:43:34.920Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,663624,"Ryan Mountcastle","/api/v1/people/663624","R","Right",548389,"Ross Stripling","/api/v1/people/548389","R","Right","vs_RHP","vs_RHB","RISP",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Oakland Athletics",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.6,79.2,13,0.9,0.4365,5.9789,27.8964,-29.2878,1.1296,1.8158,-0.0544,1.6281,1.7821,-125.9595,-6.6406,-0.9206,50.0052,6.6969,1.7975,3.6,8.4,24,2349,139,99,-10,11,NA,NA,NA,TRUE,-34.9,1.9,-2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,623993,"Anthony Santander","/api/v1/people/623993",NA,NA,NA,NA,NA,NA,NA
747050,"2024-04-26",6,"2024-04-27T00:42:48.827Z","2024-04-27T00:42:51.906Z",TRUE,"pitch","f42bbf3e-619e-4e49-8e72-e40ad85f1987",6,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",3,2,1,NA,NA,3.6528,1.8659,NA,72.95,224.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45","atBat","Groundout","field_out","Ryan Mountcastle grounds out, third baseman Abraham Toro to first baseman Tyler Nevin.",0,1,2,45,"bottom",6,"2024-04-27T00:40:51.821Z","2024-04-27T00:43:34.920Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,663624,"Ryan Mountcastle","/api/v1/people/663624","R","Right",548389,"Ross Stripling","/api/v1/people/548389","R","Right","vs_RHP","vs_RHB","RISP",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Oakland Athletics",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.3,80.1,14,0.9,0.4362,6.0246,24.3251,-27.8549,0.4483,2.7017,1.1555,0.5335,4.5825,-125.359,-9.5833,-0.7511,50.0018,6.6647,0.7164,2.4,7.2,24,2433,119,NA,NA,NA,NA,NA,NA,FALSE,-33.7,3,-1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
747050,"2024-04-26",5,"2024-04-27T00:42:30.181Z","2024-04-27T00:42:33.181Z",TRUE,"pitch","35641517-ceb4-4c52-b102-c4e3fc3b9ad8",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,1,NA,NA,3.5615,1.8383,NA,142.17,111.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45","atBat","Groundout","field_out","Ryan Mountcastle grounds out, third baseman Abraham Toro to first baseman Tyler Nevin.",0,1,2,45,"bottom",6,"2024-04-27T00:40:51.821Z","2024-04-27T00:43:34.920Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,663624,"Ryan Mountcastle","/api/v1/people/663624","R","Right",548389,"Ross Stripling","/api/v1/people/548389","R","Right","vs_RHP","vs_RHB","RISP",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Oakland Athletics",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.4,83.1,11,0.92,0.4124,6.0056,30.0315,-11.3886,-1.803,11.6539,-0.6602,4.6969,1.2659,-133.0842,-3.2463,-0.9091,50.0063,6.7641,-3.2169,13.2,2.4,24,2282,204,NA,NA,NA,NA,NA,NA,FALSE,-12.2,20.5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
747050,"2024-04-26",4,"2024-04-27T00:42:05.390Z","2024-04-27T00:42:08.658Z",TRUE,"pitch","eca3a4c3-d04a-40f7-8028-133439a5b6e3",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.69,1.83,NA,84.99,215.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45","atBat","Groundout","field_out","Ryan Mountcastle grounds out, third baseman Abraham Toro to first baseman Tyler Nevin.",0,1,2,45,"bottom",6,"2024-04-27T00:40:51.821Z","2024-04-27T00:43:34.920Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,663624,"Ryan Mountcastle","/api/v1/people/663624","R","Right",548389,"Ross Stripling","/api/v1/people/548389","R","Right","vs_RHP","vs_RHB","RISP",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Oakland Athletics",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.9,80.4,14,0.9,0.4334,6.0166,25.1751,-25.7336,0.1164,3.9829,0.8397,0.8577,4.0149,-126.2582,-9.1874,-0.7848,50.004,6.6074,0.1886,2.4,7.2,24,2362,173,NA,NA,NA,NA,NA,NA,FALSE,-30.8,5.4,-1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
747050,"2024-04-26",3,"2024-04-27T00:41:29.561Z","2024-04-27T00:41:34.941Z",TRUE,"pitch","ba3025b6-1d44-46fd-acda-50a7744d7441",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.69,1.83,NA,89.61,157.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45","atBat","Groundout","field_out","Ryan Mountcastle grounds out, third baseman Abraham Toro to first baseman Tyler Nevin.",0,1,2,45,"bottom",6,"2024-04-27T00:40:51.821Z","2024-04-27T00:43:34.920Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,663624,"Ryan Mountcastle","/api/v1/people/663624","R","Right",548389,"Ross Stripling","/api/v1/people/548389","R","Right","vs_RHP","vs_RHB","RISP",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Oakland Athletics",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.1,84.1,6,0.93,0.4094,6.1326,29.3731,-12.8273,-2.8872,10.6763,0.7186,3.0064,4.9092,-133.8804,-7.1096,-0.7652,50.0037,6.6178,-5.2327,16.8,3.6,24,2148,202,NA,NA,NA,NA,NA,NA,FALSE,-14.4,18,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
747050,"2024-04-26",2,"2024-04-27T00:41:10.177Z","2024-04-27T00:41:13.327Z",TRUE,"pitch","2a8073f1-f94e-40e0-aed6-97c0ceb5ac43",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.7055,1.8537,NA,86,132.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45","atBat","Groundout","field_out","Ryan Mountcastle grounds out, third baseman Abraham Toro to first baseman Tyler Nevin.",0,1,2,45,"bottom",6,"2024-04-27T00:40:51.821Z","2024-04-27T00:43:34.920Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,663624,"Ryan Mountcastle","/api/v1/people/663624","R","Right",548389,"Ross Stripling","/api/v1/people/548389","R","Right","vs_RHP","vs_RHB","RISP",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Oakland Athletics",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.2,84.3,12,0.93,0.4082,6.0348,28.9672,-12.6983,-2.075,10.6822,0.8134,3.9325,4.947,-134.158,-4.9274,-0.7847,50.0026,6.6977,-3.7836,10.8,3.6,24,2166,201,NA,NA,NA,NA,NA,NA,FALSE,-13.7,18.5,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
747050,"2024-04-26",1,"2024-04-27T00:40:54.193Z","2024-04-27T00:40:58.040Z",TRUE,"pitch","f7e1014b-0c8a-4450-936a-0d906095165d",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.6823,1.8623,NA,90.1,152.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45","atBat","Groundout","field_out","Ryan Mountcastle grounds out, third baseman Abraham Toro to first baseman Tyler Nevin.",0,1,2,45,"bottom",6,"2024-04-27T00:40:51.821Z","2024-04-27T00:43:34.920Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,663624,"Ryan Mountcastle","/api/v1/people/663624","R","Right",548389,"Ross Stripling","/api/v1/people/548389","R","Right","vs_RHP","vs_RHB","RISP",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Oakland Athletics",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.2,83.2,3,0.93,0.4135,6.0592,29.172,-12.0102,-1.7077,11.3551,0.7058,3.1846,4.4093,-132.6153,-6.9428,-0.7588,50.0028,6.7183,-3.033,8.4,3.6,24,2184,202,NA,NA,NA,NA,NA,NA,FALSE,-13.8,19.2,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
747050,"2024-04-26",0,"2024-04-27T00:40:16.092Z","2024-04-27T00:40:54.193Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",1,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"45","atBat","Groundout","field_out","Ryan Mountcastle grounds out, third baseman Abraham Toro to first baseman Tyler Nevin.",0,1,2,45,"bottom",6,"2024-04-27T00:40:51.821Z","2024-04-27T00:43:34.920Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,663624,"Ryan Mountcastle","/api/v1/people/663624","R","Right",548389,"Ross Stripling","/api/v1/people/548389","R","Right","vs_RHP","vs_RHB","RISP",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Oakland Athletics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
747050,"2024-04-26",7,"2024-04-27T00:43:14.643Z","2024-04-27T00:43:27.061Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",1,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,3,2,1,663624,"/api/v1/people/663624",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"45","atBat","Groundout","field_out","Ryan Mountcastle grounds out, third baseman Abraham Toro to first baseman Tyler Nevin.",0,1,2,45,"bottom",6,"2024-04-27T00:40:51.821Z","2024-04-27T00:43:34.920Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,663624,"Ryan Mountcastle","/api/v1/people/663624","R","Right",548389,"Ross Stripling","/api/v1/people/548389","R","Right","vs_RHP","vs_RHB","RISP",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Oakland Athletics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
747050,"2024-04-26",0,"2024-04-27T00:39:21.329Z","2024-04-27T00:39:38.864Z",TRUE,"pitch","005ea891-d86d-4968-beea-a9876b854fe7",1,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",0,0,1,NA,NA,3.39,1.6,NA,131.4,195.8,"ground_ball","medium","5",69.55,161.56,NA,NA,NA,NA,NA,NA,NA,NA,"44","atBat","Double","double","Anthony Santander doubles (7) on a ground ball to third baseman Abraham Toro.",0,1,2,44,"bottom",6,"2024-04-27T00:39:04.138Z","2024-04-27T00:39:38.864Z",TRUE,FALSE,FALSE,FALSE,34,0,0,1,623993,"Anthony Santander","/api/v1/people/623993","L","Left",548389,"Ross Stripling","/api/v1/people/548389","R","Right","vs_RHP","vs_LHB","RISP",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Oakland Athletics","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83.6,77.6,7,0.9,0.4489,6.0167,22.5076,-28.8328,0.986,2.2096,-0.3779,1.5919,1.2222,-121.7186,-6.395,-1.0134,50.0012,6.7302,1.4881,3.6,8.4,24,2394,135,61,12,86,NA,NA,NA,FALSE,-36.1,2.9,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,623993,"Anthony Santander","/api/v1/people/623993",NA,NA,NA,NA,NA,NA,NA
747050,"2024-04-26",3,"2024-04-27T00:38:47.306Z","2024-04-27T00:38:54.196Z",TRUE,"pitch","aef35ca5-40a1-4feb-b8d5-46efc30e7abd",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,0,NA,NA,3.49,1.64,NA,124.75,202.55,"ground_ball","medium","3",150.76,163.11,NA,NA,NA,NA,NA,NA,NA,NA,"43","atBat","Groundout","field_out","Ryan O'Hearn grounds out, first baseman Tyler Nevin to pitcher Ross Stripling.",0,1,2,43,"bottom",6,"2024-04-27T00:37:49.572Z","2024-04-27T00:38:54.196Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,656811,"Ryan O'Hearn","/api/v1/people/656811","L","Left",548389,"Ross Stripling","/api/v1/people/548389","R","Right","vs_RHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Oakland Athletics","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.5,78.2,13,0.91,0.4452,5.9165,23.8377,-27.8888,0.5025,2.794,-0.2034,1.3418,1.4795,-122.9156,-7.3789,-0.8778,50.0032,6.7434,0.7704,2.4,7.2,24,2366,148,91.6,-4,16,NA,NA,NA,TRUE,-34.7,3.6,-1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
747050,"2024-04-26",2,"2024-04-27T00:38:32.711Z","2024-04-27T00:38:37.957Z",TRUE,"pitch","80339c9e-0565-48d6-8a77-67d030d71dfe",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,2,0,NA,NA,3.556,1.6478,NA,131.49,173.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43","atBat","Groundout","field_out","Ryan O'Hearn grounds out, first baseman Tyler Nevin to pitcher Ross Stripling.",0,1,2,43,"bottom",6,"2024-04-27T00:37:49.572Z","2024-04-27T00:38:54.196Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,656811,"Ryan O'Hearn","/api/v1/people/656811","L","Left",548389,"Ross Stripling","/api/v1/people/548389","R","Right","vs_RHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Oakland Athletics","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.5,83.3,4,0.92,0.413,5.9664,30.1371,-10.9361,-1.3326,11.9409,-0.3802,2.4131,2.0589,-132.9289,-8.6925,-0.9938,50.005,6.5324,-2.3708,8.4,2.4,24,2199,204,NA,NA,NA,NA,NA,NA,FALSE,-13.1,19.8,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
747050,"2024-04-26",1,"2024-04-27T00:38:19.459Z","2024-04-27T00:38:22.498Z",TRUE,"pitch","74463a07-5c33-4dc6-b821-03cac36130a5",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,0,NA,NA,3.5616,1.6479,NA,176.47,130.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43","atBat","Groundout","field_out","Ryan O'Hearn grounds out, first baseman Tyler Nevin to pitcher Ross Stripling.",0,1,2,43,"bottom",6,"2024-04-27T00:37:49.572Z","2024-04-27T00:38:54.196Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,656811,"Ryan O'Hearn","/api/v1/people/656811","L","Left",548389,"Ross Stripling","/api/v1/people/548389","R","Right","vs_RHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Oakland Athletics","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",90.6,82.2,11,0.9,0.4167,5.7502,30.0119,-11.7502,-1.8936,11.6931,-1.5603,4.0178,-0.5768,-131.8208,-4.696,-1.0922,50.0003,6.7009,-3.3064,15.6,3.6,24,2185,205,NA,NA,NA,NA,NA,NA,FALSE,-13.3,20.3,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
747050,"2024-04-26",0,"2024-04-27T00:38:06.358Z","2024-04-27T00:38:10.168Z",TRUE,"pitch","54e4a84a-a1af-4dae-b08c-f9b7fec1093f",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.5503,1.6407,NA,111.76,177.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43","atBat","Groundout","field_out","Ryan O'Hearn grounds out, first baseman Tyler Nevin to pitcher Ross Stripling.",0,1,2,43,"bottom",6,"2024-04-27T00:37:49.572Z","2024-04-27T00:38:54.196Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,656811,"Ryan O'Hearn","/api/v1/people/656811","L","Left",548389,"Ross Stripling","/api/v1/people/548389","R","Right","vs_RHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Oakland Athletics","false",NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",73.3,67.6,5,0.9,0.5157,5.5914,20.4089,-40.4983,4.8574,-7.3023,0.1375,2.2548,0.5297,-106.6955,-0.8874,-0.7451,50.0047,7.2878,5.5338,8.4,14.4,24,2349,20,NA,NA,NA,NA,NA,NA,FALSE,-64.4,-13.1,-8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
747050,"2024-04-26",3,"2024-04-27T00:35:45.449Z","2024-04-27T00:35:52.366Z",TRUE,"pitch","a5883dc5-066e-4bfc-a9cc-0c2a53d7ab25",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,1,2,NA,NA,3.31,1.59,NA,139.4,189.62,"ground_ball","medium","1",138.57,184.98,NA,NA,NA,NA,NA,NA,NA,NA,"42","atBat","Groundout","field_out","JJ Bleday grounds out, pitcher Corbin Burnes to first baseman Ryan Mountcastle.",0,1,2,42,"top",6,"2024-04-27T00:34:23.978Z","2024-04-27T00:35:52.366Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,668709,"JJ Bleday","/api/v1/people/668709","L","Left",669203,"Corbin Burnes","/api/v1/people/669203","R","Right","vs_RHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Baltimore Orioles","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",89.4,82.5,7,0.89,0.4198,6.6783,25.9213,-26.6846,-5.4332,3.1811,-0.5876,1.8207,3.0427,-130.2085,-4.524,-1.062,50.0061,5.5867,-9.3828,18,7.2,24,2153,224,66.2,-59,3,NA,NA,NA,TRUE,-29,5,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
